,what,company,relaunched,who,wants,to,be,a,millionaire,as,a,syndicated,program,?
after,0.21973377466201782,0.21655593812465668,0.21165432035923004,0.32549580931663513,0.1954072266817093,0.37890323996543884,0.32360681891441345,0.3831600844860077,0.2145845890045166,0.3014480769634247,0.3831600844860077,0.19057562947273254,0.20372994244098663,0.16608688235282898
three,0.24888746440410614,0.15912514925003052,0.17075805366039276,0.2491552233695984,0.10496260970830917,0.3043823838233948,0.25663426518440247,0.3025658130645752,0.1249033510684967,0.23234014213085175,0.3025658130645752,0.2520512640476227,0.14696548879146576,0.20928427577018738
years,0.1981470286846161,0.1121395006775856,0.17358259856700897,0.29867154359817505,0.1289646178483963,0.23891852796077728,0.2547864317893982,0.23773819208145142,0.19487211108207703,0.234328031539917,0.23773819208145142,0.1794765144586563,0.16509290039539337,0.1914375126361847
in,0.30808621644973755,0.22141718864440918,0.19494235515594482,0.2792111933231354,0.18214331567287445,0.45010748505592346,0.3481820821762085,0.539380669593811,0.18415948748588562,0.3887844979763031,0.539380669593811,0.26383182406425476,0.1994907110929489,0.20430970191955566
2002,0.02542238123714924,-0.12945756316184998,-0.11259039491415024,-0.011096460744738579,0.08767969161272049,-0.043290942907333374,0.04069354757666588,-0.04267120361328125,0.02058502845466137,-0.0020500654354691505,-0.04267120361328125,-0.09369836747646332,-0.088925302028656,0.045828185975551605
",",0.3087472915649414,0.2697763442993164,0.2454613596200943,0.3365725874900818,0.2471858412027359,0.44245919585227966,0.39254459738731384,0.427140474319458,0.26780733466148376,0.48816442489624023,0.427140474319458,0.2306492030620575,0.17760658264160156,0.31091248989105225
with,0.2464839518070221,0.24132338166236877,0.19829730689525604,0.3282766342163086,0.19236530363559723,0.4239959120750427,0.36101722717285156,0.3783375024795532,0.076467365026474,0.40387406945228577,0.3783375024795532,0.22429423034191132,0.14732027053833008,0.2433311939239502
buena,0.2058514803647995,0.2652089297771454,0.25513753294944763,0.11423622816801071,0.10003592818975449,0.22345489263534546,0.17503196001052856,0.21070881187915802,0.23656439781188965,0.16367514431476593,0.21070881187915802,0.3252098262310028,0.23783671855926514,0.11174851655960083
vista,0.18265077471733093,0.21393387019634247,0.2364937663078308,0.11072398722171783,0.11579477787017822,0.18633200228214264,0.12345636636018753,0.18345870077610016,0.12356069684028625,0.16872943937778473,0.18345870077610016,0.23064199090003967,0.27419814467430115,0.15661835670471191
television,0.19838058948516846,0.25623777508735657,0.305501252412796,0.2515988349914551,0.21101169288158417,0.1933557242155075,0.21234801411628723,0.22552843391895294,0.372915655374527,0.25070273876190186,0.22552843391895294,0.522597074508667,0.36510443687438965,0.16825827956199646
relaunching,0.31010720133781433,0.15659445524215698,0.7544951438903809,0.1990995705127716,0.252501517534256,0.3399069309234619,0.28955942392349243,0.25961536169052124,0.21868795156478882,0.3163820803165436,0.25961536169052124,0.3312344551086426,0.32218244671821594,0.2631674110889435
the,0.42745697498321533,0.26591673493385315,0.2622116804122925,0.3733934462070465,0.2615984082221985,0.535392165184021,0.4248143136501312,0.5829201340675354,0.21001788973808289,0.48381632566452026,0.5829201340675354,0.26253175735473633,0.22986935079097748,0.22068053483963013
show,0.29653704166412354,0.1808433085680008,0.2404797375202179,0.2095358669757843,0.1719803661108017,0.29833272099494934,0.29246196150779724,0.24886544048786163,0.284403532743454,0.30768129229545593,0.24886544048786163,0.493861585855484,0.3490089774131775,0.2520138621330261
as,0.31749409437179565,0.18860384821891785,0.23392142355442047,0.3923053741455078,0.27243533730506897,0.42092081904411316,0.5230465531349182,0.39550232887268066,0.18257346749305725,1.0,0.39550232887268066,0.22880499064922333,0.19883424043655396,0.27043893933296204
a,0.3320399522781372,0.22037413716316223,0.20662322640419006,0.36608949303627014,0.30014514923095703,0.45503583550453186,0.39883795380592346,1.0,0.287532240152359,0.39550232887268066,1.0,0.2257440835237503,0.2779408395290375,0.23916715383529663
syndicated,0.16155266761779785,0.2480427622795105,0.4363195598125458,0.24810843169689178,0.21666690707206726,0.16911084949970245,0.15491986274719238,0.2257440835237503,0.3206220269203186,0.22880499064922333,0.2257440835237503,1.0,0.4187949597835541,0.1389981359243393
program,0.25047802925109863,0.17583197355270386,0.31886062026023865,0.2097788155078888,0.25453025102615356,0.23681028187274933,0.23601801693439484,0.2779408395290375,0.23355138301849365,0.19883424043655396,0.2779408395290375,0.4187949597835541,1.0,0.1440187245607376
(,0.2411840260028839,0.13179703056812286,0.1836889386177063,0.2443375140428543,0.24681386351585388,0.30882009863853455,0.2349044382572174,0.3206180930137634,0.21614758670330048,0.32029855251312256,0.3206180930137634,0.22914515435695648,0.11923244595527649,0.40561532974243164
under,0.20154598355293274,0.23108509182929993,0.22024068236351013,0.2962189018726349,0.17402096092700958,0.27177539467811584,0.23514987528324127,0.18317826092243195,0.10417959839105606,0.29018887877464294,0.18317826092243195,0.15421824157238007,0.10983677208423615,0.18233340978622437
that,0.6297725439071655,0.22723333537578583,0.26834797859191895,0.45444270968437195,0.3267863094806671,0.5436353087425232,0.6036020517349243,0.47537946701049805,0.17453795671463013,0.4735107421875,0.47537946701049805,0.22524148225784302,0.33504533767700195,0.32716336846351624
incarnation,0.2737259864807129,0.1584784984588623,0.153614342212677,0.27463722229003906,0.21524721384048462,0.20287059247493744,0.24981971085071564,0.25333544611930847,0.128887340426445,0.31978559494018555,0.25333544611930847,0.2134065330028534,0.1844988465309143,0.20495687425136566
's,0.02692362666130066,0.003266559913754463,-0.032939612865448,0.05599616840481758,0.034207552671432495,0.03782717138528824,0.025217169895768166,0.04866964742541313,0.05900312587618828,-0.05775856226682663,0.04866964742541313,-0.002750858897343278,0.0445902980864048,-0.023395681753754616
original,0.24651947617530823,0.16783428192138672,0.18985047936439514,0.1785319596529007,0.17501650750637054,0.30182456970214844,0.2519233524799347,0.25438275933265686,0.19442696869373322,0.2790030837059021,0.25438275933265686,0.28400135040283203,0.1971626579761505,0.17256900668144226
host,0.12779991328716278,0.11685114353895187,0.2085094451904297,0.1455991417169571,0.2144581377506256,0.18300798535346985,0.15821070969104767,0.1733594834804535,0.27719977498054504,0.19779783487319946,0.1733594834804535,0.3607870638370514,0.3557693660259247,0.1021634042263031
meredith,0.19534389674663544,0.1374620944261551,0.21164153516292572,0.29571253061294556,0.20896905660629272,0.18856842815876007,0.16357827186584473,0.21628470718860626,0.20042428374290466,0.25122523307800293,0.21628470718860626,0.252130389213562,0.21812346577644348,0.14512039721012115
vieira,0.10597730427980423,0.11930983513593674,0.22230881452560425,0.24725127220153809,0.1433151513338089,0.13007237017154694,0.08977867662906647,0.20106056332588196,0.27194705605506897,0.2381947785615921,0.20106056332588196,0.2534452974796295,0.12491802871227264,0.18688440322875977
),0.26259949803352356,0.14284300804138184,0.17977473139762878,0.2457384318113327,0.2295454740524292,0.31236231327056885,0.24578070640563965,0.3640355169773102,0.2250996083021164,0.32161882519721985,0.3640355169773102,0.23006638884544373,0.12293422222137451,0.42300865054130554
in,0.30808621644973755,0.22141718864440918,0.19494235515594482,0.2792111933231354,0.18214331567287445,0.45010748505592346,0.3481820821762085,0.539380669593811,0.18415948748588562,0.3887844979763031,0.539380669593811,0.26383182406425476,0.1994907110929489,0.20430970191955566
september,0.2153792530298233,0.16691817343235016,0.22430846095085144,0.21365830302238464,0.17286738753318787,0.22485187649726868,0.16678357124328613,0.21795299649238586,0.23403382301330566,0.2394716590642929,0.21795299649238586,0.2486572116613388,0.16305255889892578,0.2665146589279175
of,0.33290785551071167,0.20467796921730042,0.19766731560230255,0.2827862501144409,0.22823545336723328,0.41548454761505127,0.33904364705085754,0.5052502155303955,0.13616830110549927,0.3886612355709076,0.5052502155303955,0.17896628379821777,0.17376001179218292,0.1826142966747284
that,0.6297725439071655,0.22723333537578583,0.26834797859191895,0.45444270968437195,0.3267863094806671,0.5436353087425232,0.6036020517349243,0.47537946701049805,0.17453795671463013,0.4735107421875,0.47537946701049805,0.22524148225784302,0.33504533767700195,0.32716336846351624
year,0.15184831619262695,0.1253320872783661,0.2297724336385727,0.2851492762565613,0.15589238703250885,0.23523004353046417,0.2296248972415924,0.29350247979164124,0.19962263107299805,0.28440728783607483,0.29350247979164124,0.21713480353355408,0.17092710733413696,0.18315006792545319
.,0.3567904531955719,0.266353577375412,0.23689225316047668,0.3541337847709656,0.24278217554092407,0.4645031690597534,0.4383580684661865,0.50484299659729,0.2274860441684723,0.515582263469696,0.50484299659729,0.2150494009256363,0.18964338302612305,0.4130953550338745
