,who,was,reintroduced,for,the,50th,anniversary,special,?
silurians,0.2552560567855835,0.192406564950943,0.23246461153030396,0.16634340584278107,0.340570330619812,0.10610347241163254,0.1263018548488617,0.06879922747612,0.1403527855873108
in,0.2792111933231354,0.45514053106307983,0.3000187873840332,0.4322226941585541,0.6662389636039734,0.11835864186286926,0.25491592288017273,0.2897285223007202,0.20430970191955566
series,0.21484537422657013,0.2261398285627365,0.23645876348018646,0.2715710699558258,0.31376904249191284,0.1081300899386406,0.2369382679462433,0.25486889481544495,0.1709602326154709
5,0.05488086864352226,-0.020029501989483833,-0.08739275485277176,0.06971735507249832,0.09255307912826538,0.08049710094928741,0.08755047619342804,0.10720673948526382,0.06222071498632431
",",0.3365725874900818,0.45456063747406006,0.27687403559684753,0.4464869201183319,0.4933079481124878,0.1069522351026535,0.20396199822425842,0.23880577087402344,0.31091248989105225
cybermats,0.2172044813632965,0.08170980215072632,0.19814561307430267,0.2677724063396454,0.32358935475349426,0.16310465335845947,0.22438859939575195,0.27299901843070984,0.24318411946296692
in,0.2792111933231354,0.45514053106307983,0.3000187873840332,0.4322226941585541,0.6662389636039734,0.11835864186286926,0.25491592288017273,0.2897285223007202,0.20430970191955566
series,0.21484537422657013,0.2261398285627365,0.23645876348018646,0.2715710699558258,0.31376904249191284,0.1081300899386406,0.2369382679462433,0.25486889481544495,0.1709602326154709
6,0.06694239377975464,0.021614471450448036,0.04792674630880356,0.03396032005548477,0.041227471083402634,0.01559156272560358,-0.07537616789340973,-0.0009288557339459658,0.045001473277807236
",",0.3365725874900818,0.45456063747406006,0.27687403559684753,0.4464869201183319,0.4933079481124878,0.1069522351026535,0.20396199822425842,0.23880577087402344,0.31091248989105225
the,0.3733934462070465,0.48711544275283813,0.30385175347328186,0.4739971458911896,1.0,0.19595111906528473,0.29318708181381226,0.3027077615261078,0.22068053483963013
great,0.24061277508735657,0.19652196764945984,0.1317560225725174,0.19302397966384888,0.2822027802467346,0.12050508707761765,0.1287396103143692,0.13827045261859894,0.13135133683681488
intelligence,0.2297636866569519,0.20633065700531006,0.08779025077819824,0.22634562849998474,0.25918135046958923,0.032303888350725174,0.09856479614973068,0.20013897120952606,0.13662627339363098
and,0.41279885172843933,0.3740963041782379,0.30158916115760803,0.5064792633056641,0.5171257257461548,0.1709929257631302,0.13314463198184967,0.22352655231952667,0.20544172823429108
the,0.3733934462070465,0.48711544275283813,0.30385175347328186,0.4739971458911896,1.0,0.19595111906528473,0.29318708181381226,0.3027077615261078,0.22068053483963013
ice,0.22728894650936127,0.15280188620090485,0.14903254806995392,0.16668009757995605,0.22322975099086761,0.036610089242458344,0.09810410439968109,0.16803649067878723,0.1261633038520813
warriors,0.3005003035068512,0.1770721971988678,0.11349078267812729,0.21939313411712646,0.25818830728530884,0.07698120176792145,0.15570813417434692,0.09972039610147476,0.10605888813734055
in,0.2792111933231354,0.45514053106307983,0.3000187873840332,0.4322226941585541,0.6662389636039734,0.11835864186286926,0.25491592288017273,0.2897285223007202,0.20430970191955566
series,0.21484537422657013,0.2261398285627365,0.23645876348018646,0.2715710699558258,0.31376904249191284,0.1081300899386406,0.2369382679462433,0.25486889481544495,0.1709602326154709
7,-0.12122417241334915,0.002381215337663889,-0.049862928688526154,-0.11536749452352524,-0.1142377033829689,-0.024329544976353645,-0.1035570427775383,-0.1426045149564743,-0.15092156827449799
",",0.3365725874900818,0.45456063747406006,0.27687403559684753,0.4464869201183319,0.4933079481124878,0.1069522351026535,0.20396199822425842,0.23880577087402344,0.31091248989105225
and,0.41279885172843933,0.3740963041782379,0.30158916115760803,0.5064792633056641,0.5171257257461548,0.1709929257631302,0.13314463198184967,0.22352655231952667,0.20544172823429108
zygons,0.2274838387966156,0.10441941767930984,0.20245426893234253,0.1917295604944229,0.2921547591686249,0.09267038851976395,0.1009988784790039,0.1992536336183548,0.17516446113586426
in,0.2792111933231354,0.45514053106307983,0.3000187873840332,0.4322226941585541,0.6662389636039734,0.11835864186286926,0.25491592288017273,0.2897285223007202,0.20430970191955566
the,0.3733934462070465,0.48711544275283813,0.30385175347328186,0.4739971458911896,1.0,0.19595111906528473,0.29318708181381226,0.3027077615261078,0.22068053483963013
50th,0.009327351115643978,0.17689552903175354,0.08303748071193695,0.07924925535917282,0.19595111906528473,1.0000001192092896,0.26162034273147583,0.050610799342393875,0.004919986240565777
anniversary,0.16220717132091522,0.28924626111984253,0.2873760759830475,0.24768374860286713,0.29318708181381226,0.26162034273147583,1.0,0.3297252953052521,0.1981802135705948
special,0.21519862115383148,0.1585642695426941,0.2087778002023697,0.311454176902771,0.3027077615261078,0.050610799342393875,0.3297252953052521,1.0000001192092896,0.29623302817344666
.,0.3541337847709656,0.40146201848983765,0.3462313711643219,0.4726039469242096,0.5934505462646484,0.15041887760162354,0.2281392365694046,0.26337340474128723,0.4130953550338745
