,when,do,bathyctena,chuni,",",euplokamis,stationis,and,eurhamphaea,vexilligera,excrete,secretions,?
vexilligera,0.22086726129055023,0.18884380161762238,0.4260644316673279,0.35141968727111816,0.3515438437461853,0.43110111355781555,0.29592782258987427,0.36649590730667114,0.39883488416671753,1.0,0.297096848487854,0.2664550542831421,0.21124109625816345
",",0.36674630641937256,0.3283645510673523,0.2681700885295868,0.3081621527671814,1.0000001192092896,0.3234763443470001,0.2757765054702759,0.6633074283599854,0.35392409563064575,0.3515438437461853,0.2239675223827362,0.14944066107273102,0.31091248989105225
are,0.29873907566070557,0.41111594438552856,0.22202913463115692,0.23541617393493652,0.4062570035457611,0.23751956224441528,0.15916576981544495,0.48576638102531433,0.291655570268631,0.24097426235675812,0.3254372775554657,0.3067033290863037,0.24591213464736938
disturbed,0.3185971677303314,0.2119729369878769,0.22662900388240814,0.14255744218826294,0.18780581653118134,0.28627070784568787,0.15004171431064606,0.25946033000946045,0.2895604074001312,0.2369598150253296,0.27015310525894165,0.3454175889492035,0.11048313975334167
",",0.36674630641937256,0.3283645510673523,0.2681700885295868,0.3081621527671814,1.0000001192092896,0.3234763443470001,0.2757765054702759,0.6633074283599854,0.35392409563064575,0.3515438437461853,0.2239675223827362,0.14944066107273102,0.31091248989105225
they,0.5090266466140747,0.4667694866657257,0.2948373258113861,0.2411005049943924,0.390799880027771,0.2960568368434906,0.2093522846698761,0.5073080658912659,0.31625622510910034,0.3002903163433075,0.33680492639541626,0.3037281632423401,0.2753053903579712
produce,0.2970345914363861,0.2995959520339966,0.22157098352909088,0.18798106908798218,0.19927625358104706,0.22036543488502502,0.16013096272945404,0.2701570689678192,0.3254925310611725,0.25848153233528137,0.45154497027397156,0.33828574419021606,0.19229066371917725
secretions,0.24752415716648102,0.2871028184890747,0.2873868942260742,0.11974284052848816,0.14944066107273102,0.2437094897031784,0.04103918746113777,0.17575903236865997,0.33311063051223755,0.2664550542831421,0.5602375268936157,0.9999998807907104,0.15847201645374298
(,0.2459595799446106,0.24216170608997345,0.24328258633613586,0.3044866621494293,0.6363511681556702,0.24912728369235992,0.1970878392457962,0.4862271547317505,0.29590901732444763,0.28172460198402405,0.23023775219917297,0.12711217999458313,0.40561532974243164
ink,0.2070619761943817,0.18163031339645386,0.28968727588653564,0.2011883556842804,0.16931460797786713,0.1981438845396042,0.06156047433614731,0.19682222604751587,0.2589800953865051,0.2712195813655853,0.35849490761756897,0.27645882964134216,0.17379552125930786
),0.2538422644138336,0.24460165202617645,0.24409005045890808,0.29259371757507324,0.63033527135849,0.23206762969493866,0.19676867127418518,0.4961937665939331,0.29308217763900757,0.2870555520057678,0.22238574922084808,0.12091877311468124,0.42300865054130554
that,0.5860282182693481,0.44533252716064453,0.20990528166294098,0.24922697246074677,0.4137537479400635,0.2926565110683441,0.2325330525636673,0.4731321930885315,0.2961646318435669,0.2598104178905487,0.2877717912197113,0.28904181718826294,0.32716336846351624
luminesce,0.21527165174484253,0.24696926772594452,0.2539803683757782,0.19355711340904236,0.17119471728801727,0.272052526473999,0.18563248217105865,0.17811818420886993,0.3904930055141449,0.22860553860664368,0.4318729341030121,0.31244465708732605,0.21266260743141174
at,0.38876327872276306,0.1511090099811554,0.19906744360923767,0.1615297645330429,0.38314947485923767,0.28310760855674744,0.24715299904346466,0.3571503460407257,0.25652986764907837,0.25558599829673767,0.09019608050584793,0.1794876903295517,0.21978627145290375
much,0.39518025517463684,0.312346875667572,0.15825125575065613,0.19539092481136322,0.36182254552841187,0.1953701376914978,0.244785338640213,0.38395699858665466,0.25817999243736267,0.24343648552894592,0.28237301111221313,0.3041125535964966,0.23442231118679047
the,0.5091903209686279,0.30239659547805786,0.2314457893371582,0.2863180637359619,0.4933079481124878,0.33727511763572693,0.17704500257968903,0.5171257257461548,0.33692312240600586,0.3550459146499634,0.24220465123653412,0.19401611387729645,0.22068053483963013
same,0.37020012736320496,0.3155553936958313,0.1657632440328598,0.18648192286491394,0.3207721710205078,0.2327272593975067,0.15302608907222748,0.3205644488334656,0.23277407884597778,0.17880798876285553,0.2203667163848877,0.15978312492370605,0.22649677097797394
wavelengths,0.22751891613006592,0.22178609669208527,0.2113477736711502,0.23717880249023438,0.23052269220352173,0.2741956114768982,0.25896164774894714,0.2286677211523056,0.3181764483451843,0.23573926091194153,0.3975902795791626,0.3160223960876465,0.17405365407466888
as,0.4437963366508484,0.38329678773880005,0.18883053958415985,0.27570611238479614,0.48816442489624023,0.19090119004249573,0.21641753613948822,0.49487000703811646,0.2682952880859375,0.29604727029800415,0.20561276376247406,0.13883696496486664,0.27043893933296204
their,0.3682888448238373,0.35424983501434326,0.2000342309474945,0.15899136662483215,0.3045167922973633,0.18018032610416412,0.15256014466285706,0.45114588737487793,0.23767723143100739,0.2946094274520874,0.29579877853393555,0.2948654890060425,0.1898253709077835
bodies,0.21118222177028656,0.23864081501960754,0.30577221512794495,0.15564149618148804,0.22888998687267303,0.22047513723373413,0.1612294316291809,0.30740299820899963,0.32137712836265564,0.2820033133029938,0.33761435747146606,0.3847300410270691,0.18285469710826874
.,0.475719153881073,0.3613996207714081,0.26227837800979614,0.32379528880119324,0.6812511086463928,0.30088984966278076,0.23903889954090118,0.588965117931366,0.3506852686405182,0.38567596673965454,0.2654006779193878,0.17898301780223846,0.4130953550338745
