,in,what,year,did,the,scavenger,hunt,begin,?
chicago,0.23921214044094086,0.1521448791027069,0.1798611879348755,0.1900576800107956,0.27360326051712036,0.12902414798736572,0.17284135520458221,0.09958053380250931,0.16446958482265472
scavenger,0.2301943451166153,0.22387753427028656,0.059806939214468,0.11549422144889832,0.28621864318847656,1.0000001192092896,0.41344505548477173,0.20345419645309448,0.13486094772815704
hunt,0.19142581522464752,0.1074647307395935,0.11098863184452057,0.19707295298576355,0.2538548409938812,0.41344505548477173,1.0000001192092896,0.1942688375711441,0.13092587888240814
",",0.5201468467712402,0.3087472915649414,0.28560417890548706,0.3015086054801941,0.4933079481124878,0.2609860599040985,0.3438757658004761,0.27304404973983765,0.31091248989105225
in,1.0,0.30808621644973755,0.3359307050704956,0.2593238651752472,0.6662389636039734,0.2301943451166153,0.19142581522464752,0.2903634011745453,0.20430970191955566
which,0.4840516746044159,0.5261979103088379,0.242343008518219,0.2750149369239807,0.6521818041801453,0.30671072006225586,0.20760506391525269,0.22235408425331116,0.25814583897590637
large,0.2841601073741913,0.2017821967601776,0.12452022731304169,0.2084006518125534,0.3828733265399933,0.3556320071220398,0.18165694177150726,0.17705702781677246,0.1355665624141693
teams,0.2639528214931488,0.16624371707439423,0.2474260926246643,0.18786492943763733,0.3164927661418915,0.1128205955028534,0.18328328430652618,0.19295093417167664,0.11150168627500534
of,0.5696388483047485,0.33290785551071167,0.2578314542770386,0.2513895630836487,0.733189046382904,0.2134436070919037,0.18847715854644775,0.24830074608325958,0.1826142966747284
students,0.2676171064376831,0.2380729615688324,0.22642718255519867,0.1996062994003296,0.25268980860710144,0.08054464310407639,0.07073213905096054,0.2576056718826294,0.18017297983169556
compete,0.2251034528017044,0.2122422456741333,0.22626887261867523,0.25099343061447144,0.28425246477127075,0.24410897493362427,0.2221386730670929,0.2763628363609314,0.07650651037693024
to,0.45010748505592346,0.455847829580307,0.23523004353046417,0.4452643394470215,0.535392165184021,0.20574988424777985,0.24555347859859467,0.33302420377731323,0.29463258385658264
obtain,0.15285982191562653,0.18337780237197876,0.07222528010606766,0.16459017992019653,0.21407602727413177,0.16188763082027435,0.1784951090812683,0.22047117352485657,0.15655191242694855
notoriously,0.1909964680671692,0.28172871470451355,0.12250453233718872,0.20175865292549133,0.2415984719991684,0.27615660429000854,0.1847691684961319,0.08685538172721863,0.27657267451286316
esoteric,0.2422603815793991,0.3363439440727234,0.07385712116956711,0.1419541835784912,0.2740561068058014,0.24413716793060303,0.09910967946052551,0.12609030306339264,0.26774701476097107
items,0.2189844399690628,0.23242159187793732,0.21008674800395966,0.1239788681268692,0.23580949008464813,0.17333932220935822,0.09894151985645294,0.14922669529914856,0.19807128608226776
from,0.4274188280105591,0.2737620174884796,0.2101740688085556,0.20248863101005554,0.40150508284568787,0.16329851746559143,0.11601626873016357,0.2698803246021271,0.19969791173934937
a,0.539380669593811,0.3320399522781372,0.29350247979164124,0.2552328109741211,0.5829201340675354,0.20867471396923065,0.185367614030838,0.22845244407653809,0.23916715383529663
list,0.2799903452396393,0.22366273403167725,0.197907492518425,0.13643468916416168,0.2863321602344513,0.09609378129243851,0.11132272332906723,0.12353143841028214,0.23630984127521515
.,0.5591574311256409,0.3567904531955719,0.32538118958473206,0.35288307070732117,0.5934505462646484,0.2135239839553833,0.27843332290649414,0.24827922880649567,0.4130953550338745
