,how,many,developed,countries,did,british,researchers,use,to,gather,statistics,from,?
and,0.33647966384887695,0.5296266674995422,0.25542938709259033,0.37200918793678284,0.34479495882987976,0.325880765914917,0.2865251898765564,0.34145063161849976,0.48971283435821533,0.28333812952041626,0.23405197262763977,0.3601827025413513,0.20544172823429108
states,0.20841296017169952,0.29976361989974976,0.20331665873527527,0.4093204438686371,0.21754568815231323,0.27906519174575806,0.2112567126750946,0.1991468071937561,0.2828785181045532,0.13305845856666565,0.1887606680393219,0.24283263087272644,0.16272737085819244
like,0.4663832485675812,0.5365896821022034,0.23993422091007233,0.2956649363040924,0.40502431988716125,0.1493905484676361,0.24147766828536987,0.4426271915435791,0.35482415556907654,0.2872222661972046,0.14593300223350525,0.28165748715400696,0.3268813192844391
utah,0.11681844294071198,0.20362558960914612,0.15885598957538605,0.1502896398305893,0.1316310465335846,0.12568874657154083,0.19559812545776367,0.11673770099878311,0.11778990179300308,0.1889212429523468,0.12458567321300507,0.1971554160118103,0.12619438767433167
and,0.33647966384887695,0.5296266674995422,0.25542938709259033,0.37200918793678284,0.34479495882987976,0.325880765914917,0.2865251898765564,0.34145063161849976,0.48971283435821533,0.28333812952041626,0.23405197262763977,0.3601827025413513,0.20544172823429108
new,0.20832711458206177,0.2992318272590637,0.1857285499572754,0.1453324258327484,0.227974995970726,0.19849099218845367,0.14263087511062622,0.20533977448940277,0.33159172534942627,0.17023593187332153,0.16668954491615295,0.3360432982444763,0.14782847464084625
hampshire,0.14313863217830658,0.14663012325763702,0.1351783275604248,0.1054123193025589,0.17563998699188232,0.29263633489608765,0.09184392541646957,0.1386733055114746,0.2455403208732605,0.10433023422956467,0.1272706389427185,0.23623451590538025,0.10993438214063644
with,0.3525622487068176,0.35744401812553406,0.257305771112442,0.33792537450790405,0.25472134351730347,0.1637800633907318,0.20172381401062012,0.3356984257698059,0.4239959120750427,0.23052465915679932,0.17174549400806427,0.26272761821746826,0.2433311939239502
high,0.16700881719589233,0.27441489696502686,0.1837092936038971,0.18718457221984863,0.15957149863243103,0.10205645859241486,0.15547659993171692,0.1721765547990799,0.28947713971138,0.1354016363620758,0.1437016725540161,0.193696990609169,0.11137914657592773
levels,0.30174899101257324,0.3079531192779541,0.1986524611711502,0.25373250246047974,0.16511613130569458,0.09401533007621765,0.25985220074653625,0.2798765301704407,0.29053324460983276,0.10834603011608124,0.167181596159935,0.19019560515880585,0.1541307419538498
of,0.2480744868516922,0.37253960967063904,0.21960023045539856,0.2800094783306122,0.2513895630836487,0.23701532185077667,0.23457743227481842,0.2750902473926544,0.41548454761505127,0.2395036518573761,0.2564145624637604,0.4249346852302551,0.1826142966747284
equality,0.29053255915641785,0.2531779408454895,0.13504695892333984,0.25489944219589233,0.20039963722229004,0.17663821578025818,0.17161515355110168,0.21742993593215942,0.24343636631965637,0.11862319707870483,0.23881375789642334,0.09097614139318466,0.19821703433990479
",",0.22659391164779663,0.40610817074775696,0.24565434455871582,0.2966555655002594,0.3015086054801941,0.25734075903892517,0.2712523639202118,0.3276674151420593,0.44245919585227966,0.2223723977804184,0.24284285306930542,0.39760664105415344,0.31091248989105225
than,0.29763275384902954,0.39069414138793945,0.22113917768001556,0.28124192357063293,0.24820660054683685,0.14209213852882385,0.2636312246322632,0.34420761466026306,0.3192550539970398,0.2130831480026245,0.22501219809055328,0.2633618414402008,0.24917294085025787
in,0.2601168751716614,0.41474202275276184,0.2498214840888977,0.3027990758419037,0.2593238651752472,0.23084034025669098,0.23347842693328857,0.2715643048286438,0.45010748505592346,0.23760561645030975,0.2433752715587616,0.4274188280105591,0.20430970191955566
countries,0.22695748507976532,0.4298940598964691,0.2739724814891815,0.9999999403953552,0.2888847887516022,0.2192615270614624,0.27062323689460754,0.33462896943092346,0.3111797273159027,0.16719302535057068,0.14134053885936737,0.2355131208896637,0.15128466486930847
(,0.1676948219537735,0.1455259770154953,0.12649273872375488,0.15407808125019073,0.18979617953300476,0.18040098249912262,0.15838751196861267,0.2174896001815796,0.30882009863853455,0.11051411926746368,0.22027024626731873,0.25806233286857605,0.40561532974243164
us,0.2815901041030884,0.2307271808385849,0.13503265380859375,0.250430703163147,0.23250600695610046,0.23633208870887756,0.21705825626850128,0.23577770590782166,0.2928973436355591,0.2062811702489853,0.167547345161438,0.24183706939220428,0.2742428481578827
and,0.33647966384887695,0.5296266674995422,0.25542938709259033,0.37200918793678284,0.34479495882987976,0.325880765914917,0.2865251898765564,0.34145063161849976,0.48971283435821533,0.28333812952041626,0.23405197262763977,0.3601827025413513,0.20544172823429108
uk,0.14388126134872437,0.18414634466171265,0.10805028676986694,0.3527851402759552,0.128135547041893,0.38841667771339417,0.13539482653141022,0.20136335492134094,0.18409153819084167,0.11836718767881393,0.13218049705028534,0.18174080550670624,0.20222434401512146
),0.17939934134483337,0.16602720320224762,0.12915340065956116,0.15248970687389374,0.18584993481636047,0.19181592762470245,0.13467413187026978,0.23662498593330383,0.31236231327056885,0.12776458263397217,0.2252572625875473,0.2672361731529236,0.42300865054130554
and,0.33647966384887695,0.5296266674995422,0.25542938709259033,0.37200918793678284,0.34479495882987976,0.325880765914917,0.2865251898765564,0.34145063161849976,0.48971283435821533,0.28333812952041626,0.23405197262763977,0.3601827025413513,0.20544172823429108
states,0.20841296017169952,0.29976361989974976,0.20331665873527527,0.4093204438686371,0.21754568815231323,0.27906519174575806,0.2112567126750946,0.1991468071937561,0.2828785181045532,0.13305845856666565,0.1887606680393219,0.24283263087272644,0.16272737085819244
(,0.1676948219537735,0.1455259770154953,0.12649273872375488,0.15407808125019073,0.18979617953300476,0.18040098249912262,0.15838751196861267,0.2174896001815796,0.30882009863853455,0.11051411926746368,0.22027024626731873,0.25806233286857605,0.40561532974243164
mississippi,0.12669247388839722,0.18412695825099945,0.1737261265516281,0.18371659517288208,0.24067096412181854,0.169990673661232,0.10623745620250702,0.11533911526203156,0.17388485372066498,0.20888254046440125,0.15305589139461517,0.21956539154052734,0.1548103243112564
and,0.33647966384887695,0.5296266674995422,0.25542938709259033,0.37200918793678284,0.34479495882987976,0.325880765914917,0.2865251898765564,0.34145063161849976,0.48971283435821533,0.28333812952041626,0.23405197262763977,0.3601827025413513,0.20544172823429108
new,0.20832711458206177,0.2992318272590637,0.1857285499572754,0.1453324258327484,0.227974995970726,0.19849099218845367,0.14263087511062622,0.20533977448940277,0.33159172534942627,0.17023593187332153,0.16668954491615295,0.3360432982444763,0.14782847464084625
york,0.19939486682415009,0.22864362597465515,0.1182120218873024,0.1110149621963501,0.16606222093105316,0.21250510215759277,0.1384606808423996,0.17046619951725006,0.22230617702007294,0.13630154728889465,0.1637960523366928,0.25090619921684265,0.15262620151042938
),0.17939934134483337,0.16602720320224762,0.12915340065956116,0.15248970687389374,0.18584993481636047,0.19181592762470245,0.13467413187026978,0.23662498593330383,0.31236231327056885,0.12776458263397217,0.2252572625875473,0.2672361731529236,0.42300865054130554
with,0.3525622487068176,0.35744401812553406,0.257305771112442,0.33792537450790405,0.25472134351730347,0.1637800633907318,0.20172381401062012,0.3356984257698059,0.4239959120750427,0.23052465915679932,0.17174549400806427,0.26272761821746826,0.2433311939239502
large,0.21342547237873077,0.42789679765701294,0.25092899799346924,0.2319985032081604,0.2084006518125534,0.1757306456565857,0.17904113233089447,0.2578502595424652,0.3150999844074249,0.3941519558429718,0.15733137726783752,0.24790740013122559,0.1355665624141693
differences,0.37329840660095215,0.38439488410949707,0.32726147770881653,0.3404342532157898,0.2688239514827728,0.13710831105709076,0.3629169166088104,0.34546977281570435,0.2743901312351227,0.22401806712150574,0.24650105834007263,0.16522116959095,0.20399115979671478
in,0.2601168751716614,0.41474202275276184,0.2498214840888977,0.3027990758419037,0.2593238651752472,0.23084034025669098,0.23347842693328857,0.2715643048286438,0.45010748505592346,0.23760561645030975,0.2433752715587616,0.4274188280105591,0.20430970191955566
household,0.17162427306175232,0.19152235984802246,0.099396713078022,0.22546923160552979,0.18038423359394073,0.09707143157720566,0.1820629984140396,0.1841524988412857,0.24151477217674255,0.23649072647094727,0.1618622988462448,0.11991079896688461,0.12460741400718689
income,0.24416807293891907,0.22169648110866547,0.16156300902366638,0.2989959716796875,0.20239697396755219,0.08762512356042862,0.23880095779895782,0.18108715116977692,0.27188464999198914,0.1806865632534027,0.2636564075946808,0.17458222806453705,0.14935168623924255
.,0.3287222981452942,0.3974229395389557,0.2569568455219269,0.27938392758369446,0.35288307070732117,0.23159366846084595,0.24884258210659027,0.3711656630039215,0.4645031690597534,0.24479100108146667,0.2561276853084564,0.41536515951156616,0.4130953550338745
