,who,can,decide,on,legal,matters,in,islam,?
render,0.10933578759431839,0.3153729736804962,0.16317400336265564,0.12663692235946655,0.26737403869628906,0.2514919638633728,0.1608928143978119,0.19016766548156738,0.17435836791992188
legal,0.28385603427886963,0.2145235538482666,0.33361801505088806,0.24735188484191895,0.9999998807907104,0.42085081338882446,0.256083607673645,0.2720377445220947,0.2143220454454422
verdicts,0.26655223965644836,0.1428517997264862,0.3194614052772522,0.2567158341407776,0.41395267844200134,0.39041057229042053,0.2393452227115631,0.3099735677242279,0.25594738125801086
upon,0.19846883416175842,0.2501034736633301,0.24376168847084045,0.3876325786113739,0.16980977356433868,0.2439412921667099,0.20347267389297485,0.19034799933433533,0.13780277967453003
matters,0.3400571644306183,0.3273395895957947,0.44415464997291565,0.2929304540157318,0.42085081338882446,0.9999999403953552,0.22737738490104675,0.29920145869255066,0.3182642459869385
of,0.2827862501144409,0.2603091299533844,0.2682307958602905,0.3966929316520691,0.2720220685005188,0.298933744430542,0.5696388483047485,0.21728332340717316,0.1826142966747284
islamic,0.20530520379543304,0.1298830211162567,0.17702409625053406,0.13780690729618073,0.3398483395576477,0.2543611228466034,0.19633598625659943,0.727012574672699,0.1692383587360382
law,0.21111567318439484,0.13600260019302368,0.2384592443704605,0.13878796994686127,0.5520976781845093,0.33228880167007446,0.24850773811340332,0.3103973865509033,0.1528988480567932
in,0.2792111933231354,0.26527702808380127,0.24276606738567352,0.46853652596473694,0.256083607673645,0.22737738490104675,1.0,0.16687287390232086,0.20430970191955566
accordance,0.2045661211013794,0.1419127881526947,0.2910076379776001,0.317594975233078,0.36838650703430176,0.37246495485305786,0.20693562924861908,0.25608524680137634,0.23867659270763397
with,0.3282766342163086,0.3572797477245331,0.26726073026657104,0.40749499201774597,0.17924444377422333,0.29535746574401855,0.4080928862094879,0.11090026050806046,0.2433311939239502
the,0.3733934462070465,0.312528520822525,0.35331496596336365,0.5107308030128479,0.25629305839538574,0.32925453782081604,0.6662389636039734,0.2207694798707962,0.22068053483963013
teaching,0.2535073459148407,0.2164105623960495,0.20836931467056274,0.22978223860263824,0.18586809933185577,0.25245341658592224,0.2659059166908264,0.29537874460220337,0.20424684882164001
of,0.2827862501144409,0.2603091299533844,0.2682307958602905,0.3966929316520691,0.2720220685005188,0.298933744430542,0.5696388483047485,0.21728332340717316,0.1826142966747284
one,0.40083858370780945,0.34032124280929565,0.35151413083076477,0.3601475656032562,0.2124170958995819,0.2759896516799927,0.4129433035850525,0.20759882032871246,0.2673267424106598
of,0.2827862501144409,0.2603091299533844,0.2682307958602905,0.3966929316520691,0.2720220685005188,0.298933744430542,0.5696388483047485,0.21728332340717316,0.1826142966747284
the,0.3733934462070465,0.312528520822525,0.35331496596336365,0.5107308030128479,0.25629305839538574,0.32925453782081604,0.6662389636039734,0.2207694798707962,0.22068053483963013
four,0.1980169266462326,0.1674683690071106,0.1903851330280304,0.27816104888916016,0.14223410189151764,0.13964538276195526,0.3085027039051056,0.15555666387081146,0.14532537758350372
schools,0.20265154540538788,0.162617489695549,0.22988343238830566,0.18452578783035278,0.16980744898319244,0.2306830883026123,0.2632134258747101,0.24930299818515778,0.18349280953407288
of,0.2827862501144409,0.2603091299533844,0.2682307958602905,0.3966929316520691,0.2720220685005188,0.298933744430542,0.5696388483047485,0.21728332340717316,0.1826142966747284
jurisprudence,0.33171242475509644,0.21591070294380188,0.3158475160598755,0.14392054080963135,0.45598065853118896,0.38349851965904236,0.2228657752275467,0.5383203029632568,0.2610038220882416
.,0.3541337847709656,0.35783761739730835,0.26475638151168823,0.49257001280784607,0.24492493271827698,0.2861754298210144,0.5591574311256409,0.2825687527656555,0.4130953550338745
