,what,are,the,two,major,subsystems,of,the,immune,system,?
such,0.23989605903625488,0.4654397666454315,0.3575236201286316,0.29377371072769165,0.2562839984893799,0.35709482431411743,0.3209529519081116,0.3575236201286316,0.25108346343040466,0.22472473978996277,0.17851735651493073
as,0.31749409437179565,0.3826591968536377,0.48381632566452026,0.3029302954673767,0.20393970608711243,0.274653822183609,0.3886612355709076,0.48381632566452026,0.17487213015556335,0.1973835676908493,0.27043893933296204
the,0.42745697498321533,0.40399202704429626,1.0,0.43858039379119873,0.31775903701782227,0.30377060174942017,0.733189046382904,1.0,0.21364226937294006,0.3233085572719574,0.22068053483963013
innate,0.2683543860912323,0.2676650285720825,0.2196919023990631,0.16956093907356262,0.18179239332675934,0.3816959857940674,0.255485475063324,0.2196919023990631,0.6130988597869873,0.3689802289009094,0.16386382281780243
immune,0.2410416603088379,0.23878547549247742,0.21364226937294006,0.15377098321914673,0.13008464872837067,0.3601576089859009,0.16620753705501556,0.21364226937294006,1.0,0.3962631821632385,0.16080476343631744
system,0.23557309806346893,0.21917270123958588,0.3233085572719574,0.14671745896339417,0.19242970645427704,0.6591464877128601,0.25597915053367615,0.3233085572719574,0.3962631821632385,1.0000001192092896,0.15556083619594574
versus,0.19675661623477936,0.15013527870178223,0.2504773736000061,0.19815295934677124,0.07530950754880905,0.1517648547887802,0.17810623347759247,0.2504773736000061,0.14756044745445251,0.08024555444717407,0.17916910350322723
the,0.42745697498321533,0.40399202704429626,1.0,0.43858039379119873,0.31775903701782227,0.30377060174942017,0.733189046382904,1.0,0.21364226937294006,0.3233085572719574,0.22068053483963013
adaptive,0.22806508839130402,0.2328222244977951,0.25968632102012634,0.18843084573745728,0.1622297614812851,0.38863858580589294,0.18422213196754456,0.25968632102012634,0.4945787191390991,0.31361085176467896,0.12147218734025955
immune,0.2410416603088379,0.23878547549247742,0.21364226937294006,0.15377098321914673,0.13008464872837067,0.3601576089859009,0.16620753705501556,0.21364226937294006,1.0,0.3962631821632385,0.16080476343631744
system,0.23557309806346893,0.21917270123958588,0.3233085572719574,0.14671745896339417,0.19242970645427704,0.6591464877128601,0.25597915053367615,0.3233085572719574,0.3962631821632385,1.0000001192092896,0.15556083619594574
",",0.3087472915649414,0.4062570035457611,0.4933079481124878,0.35859420895576477,0.29355156421661377,0.25366538763046265,0.4946078956127167,0.4933079481124878,0.15102852880954742,0.18439900875091553,0.31091248989105225
or,0.33867141604423523,0.5374364256858826,0.4174870550632477,0.3349444568157196,0.21074031293392181,0.45409491658210754,0.3792596757411957,0.4174870550632477,0.26729732751846313,0.32710888981819153,0.32389625906944275
humoral,0.33916720747947693,0.21872328221797943,0.2591458559036255,0.1745867282152176,0.18543241918087006,0.24237243831157684,0.2923624813556671,0.2591458559036255,0.41689425706863403,0.2766169309616089,0.23676204681396484
immunity,0.21864116191864014,0.2128283977508545,0.25992491841316223,0.2016933262348175,0.1219787523150444,0.23704710602760315,0.17778201401233673,0.25992491841316223,0.635888397693634,0.31006526947021484,0.16423189640045166
versus,0.19675661623477936,0.15013527870178223,0.2504773736000061,0.19815295934677124,0.07530950754880905,0.1517648547887802,0.17810623347759247,0.2504773736000061,0.14756044745445251,0.08024555444717407,0.17916910350322723
cell-mediated,0.23655308783054352,0.25667300820350647,0.3188624978065491,0.23273278772830963,0.22219306230545044,0.3577052652835846,0.3360399901866913,0.3188624978065491,0.44281747937202454,0.25776439905166626,0.2367660403251648
immunity,0.21864116191864014,0.2128283977508545,0.25992491841316223,0.2016933262348175,0.1219787523150444,0.23704710602760315,0.17778201401233673,0.25992491841316223,0.635888397693634,0.31006526947021484,0.16423189640045166
.,0.3567904531955719,0.3452940285205841,0.5934505462646484,0.3524959683418274,0.3054012954235077,0.27346980571746826,0.5352458953857422,0.5934505462646484,0.18267881870269775,0.2277725487947464,0.4130953550338745
