,what,does,the,u.s.,economic,and,social,model,have,substantial,levels,of,?
continental,0.19292454421520233,0.1035468801856041,0.32723063230514526,-0.04449421912431717,0.17765626311302185,0.21829797327518463,0.14403517544269562,0.17703579366207123,0.18049576878547668,0.19924458861351013,0.1652158796787262,0.2580660581588745,0.1410352885723114
european,0.15324164927005768,0.11488570272922516,0.3423081040382385,0.010307379066944122,0.3065778911113739,0.24143946170806885,0.27265316247940063,0.08434697985649109,0.19048169255256653,0.23217985033988953,0.1629229485988617,0.2507138252258301,0.14560863375663757
liberalism,0.274588406085968,0.17321260273456573,0.20402196049690247,-0.042446527630090714,0.42595309019088745,0.21258534491062164,0.5145099759101868,0.11129382252693176,0.1955423504114151,0.26152926683425903,0.15815317630767822,0.24032530188560486,0.17654304206371307
",",0.3087472915649414,0.28617382049560547,0.4933079481124878,0.030410487204790115,0.2340485155582428,0.6633074283599854,0.2674078345298767,0.244965597987175,0.3541618287563324,0.2560059130191803,0.2284579873085022,0.4946078956127167,0.31091248989105225
where,0.4457937180995941,0.2965966761112213,0.5003893971443176,0.07412675023078918,0.1488063931465149,0.43859338760375977,0.12548038363456726,0.1396508514881134,0.412650465965271,0.2002888321876526,0.25454944372177124,0.38066378235816956,0.24793872237205505
unions,0.19864864647388458,0.1976635754108429,0.2158300280570984,0.005767293740063906,0.38844913244247437,0.3006387948989868,0.4097762405872345,0.11168329417705536,0.2942599654197693,0.21407550573349,0.1514589786529541,0.2497035413980484,0.1424994021654129
have,0.39808809757232666,0.3709583580493927,0.40389683842658997,0.02077469229698181,0.18631099164485931,0.4711785912513733,0.2098868191242218,0.10360604524612427,0.9999999403953552,0.3856690526008606,0.37333425879478455,0.3802283704280853,0.32991164922714233
remained,0.1733817607164383,0.21165961027145386,0.3492392301559448,0.031929124146699905,0.20406396687030792,0.2777479588985443,0.16053472459316254,0.16412504017353058,0.21805846691131592,0.2356688529253006,0.11060906201601028,0.35287612676620483,0.08263323456048965
strong,0.19839218258857727,0.2526887357234955,0.22482411563396454,0.03513341397047043,0.1784370243549347,0.3578340411186218,0.21065722405910492,0.056293193250894547,0.31409984827041626,0.21197636425495148,0.19101393222808838,0.2524286210536957,0.11990999430418015
",",0.3087472915649414,0.28617382049560547,0.4933079481124878,0.030410487204790115,0.2340485155582428,0.6633074283599854,0.2674078345298767,0.244965597987175,0.3541618287563324,0.2560059130191803,0.2284579873085022,0.4946078956127167,0.31091248989105225
they,0.4431931674480438,0.34390902519226074,0.49925389885902405,0.08772849291563034,0.2067524492740631,0.5073080658912659,0.24111700057983398,0.13883844017982483,0.6542890071868896,0.2681490182876587,0.2916194796562195,0.3426007330417633,0.2753053903579712
concluded,0.29084116220474243,0.19089218974113464,0.3024786412715912,-0.012390959076583385,0.1885630190372467,0.20419281721115112,0.15937168896198273,0.09705840051174164,0.2733979821205139,0.3014242947101593,0.1627027988433838,0.29793640971183777,0.13595789670944214
``,0.008517155423760414,0.06539655476808548,0.029072100296616554,0.026030924171209335,0.05811382457613945,0.036644238978624344,0.0685405433177948,-0.007006587460637093,0.1022237241268158,0.03192983567714691,0.0378570593893528,0.06780257821083069,0.0685480609536171
the,0.42745697498321533,0.35928019881248474,1.0,0.06592652946710587,0.282455176115036,0.5171257257461548,0.21797899901866913,0.14028635621070862,0.40389683842658997,0.32639044523239136,0.286034494638443,0.733189046382904,0.22068053483963013
u.s.,0.11178889125585556,0.04108200594782829,0.06592652946710587,0.9999999403953552,-0.1020386666059494,0.011246231384575367,-0.0983598530292511,-0.08636999130249023,0.02077469229698181,-0.056210003793239594,0.012883752584457397,0.011562774889171124,0.07886100560426712
economic,0.18082544207572937,0.14175917208194733,0.282455176115036,-0.1020386666059494,0.9999999403953552,0.2707010805606842,0.4703100919723511,0.17884044349193573,0.18631099164485931,0.3064884543418884,0.20601317286491394,0.3030148148536682,0.1206481084227562
and,0.31309178471565247,0.3461615741252899,0.5171257257461548,0.011246231384575367,0.2707010805606842,1.0,0.38231831789016724,0.22216768562793732,0.4711785912513733,0.2933623194694519,0.2956688106060028,0.5116966962814331,0.20544172823429108
social,0.22217629849910736,0.19126898050308228,0.21797899901866913,-0.0983598530292511,0.4703100919723511,0.38231831789016724,1.0,0.2523576319217682,0.2098868191242218,0.2987217903137207,0.1928439736366272,0.2605111300945282,0.1615191102027893
model,0.2303347885608673,0.13149160146713257,0.14028635621070862,-0.08636999130249023,0.17884044349193573,0.22216768562793732,0.2523576319217682,1.0000001192092896,0.10360604524612427,0.18675485253334045,0.1323738396167755,0.18271391093730927,0.14843042194843292
is,0.28837618231773376,0.4403602182865143,0.5823672413825989,-0.05269147455692291,0.21102669835090637,0.3859752118587494,0.15944984555244446,0.21612800657749176,0.3613572418689728,0.2210097759962082,0.2141042947769165,0.4854315221309662,0.22961433231830597
associated,0.15836219489574432,0.2283642590045929,0.2742886245250702,-0.09430493414402008,0.17999763786792755,0.30157923698425293,0.17807111144065857,0.0632876381278038,0.31035900115966797,0.21157364547252655,0.25280436873435974,0.3077163100242615,0.1453326791524887
with,0.2464839518070221,0.26186925172805786,0.4223487675189972,0.045639924705028534,0.21086382865905762,0.5477725267410278,0.20528239011764526,0.120089091360569,0.48046383261680603,0.1754094809293747,0.21957921981811523,0.41827285289764404,0.2433311939239502
substantial,0.33448854088783264,0.31330743432044983,0.32639044523239136,-0.056210003793239594,0.3064884543418884,0.2933623194694519,0.2987217903137207,0.18675485253334045,0.3856690526008606,1.0,0.22734735906124115,0.30609557032585144,0.25194647908210754
levels,0.21641245484352112,0.24911271035671234,0.286034494638443,0.012883752584457397,0.20601317286491394,0.2956688106060028,0.1928439736366272,0.1323738396167755,0.37333425879478455,0.22734735906124115,0.9999998807907104,0.23668165504932404,0.1541307419538498
of,0.33290785551071167,0.3119818866252899,0.733189046382904,0.011562774889171124,0.3030148148536682,0.5116966962814331,0.2605111300945282,0.18271391093730927,0.3802283704280853,0.30609557032585144,0.23668165504932404,1.0,0.1826142966747284
social,0.22217629849910736,0.19126898050308228,0.21797899901866913,-0.0983598530292511,0.4703100919723511,0.38231831789016724,1.0,0.2523576319217682,0.2098868191242218,0.2987217903137207,0.1928439736366272,0.2605111300945282,0.1615191102027893
exclusion,0.29697898030281067,0.3140068054199219,0.3077615201473236,-0.05750899389386177,0.22085118293762207,0.2215503454208374,0.23143018782138824,0.20843194425106049,0.2655881941318512,0.2724989056587219,0.1849277913570404,0.25522494316101074,0.1725074052810669
",",0.3087472915649414,0.28617382049560547,0.4933079481124878,0.030410487204790115,0.2340485155582428,0.6633074283599854,0.2674078345298767,0.244965597987175,0.3541618287563324,0.2560059130191803,0.2284579873085022,0.4946078956127167,0.31091248989105225
including,0.18328791856765747,0.20252716541290283,0.3738902807235718,-0.033253517001867294,0.20619335770606995,0.5144438743591309,0.19188199937343597,0.09176571667194366,0.41958683729171753,0.25362429022789,0.23930074274539948,0.44195112586021423,0.1633303165435791
high,0.20466077327728271,0.2028418332338333,0.28034812211990356,-0.005418823100626469,0.11984767764806747,0.2911888659000397,0.18056680262088776,0.11677774041891098,0.2406233847141266,0.24907369911670685,0.37835693359375,0.2803038954734802,0.11137914657592773
levels,0.21641245484352112,0.24911271035671234,0.286034494638443,0.012883752584457397,0.20601317286491394,0.2956688106060028,0.1928439736366272,0.1323738396167755,0.37333425879478455,0.22734735906124115,0.9999998807907104,0.23668165504932404,0.1541307419538498
of,0.33290785551071167,0.3119818866252899,0.733189046382904,0.011562774889171124,0.3030148148536682,0.5116966962814331,0.2605111300945282,0.18271391093730927,0.3802283704280853,0.30609557032585144,0.23668165504932404,1.0,0.1826142966747284
income,0.21837803721427917,0.18851257860660553,0.23699946701526642,0.013417141512036324,0.408316433429718,0.2518245577812195,0.23773884773254395,0.0936417207121849,0.21030287444591522,0.3918725848197937,0.209359273314476,0.2581324577331543,0.14935168623924255
inequality,0.30072227120399475,0.24271976947784424,0.23508106172084808,-0.07409922778606415,0.4401332437992096,0.2590520679950714,0.48126378655433655,0.18510675430297852,0.2617298364639282,0.31205934286117554,0.24878159165382385,0.27910974621772766,0.23619021475315094
",",0.3087472915649414,0.28617382049560547,0.4933079481124878,0.030410487204790115,0.2340485155582428,0.6633074283599854,0.2674078345298767,0.244965597987175,0.3541618287563324,0.2560059130191803,0.2284579873085022,0.4946078956127167,0.31091248989105225
high,0.20466077327728271,0.2028418332338333,0.28034812211990356,-0.005418823100626469,0.11984767764806747,0.2911888659000397,0.18056680262088776,0.11677774041891098,0.2406233847141266,0.24907369911670685,0.37835693359375,0.2803038954734802,0.11137914657592773
relative,0.24426062405109406,0.22511595487594604,0.24540278315544128,-0.08857669681310654,0.21895597875118256,0.3077041506767273,0.2366676926612854,0.19643917679786682,0.2768341898918152,0.2930600047111511,0.1572159379720688,0.32158899307250977,0.1457768678665161
and,0.31309178471565247,0.3461615741252899,0.5171257257461548,0.011246231384575367,0.2707010805606842,1.0,0.38231831789016724,0.22216768562793732,0.4711785912513733,0.2933623194694519,0.2956688106060028,0.5116966962814331,0.20544172823429108
absolute,0.3186502158641815,0.2507632076740265,0.26488861441612244,-0.05562816560268402,0.211308553814888,0.21965505182743073,0.2152598351240158,0.14424438774585724,0.2762693464756012,0.2875569462776184,0.2280799299478531,0.2950317859649658,0.22724391520023346
poverty,0.20925714075565338,0.139724001288414,0.20494918525218964,0.004832270089536905,0.4142974317073822,0.27911514043807983,0.3786204755306244,0.06661968678236008,0.19445332884788513,0.29759570956230164,0.22297656536102295,0.2334604412317276,0.16537553071975708
rates,0.2148645967245102,0.27952635288238525,0.25867342948913574,-0.031347837299108505,0.26850640773773193,0.2589600086212158,0.23757560551166534,0.12123861163854599,0.28337380290031433,0.350176066160202,0.43259602785110474,0.2585311233997345,0.13808594644069672
",",0.3087472915649414,0.28617382049560547,0.4933079481124878,0.030410487204790115,0.2340485155582428,0.6633074283599854,0.2674078345298767,0.244965597987175,0.3541618287563324,0.2560059130191803,0.2284579873085022,0.4946078956127167,0.31091248989105225
poor,0.2570318877696991,0.19849170744419098,0.21093174815177917,0.03793712332844734,0.30020031332969666,0.31649142503738403,0.27828142046928406,0.1453753411769867,0.261106014251709,0.3470953106880188,0.20214404165744781,0.23458099365234375,0.12937016785144806
and,0.31309178471565247,0.3461615741252899,0.5171257257461548,0.011246231384575367,0.2707010805606842,1.0,0.38231831789016724,0.22216768562793732,0.4711785912513733,0.2933623194694519,0.2956688106060028,0.5116966962814331,0.20544172823429108
unequal,0.269809365272522,0.21723319590091705,0.2615147829055786,-0.12416569888591766,0.3865724503993988,0.2826397120952606,0.308788925409317,0.14612318575382233,0.3836086392402649,0.3954539895057678,0.28813818097114563,0.3257612884044647,0.13482573628425598
educational,0.2158561795949936,0.22483910620212555,0.22737358510494232,-0.0985659509897232,0.3435510993003845,0.34227511286735535,0.45276787877082825,0.21281121671199799,0.22999873757362366,0.2825237810611725,0.24207425117492676,0.3187834620475769,0.20904642343521118
outcomes,0.3678261935710907,0.33778735995292664,0.2693452537059784,-0.053207382559776306,0.3476407527923584,0.23571543395519257,0.3370080292224884,0.25705355405807495,0.32953059673309326,0.37740734219551086,0.3331890106201172,0.2874711751937866,0.26170971989631653
",",0.3087472915649414,0.28617382049560547,0.4933079481124878,0.030410487204790115,0.2340485155582428,0.6633074283599854,0.2674078345298767,0.244965597987175,0.3541618287563324,0.2560059130191803,0.2284579873085022,0.4946078956127167,0.31091248989105225
poor,0.2570318877696991,0.19849170744419098,0.21093174815177917,0.03793712332844734,0.30020031332969666,0.31649142503738403,0.27828142046928406,0.1453753411769867,0.261106014251709,0.3470953106880188,0.20214404165744781,0.23458099365234375,0.12937016785144806
health,0.21460163593292236,0.2216196060180664,0.2340974360704422,-0.03642319515347481,0.40872663259506226,0.3215619623661041,0.3956437110900879,0.08035319298505783,0.2750714123249054,0.22243288159370422,0.2852189242839813,0.28076469898223877,0.16094304621219635
outcomes,0.3678261935710907,0.33778735995292664,0.2693452537059784,-0.053207382559776306,0.3476407527923584,0.23571543395519257,0.3370080292224884,0.25705355405807495,0.32953059673309326,0.37740734219551086,0.3331890106201172,0.2874711751937866,0.26170971989631653
",",0.3087472915649414,0.28617382049560547,0.4933079481124878,0.030410487204790115,0.2340485155582428,0.6633074283599854,0.2674078345298767,0.244965597987175,0.3541618287563324,0.2560059130191803,0.2284579873085022,0.4946078956127167,0.31091248989105225
and,0.31309178471565247,0.3461615741252899,0.5171257257461548,0.011246231384575367,0.2707010805606842,1.0,0.38231831789016724,0.22216768562793732,0.4711785912513733,0.2933623194694519,0.2956688106060028,0.5116966962814331,0.20544172823429108
high,0.20466077327728271,0.2028418332338333,0.28034812211990356,-0.005418823100626469,0.11984767764806747,0.2911888659000397,0.18056680262088776,0.11677774041891098,0.2406233847141266,0.24907369911670685,0.37835693359375,0.2803038954734802,0.11137914657592773
rates,0.2148645967245102,0.27952635288238525,0.25867342948913574,-0.031347837299108505,0.26850640773773193,0.2589600086212158,0.23757560551166534,0.12123861163854599,0.28337380290031433,0.350176066160202,0.43259602785110474,0.2585311233997345,0.13808594644069672
of,0.33290785551071167,0.3119818866252899,0.733189046382904,0.011562774889171124,0.3030148148536682,0.5116966962814331,0.2605111300945282,0.18271391093730927,0.3802283704280853,0.30609557032585144,0.23668165504932404,1.0,0.1826142966747284
crime,0.24425745010375977,0.21845068037509918,0.2052120864391327,-0.007130863610655069,0.18079154193401337,0.24905915558338165,0.21666553616523743,0.10967819392681122,0.20711560547351837,0.13199827075004578,0.22020596265792847,0.21116793155670166,0.2067868858575821
and,0.31309178471565247,0.3461615741252899,0.5171257257461548,0.011246231384575367,0.2707010805606842,1.0,0.38231831789016724,0.22216768562793732,0.4711785912513733,0.2933623194694519,0.2956688106060028,0.5116966962814331,0.20544172823429108
incarceration,0.28610938787460327,0.23358958959579468,0.3678555488586426,0.06403683871030807,0.19615128636360168,0.28386932611465454,0.19992637634277344,0.20324204862117767,0.24004951119422913,0.28184929490089417,0.283456951379776,0.3818185329437256,0.2129083275794983
.,0.3567904531955719,0.3022993505001068,0.5934505462646484,0.09558769315481186,0.22435031831264496,0.588965117931366,0.2614770531654358,0.1938832700252533,0.41614407300949097,0.268746554851532,0.24042059481143951,0.5352458953857422,0.4130953550338745
