,what,medical,appliance,can,be,a,concern,for,oxygen,toxicity,?
2,-0.049862053245306015,0.002149747684597969,-0.03511916100978851,0.01035431306809187,0.02104739472270012,-0.05323360115289688,-0.03135286644101143,-0.09542696177959442,0.04063820466399193,-0.016258344054222107,0.001977203879505396
by,0.2455483376979828,0.19604143500328064,0.22279319167137146,0.29642900824546814,0.43158695101737976,0.32094135880470276,0.23804707825183868,0.3248702883720398,0.1292176991701126,0.18321500718593597,0.17966607213020325
volume,0.18066860735416412,0.15704888105392456,0.18194442987442017,0.1943676769733429,0.19786064326763153,0.16873154044151306,0.1075901985168457,0.1439160704612732,0.25003939867019653,0.23389378190040588,0.1651400327682495
(,0.2411840260028839,0.19047237932682037,0.1651543229818344,0.22726960480213165,0.2349044382572174,0.3206180930137634,0.1987750381231308,0.3357032239437103,0.189798504114151,0.20994313061237335,0.40561532974243164
about,0.47976887226104736,0.2301110327243805,0.11744922399520874,0.27397462725639343,0.26362910866737366,0.34171196818351746,0.36705607175827026,0.3312419354915619,0.1566355675458908,0.25068432092666626,0.302409827709198
30,-0.04443084076046944,-0.01670757681131363,0.0225734431296587,-0.03273005411028862,0.08530759066343307,-0.003403416834771633,-0.06629558652639389,0.005358967464417219,0.01225299946963787,-0.08749248832464218,-0.08261742442846298
kpa,0.17692479491233826,0.07954996824264526,0.2503301203250885,0.22026656568050385,0.2011057436466217,0.207414910197258,0.1760258823633194,0.14852416515350342,0.2132871299982071,0.20297949016094208,0.2370387464761734
at,0.2838611304759979,0.22335685789585114,0.203609898686409,0.16641086339950562,0.30379733443260193,0.3095070421695709,0.25423991680145264,0.34237727522850037,0.1428557187318802,0.14575502276420593,0.21978627145290375
standard,0.22809998691082,0.16497401893138885,0.3696250915527344,0.2528626322746277,0.26603180170059204,0.2876655161380768,0.20049214363098145,0.3173719346523285,0.1331353485584259,0.14904655516147614,0.17029257118701935
pressure,0.2625555694103241,0.22315861284732819,0.2909602224826813,0.2516952455043793,0.23846358060836792,0.23459996283054352,0.2397020012140274,0.16119280457496643,0.35798126459121704,0.3319023847579956,0.142023503780365
),0.26259949803352356,0.18714091181755066,0.1631154716014862,0.23216170072555542,0.24578070640563965,0.3640355169773102,0.18236461281776428,0.3639558255672455,0.19541971385478973,0.1824767291545868,0.42300865054130554
.,0.3567904531955719,0.21294285356998444,0.22830213606357574,0.35783761739730835,0.4383580684661865,0.50484299659729,0.24761129915714264,0.4726039469242096,0.2554275095462799,0.2846810221672058,0.4130953550338745
