,where,can,aeolian,sand,with,a,number,of,dunes,be,found,?
so,0.48571300506591797,0.5134525895118713,0.17773421108722687,0.18520879745483398,0.4189452826976776,0.41474464535713196,0.35565751791000366,0.3184450566768646,0.19030769169330597,0.5552230477333069,0.2615557909011841,0.43163934350013733
visible,0.2375122308731079,0.3255341649055481,0.18445144593715668,0.20602603256702423,0.20152629911899567,0.18060100078582764,0.21653661131858826,0.27322983741760254,0.15106062591075897,0.34139955043792725,0.2662186026573181,0.16810297966003418
moraine,0.275691419839859,0.23110608756542206,0.3485631048679352,0.35060063004493713,0.26170697808265686,0.2995621860027313,0.15960878133773804,0.3049020767211914,0.39079827070236206,0.18320892751216888,0.2758340835571289,0.15512530505657196
escarpment,0.30057504773139954,0.1654280573129654,0.3748604655265808,0.42450961470603943,0.1892746090888977,0.2721949815750122,0.21586710214614868,0.3223574757575989,0.4882447123527527,0.1685767024755478,0.31180107593536377,0.07683622092008591
.,0.41390106081962585,0.35783761739730835,0.2165490686893463,0.21919313073158264,0.4446153938770294,0.50484299659729,0.3256329298019409,0.5352458953857422,0.22419947385787964,0.4383580684661865,0.3618174195289612,0.4130953550338745
,where,can,aeolian,sand,with,a,number,of,dunes,be,found,?
aeolian,0.32426729798316956,0.2088126838207245,1.0000001192092896,0.3019597828388214,0.15462583303451538,0.24563826620578766,0.12340512126684189,0.26256412267684937,0.3746131360530853,0.1438630223274231,0.25537216663360596,0.1699100136756897
sand,0.19784989953041077,0.2506752014160156,0.3019597828388214,1.0000001192092896,0.18450212478637695,0.2102934569120407,0.13579681515693665,0.22869873046875,0.548835813999176,0.21476617455482483,0.19646024703979492,0.12981772422790527
with,0.4142743945121765,0.3572797477245331,0.15462583303451538,0.18450212478637695,0.9999999403953552,0.3783375024795532,0.2513769268989563,0.41827285289764404,0.2043284773826599,0.36101722717285156,0.2364431470632553,0.2433311939239502
a,0.40997210144996643,0.3915780484676361,0.24563826620578766,0.2102934569120407,0.3783375024795532,1.0,0.2992287278175354,0.5052502155303955,0.14704279601573944,0.39883795380592346,0.2869448959827423,0.23916715383529663
number,0.3329964578151703,0.33886176347732544,0.12340512126684189,0.13579681515693665,0.2513769268989563,0.2992287278175354,1.0,0.2778518795967102,0.111427903175354,0.28840136528015137,0.18702402710914612,0.19256845116615295
of,0.38066378235816956,0.2603091299533844,0.26256412267684937,0.22869873046875,0.41827285289764404,0.5052502155303955,0.2778518795967102,1.0,0.18988412618637085,0.33904364705085754,0.2982911467552185,0.1826142966747284
dunes,0.22434614598751068,0.17740413546562195,0.3746131360530853,0.548835813999176,0.2043284773826599,0.14704279601573944,0.111427903175354,0.18988412618637085,1.0,0.19222204387187958,0.19855156540870667,0.1547962725162506
parted,0.16236144304275513,0.1857750415802002,0.1814086139202118,0.21427534520626068,0.30701160430908203,0.25193747878074646,0.1446698158979416,0.1854448765516281,0.18412970006465912,0.22198928892612457,0.18905064463615417,0.15765872597694397
by,0.2641284465789795,0.29642900824546814,0.13413113355636597,0.15463672578334808,0.39731505513191223,0.32094135880470276,0.2551532983779907,0.3646814823150635,0.09113723784685135,0.43158695101737976,0.17248263955116272,0.17966607213020325
peat,0.22216810286045074,0.253328412771225,0.378978431224823,0.3993394672870636,0.1867932379245758,0.22517533600330353,0.2009730488061905,0.26347699761390686,0.4583973288536072,0.2637037932872772,0.2962619960308075,0.15374067425727844
swamps,0.2633676826953888,0.2685421109199524,0.31918027997016907,0.41672682762145996,0.20499460399150848,0.20594292879104614,0.1818377524614334,0.2634429633617401,0.47325941920280457,0.22551599144935608,0.32209593057632446,0.16850581765174866
or,0.3651050925254822,0.5614996552467346,0.2729271948337555,0.31700411438941956,0.38158315420150757,0.48853766918182373,0.28384777903556824,0.3792596757411957,0.21067726612091064,0.5260903835296631,0.22172152996063232,0.32389625906944275
small,0.33669906854629517,0.304699569940567,0.288830041885376,0.28001686930656433,0.28140774369239807,0.41262131929397583,0.29091721773147583,0.353353351354599,0.18969056010246277,0.2888108789920807,0.2775862216949463,0.13914890587329865
ponds,0.2621312141418457,0.301982581615448,0.22649818658828735,0.3774951696395874,0.19912303984165192,0.2169150412082672,0.14154353737831116,0.256669819355011,0.3585112988948822,0.23980243504047394,0.24257883429527283,0.1247154176235199
cover,0.19778166711330414,0.17555002868175507,0.200353741645813,0.22429698705673218,0.3031909763813019,0.23858952522277832,0.1992194950580597,0.26416900753974915,0.19099615514278412,0.23995321989059448,0.10755844414234161,0.18414615094661713
the,0.5003893971443176,0.312528520822525,0.2556084096431732,0.23732955753803253,0.4223487675189972,0.5829201340675354,0.35145696997642517,0.733189046382904,0.211519256234169,0.4248143136501312,0.3452354073524475,0.22068053483963013
highest,0.19628359377384186,0.13921953737735748,0.14271436631679535,0.07170248031616211,0.1758200079202652,0.23707912862300873,0.24356064200401306,0.3223685622215271,0.15374162793159485,0.1532515436410904,0.15878430008888245,0.11527936160564423
terrace,0.2511364221572876,0.13087919354438782,0.37021180987358093,0.33981797099113464,0.18645398318767548,0.2144409418106079,0.1474442034959793,0.22628973424434662,0.4420420527458191,0.1703474372625351,0.15244169533252716,0.077438123524189
.,0.41390106081962585,0.35783761739730835,0.2165490686893463,0.21919313073158264,0.4446153938770294,0.50484299659729,0.3256329298019409,0.5352458953857422,0.22419947385787964,0.4383580684661865,0.3618174195289612,0.4130953550338745
