,what,is,the,hypersensitive,response,of,a,plant,immune,system,?
cell,0.19222842156887054,0.15086454153060913,0.15822452306747437,0.32059791684150696,0.2762874662876129,0.18332023918628693,0.21525812149047852,0.338656485080719,0.39050236344337463,0.19477003812789917,0.2058541625738144
death,0.2267695665359497,0.17991963028907776,0.21438048779964447,0.10374626517295837,0.10733744502067566,0.23778599500656128,0.16249743103981018,0.10904897004365921,0.14283262193202972,0.11294276267290115,0.21149799227714539
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.2157571166753769,0.24039098620414734,0.4946078956127167,0.427140474319458,0.25194862484931946,0.15102852880954742,0.18439900875091553,0.31091248989105225
and,0.31309178471565247,0.3859752118587494,0.5171257257461548,0.27272966504096985,0.21754570305347443,0.5116966962814331,0.3739250600337982,0.2409428209066391,0.14400269091129303,0.231138214468956,0.20544172823429108
systemic,0.2481229603290558,0.21545711159706116,0.2607603073120117,0.4619087278842926,0.3198354244232178,0.23514685034751892,0.2539955675601959,0.2905699908733368,0.4709692895412445,0.6791141033172607,0.21462444961071014
acquired,0.15010768175125122,0.10823270678520203,0.22202405333518982,0.16935060918331146,0.14602932333946228,0.20385384559631348,0.16495825350284576,0.14926020801067352,0.2765950560569763,0.23353707790374756,0.09366346150636673
resistance,0.1382468044757843,0.1813587248325348,0.2521642744541168,0.3449621796607971,0.34510380029678345,0.24201548099517822,0.272881418466568,0.21653226017951965,0.2637849450111389,0.1585572510957718,0.026361597701907158
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.2157571166753769,0.24039098620414734,0.4946078956127167,0.427140474319458,0.25194862484931946,0.15102852880954742,0.18439900875091553,0.31091248989105225
where,0.4457937180995941,0.3586711287498474,0.5003893971443176,0.2545172870159149,0.16500894725322723,0.38066378235816956,0.40997210144996643,0.2056075781583786,0.19671759009361267,0.2373466193675995,0.24793872237205505
infected,0.18830068409442902,0.16576501727104187,0.2435249239206314,0.4109438955783844,0.25866904854774475,0.24511770904064178,0.24732835590839386,0.26818981766700745,0.47535911202430725,0.21950584650039673,0.17761120200157166
cells,0.1758001297712326,0.1644774079322815,0.19095487892627716,0.3600298762321472,0.30744311213493347,0.21305565536022186,0.2297232300043106,0.3855547606945038,0.5300963521003723,0.29856014251708984,0.1898086667060852
release,0.19122223556041718,0.18082810938358307,0.2814774513244629,0.3023988902568817,0.21802859008312225,0.1866096556186676,0.23991376161575317,0.2115551084280014,0.20133273303508759,0.20076490938663483,0.14489315450191498
signals,0.2608519196510315,0.18334968388080597,0.28817644715309143,0.3393745422363281,0.378225713968277,0.20960435271263123,0.22286362946033478,0.15577523410320282,0.34150707721710205,0.3534156382083893,0.09948804974555969
warning,0.30626335740089417,0.1435937136411667,0.23659443855285645,0.26994067430496216,0.33505287766456604,0.18462100625038147,0.24550464749336243,0.1077055037021637,0.3245953321456909,0.23503892123699188,0.29772210121154785
the,0.42745697498321533,0.5823672413825989,1.0,0.2105095088481903,0.28909924626350403,0.733189046382904,0.5829201340675354,0.28395459055900574,0.21364226937294006,0.3233085572719574,0.22068053483963013
rest,0.35225364565849304,0.26480963826179504,0.41330549120903015,0.15612433850765228,0.20958419144153595,0.33621829748153687,0.2692912518978119,0.1718476116657257,0.1348305344581604,0.19435667991638184,0.1725541204214096
of,0.33290785551071167,0.4854315221309662,0.733189046382904,0.21087519824504852,0.21864040195941925,1.0,0.5052502155303955,0.26645857095718384,0.16620753705501556,0.25597915053367615,0.1826142966747284
the,0.42745697498321533,0.5823672413825989,1.0,0.2105095088481903,0.28909924626350403,0.733189046382904,0.5829201340675354,0.28395459055900574,0.21364226937294006,0.3233085572719574,0.22068053483963013
plant,0.23371253907680511,0.2497083991765976,0.28395459055900574,0.28364884853363037,0.18086710572242737,0.26645857095718384,0.2010895311832428,1.0,0.22660516202449799,0.2451840043067932,0.16613075137138367
of,0.33290785551071167,0.4854315221309662,0.733189046382904,0.21087519824504852,0.21864040195941925,1.0,0.5052502155303955,0.26645857095718384,0.16620753705501556,0.25597915053367615,0.1826142966747284
a,0.3320399522781372,0.658733606338501,0.5829201340675354,0.2703949213027954,0.25924429297447205,0.5052502155303955,1.0,0.2010895311832428,0.20466765761375427,0.2589043080806732,0.23916715383529663
pathogen,0.2550991475582123,0.1968173384666443,0.21664372086524963,0.4756791293621063,0.35348427295684814,0.22046351432800293,0.22937901318073273,0.4626202881336212,0.5720921158790588,0.2914358079433441,0.1893778294324875
's,0.02692362666130066,0.02396530658006668,-0.01540423184633255,-0.05629503354430199,-0.01666334457695484,-0.03817026689648628,0.04866964742541313,-0.049959149211645126,-0.07542949169874191,0.04329425096511841,-0.023395681753754616
presence,0.24428647756576538,0.27154475450515747,0.34114351868629456,0.3507143259048462,0.291789710521698,0.2917717397212982,0.2469376027584076,0.11813013255596161,0.3022371232509613,0.1384015679359436,0.08592845499515533
.,0.3567904531955719,0.4569662809371948,0.5934505462646484,0.24126999080181122,0.2878446877002716,0.5352458953857422,0.50484299659729,0.25658002495765686,0.18267881870269775,0.2277725487947464,0.4130953550338745
