,what,football,program,was,debuted,by,abc,in,1970,?
became,0.1434093862771988,0.19428984820842743,0.13655871152877808,0.6575068235397339,0.28546249866485596,0.24051691591739655,0.14350707828998566,0.31047213077545166,0.1065484955906868,0.11374033987522125
a,0.3320399522781372,0.20103967189788818,0.2779408395290375,0.4508470594882965,0.22790193557739258,0.32094135880470276,0.21331243216991425,0.539380669593811,-0.04693519324064255,0.23916715383529663
hit,0.22790727019309998,0.14675010740756989,0.1547086536884308,0.25608164072036743,0.4101061522960663,0.2278212159872055,0.137809619307518,0.24006043374538422,-0.06409177929162979,0.14460130035877228
for,0.3017193675041199,0.23134100437164307,0.29441335797309875,0.3863949179649353,0.19117262959480286,0.3248702883720398,0.22510288655757904,0.4322226941585541,0.03739495575428009,0.264628142118454
the,0.42745697498321533,0.18794101476669312,0.22986935079097748,0.48711544275283813,0.28418588638305664,0.4408751428127289,0.2068762183189392,0.6662389636039734,0.013761552982032299,0.22068053483963013
network,0.16917307674884796,0.1768580824136734,0.4167900085449219,0.1994880586862564,0.28641700744628906,0.214903324842453,0.4295894205570221,0.19496823847293854,-0.10104920715093613,0.17853789031505585
and,0.31309178471565247,0.1999056488275528,0.24895258247852325,0.3740963041782379,0.17266049981117249,0.4289871156215668,0.16453155875205994,0.4954058527946472,0.04113146290183067,0.20544172823429108
served,0.1271134465932846,0.1813560128211975,0.06192537769675255,0.35597074031829834,0.26026687026023865,0.11489864438772202,0.16432487964630127,0.24299493432044983,0.03677179291844368,0.117141492664814
as,0.31749409437179565,0.17312440276145935,0.19883424043655396,0.3677520453929901,0.14402928948402405,0.3815547823905945,0.2286096066236496,0.3887844979763031,0.012811446562409401,0.27043893933296204
the,0.42745697498321533,0.18794101476669312,0.22986935079097748,0.48711544275283813,0.28418588638305664,0.4408751428127289,0.2068762183189392,0.6662389636039734,0.013761552982032299,0.22068053483963013
national,0.16882304847240448,0.35581308603286743,0.19875581562519073,0.2433898150920868,0.19756749272346497,0.19307640194892883,0.17058564722537994,0.28915393352508545,0.027831029146909714,0.15643028914928436
football,0.21136903762817383,0.9999999403953552,0.11330968886613846,0.23601193726062775,0.1971091479063034,0.13458865880966187,0.17121970653533936,0.2378888875246048,0.016656825318932533,0.14957410097122192
league,0.16616638004779816,0.5595965385437012,0.14917975664138794,0.21425791084766388,0.24904540181159973,0.16567417979240417,0.17539747059345245,0.22963495552539825,-0.07124342024326324,0.15941482782363892
(,0.2411840260028839,0.27633392810821533,0.11923244595527649,0.2980341613292694,0.21379032731056213,0.20696312189102173,0.183883935213089,0.3087427020072937,-0.008825836703181267,0.40561532974243164
nfl,0.12579965591430664,0.5028042793273926,0.14608202874660492,0.20145657658576965,0.2113550901412964,0.12338410317897797,0.324764221906662,0.12599408626556396,0.09334168583154678,0.10610254108905792
),0.26259949803352356,0.28486716747283936,0.12293422222137451,0.3267642855644226,0.20853063464164734,0.2151763141155243,0.18381085991859436,0.3326910734176636,0.024444499984383583,0.42300865054130554
's,0.02692362666130066,-0.03938785195350647,0.0445902980864048,0.008974763564765453,0.025340793654322624,-0.010884488001465797,0.06670809537172318,-0.037580832839012146,-0.05503448471426964,-0.023395681753754616
premier,0.1411381959915161,0.3765172064304352,0.12870484590530396,0.205341175198555,0.21421051025390625,0.15035538375377655,0.187356099486351,0.1662118285894394,-0.06629379838705063,0.1292608082294464
game,0.2246788740158081,0.2986574172973633,0.2865357995033264,0.2568269371986389,0.23524227738380432,0.21372540295124054,0.22060900926589966,0.23986028134822845,0.018816009163856506,0.1829071193933487
of,0.33290785551071167,0.2184123694896698,0.17376001179218292,0.4069072902202606,0.18094587326049805,0.3646814823150635,0.14607268571853638,0.5696388483047485,0.12830553948879242,0.1826142966747284
the,0.42745697498321533,0.18794101476669312,0.22986935079097748,0.48711544275283813,0.28418588638305664,0.4408751428127289,0.2068762183189392,0.6662389636039734,0.013761552982032299,0.22068053483963013
week,0.2483774870634079,0.19049862027168274,0.2359561324119568,0.24251437187194824,0.29505518078804016,0.18445399403572083,0.2554396390914917,0.2674444317817688,-0.007466701790690422,0.25105318427085876
until,0.2693650424480438,0.17298802733421326,0.17274035513401031,0.43126991391181946,0.22182191908359528,0.26738616824150085,0.175827294588089,0.38338494300842285,-0.06182984262704849,0.20304496586322784
2006,-0.0008085015579126775,-0.11974423378705978,0.009070780128240585,-0.08876620978116989,0.013269108720123768,0.0743151530623436,-0.0046123359352350235,-0.04600946605205536,-0.08450531959533691,-0.1194092258810997
",",0.3087472915649414,0.25483596324920654,0.17760658264160156,0.45456063747406006,0.23864160478115082,0.3680937886238098,0.2097204476594925,0.5201468467712402,0.10338303446769714,0.31091248989105225
when,0.4700249433517456,0.17074745893478394,0.2301054745912552,0.37326499819755554,0.16806688904762268,0.4376842677593231,0.13294127583503723,0.4431333839893341,-0.0318862646818161,0.22841128706932068
sunday,0.2246854603290558,0.19838649034500122,0.19545039534568787,0.23012804985046387,0.2930837869644165,0.1291995644569397,0.29011502861976624,0.20307813584804535,0.034167759120464325,0.23753786087036133
night,0.20251014828681946,0.12548060715198517,0.21970747411251068,0.21724213659763336,0.2687590420246124,0.1654970496892929,0.21145369112491608,0.24847309291362762,0.015164341777563095,0.13794848322868347
football,0.21136903762817383,0.9999999403953552,0.11330968886613846,0.23601193726062775,0.1971091479063034,0.13458865880966187,0.17121970653533936,0.2378888875246048,0.016656825318932533,0.14957410097122192
",",0.3087472915649414,0.25483596324920654,0.17760658264160156,0.45456063747406006,0.23864160478115082,0.3680937886238098,0.2097204476594925,0.5201468467712402,0.10338303446769714,0.31091248989105225
which,0.5261979103088379,0.18762435019016266,0.3116832673549652,0.2830964922904968,0.17272479832172394,0.40543368458747864,0.1991286277770996,0.4840516746044159,-0.04974441975355148,0.25814583897590637
moved,0.20601840317249298,0.1930287778377533,0.10609995573759079,0.3804442584514618,0.2565338909626007,0.16831031441688538,0.20680104196071625,0.3323737680912018,0.04363251104950905,0.15112607181072235
to,0.455847829580307,0.14816443622112274,0.23681028187274933,0.3636345863342285,0.17721480131149292,0.33534231781959534,0.1762417107820511,0.45010748505592346,-0.011698837392032146,0.29463258385658264
nbc,0.1638578325510025,0.18975673615932465,0.3746427595615387,0.251334547996521,0.2740643620491028,0.16605262458324432,0.63486248254776,0.19303210079669952,0.02219369076192379,0.1680917739868164
that,0.6297725439071655,0.1859128326177597,0.33504533767700195,0.33670201897621155,0.13997265696525574,0.37496164441108704,0.17440107464790344,0.435920387506485,-0.06732507795095444,0.32716336846351624
year,0.15184831619262695,0.18749721348285675,0.17092710733413696,0.3209837079048157,0.30176782608032227,0.28805047273635864,0.2373921275138855,0.3359307050704956,0.007248451933264732,0.18315006792545319
as,0.31749409437179565,0.17312440276145935,0.19883424043655396,0.3677520453929901,0.14402928948402405,0.3815547823905945,0.2286096066236496,0.3887844979763031,0.012811446562409401,0.27043893933296204
part,0.3476244807243347,0.1834224909543991,0.20924174785614014,0.3407018780708313,0.1900562047958374,0.28271573781967163,0.13526929914951324,0.4499994218349457,0.012308472767472267,0.08557961881160736
of,0.33290785551071167,0.2184123694896698,0.17376001179218292,0.4069072902202606,0.18094587326049805,0.3646814823150635,0.14607268571853638,0.5696388483047485,0.12830553948879242,0.1826142966747284
a,0.3320399522781372,0.20103967189788818,0.2779408395290375,0.4508470594882965,0.22790193557739258,0.32094135880470276,0.21331243216991425,0.539380669593811,-0.04693519324064255,0.23916715383529663
broadcast,0.17857211828231812,0.172430157661438,0.42520272731781006,0.24068336188793182,0.35800012946128845,0.22584840655326843,0.4876510202884674,0.26723843812942505,-0.07719382643699646,0.15760008990764618
deal,0.3379717469215393,0.07948295772075653,0.1991671919822693,0.19347058236598969,0.24110281467437744,0.19881702959537506,0.21461720764636993,0.23030675947666168,0.0030282046645879745,0.2513751685619354
that,0.6297725439071655,0.1859128326177597,0.33504533767700195,0.33670201897621155,0.13997265696525574,0.37496164441108704,0.17440107464790344,0.435920387506485,-0.06732507795095444,0.32716336846351624
in,0.30808621644973755,0.2378888875246048,0.1994907110929489,0.45514053106307983,0.25110283493995667,0.370934396982193,0.1697147786617279,1.0,0.052265819162130356,0.20430970191955566
turn,0.29013973474502563,0.04305001720786095,0.16921663284301758,0.1588321030139923,0.126762256026268,0.2794087827205658,0.18125559389591217,0.1769595742225647,-0.048240795731544495,0.2072952687740326
saw,0.24788837134838104,0.06633850187063217,0.1389191597700119,0.42132335901260376,0.23989202082157135,0.26498138904571533,0.09962060302495956,0.24892163276672363,0.003659037873148918,0.14690998196601868
mnf,0.1822727620601654,0.3184952735900879,0.2547371983528137,0.2761738896369934,0.2953680455684662,0.2593013644218445,0.31312915682792664,0.32734861969947815,0.005091224331408739,0.1713070422410965
move,0.30861297249794006,0.14015422761440277,0.14385069906711578,0.1574081927537918,0.16329075396060944,0.18146000802516937,0.10701066255569458,0.23030683398246765,0.02485073171555996,0.24440962076187134
to,0.455847829580307,0.14816443622112274,0.23681028187274933,0.3636345863342285,0.17721480131149292,0.33534231781959534,0.1762417107820511,0.45010748505592346,-0.011698837392032146,0.29463258385658264
espn,0.20291002094745636,0.3977890610694885,0.28085625171661377,0.22374993562698364,0.27415141463279724,0.17316046357154846,0.42660194635391235,0.12142056226730347,0.11083243042230606,0.1709517240524292
",",0.3087472915649414,0.25483596324920654,0.17760658264160156,0.45456063747406006,0.23864160478115082,0.3680937886238098,0.2097204476594925,0.5201468467712402,0.10338303446769714,0.31091248989105225
took,0.1316593885421753,0.12760429084300995,0.23065906763076782,0.48213186860084534,0.24504530429840088,0.21169665455818176,0.172824889421463,0.2818296551704407,0.06831756234169006,0.14109265804290771
over,0.28007611632347107,0.1593274474143982,0.1997392773628235,0.24486446380615234,0.16602881252765656,0.29360154271125793,0.13036851584911346,0.3605569899082184,0.003176958067342639,0.25742942094802856
as,0.31749409437179565,0.17312440276145935,0.19883424043655396,0.3677520453929901,0.14402928948402405,0.3815547823905945,0.2286096066236496,0.3887844979763031,0.012811446562409401,0.27043893933296204
the,0.42745697498321533,0.18794101476669312,0.22986935079097748,0.48711544275283813,0.28418588638305664,0.4408751428127289,0.2068762183189392,0.6662389636039734,0.013761552982032299,0.22068053483963013
league,0.16616638004779816,0.5595965385437012,0.14917975664138794,0.21425791084766388,0.24904540181159973,0.16567417979240417,0.17539747059345245,0.22963495552539825,-0.07124342024326324,0.15941482782363892
's,0.02692362666130066,-0.03938785195350647,0.0445902980864048,0.008974763564765453,0.025340793654322624,-0.010884488001465797,0.06670809537172318,-0.037580832839012146,-0.05503448471426964,-0.023395681753754616
marquee,0.11822305619716644,0.17639294266700745,0.19685381650924683,0.22820475697517395,0.21817868947982788,0.17106129229068756,0.25658467411994934,0.22384251654148102,0.0017245471244677901,0.10540568828582764
game,0.2246788740158081,0.2986574172973633,0.2865357995033264,0.2568269371986389,0.23524227738380432,0.21372540295124054,0.22060900926589966,0.23986028134822845,0.018816009163856506,0.1829071193933487
.,0.3567904531955719,0.2514924108982086,0.18964338302612305,0.40146201848983765,0.2639025151729584,0.3936232924461365,0.2567209303379059,0.5591574311256409,0.06315258145332336,0.4130953550338745
