,what,entity,in,canada,handles,substitution,regulations,for,television,shows,?
or,0.33867141604423523,0.30250346660614014,0.3586423695087433,0.19573712348937988,0.32707226276397705,0.3250095546245575,0.31323131918907166,0.4111599624156952,0.15854187309741974,0.2261163592338562,0.32389625906944275
through,0.23167094588279724,0.16866235435009003,0.38533157110214233,0.1695006936788559,0.24807819724082947,0.08481602370738983,0.2338716685771942,0.3172857463359833,0.17635999619960785,0.25092676281929016,0.16913433372974396
a,0.3320399522781372,0.2841722071170807,0.539380669593811,0.2316429316997528,0.277337908744812,0.2509247660636902,0.2106267213821411,0.44038116931915283,0.22552843391895294,0.3360818326473236,0.23916715383529663
cable,0.14582780003547668,0.1431380957365036,0.17584200203418732,0.3046127259731293,0.2791731357574463,0.19583143293857574,0.1957687884569168,0.20683787763118744,0.4649411141872406,0.27796581387519836,0.13993921875953674
",",0.3087472915649414,0.19129666686058044,0.5201468467712402,0.2656905949115753,0.2519405782222748,0.17773890495300293,0.24835379421710968,0.4464869201183319,0.27995240688323975,0.26986414194107056,0.31091248989105225
satellite,0.17739586532115936,0.17488929629325867,0.18927223980426788,0.1433040350675583,0.11156684160232544,0.13088038563728333,0.15655308961868286,0.25187191367149353,0.3117383122444153,0.21757809817790985,0.13568443059921265
or,0.33867141604423523,0.30250346660614014,0.3586423695087433,0.19573712348937988,0.32707226276397705,0.3250095546245575,0.31323131918907166,0.4111599624156952,0.15854187309741974,0.2261163592338562,0.32389625906944275
iptv,0.19756311178207397,0.28512680530548096,0.23977825045585632,0.29277145862579346,0.25976669788360596,0.2143132984638214,0.2250855714082718,0.23584653437137604,0.541866660118103,0.31974175572395325,0.26155799627304077
provider,0.24875915050506592,0.3131650984287262,0.1902105063199997,0.24174249172210693,0.2811424732208252,0.2922176420688629,0.3416600227355957,0.3582193851470947,0.30941852927207947,0.2901814579963684,0.2242300808429718
",",0.3087472915649414,0.19129666686058044,0.5201468467712402,0.2656905949115753,0.2519405782222748,0.17773890495300293,0.24835379421710968,0.4464869201183319,0.27995240688323975,0.26986414194107056,0.31091248989105225
although,0.24844598770141602,0.16812726855278015,0.28763338923454285,0.14423768222332,0.19880717992782593,0.17015615105628967,0.2765229642391205,0.2825305759906769,0.1561204344034195,0.15684817731380463,0.15541206300258636
most,0.3219912350177765,0.19254450500011444,0.41416558623313904,0.24172209203243256,0.2054046094417572,0.19423915445804596,0.2572849988937378,0.3906237483024597,0.15985378623008728,0.265746146440506,0.2107497900724411
abc,0.1317344456911087,0.1619563102722168,0.1697147786617279,0.2231910228729248,0.223147913813591,0.22681748867034912,0.1441136598587036,0.22510288655757904,0.46871840953826904,0.3304527997970581,0.19065172970294952
programs,0.23178155720233917,0.20722638070583344,0.2276356965303421,0.24386240541934967,0.264094740152359,0.18161118030548096,0.28858792781829834,0.3644469678401947,0.4763582646846771,0.37812772393226624,0.16452431678771973
are,0.29724663496017456,0.2005564421415329,0.3841303884983063,0.1953287422657013,0.3300841748714447,0.18354018032550812,0.3044874966144562,0.3895993232727051,0.1666387915611267,0.29522567987442017,0.24591213464736938
subject,0.3828662037849426,0.38309240341186523,0.21163184940814972,0.12718802690505981,0.2242584377527237,0.2492632269859314,0.2887687385082245,0.28390559554100037,0.17938633263111115,0.30081120133399963,0.33952999114990234
to,0.455847829580307,0.19512765109539032,0.45010748505592346,0.21444441378116608,0.2788752615451813,0.25130751729011536,0.2838025987148285,0.4451248347759247,0.1933557242155075,0.23382455110549927,0.29463258385658264
simultaneous,0.26387661695480347,0.2456122487783432,0.22691909968852997,0.15759482979774475,0.20784670114517212,0.2065158188343048,0.3314664661884308,0.2410692721605301,0.15341532230377197,0.16684767603874207,0.13119907677173615
substitution,0.19002631306648254,0.31067872047424316,0.16668157279491425,0.0894826352596283,0.22243531048297882,0.9999998807907104,0.3344760239124298,0.2861395478248596,0.13197766244411469,0.18085484206676483,0.24351200461387634
regulations,0.21871556341648102,0.22272829711437225,0.24893879890441895,0.19123059511184692,0.29639583826065063,0.3344760239124298,0.9999998807907104,0.29771095514297485,0.20805466175079346,0.17268116772174835,0.17806588113307953
imposed,0.26510581374168396,0.26489800214767456,0.14908424019813538,0.17054904997348785,0.2621065676212311,0.2445603758096695,0.4439699053764343,0.25679752230644226,0.16277162730693817,0.20553834736347198,0.1671440154314041
by,0.2455483376979828,0.1859617531299591,0.370934396982193,0.16533993184566498,0.16750702261924744,0.1587427407503128,0.23725494742393494,0.3248702883720398,0.23368048667907715,0.21424074470996857,0.17966607213020325
the,0.42745697498321533,0.2403784692287445,0.6662389636039734,0.2934837341308594,0.25567150115966797,0.20520764589309692,0.31027951836586,0.4739971458911896,0.24569597840309143,0.36348509788513184,0.22068053483963013
canadian,0.14819227159023285,0.06004052981734276,0.15288233757019043,0.605009138584137,0.15185214579105377,0.0870545282959938,0.13164086639881134,0.1746595799922943,0.2775047719478607,0.08394263684749603,0.10011322796344757
radio-television,0.25106340646743774,0.20812876522541046,0.29945728182792664,0.23495803773403168,0.22639311850070953,0.19452427327632904,0.3130801022052765,0.32091808319091797,0.8840879797935486,0.4099574685096741,0.18176312744617462
and,0.31309178471565247,0.20907706022262573,0.4954058527946472,0.24275894463062286,0.3106207847595215,0.185602605342865,0.29460906982421875,0.5064792633056641,0.29514092206954956,0.34104886651039124,0.20544172823429108
telecommunications,0.20436683297157288,0.23553726077079773,0.19913625717163086,0.31719931960105896,0.3047219514846802,0.17563794553279877,0.389251172542572,0.26713570952415466,0.30188408493995667,0.1758703589439392,0.10905920714139938
commission,0.22273972630500793,0.1865222305059433,0.21326816082000732,0.2379954606294632,0.1626570075750351,0.1625720113515854,0.41176456212997437,0.23846951127052307,0.18832358717918396,0.09641171246767044,0.16231559216976166
that,0.6297725439071655,0.29692912101745605,0.435920387506485,0.21479704976081848,0.24112172424793243,0.29885250329971313,0.3077736794948578,0.4137635827064514,0.21588699519634247,0.37082093954086304,0.32716336846351624
allow,0.2883041203022003,0.1682313084602356,0.21222905814647675,0.15210433304309845,0.3105565309524536,0.2904197573661804,0.40648511052131653,0.34999027848243713,0.2085903137922287,0.2320941686630249,0.2042745053768158
pay,0.2870062291622162,0.14223095774650574,0.14415781199932098,0.13030433654785156,0.18260318040847778,0.2027077078819275,0.24318668246269226,0.24382255971431732,0.25415322184562683,0.18296916782855988,0.19821009039878845
television,0.19838058948516846,0.17642901837825775,0.2689782977104187,0.21632464230060577,0.19148430228233337,0.13197766244411469,0.20805466175079346,0.27045196294784546,1.0000001192092896,0.39632683992385864,0.16825827956199646
providers,0.2401704341173172,0.2744186222553253,0.15746377408504486,0.22767573595046997,0.2944982945919037,0.2455347180366516,0.3849944472312927,0.3587384819984436,0.252228319644928,0.26553401350975037,0.21294598281383514
to,0.455847829580307,0.19512765109539032,0.45010748505592346,0.21444441378116608,0.2788752615451813,0.25130751729011536,0.2838025987148285,0.4451248347759247,0.1933557242155075,0.23382455110549927,0.29463258385658264
replace,0.2028827667236328,0.14815594255924225,0.17249517142772675,0.11436893045902252,0.20970197021961212,0.3396223187446594,0.1262238323688507,0.2531587481498718,0.1597892940044403,0.15507668256759644,0.27411603927612305
an,0.2821882665157318,0.2268885225057602,0.2605783939361572,0.08382238447666168,0.14975407719612122,0.24954992532730103,0.17660343647003174,0.3236706852912903,0.22427234053611755,0.26179438829421997,0.19793890416622162
american,0.1909721940755844,0.0805336982011795,0.22871561348438263,0.23732057213783264,0.14116217195987701,0.11843099445104599,0.12186899036169052,0.2306184321641922,0.3946164548397064,0.15428806841373444,0.18877598643302917
station,0.1613752841949463,0.1500878483057022,0.21784305572509766,0.13954900205135345,0.21009798347949982,0.15985852479934692,0.14330269396305084,0.18705002963542938,0.2767264246940613,0.23626495897769928,0.12574981153011322
's,0.02692362666130066,0.028901949524879456,-0.037580832839012146,0.04991593211889267,-0.05608336627483368,-0.059874892234802246,0.005492734722793102,-0.07241261005401611,0.11021530628204346,0.02703757770359516,-0.023395681753754616
signal,0.22636008262634277,0.16222937405109406,0.1609458029270172,0.14402931928634644,0.22956332564353943,0.24715358018875122,0.2814040184020996,0.204616978764534,0.24046027660369873,0.19640704989433289,0.1212705597281456
with,0.2464839518070221,0.10929257422685623,0.4080928862094879,0.224907785654068,0.3305130898952484,0.15108074247837067,0.24787288904190063,0.39140474796295166,0.17469868063926697,0.3140493929386139,0.2433311939239502
the,0.42745697498321533,0.2403784692287445,0.6662389636039734,0.2934837341308594,0.25567150115966797,0.20520764589309692,0.31027951836586,0.4739971458911896,0.24569597840309143,0.36348509788513184,0.22068053483963013
feed,0.24202558398246765,0.10660264641046524,0.17841142416000366,0.1322898268699646,0.17931020259857178,0.2434358149766922,0.17426684498786926,0.20785245299339294,0.1957387626171112,0.19329412281513214,0.19348634779453278
of,0.33290785551071167,0.21258564293384552,0.5696388483047485,0.24765145778656006,0.23489393293857574,0.11923876404762268,0.24404282867908478,0.4185989499092102,0.21995750069618225,0.3410852253437042,0.1826142966747284
a,0.3320399522781372,0.2841722071170807,0.539380669593811,0.2316429316997528,0.277337908744812,0.2509247660636902,0.2106267213821411,0.44038116931915283,0.22552843391895294,0.3360818326473236,0.23916715383529663
canadian,0.14819227159023285,0.06004052981734276,0.15288233757019043,0.605009138584137,0.15185214579105377,0.0870545282959938,0.13164086639881134,0.1746595799922943,0.2775047719478607,0.08394263684749603,0.10011322796344757
broadcaster,0.13187484443187714,0.13563266396522522,0.21398968994617462,0.27280011773109436,0.19487515091896057,0.11470803618431091,0.21893195807933807,0.26700419187545776,0.559325635433197,0.20755203068256378,0.13187550008296967
to,0.455847829580307,0.19512765109539032,0.45010748505592346,0.21444441378116608,0.2788752615451813,0.25130751729011536,0.2838025987148285,0.4451248347759247,0.1933557242155075,0.23382455110549927,0.29463258385658264
protect,0.25314101576805115,0.22271974384784698,0.17026682198047638,0.0566813163459301,0.2076558917760849,0.17058683931827545,0.2289879322052002,0.22508934140205383,0.10945439338684082,0.13460509479045868,0.20180222392082214
domestic,0.11560896784067154,0.1278807371854782,0.208420991897583,0.25060757994651794,0.32131361961364746,0.1834004521369934,0.3371758759021759,0.2511804401874542,0.21261820197105408,0.17667697370052338,0.1850636899471283
programming,0.22725710272789001,0.22210778295993805,0.17145347595214844,0.22054842114448547,0.2354012429714203,0.24993488192558289,0.19650761783123016,0.24722188711166382,0.34514227509498596,0.2502341568470001,0.22249025106430054
rights,0.2386135458946228,0.22938688099384308,0.17772755026817322,0.19427800178527832,0.13571594655513763,0.16706855595111847,0.3183925747871399,0.24823954701423645,0.18617643415927887,0.12880459427833557,0.21814769506454468
and,0.31309178471565247,0.20907706022262573,0.4954058527946472,0.24275894463062286,0.3106207847595215,0.185602605342865,0.29460906982421875,0.5064792633056641,0.29514092206954956,0.34104886651039124,0.20544172823429108
advertising,0.2192491590976715,0.20635952055454254,0.1743171364068985,0.17576107382774353,0.19518962502479553,0.19872798025608063,0.3626445531845093,0.25178438425064087,0.2895004153251648,0.2785859704017639,0.23602379858493805
revenue,0.13091668486595154,0.18937401473522186,0.18208861351013184,0.21946711838245392,0.2779853045940399,0.2587887942790985,0.3727272152900696,0.2374301701784134,0.15306733548641205,0.1380845010280609,0.16413173079490662
.,0.3567904531955719,0.24862751364707947,0.5591574311256409,0.2708069980144501,0.2604278326034546,0.21808776259422302,0.2695655822753906,0.4726039469242096,0.2806251645088196,0.2639692425727844,0.4130953550338745
