,how,many,hymns,did,luther,write,based,on,the,ten,commandments,?
dies,0.14063020050525665,0.11609873920679092,0.17509153485298157,0.14398956298828125,0.15806686878204346,0.15264135599136353,0.06684259325265884,0.17207244038581848,0.21340520679950714,0.1424240618944168,0.163980171084404,0.1705346405506134
sind,0.08044686168432236,0.061852067708969116,0.27132946252822876,0.05307004973292351,0.1258631944656372,0.2031722217798233,0.10560090094804764,0.12246642261743546,0.25892937183380127,0.10396884381771088,0.23578384518623352,0.09275653213262558
die,0.1508348435163498,0.21230986714363098,0.17841309309005737,0.2082957923412323,0.200399711728096,0.22085879743099213,0.08446706831455231,0.16166727244853973,0.2242266982793808,0.2221614569425583,0.22481669485569,0.16891060769557953
heilgen,0.16308093070983887,0.14159871637821198,0.2510579228401184,0.14313572645187378,0.34980258345603943,0.1695777326822281,0.1138799861073494,0.20291544497013092,0.3034076988697052,0.2893216907978058,0.3064669072628021,0.18473947048187256
zehn,0.13742917776107788,0.10991038382053375,0.1786578744649887,0.1571352332830429,0.2867085039615631,0.11972760409116745,0.09747849404811859,0.1872207224369049,0.1773974448442459,0.1726154088973999,0.15912331640720367,0.30029165744781494
gebot,0.29350778460502625,0.15216104686260223,0.14597316086292267,0.23802335560321808,0.2398572415113449,0.25251299142837524,0.13036274909973145,0.14491252601146698,0.18138714134693146,0.16202469170093536,0.29630154371261597,0.3627395033836365
'',-0.0029843549709767103,-0.016843097284436226,0.012859656475484371,0.01978493109345436,-0.04572787508368492,0.05656430125236511,0.08127152919769287,0.04238596186041832,0.041273195296525955,-0.023710696026682854,-0.05103388428688049,0.018684765323996544
and,0.33647966384887695,0.5296266674995422,0.2313949018716812,0.34479495882987976,0.20796556770801544,0.2489921897649765,0.2660958170890808,0.4077630043029785,0.5171257257461548,0.2873084545135498,0.28644105792045593,0.20544172823429108
``,-0.01591024175286293,0.012824942357838154,0.05567716434597969,-0.029888948425650597,-0.013964727520942688,0.12880288064479828,-0.05678893253207207,-0.03274054825305939,0.029072100296616554,0.06299120932817459,0.07203581929206848,0.0685480609536171
mensch,0.23463450372219086,0.1621657758951187,0.06884327530860901,0.12413061410188675,0.26991578936576843,0.08712165802717209,0.1331503838300705,0.13359488546848297,0.23949788510799408,0.20198580622673035,0.18925562500953674,0.15664690732955933
",",0.22659391164779663,0.40610817074775696,0.2567901313304901,0.3015086054801941,0.23255878686904907,0.24658997356891632,0.27976205945014954,0.49057599902153015,0.4933079481124878,0.23681947588920593,0.26035192608833313,0.31091248989105225
willst,0.24946652352809906,0.17110209167003632,0.277351438999176,0.2615762948989868,0.29882314801216125,0.25988924503326416,0.19860906898975372,0.30533793568611145,0.2652986943721771,0.18775494396686554,0.18125078082084656,0.24124719202518463
du,0.11359601467847824,0.13373570144176483,0.20746015012264252,0.12283498793840408,0.14201393723487854,0.10590451210737228,0.07375899702310562,0.14912180602550507,0.22366085648536682,0.16444045305252075,0.09679868072271347,0.155681312084198
leben,0.20366212725639343,0.15270182490348816,0.2709752321243286,0.1586473435163498,0.35898688435554504,0.18894854187965393,0.16586267948150635,0.20601408183574677,0.21266867220401764,0.2062177062034607,0.2775990068912506,0.2238297313451767
seliglich,0.14731726050376892,0.251701295375824,0.3549567759037018,0.2332644760608673,0.4069717526435852,0.20972628891468048,0.15727677941322327,0.21870404481887817,0.3024691343307495,0.24234041571617126,0.21990305185317993,0.14371764659881592
'',-0.0029843549709767103,-0.016843097284436226,0.012859656475484371,0.01978493109345436,-0.04572787508368492,0.05656430125236511,0.08127152919769287,0.04238596186041832,0.041273195296525955,-0.023710696026682854,-0.05103388428688049,0.018684765323996544
.,0.3287222981452942,0.3974229395389557,0.18507489562034607,0.35288307070732117,0.24907569587230682,0.2647448778152466,0.29699069261550903,0.49257001280784607,0.5934505462646484,0.2531837224960327,0.25932231545448303,0.4130953550338745
