,what,was,the,result,of,the,disobedience,protesting,the,nuclear,site,?
",",0.3087472915649414,0.45456063747406006,0.4933079481124878,0.23341737687587738,0.4946078956127167,0.4933079481124878,0.2878543734550476,0.3004133105278015,0.4933079481124878,0.23752127587795258,0.2036259025335312,0.31091248989105225
and,0.31309178471565247,0.3740963041782379,0.5171257257461548,0.27436327934265137,0.5116966962814331,0.5171257257461548,0.3041999638080597,0.2742563486099243,0.5171257257461548,0.20250080525875092,0.19108152389526367,0.20544172823429108
arraigned,0.2288931906223297,0.3457958698272705,0.33855167031288147,0.1962309032678604,0.3475608825683594,0.33855167031288147,0.39264917373657227,0.3651123344898224,0.33855167031288147,0.22525955736637115,0.14918963611125946,0.14870715141296387
for,0.3017193675041199,0.3863949179649353,0.4739971458911896,0.2445775717496872,0.4185989499092102,0.4739971458911896,0.23370130360126495,0.2588774561882019,0.4739971458911896,0.1918945014476776,0.26506415009498596,0.264628142118454
trial,0.2327587604522705,0.2414487898349762,0.20843634009361267,0.12465234845876694,0.18292099237442017,0.20843634009361267,0.38448745012283325,0.3083094358444214,0.20843634009361267,0.13106593489646912,0.13808029890060425,0.16902455687522888
before,0.3801657259464264,0.38607707619667053,0.45900648832321167,0.32484784722328186,0.3282964527606964,0.45900648832321167,0.2535146474838257,0.25908899307250977,0.45900648832321167,0.14029689133167267,0.18629926443099976,0.2507109045982361
the,0.42745697498321533,0.48711544275283813,1.0,0.27778977155685425,0.733189046382904,1.0,0.30963727831840515,0.30172768235206604,1.0,0.23911187052726746,0.288954496383667,0.22068053483963013
local,0.18981902301311493,0.11715790629386902,0.2130540907382965,0.2665501832962036,0.20668989419937134,0.2130540907382965,0.1613859236240387,0.1971716582775116,0.2130540907382965,0.10045353323221207,0.19608192145824432,0.15022775530815125
justice,0.21462921798229218,0.24932703375816345,0.23470892012119293,0.16583679616451263,0.2658293545246124,0.23470892012119293,0.3629794120788574,0.2350895255804062,0.23470892012119293,0.18267174065113068,0.13159415125846863,0.19269752502441406
of,0.33290785551071167,0.4069072902202606,0.733189046382904,0.231380432844162,1.0,0.733189046382904,0.31932318210601807,0.31025201082229614,0.733189046382904,0.2591283917427063,0.24291633069515228,0.1826142966747284
the,0.42745697498321533,0.48711544275283813,1.0,0.27778977155685425,0.733189046382904,1.0,0.30963727831840515,0.30172768235206604,1.0,0.23911187052726746,0.288954496383667,0.22068053483963013
peace,0.18390877544879913,0.20237044990062714,0.2625678777694702,0.1261434406042099,0.23538054525852203,0.2625678777694702,0.3932061493396759,0.33728864789009094,0.2625678777694702,0.2928652763366699,0.1404627561569214,0.1404135823249817
",",0.3087472915649414,0.45456063747406006,0.4933079481124878,0.23341737687587738,0.4946078956127167,0.4933079481124878,0.2878543734550476,0.3004133105278015,0.4933079481124878,0.23752127587795258,0.2036259025335312,0.31091248989105225
that,0.6297725439071655,0.33670201897621155,0.5473989248275757,0.3031747341156006,0.41498205065727234,0.5473989248275757,0.3551425039768219,0.31985118985176086,0.5473989248275757,0.19523723423480988,0.19933675229549408,0.32716336846351624
afternoon,0.15643343329429626,0.30226626992225647,0.2482905238866806,0.15622270107269287,0.16693705320358276,0.2482905238866806,0.2507137060165405,0.24228759109973907,0.2482905238866806,0.10195791721343994,0.10381711274385452,0.15454228222370148
.,0.3567904531955719,0.40146201848983765,0.5934505462646484,0.31092435121536255,0.5352458953857422,0.5934505462646484,0.2603943943977356,0.2967488765716553,0.5934505462646484,0.2137570083141327,0.22011229395866394,0.4130953550338745
