,what,caused,the,separation,of,the,methodists,in,the,american,colonies,?
american,0.1909721940755844,0.16404257714748383,0.24562937021255493,0.19558106362819672,0.22180068492889404,0.24562937021255493,0.24238646030426025,0.22871561348438263,0.24562937021255493,1.0000001192092896,0.1589435338973999,0.18877598643302917
revolution,0.1946869045495987,0.1594676673412323,0.276140034198761,0.3317630887031555,0.27144062519073486,0.276140034198761,0.18496911227703094,0.23010264337062836,0.276140034198761,0.23687061667442322,0.311961829662323,0.1727980077266693
decisively,0.21871636807918549,0.10833804309368134,0.38062551617622375,0.19910696148872375,0.27930545806884766,0.38062551617622375,0.16061648726463318,0.28862351179122925,0.38062551617622375,0.12317854166030884,0.2109076827764511,0.1723511964082718
separated,0.18778635561466217,0.24229119718074799,0.27899038791656494,0.6161176562309265,0.27533861994743347,0.27899038791656494,0.196328803896904,0.26304155588150024,0.27899038791656494,0.13102853298187256,0.22450155019760132,0.0923643484711647
the,0.42745697498321533,0.24990202486515045,1.0,0.3541176915168762,0.733189046382904,1.0,0.25832629203796387,0.6662389636039734,1.0,0.24562937021255493,0.30451729893684387,0.22068053483963013
methodists,0.2476986199617386,0.20544306933879852,0.25832629203796387,0.33438897132873535,0.3035426437854767,0.25832629203796387,1.0,0.24642148613929749,0.25832629203796387,0.24238646030426025,0.29903945326805115,0.1608453392982483
in,0.30808621644973755,0.2494886964559555,0.6662389636039734,0.2790895998477936,0.5696388483047485,0.6662389636039734,0.24642148613929749,1.0,0.6662389636039734,0.22871561348438263,0.28602269291877747,0.20430970191955566
the,0.42745697498321533,0.24990202486515045,1.0,0.3541176915168762,0.733189046382904,1.0,0.25832629203796387,0.6662389636039734,1.0,0.24562937021255493,0.30451729893684387,0.22068053483963013
american,0.1909721940755844,0.16404257714748383,0.24562937021255493,0.19558106362819672,0.22180068492889404,0.24562937021255493,0.24238646030426025,0.22871561348438263,0.24562937021255493,1.0000001192092896,0.1589435338973999,0.18877598643302917
colonies,0.20822033286094666,0.18650105595588684,0.30451729893684387,0.3767372667789459,0.2890703082084656,0.30451729893684387,0.29903945326805115,0.28602269291877747,0.30451729893684387,0.1589435338973999,1.0,0.07886616140604019
from,0.2737620174884796,0.29811105132102966,0.40150508284568787,0.28242284059524536,0.4249346852302551,0.40150508284568787,0.21399511396884918,0.4274188280105591,0.40150508284568787,0.20110583305358887,0.2243541032075882,0.19969791173934937
the,0.42745697498321533,0.24990202486515045,1.0,0.3541176915168762,0.733189046382904,1.0,0.25832629203796387,0.6662389636039734,1.0,0.24562937021255493,0.30451729893684387,0.22068053483963013
life,0.24693015217781067,0.14582419395446777,0.23528170585632324,0.24048744142055511,0.2788603901863098,0.23528170585632324,0.19732607901096344,0.27054134011268616,0.23528170585632324,0.13687999546527863,0.2112077921628952,0.21677987277507782
and,0.31309178471565247,0.2892237603664398,0.5171257257461548,0.32795748114585876,0.5116966962814331,0.5171257257461548,0.24762584269046783,0.4954058527946472,0.5171257257461548,0.32290002703666687,0.311396062374115,0.20544172823429108
sacraments,0.2700600326061249,0.1836596429347992,0.275104284286499,0.32326841354370117,0.24057957530021667,0.275104284286499,0.4566594064235687,0.18858598172664642,0.275104284286499,0.18198809027671814,0.25381386280059814,0.1550581455230713
of,0.33290785551071167,0.29665443301200867,0.733189046382904,0.39037173986434937,1.0,0.733189046382904,0.3035426437854767,0.5696388483047485,0.733189046382904,0.22180068492889404,0.2890703082084656,0.1826142966747284
the,0.42745697498321533,0.24990202486515045,1.0,0.3541176915168762,0.733189046382904,1.0,0.25832629203796387,0.6662389636039734,1.0,0.24562937021255493,0.30451729893684387,0.22068053483963013
anglican,0.17746756970882416,0.14037169516086578,0.2092299461364746,0.24991865456104279,0.3259100317955017,0.2092299461364746,0.5577914118766785,0.20630250871181488,0.2092299461364746,0.27814891934394836,0.23004940152168274,0.11877371370792389
church,0.1944202184677124,0.12579825520515442,0.23846197128295898,0.255332350730896,0.3079429268836975,0.23846197128295898,0.5860596895217896,0.2493300437927246,0.23846197128295898,0.11863381415605545,0.21760191023349762,0.18081501126289368
.,0.3567904531955719,0.2413787543773651,0.5934505462646484,0.2938646674156189,0.5352458953857422,0.5934505462646484,0.2883146405220032,0.5591574311256409,0.5934505462646484,0.29108086228370667,0.27309566736221313,0.4130953550338745
