,how,many,men,did,duquesne,send,to,relieve,saint-pierre,?
relieve,0.2827877402305603,0.2086247354745865,0.2161680907011032,0.21132200956344604,0.13306133449077606,0.2777715027332306,0.3280513286590576,1.0000001192092896,0.12851858139038086,0.1464250236749649
saint-pierre,0.10941875725984573,0.15110692381858826,0.12140623480081558,0.15310038626194,0.5679957866668701,0.11995270103216171,0.20305363833904266,0.12851858139038086,1.0,0.22262676060199738
during,0.26830652356147766,0.3661181330680847,0.26276010274887085,0.30679523944854736,0.21393615007400513,0.15855716168880463,0.2828781306743622,0.2776152789592743,0.18843552470207214,0.1325719803571701
the,0.33890387415885925,0.4335206151008606,0.26001617312431335,0.34736719727516174,0.28394466638565063,0.2581755518913269,0.535392165184021,0.3054925203323364,0.27884984016418457,0.22068053483963013
same,0.28913575410842896,0.3821374177932739,0.20140936970710754,0.3097444474697113,0.1727859526872635,0.16881011426448822,0.3205692768096924,0.1763215959072113,0.17031335830688477,0.22649677097797394
period,0.22695960104465485,0.23770453035831451,0.09427932649850845,0.1760309934616089,0.11303454637527466,0.06276492029428482,0.24346192181110382,0.14950257539749146,0.15477262437343597,0.18706195056438446
",",0.22659391164779663,0.40610817074775696,0.2249656766653061,0.3015086054801941,0.34731438755989075,0.24667364358901978,0.44245919585227966,0.175742506980896,0.24427109956741333,0.31091248989105225
and,0.33647966384887695,0.5296266674995422,0.30918097496032715,0.34479495882987976,0.32340678572654724,0.3002150058746338,0.48971283435821533,0.2845473289489746,0.2244206964969635,0.20544172823429108
contrecœur,0.1565691977739334,0.16769716143608093,0.24519164860248566,0.21986831724643707,0.512331485748291,0.182150736451149,0.18628373742103577,0.21274434030056,0.46013784408569336,0.1922028660774231
led,0.15437260270118713,0.2798413932323456,0.32342037558555603,0.3213953971862793,0.206722691655159,0.1782958060503006,0.21815308928489685,0.32403257489204407,0.12455430626869202,0.09273858368396759
500,-0.08018337935209274,-0.11001478880643845,-0.085196353495121,-0.19424214959144592,-0.012729096226394176,-0.0426313579082489,0.0309907253831625,0.10935015231370926,-0.004360843449831009,0.05473969131708145
men,0.2069610059261322,0.17064353823661804,1.0,0.284831702709198,0.1634652316570282,0.17057327926158905,0.24045762419700623,0.2161680907011032,0.12140623480081558,0.1408759206533432
south,0.11786635220050812,0.2319321483373642,0.1673482209444046,0.1510593444108963,0.25869452953338623,0.18770019710063934,0.25657615065574646,0.11649584025144577,0.22825635969638824,0.12336621433496475
from,0.22939439117908478,0.33099696040153503,0.15272511541843414,0.20248863101005554,0.204355850815773,0.2573563754558563,0.4069952368736267,0.16047406196594238,0.1505175679922104,0.19969791173934937
fort,0.03157204017043114,0.1379803568124771,0.2003217190504074,0.17500312626361847,0.3629205524921417,0.18133680522441864,0.16577591001987457,0.236005961894989,0.2894384264945984,0.15686731040477753
venango,0.09558969736099243,0.2121097445487976,0.1303609311580658,0.02909061126410961,0.33194881677627563,0.07021757960319519,0.21986570954322815,0.17765507102012634,0.2345310002565384,0.1577216386795044
on,0.32655060291290283,0.32520127296447754,0.19941087067127228,0.2670976221561432,0.1888381987810135,0.16991586983203888,0.41031414270401,0.22306866943836212,0.16685737669467926,0.2714994251728058
april,0.10604981333017349,0.12375425547361374,0.1076289713382721,0.2925565242767334,0.2553393840789795,0.11912000179290771,0.20614087581634521,0.10063207149505615,0.2574240267276764,0.25704094767570496
5,0.03444203734397888,0.006714559160172939,-0.044792290776968,0.08429081737995148,0.07036706805229187,0.029345307499170303,0.03588335961103439,0.05619331821799278,0.015143356285989285,0.06222071498632431
",",0.22659391164779663,0.40610817074775696,0.2249656766653061,0.3015086054801941,0.34731438755989075,0.24667364358901978,0.44245919585227966,0.175742506980896,0.24427109956741333,0.31091248989105225
1754,0.054676081985235214,0.044269196689128876,0.1274171620607376,0.09984685480594635,0.31885042786598206,0.08423127233982086,0.026899486780166626,0.09011919051408768,0.39557522535324097,0.1399500072002411
.,0.3287222981452942,0.3974229395389557,0.25083568692207336,0.35288307070732117,0.30496230721473694,0.31951451301574707,0.4645031690597534,0.18775832653045654,0.26225924491882324,0.4130953550338745
,how,many,men,did,duquesne,send,to,relieve,saint-pierre,?
even,0.40660160779953003,0.4771876931190491,0.22705169022083282,0.45816805958747864,0.10793223977088928,0.2531487047672272,0.46467068791389465,0.24874979257583618,0.12688860297203064,0.30082517862319946
before,0.33293965458869934,0.2728588581085205,0.18195271492004395,0.33642593026161194,0.15829429030418396,0.21013817191123962,0.4190867841243744,0.19027863442897797,0.20033644139766693,0.2507109045982361
washington,0.17687775194644928,0.20372965931892395,0.14595283567905426,0.19649098813533783,0.34545260667800903,0.16290558874607086,0.24971476197242737,0.16069087386131287,0.25379306077957153,0.157786026597023
returned,0.1224946528673172,0.20358699560165405,0.22787980735301971,0.32570260763168335,0.2356674075126648,0.19273905456066132,0.30012887716293335,0.22720493376255035,0.1613764464855194,0.07695316523313522
",",0.22659391164779663,0.40610817074775696,0.2249656766653061,0.3015086054801941,0.34731438755989075,0.24667364358901978,0.44245919585227966,0.175742506980896,0.24427109956741333,0.31091248989105225
dinwiddie,0.17263710498809814,0.2456241250038147,0.2546524405479431,0.26877668499946594,0.49219802021980286,0.20931699872016907,0.2388167828321457,0.18624243140220642,0.3097517490386963,0.14249292016029358
had,0.2549138069152832,0.40130746364593506,0.328361451625824,0.540525496006012,0.17194710671901703,0.21666693687438965,0.37984350323677063,0.20213183760643005,0.21028843522071838,0.20728366076946259
sent,0.2166701704263687,0.19795207679271698,0.27145496010780334,0.3411059081554413,0.18878188729286194,0.6679649949073792,0.34694167971611023,0.22902852296829224,0.1338788866996765,0.10903520882129669
a,0.29312583804130554,0.2872205972671509,0.18371513485908508,0.2552328109741211,0.2468002885580063,0.2153356671333313,0.45503583550453186,0.2300618439912796,0.24117201566696167,0.23916715383529663
company,0.15308363735675812,0.196149542927742,0.1873668134212494,0.16800642013549805,0.1768331527709961,0.11217901110649109,0.24903783202171326,0.12899738550186157,0.10870805382728577,0.12195809185504913
of,0.2480744868516922,0.37253960967063904,0.2133621722459793,0.2513895630836487,0.31030791997909546,0.22127455472946167,0.41548454761505127,0.24439354240894318,0.2779931128025055,0.1826142966747284
40,0.03806556016206741,0.023672861978411674,-0.03560467064380646,-0.001324606011621654,-0.006602399051189423,-0.0019370457157492638,-0.027606580406427383,0.048882756382226944,-0.06631019711494446,0.010195288807153702
men,0.2069610059261322,0.17064353823661804,1.0,0.284831702709198,0.1634652316570282,0.17057327926158905,0.24045762419700623,0.2161680907011032,0.12140623480081558,0.1408759206533432
under,0.23006081581115723,0.21268652379512787,0.2224593609571457,0.20815621316432953,0.1755814105272293,0.09085841476917267,0.27177539467811584,0.23787756264209747,0.15562288463115692,0.18233340978622437
william,0.1955212652683258,0.13709884881973267,0.1797284036874771,0.24349860846996307,0.3645618259906769,0.14644549787044525,0.19802416861057281,0.1832306832075119,0.24151736497879028,0.14462219178676605
trent,0.09356851875782013,0.15572378039360046,0.14250719547271729,0.10990525782108307,0.24550028145313263,0.17957906424999237,0.17075593769550323,0.20495352149009705,0.18498648703098297,0.06484119594097137
to,0.44169697165489197,0.40243685245513916,0.24045762419700623,0.4452643394470215,0.22050736844539642,0.3854542672634125,1.0,0.3280513286590576,0.20305363833904266,0.29463258385658264
that,0.557814359664917,0.5391656160354614,0.2212943136692047,0.47518548369407654,0.16096995770931244,0.30560147762298584,0.5436353087425232,0.3152250647544861,0.23525603115558624,0.32716336846351624
point,0.21504828333854675,0.17688021063804626,0.16329583525657654,0.18732239305973053,0.20041006803512573,0.18345604836940765,0.3403111398220062,0.14866963028907776,0.14622202515602112,0.19189560413360596
",",0.22659391164779663,0.40610817074775696,0.2249656766653061,0.3015086054801941,0.34731438755989075,0.24667364358901978,0.44245919585227966,0.175742506980896,0.24427109956741333,0.31091248989105225
where,0.41728174686431885,0.4338301420211792,0.18082556128501892,0.24159270524978638,0.23311550915241241,0.28487101197242737,0.47735077142715454,0.25433146953582764,0.19695237278938293,0.24793872237205505
in,0.2601168751716614,0.41474202275276184,0.27064284682273865,0.2593238651752472,0.30666205286979675,0.18412359058856964,0.45010748505592346,0.22724120318889618,0.24058769643306732,0.20430970191955566
the,0.33890387415885925,0.4335206151008606,0.26001617312431335,0.34736719727516174,0.28394466638565063,0.2581755518913269,0.535392165184021,0.3054925203323364,0.27884984016418457,0.22068053483963013
early,0.2415190190076828,0.4033903181552887,0.17033405601978302,0.32047218084335327,0.16974371671676636,0.1447134017944336,0.24557004868984222,0.12930047512054443,0.1900942325592041,0.15272949635982513
months,0.22324973344802856,0.2192414402961731,0.24954748153686523,0.29584890604019165,0.09090492129325867,0.1215948686003685,0.2831858992576599,0.20764058828353882,0.13694238662719727,0.2804218530654907
of,0.2480744868516922,0.37253960967063904,0.2133621722459793,0.2513895630836487,0.31030791997909546,0.22127455472946167,0.41548454761505127,0.24439354240894318,0.2779931128025055,0.1826142966747284
1754,0.054676081985235214,0.044269196689128876,0.1274171620607376,0.09984685480594635,0.31885042786598206,0.08423127233982086,0.026899486780166626,0.09011919051408768,0.39557522535324097,0.1399500072002411
they,0.43247655034065247,0.5400822758674622,0.2994064390659332,0.4879390597343445,0.09046562016010284,0.3351874053478241,0.5452046394348145,0.2682439684867859,0.15887857973575592,0.2753053903579712
began,0.2146909385919571,0.2829516530036926,0.23030401766300201,0.4415510594844818,0.20901912450790405,0.12171252071857452,0.2731419503688812,0.1373327523469925,0.1473076194524765,0.1370266228914261
construction,0.16225795447826385,0.19303908944129944,0.15630894899368286,0.1474381983280182,0.2025560736656189,0.08328554779291153,0.24810278415679932,0.23836441338062286,0.1905614584684372,0.13494056463241577
of,0.2480744868516922,0.37253960967063904,0.2133621722459793,0.2513895630836487,0.31030791997909546,0.22127455472946167,0.41548454761505127,0.24439354240894318,0.2779931128025055,0.1826142966747284
a,0.29312583804130554,0.2872205972671509,0.18371513485908508,0.2552328109741211,0.2468002885580063,0.2153356671333313,0.45503583550453186,0.2300618439912796,0.24117201566696167,0.23916715383529663
small,0.18460747599601746,0.3760077953338623,0.1559647172689438,0.20443524420261383,0.0992874801158905,0.2104489803314209,0.3054737150669098,0.19414913654327393,0.11917629837989807,0.13914890587329865
stockaded,0.09949062764644623,0.25104814767837524,0.30324262380599976,0.23599253594875336,0.18547189235687256,0.13973385095596313,0.22157132625579834,0.2713962197303772,0.15747153759002686,0.08568105101585388
fort,0.03157204017043114,0.1379803568124771,0.2003217190504074,0.17500312626361847,0.3629205524921417,0.18133680522441864,0.16577591001987457,0.236005961894989,0.2894384264945984,0.15686731040477753
.,0.3287222981452942,0.3974229395389557,0.25083568692207336,0.35288307070732117,0.30496230721473694,0.31951451301574707,0.4645031690597534,0.18775832653045654,0.26225924491882324,0.4130953550338745
