,who,did,bskyb,compete,with,initially,?
and,0.41279885172843933,0.34479495882987976,0.2175528109073639,0.24350401759147644,0.5477725267410278,0.3013203740119934,0.20544172823429108
an,0.2848317325115204,0.22598257660865784,0.1599401980638504,0.12841399013996124,0.2730048894882202,0.21542659401893616,0.19793890416622162
interactive,0.15907056629657745,0.12415612488985062,0.2536264657974243,0.24668565392494202,0.28228864073753357,0.2578165531158447,0.15266580879688263
service,0.21098247170448303,0.14130860567092896,0.1887708604335785,0.1464872807264328,0.20442402362823486,0.19617973268032074,0.1676298975944519
branded,0.22884461283683777,0.2106427252292633,0.17872868478298187,0.25948071479797363,0.23233801126480103,0.29502227902412415,0.13869881629943848
open,0.1337064653635025,0.12370607256889343,0.1688537895679474,0.21471036970615387,0.24389693140983582,0.19561660289764404,0.20715104043483734
...,0.05807987228035927,0.04458035156130791,0.20693929493427277,0.013238885439932346,-0.028930222615599632,0.0069307261146605015,-0.07163430005311966
.,0.3541337847709656,0.35288307070732117,0.2844841778278351,0.20177166163921356,0.4446153938770294,0.23941664397716522,0.4130953550338745
now,0.29819536209106445,0.2646316885948181,0.2086615115404129,0.17341667413711548,0.2213166505098343,0.29472872614860535,0.29641881585121155
called,0.3151143789291382,0.277748167514801,0.19806021451950073,0.23278841376304626,0.3139074146747589,0.19809702038764954,0.18963319063186646
sky,0.1716228425502777,0.19922639429569244,0.2902737259864807,0.2603806257247925,0.20754678547382355,0.059648118913173676,0.11270341277122498
active,0.264361709356308,0.16150157153606415,0.1584472954273224,0.18124856054782867,0.19449380040168762,0.15733498334884644,0.20374006032943726
",",0.3365725874900818,0.3015086054801941,0.2852807641029358,0.23752278089523315,0.4120737314224243,0.23403345048427582,0.31091248989105225
bskyb,0.14450614154338837,0.15346096456050873,1.0000001192092896,0.10436776280403137,0.18421940505504608,0.17417632043361664,0.2979319989681244
competed,0.2077174037694931,0.2318863868713379,0.18490326404571533,0.7285696268081665,0.22492560744285583,0.20245206356048584,0.08153866976499557
with,0.3282766342163086,0.25472134351730347,0.18421940505504608,0.21781255304813385,0.9999999403953552,0.23973597586154938,0.2433311939239502
the,0.3733934462070465,0.34736719727516174,0.20915858447551727,0.28425246477127075,0.4223487675189972,0.2997018098831177,0.22068053483963013
ondigital,0.1922852247953415,0.12195608019828796,0.30399289727211,0.19130370020866394,0.14890031516551971,0.17160923779010773,0.15229390561580658
(,0.2443375140428543,0.18979617953300476,0.3475780487060547,0.09291746467351913,0.29503780603408813,0.08846895396709442,0.40561532974243164
later,0.35185644030570984,0.38386887311935425,0.1992107629776001,0.21732197701931,0.2797884941101074,0.41885584592819214,0.1417175978422165
itv,0.15555207431316376,0.07018956542015076,0.2161550670862198,0.17479820549488068,0.23120930790901184,0.17008651793003082,0.16615986824035645
digital,0.1301393359899521,0.10377924144268036,0.2244831621646881,0.15849259495735168,0.10750167816877365,0.1609797328710556,0.12982943654060364
),0.2457384318113327,0.18584993481636047,0.3711942136287689,0.10140738636255264,0.3069596290588379,0.08723676204681396,0.42300865054130554
terrestrial,0.12447819113731384,0.08567497134208679,0.11298311501741409,0.20211894810199738,0.18846635520458221,0.134565070271492,0.09166651964187622
offering,0.25206974148750305,0.27247557044029236,0.16237151622772217,0.3024612069129944,0.27169135212898254,0.2460266649723053,0.15441901981830597
and,0.41279885172843933,0.34479495882987976,0.2175528109073639,0.24350401759147644,0.5477725267410278,0.3013203740119934,0.20544172823429108
cable,0.14792867004871368,0.11801295727491379,0.1711769700050354,0.1497555524110794,0.20673611760139465,0.1871953308582306,0.13993921875953674
services,0.24612601101398468,0.14472568035125732,0.16261135041713715,0.22595791518688202,0.20939528942108154,0.1923268735408783,0.1328447163105011
.,0.3541337847709656,0.35288307070732117,0.2844841778278351,0.20177166163921356,0.4446153938770294,0.23941664397716522,0.4130953550338745
