,what,radio,station,is,located,at,103.5fm,on,the,dial,in,denver,?
with,0.2464839518070221,0.15850627422332764,0.13595768809318542,0.3250955045223236,0.12990716099739075,0.29126521944999695,0.03731818497180939,0.40749499201774597,0.4223487675189972,0.19605647027492523,0.4080928862094879,0.20079316198825836,0.2433311939239502
dave,0.1777520477771759,0.23142558336257935,0.16959500312805176,0.13729526102542877,0.16366004943847656,0.1702539026737213,0.15254926681518555,0.20515120029449463,0.21495839953422546,0.18575707077980042,0.16800034046173096,0.1816384494304657,0.1399918496608734
logan,0.0784287080168724,0.190175399184227,0.22791828215122223,0.2828928530216217,0.218274787068367,0.23803502321243286,0.13449537754058838,0.22459101676940918,0.2535000443458557,0.12778924405574799,0.274706095457077,0.3960370719432831,0.19886885583400726
on,0.34226128458976746,0.2590620815753937,0.29022887349128723,0.3635730445384979,0.22447186708450317,0.4806317389011383,0.08933310955762863,0.9999999403953552,0.5107308030128479,0.17172721028327942,0.46853652596473694,0.1561855524778366,0.2714994251728058
play-by-play,0.2412194460630417,0.31086286902427673,0.18523621559143066,0.2325907051563263,0.12883500754833221,0.19623878598213196,0.11714959144592285,0.3018798530101776,0.2794552743434906,0.2555061876773834,0.26031607389450073,0.2354010045528412,0.2925850749015808
and,0.31309178471565247,0.2658638060092926,0.19091129302978516,0.3859752118587494,0.24183952808380127,0.3571503460407257,0.05994120612740517,0.4077630043029785,0.5171257257461548,0.1801082193851471,0.4954058527946472,0.20625516772270203,0.20544172823429108
ed,0.09894731640815735,0.18429754674434662,0.07610875368118286,0.11459767818450928,0.131387397646904,0.12725332379341125,0.1721036285161972,0.1536392867565155,0.21412420272827148,0.0733693391084671,0.22781489789485931,0.18253058195114136,0.16764874756336212
mccaffrey,0.17847973108291626,0.2617664337158203,0.24314698576927185,0.20871256291866302,0.10555995255708694,0.23960241675376892,0.2497308850288391,0.21945883333683014,0.26978614926338196,0.14055292308330536,0.2923904061317444,0.29792484641075134,0.23671486973762512
on,0.34226128458976746,0.2590620815753937,0.29022887349128723,0.3635730445384979,0.22447186708450317,0.4806317389011383,0.08933310955762863,0.9999999403953552,0.5107308030128479,0.17172721028327942,0.46853652596473694,0.1561855524778366,0.2714994251728058
color,0.2746529281139374,0.1325235217809677,0.13396626710891724,0.1656665951013565,0.11850667744874954,0.16838783025741577,0.0009964624186977744,0.20340315997600555,0.21895472705364227,0.18467020988464355,0.10136925429105759,0.17002470791339874,0.21299609541893005
commentary,0.2743928134441376,0.3170797824859619,0.17103689908981323,0.16561350226402283,0.1564037948846817,0.16332000494003296,0.216117724776268,0.24374806880950928,0.2209595888853073,0.16928152740001678,0.21786750853061676,0.14816239476203918,0.20364898443222046
.,0.3567904531955719,0.20650681853294373,0.20999185740947723,0.4569662809371948,0.28226932883262634,0.4549728035926819,0.10053525865077972,0.49257001280784607,0.5934505462646484,0.17867814004421234,0.5591574311256409,0.2573630213737488,0.4130953550338745
