,what,order,did,british,make,of,french,?
.,0.3567904531955719,0.20712141692638397,0.35288307070732117,0.23159366846084595,0.3547073304653168,0.5352458953857422,0.2480926215648651,0.4130953550338745
,what,order,did,british,make,of,french,?
orders,0.1898462176322937,0.6980564594268799,0.2706792652606964,0.15013062953948975,0.1431712657213211,0.2505633234977722,0.083865225315094,0.18005457520484924
for,0.3017193675041199,0.16561681032180786,0.318512886762619,0.1970057189464569,0.386745423078537,0.4185989499092102,0.17280760407447815,0.264628142118454
the,0.42745697498321533,0.3284194767475128,0.34736719727516174,0.28973397612571716,0.3146495521068573,0.733189046382904,0.2555147111415863,0.22068053483963013
deportation,0.22354058921337128,0.21158505976200104,0.16988638043403625,0.11423361301422119,0.1112239733338356,0.2163902074098587,0.13164833188056946,0.18810054659843445
were,0.22298263013362885,0.16340558230876923,0.4162326455116272,0.27742838859558105,0.2902480363845825,0.34038281440734863,0.22002479434013367,0.17890112102031708
given,0.21883496642112732,0.2850513160228729,0.24950160086154938,0.24086716771125793,0.27241361141204834,0.39388060569763184,0.1698962152004242,0.2570464313030243
by,0.2455483376979828,0.17732734978199005,0.18574509024620056,0.26707085967063904,0.2695997655391693,0.3646814823150635,0.23343317210674286,0.17966607213020325
william,0.24990826845169067,0.07408501952886581,0.24349860846996307,0.21299338340759277,0.08120816200971603,0.20272590219974518,0.20046363770961761,0.14462219178676605
shirley,0.1336555927991867,0.13706634938716888,0.14994190633296967,0.217991903424263,0.15448735654354095,0.11547418683767319,0.06706204265356064,0.127523273229599
",",0.3087472915649414,0.22478096187114716,0.3015086054801941,0.25734075903892517,0.324553906917572,0.4946078956127167,0.28806620836257935,0.31091248989105225
commander-in-chief,0.2493397295475006,0.3457508683204651,0.2487088441848755,0.28131356835365295,0.1328253298997879,0.31157591938972473,0.17748352885246277,0.20286041498184204
",",0.3087472915649414,0.22478096187114716,0.3015086054801941,0.25734075903892517,0.324553906917572,0.4946078956127167,0.28806620836257935,0.31091248989105225
north,0.18673177063465118,0.05147359520196915,0.16732536256313324,0.2482547163963318,0.11821365356445312,0.3604778051376343,0.14223402738571167,0.11829731613397598
america,0.2517423629760742,0.17049945890903473,0.2212076634168625,0.23250389099121094,0.14448855817317963,0.28803038597106934,0.15473008155822754,0.19333907961845398
",",0.3087472915649414,0.22478096187114716,0.3015086054801941,0.25734075903892517,0.324553906917572,0.4946078956127167,0.28806620836257935,0.31091248989105225
without,0.3181614279747009,0.17233917117118835,0.3172723054885864,0.06789065152406693,0.3594385087490082,0.3081340193748474,0.15233512222766876,0.2928665280342102
direction,0.25776705145835876,0.12183813750743866,0.2069222778081894,0.11624876409769058,0.14198297262191772,0.18922415375709534,0.1483401209115982,0.10739318281412125
from,0.2737620174884796,0.1814235895872116,0.20248863101005554,0.21991202235221863,0.24641869962215424,0.4249346852302551,0.19660584628582,0.19969791173934937
great,0.2562883198261261,0.11772503703832626,0.2083706259727478,0.16939672827720642,0.2204141765832901,0.3168134391307831,0.11468937993049622,0.13135133683681488
britain,0.24206450581550598,0.17557956278324127,0.23567047715187073,0.4846838712692261,0.20652365684509277,0.28899943828582764,0.26548969745635986,0.1268460750579834
.,0.3567904531955719,0.20712141692638397,0.35288307070732117,0.23159366846084595,0.3547073304653168,0.5352458953857422,0.2480926215648651,0.4130953550338745
