,many,conferences,have,taking,a,position,by,voting,in,favor,of,what,?
with,0.35744401812553406,0.22466276586055756,0.48046383261680603,0.2591518759727478,0.3783375024795532,0.16771268844604492,0.39731505513191223,0.16048546135425568,0.4080928862094879,0.2264031320810318,0.41827285289764404,0.2464839518070221,0.2433311939239502
resolutions,0.22739246487617493,0.33203592896461487,0.24484038352966309,0.15232138335704803,0.21519947052001953,0.24933303892612457,0.21128879487514496,0.2841581404209137,0.17775298655033112,0.3189053535461426,0.27407383918762207,0.26474228501319885,0.23946994543075562
.,0.3974229395389557,0.2162696272134781,0.41614407300949097,0.3233465552330017,0.50484299659729,0.24342353641986847,0.3936232924461365,0.26005733013153076,0.5591574311256409,0.28438901901245117,0.5352458953857422,0.3567904531955719,0.4130953550338745
,many,conferences,have,taking,a,position,by,voting,in,favor,of,what,?
for,0.40972793102264404,0.2596597671508789,0.41175219416618347,0.3636261522769928,0.44038116931915283,0.27123650908470154,0.3248702883720398,0.2609013319015503,0.4322226941585541,0.30653244256973267,0.4185989499092102,0.3017193675041199,0.264628142118454
example,0.43096116185188293,0.22398926317691803,0.39606785774230957,0.276737779378891,0.40234753489494324,0.2689300775527954,0.29030951857566833,0.2113964855670929,0.30483278632164,0.2197313904762268,0.3570667505264282,0.3456268310546875,0.30374911427497864
",",0.40610817074775696,0.2478943020105362,0.3541618287563324,0.32216814160346985,0.427140474319458,0.1771278828382492,0.3680937886238098,0.2596084773540497,0.5201468467712402,0.2809197008609772,0.4946078956127167,0.3087472915649414,0.31091248989105225
the,0.4335206151008606,0.2745058238506317,0.40389683842658997,0.32714390754699707,0.5829201340675354,0.3183514177799225,0.4408751428127289,0.26425203680992126,0.6662389636039734,0.24460799992084503,0.733189046382904,0.42745697498321533,0.22068053483963013
connectional,0.28454288840293884,0.26883363723754883,0.27113425731658936,0.12866690754890442,0.3373123109340668,0.12950555980205536,0.20042040944099426,0.18943792581558228,0.28859952092170715,0.17299960553646088,0.2914009988307953,0.20255428552627563,0.1285887062549591
table,0.17368394136428833,0.22322456538677216,0.19956256449222565,0.21915967762470245,0.2432243973016739,0.18676529824733734,0.162551149725914,0.15213261544704437,0.23322038352489471,0.1474754512310028,0.20049740374088287,0.2240780144929886,0.1782790720462799
",",0.40610817074775696,0.2478943020105362,0.3541618287563324,0.32216814160346985,0.427140474319458,0.1771278828382492,0.3680937886238098,0.2596084773540497,0.5201468467712402,0.2809197008609772,0.4946078956127167,0.3087472915649414,0.31091248989105225
a,0.2872205972671509,0.15729105472564697,0.338716596364975,0.2834925353527069,1.0,0.28626853227615356,0.32094135880470276,0.21578288078308105,0.539380669593811,0.2670113742351532,0.5052502155303955,0.3320399522781372,0.23916715383529663
governing,0.19403907656669617,0.2789321839809418,0.20389613509178162,0.229775533080101,0.22193856537342072,0.31265541911125183,0.2188596874475479,0.2676692605018616,0.29522937536239624,0.21385706961154938,0.3364465534687042,0.21229864656925201,0.15836504101753235
committee,0.1689344346523285,0.3115454614162445,0.23839928209781647,0.12768545746803284,0.1903151571750641,0.19490058720111847,0.18816545605659485,0.2496284544467926,0.2107008546590805,0.25515949726104736,0.2920650243759155,0.18195343017578125,0.12144632637500763
",",0.40610817074775696,0.2478943020105362,0.3541618287563324,0.32216814160346985,0.427140474319458,0.1771278828382492,0.3680937886238098,0.2596084773540497,0.5201468467712402,0.2809197008609772,0.4946078956127167,0.3087472915649414,0.31091248989105225
has,0.4266262650489807,0.1781565248966217,0.6353569626808167,0.20274151861667633,0.4670248031616211,0.15836702287197113,0.3254803419113159,0.13031652569770813,0.4173259735107422,0.09992191195487976,0.3909035325050354,0.20338068902492523,0.15994466841220856
voted,0.1606350690126419,0.1531580239534378,0.2021799236536026,0.1951868236064911,0.24479347467422485,0.15665973722934723,0.19997479021549225,0.6082829236984253,0.22158056497573853,0.3882156014442444,0.25903964042663574,0.26488763093948364,0.22732289135456085
in,0.41474202275276184,0.23602792620658875,0.36843645572662354,0.25282081961631775,0.539380669593811,0.20453733205795288,0.370934396982193,0.21573682129383087,1.0,0.2092810571193695,0.5696388483047485,0.30808621644973755,0.20430970191955566
favor,0.14624309539794922,0.2211889922618866,0.21714924275875092,0.21846938133239746,0.2670113742351532,0.21291521191596985,0.21256689727306366,0.3254701495170593,0.2092810571193695,0.9999998807907104,0.25472742319107056,0.28772833943367004,0.17767609655857086
of,0.37253960967063904,0.22132393717765808,0.3802283704280853,0.29240402579307556,0.5052502155303955,0.23636478185653687,0.3646814823150635,0.19275255501270294,0.5696388483047485,0.25472742319107056,1.0,0.33290785551071167,0.1826142966747284
a,0.2872205972671509,0.15729105472564697,0.338716596364975,0.2834925353527069,1.0,0.28626853227615356,0.32094135880470276,0.21578288078308105,0.539380669593811,0.2670113742351532,0.5052502155303955,0.3320399522781372,0.23916715383529663
proposal,0.1585458517074585,0.26431146264076233,0.2769823670387268,0.2122269868850708,0.2847301959991455,0.22472994029521942,0.18392276763916016,0.4523143768310547,0.19013147056102753,0.3746316730976105,0.18171913921833038,0.3435455560684204,0.362845778465271
that,0.5391656160354614,0.2552758455276489,0.6182622313499451,0.3336910605430603,0.47537946701049805,0.2627577483654022,0.37496164441108704,0.3155273199081421,0.435920387506485,0.3548995554447174,0.41498205065727234,0.6297725439071655,0.32716336846351624
calls,0.222282275557518,0.2544120252132416,0.17469850182533264,0.1874910444021225,0.2732926309108734,0.15374524891376495,0.2018992155790329,0.12275084108114243,0.23785459995269775,0.2056170254945755,0.21952591836452484,0.212982177734375,0.13550543785095215
for,0.40972793102264404,0.2596597671508789,0.41175219416618347,0.3636261522769928,0.44038116931915283,0.27123650908470154,0.3248702883720398,0.2609013319015503,0.4322226941585541,0.30653244256973267,0.4185989499092102,0.3017193675041199,0.264628142118454
a,0.2872205972671509,0.15729105472564697,0.338716596364975,0.2834925353527069,1.0,0.28626853227615356,0.32094135880470276,0.21578288078308105,0.539380669593811,0.2670113742351532,0.5052502155303955,0.3320399522781372,0.23916715383529663
localized,0.295118510723114,0.11795976758003235,0.2882128953933716,0.10200149565935135,0.28818872570991516,0.14698876440525055,0.2215840369462967,0.1348114162683487,0.31325024366378784,0.1455937772989273,0.2533152103424072,0.18725332617759705,0.17986464500427246
option,0.18679732084274292,0.2980659604072571,0.31981223821640015,0.18525215983390808,0.2986384332180023,0.18373723328113556,0.11896155029535294,0.2968299984931946,0.1385895311832428,0.3136614263057709,0.14944469928741455,0.3053843677043915,0.3510825037956238
",",0.40610817074775696,0.2478943020105362,0.3541618287563324,0.32216814160346985,0.427140474319458,0.1771278828382492,0.3680937886238098,0.2596084773540497,0.5201468467712402,0.2809197008609772,0.4946078956127167,0.3087472915649414,0.31091248989105225
which,0.5168171525001526,0.23433993756771088,0.49652695655822754,0.28752514719963074,0.56894451379776,0.2391343116760254,0.40543368458747864,0.1749505251646042,0.4840516746044159,0.2000148445367813,0.5011631846427917,0.5261979103088379,0.25814583897590637
would,0.33440667390823364,0.20708507299423218,0.484149694442749,0.3150840401649475,0.398599237203598,0.24390071630477905,0.28394925594329834,0.3172236680984497,0.30461156368255615,0.39481493830680847,0.3353942930698395,0.45766422152519226,0.37178951501846313
permit,0.28410521149635315,0.19532650709152222,0.3624512851238251,0.16946500539779663,0.2576712369918823,0.17268666625022888,0.21022522449493408,0.21995335817337036,0.1751854419708252,0.2292087823152542,0.18578791618347168,0.2713043689727783,0.17485858500003815
ministers,0.19665347039699554,0.24764220416545868,0.250374972820282,0.19463706016540527,0.17241229116916656,0.22803758084774017,0.2074352502822876,0.2260461002588272,0.21894918382167816,0.16270074248313904,0.31468528509140015,0.24707821011543274,0.15132683515548706
to,0.40243685245513916,0.2542727291584015,0.4544740617275238,0.3001216948032379,0.45503583550453186,0.2374807894229889,0.33534231781959534,0.2493610978126526,0.45010748505592346,0.28869640827178955,0.41548454761505127,0.455847829580307,0.29463258385658264
officiate,0.1298503875732422,0.2818036675453186,0.26506438851356506,0.22748017311096191,0.21440303325653076,0.25031930208206177,0.18797485530376434,0.1820794641971588,0.2544706463813782,0.23522590100765228,0.3055208921432495,0.27966660261154175,0.2888599634170532
same-sex,0.33328089118003845,0.21552416682243347,0.34101712703704834,0.19172368943691254,0.3308933675289154,0.24764595925807953,0.24936722218990326,0.30494147539138794,0.3094196021556854,0.209793359041214,0.29123005270957947,0.2764958441257477,0.2158789336681366
weddings,0.2758448123931885,0.3173617422580719,0.25598427653312683,0.19735659658908844,0.1385573148727417,0.06468759477138519,0.16982679069042206,0.131108820438385,0.22578467428684235,0.1427309662103653,0.207722470164299,0.1539911925792694,0.12107818573713303
",",0.40610817074775696,0.2478943020105362,0.3541618287563324,0.32216814160346985,0.427140474319458,0.1771278828382492,0.3680937886238098,0.2596084773540497,0.5201468467712402,0.2809197008609772,0.4946078956127167,0.3087472915649414,0.31091248989105225
and,0.5296266674995422,0.2768954336643219,0.4711785912513733,0.3120560646057129,0.3739250600337982,0.22603030502796173,0.4289871156215668,0.2101096510887146,0.4954058527946472,0.2348119467496872,0.5116966962814331,0.31309178471565247,0.20544172823429108
it,0.39615920186042786,0.17552657425403595,0.40974161028862,0.23252002894878387,0.5452592968940735,0.18904933333396912,0.40926623344421387,0.2419259250164032,0.5130809545516968,0.25909438729286194,0.38761502504348755,0.45803478360176086,0.25732165575027466
would,0.33440667390823364,0.20708507299423218,0.484149694442749,0.3150840401649475,0.398599237203598,0.24390071630477905,0.28394925594329834,0.3172236680984497,0.30461156368255615,0.39481493830680847,0.3353942930698395,0.45766422152519226,0.37178951501846313
allow,0.32432153820991516,0.18124869465827942,0.4772440195083618,0.2476995438337326,0.27607089281082153,0.19452041387557983,0.23383794724941254,0.2828797399997711,0.21222905814647675,0.31259459257125854,0.28057926893234253,0.2883041203022003,0.2042745053768158
conferences,0.2339240163564682,0.9999999403953552,0.28189629316329956,0.13461361825466156,0.15729105472564697,0.23624089360237122,0.17351825535297394,0.16171292960643768,0.23602792620658875,0.2211889922618866,0.22132393717765808,0.18170012533664703,0.14015959203243256
to,0.40243685245513916,0.2542727291584015,0.4544740617275238,0.3001216948032379,0.45503583550453186,0.2374807894229889,0.33534231781959534,0.2493610978126526,0.45010748505592346,0.28869640827178955,0.41548454761505127,0.455847829580307,0.29463258385658264
ordain,0.16047562658786774,0.21453849971294403,0.1495593786239624,0.09000283479690552,0.18444013595581055,0.18443819880485535,0.13441841304302216,0.15879736840724945,0.2210543006658554,0.1777171492576599,0.25633227825164795,0.1969406008720398,0.2507603168487549
gay,0.20009015500545502,0.15560346841812134,0.17099742591381073,0.11279953271150589,0.22624655067920685,0.10910075157880783,0.14740286767482758,0.20394419133663177,0.19720076024532318,0.1448173224925995,0.12390328198671341,0.18720343708992004,0.19433937966823578
clergy,0.24330389499664307,0.23196448385715485,0.2611902356147766,0.21055109798908234,0.19379808008670807,0.26411864161491394,0.1791175752878189,0.1799100786447525,0.17874550819396973,0.24759255349636078,0.2905072271823883,0.21005667746067047,0.14422976970672607
.,0.3974229395389557,0.2162696272134781,0.41614407300949097,0.3233465552330017,0.50484299659729,0.24342353641986847,0.3936232924461365,0.26005733013153076,0.5591574311256409,0.28438901901245117,0.5352458953857422,0.3567904531955719,0.4130953550338745
