,how,much,of,jacksonville,is,made,up,of,water,?
and,0.33647966384887695,0.38395699858665466,0.5116966962814331,0.2603762745857239,0.3859752118587494,0.34954607486724854,0.4032393991947174,0.5116966962814331,0.3054247498512268,0.20544172823429108
;,0.07230665534734726,0.128553569316864,0.054534342139959335,0.021351194009184837,0.05324986204504967,0.06876794993877411,-0.028705401346087456,0.054534342139959335,0.007055493537336588,0.10349778085947037
13.34,-0.17611399292945862,-0.15726707875728607,-0.02058524824678898,-0.010784541256725788,-0.02017877623438835,-0.09128966927528381,-0.11374042928218842,-0.02058524824678898,-0.056743230670690536,-0.13880757987499237
%,0.1237400695681572,0.26866111159324646,0.19953428208827972,0.14513275027275085,0.18672586977481842,0.1488196700811386,0.21216745674610138,0.19953428208827972,0.18794424831867218,0.21441808342933655
(,0.1676948219537735,0.21788647770881653,0.35032153129577637,0.1611778438091278,0.35393038392066956,0.20796485245227814,0.2525939643383026,0.35032153129577637,0.16755586862564087,0.40561532974243164
116.7,-0.005823743995279074,0.08061352372169495,0.05166814848780632,-0.04205014556646347,0.041166361421346664,0.07524444162845612,0.04120704531669617,0.05166814848780632,0.172578364610672,-0.05635891854763031
sq,0.10252654552459717,0.1848931461572647,0.21430401504039764,0.1421712189912796,0.23199144005775452,0.15352636575698853,0.13891194760799408,0.21430401504039764,0.2770646810531616,0.18786261975765228
mi,0.0639447420835495,0.13306929171085358,0.13784633576869965,0.20029833912849426,0.17681920528411865,0.1197446659207344,0.1015145480632782,0.13784633576869965,0.21375253796577454,0.10264865309000015
or,0.3378981947898865,0.313159704208374,0.3792596757411957,0.16453376412391663,0.41870999336242676,0.3264006972312927,0.28756099939346313,0.3792596757411957,0.3301985263824463,0.32389625906944275
302,-0.15334084630012512,-0.00951788667589426,-0.009409868158400059,-0.12491975724697113,0.010130761191248894,-0.03230832889676094,-0.04635455459356308,-0.009409868158400059,0.018143311142921448,-0.0843726396560669
km2,0.22562161087989807,0.30836138129234314,0.23789449036121368,0.14103271067142487,0.27590033411979675,0.14954915642738342,0.22975799441337585,0.23789449036121368,0.3763771951198578,0.20544767379760742
),0.17939934134483337,0.22256317734718323,0.3680361211299896,0.16729915142059326,0.37732169032096863,0.22539687156677246,0.25800976157188416,0.3680361211299896,0.18243473768234253,0.42300865054130554
is,0.22544461488723755,0.3156087100505829,0.4854315221309662,0.1726600080728531,1.0,0.29543453454971313,0.2853454053401947,0.4854315221309662,0.2879090905189514,0.22961433231830597
water,0.19594718515872955,0.2890187203884125,0.2741255462169647,0.17478029429912567,0.2879090905189514,0.2262285202741623,0.24995703995227814,0.2741255462169647,0.9999998807907104,0.14731885492801666
.,0.3287222981452942,0.3374604284763336,0.5352458953857422,0.2843366861343384,0.4569662809371948,0.4032190144062042,0.351434588432312,0.5352458953857422,0.26634910702705383,0.4130953550338745
