,what,does,refusing,to,preach,the,ten,commandments,not,do,?
thereby,0.18465888500213623,0.21367597579956055,0.3606736958026886,0.29629212617874146,0.05145357549190521,0.3359372913837433,0.1479893922805786,0.17262543737888336,0.2743787467479706,0.1884971410036087,0.13714760541915894
",",0.3087472915649414,0.28617382049560547,0.2451290637254715,0.44245919585227966,0.22622790932655334,0.4933079481124878,0.23681947588920593,0.26035192608833313,0.3769696354866028,0.3283645510673523,0.31091248989105225
as,0.31749409437179565,0.31202155351638794,0.23885758221149445,0.42092081904411316,0.23942841589450836,0.48381632566452026,0.24323910474777222,0.3076116442680359,0.5105602741241455,0.38329678773880005,0.27043893933296204
it,0.45803478360176086,0.34188351035118103,0.22643262147903442,0.513711154460907,0.21684977412223816,0.6251175999641418,0.22522874176502228,0.26742538809776306,0.4651523232460022,0.337066113948822,0.25732165575027466
were,0.22298263013362885,0.046230707317590714,0.20949867367744446,0.31913647055625916,0.23542648553848267,0.3906462490558624,0.3543928563594818,0.3088577091693878,0.33318549394607544,0.23274902999401093,0.17890112102031708
",",0.3087472915649414,0.28617382049560547,0.2451290637254715,0.44245919585227966,0.22622790932655334,0.4933079481124878,0.23681947588920593,0.26035192608833313,0.3769696354866028,0.3283645510673523,0.31091248989105225
removing,0.3328666388988495,0.28134262561798096,0.355207622051239,0.30891114473342896,0.15025702118873596,0.2945282459259033,0.14505010843276978,0.23615415394306183,0.38553526997566223,0.3726629614830017,0.32110175490379333
the,0.42745697498321533,0.35928019881248474,0.2845401167869568,0.535392165184021,0.20831279456615448,1.0,0.3256247341632843,0.3037950396537781,0.4310511648654938,0.30239659547805786,0.22068053483963013
three,0.24888746440410614,0.1872161626815796,0.1421971470117569,0.3043823838233948,0.11621052026748657,0.43452659249305725,0.5511931777000427,0.25199654698371887,0.24090014398097992,0.21283186972141266,0.20928427577018738
letters,0.1743541657924652,0.1767207533121109,0.16042016446590424,0.18536488711833954,0.18630759418010712,0.23764781653881073,0.13905222713947296,0.2624801695346832,0.20421363413333893,0.15254628658294678,0.18739263713359833
l-a-w,0.016734670847654343,0.05104535073041916,-0.06764411926269531,0.020486880093812943,-0.17043615877628326,0.03417497128248215,0.010088713839650154,-0.1176091805100441,0.044488757848739624,0.05852856859564781,0.011398323811590672
from,0.2737620174884796,0.1777622550725937,0.17748501896858215,0.4069952368736267,0.1683240532875061,0.40150508284568787,0.18475036323070526,0.21553859114646912,0.2567668557167053,0.20424067974090576,0.19969791173934937
the,0.42745697498321533,0.35928019881248474,0.2845401167869568,0.535392165184021,0.20831279456615448,1.0,0.3256247341632843,0.3037950396537781,0.4310511648654938,0.30239659547805786,0.22068053483963013
church,0.1944202184677124,0.16385334730148315,0.34422898292541504,0.24439501762390137,0.504675030708313,0.23846197128295898,0.14958375692367554,0.2769906520843506,0.1967715620994568,0.13028843700885773,0.18081501126289368
–,0.13008765876293182,0.13794226944446564,0.13669677078723907,0.19410304725170135,0.15374134480953217,0.2607575058937073,0.2404278665781021,0.1172824576497078,0.14919233322143555,0.09956804662942886,0.2714554965496063
does,0.38564667105674744,1.0,0.39849111437797546,0.4391997456550598,0.18688972294330597,0.35928019881248474,0.1422448456287384,0.25933200120925903,0.6355478763580322,0.5148232579231262,0.338003009557724
not,0.5449194312095642,0.6355478763580322,0.3934282064437866,0.5149973034858704,0.2521817982196808,0.4310511648654938,0.17208710312843323,0.30596351623535156,0.9999999403953552,0.6619802713394165,0.41942933201789856
eliminate,0.2681068480014801,0.17315244674682617,0.3442384600639343,0.29878073930740356,0.10861530154943466,0.21384422481060028,0.0951901376247406,0.16811366379261017,0.24447281658649445,0.27132803201675415,0.15439270436763763
the,0.42745697498321533,0.35928019881248474,0.2845401167869568,0.535392165184021,0.20831279456615448,1.0,0.3256247341632843,0.3037950396537781,0.4310511648654938,0.30239659547805786,0.22068053483963013
accusing,0.3727490305900574,0.23979012668132782,0.44067442417144775,0.25159376859664917,0.3017347753047943,0.18575164675712585,0.12448298186063766,0.2875657081604004,0.34378382563591003,0.31454896926879883,0.3574930429458618
law,0.2145031988620758,0.22011858224868774,0.29713138937950134,0.259207159280777,0.22865255177021027,0.24548950791358948,0.11396164447069168,0.3132851719856262,0.2588513493537903,0.193905308842659,0.1528988480567932
.,0.3567904531955719,0.3022993505001068,0.24345967173576355,0.4645031690597534,0.226605623960495,0.5934505462646484,0.2531837224960327,0.25932231545448303,0.4824007451534271,0.3613996207714081,0.4130953550338745
