,how,many,reptiles,have,been,discovered,in,the,amazon,region,?
"1,294",0.23196715116500854,0.09071139991283417,0.18853333592414856,0.16276510059833527,0.04547414183616638,0.09247272461652756,0.074866384267807,0.12081556022167206,0.17932309210300446,0.05296318233013153,0.16479575634002686
birds,0.21416977047920227,0.26239219307899475,0.6605756878852844,0.310300350189209,0.20240892469882965,0.17737682163715363,0.2125139683485031,0.24023959040641785,0.2305370569229126,0.12036339193582535,0.13677363097667694
",",0.22659391164779663,0.40610817074775696,0.2549891173839569,0.3541618287563324,0.34873589873313904,0.26185235381126404,0.5201468467712402,0.4933079481124878,0.2214922308921814,0.2119160145521164,0.31091248989105225
427,-0.08305586874485016,-0.1524236649274826,-0.23268958926200867,-0.11723882704973221,-0.10008519887924194,-0.2140265852212906,-0.20808935165405273,-0.2638601064682007,-0.22957828640937805,-0.28849080204963684,-0.06483101099729538
mammals,0.18897929787635803,0.2083161473274231,0.7338616847991943,0.32488998770713806,0.1712133139371872,0.23318210244178772,0.21902817487716675,0.27272844314575195,0.23476628959178925,0.20167268812656403,0.14248336851596832
",",0.22659391164779663,0.40610817074775696,0.2549891173839569,0.3541618287563324,0.34873589873313904,0.26185235381126404,0.5201468467712402,0.4933079481124878,0.2214922308921814,0.2119160145521164,0.31091248989105225
428,-0.14090731739997864,-0.09239741414785385,-0.1281391680240631,-0.08992794156074524,-0.124766506254673,-0.10098866373300552,-0.19688504934310913,-0.23876549303531647,-0.2332145869731903,-0.23863668739795685,-0.14439550042152405
amphibians,0.16425742208957672,0.23087944090366364,0.7570257782936096,0.29460152983665466,0.1398678570985794,0.16698989272117615,0.25579649209976196,0.2568071782588959,0.25585466623306274,0.14864400029182434,0.19058775901794434
",",0.22659391164779663,0.40610817074775696,0.2549891173839569,0.3541618287563324,0.34873589873313904,0.26185235381126404,0.5201468467712402,0.4933079481124878,0.2214922308921814,0.2119160145521164,0.31091248989105225
and,0.33647966384887695,0.5296266674995422,0.24778714776039124,0.4711785912513733,0.3424558639526367,0.21031536161899567,0.4954058527946472,0.5171257257461548,0.23464977741241455,0.2372262328863144,0.20544172823429108
378,-0.01812516152858734,0.025058982893824577,-0.04807757958769798,-0.02858935482800007,-0.028591083362698555,-0.04991447553038597,-0.032691046595573425,-0.023481857031583786,-0.0049358149990439415,0.03461135923862457,0.046226855367422104
reptiles,0.14172667264938354,0.21379581093788147,0.9999999403953552,0.2848551571369171,0.17346855998039246,0.24982382357120514,0.24236735701560974,0.24662268161773682,0.2511642575263977,0.16418497264385223,0.17827048897743225
have,0.4370637536048889,0.5841760635375977,0.2848551571369171,0.9999999403953552,0.6493861675262451,0.2744525372982025,0.36843645572662354,0.40389683842658997,0.20372521877288818,0.191070094704628,0.32991164922714233
been,0.26456597447395325,0.4963826537132263,0.17346855998039246,0.6493861675262451,0.9999998807907104,0.3348144292831421,0.3515113592147827,0.3563927710056305,0.13283225893974304,0.19947682321071625,0.24354910850524902
scientifically,0.31736499071121216,0.3429009020328522,0.30966606736183167,0.36568596959114075,0.31609705090522766,0.3530614972114563,0.21876095235347748,0.33359766006469727,0.1422608494758606,0.20358127355575562,0.1720270961523056
classified,0.18867139518260956,0.23633348941802979,0.2902824282646179,0.2995854318141937,0.27332448959350586,0.29097068309783936,0.19124440848827362,0.24516408145427704,0.15618684887886047,0.16584740579128265,0.1583244353532791
in,0.2601168751716614,0.41474202275276184,0.24236735701560974,0.36843645572662354,0.3515113592147827,0.2801778018474579,1.0,0.6662389636039734,0.12227833271026611,0.3524819314479828,0.20430970191955566
the,0.33890387415885925,0.4335206151008606,0.24662268161773682,0.40389683842658997,0.3563927710056305,0.27493247389793396,0.6662389636039734,1.0,0.260541707277298,0.35020557045936584,0.22068053483963013
region,0.15155482292175293,0.17234529554843903,0.16418497264385223,0.191070094704628,0.19947682321071625,0.16302970051765442,0.3524819314479828,0.35020557045936584,0.18148772418498993,1.0,0.13441751897335052
.,0.3287222981452942,0.3974229395389557,0.2705487906932831,0.41614407300949097,0.33645182847976685,0.23523737490177155,0.5591574311256409,0.5934505462646484,0.262887567281723,0.2506107687950134,0.4130953550338745
