,the,analysis,of,stratigraphic,sections,such,as,drill,cores,is,done,by,who,?
from,0.40150508284568787,0.17278055846691132,0.4249346852302551,0.19845211505889893,0.20643799006938934,0.24813218414783478,0.3251767158508301,0.11232763528823853,0.22363339364528656,0.27355384826660156,0.20618925988674164,0.3373257517814636,0.27839982509613037,0.19969791173934937
the,1.0,0.24241644144058228,0.733189046382904,0.3194960653781891,0.3228905200958252,0.3575236201286316,0.48381632566452026,0.27109989523887634,0.25309666991233826,0.5823672413825989,0.26575928926467896,0.4408751428127289,0.3733934462070465,0.22068053483963013
field,0.2105809599161148,0.1618751436471939,0.20410659909248352,0.20342403650283813,0.24628162384033203,0.18795233964920044,0.21304655075073242,0.21474699676036835,0.19387845695018768,0.17269009351730347,0.2294055074453354,0.18480901420116425,0.18098586797714233,0.11279727518558502
",",0.4933079481124878,0.25410884618759155,0.4946078956127167,0.2281859666109085,0.28268834948539734,0.39626169204711914,0.48816442489624023,0.21337367594242096,0.27680590748786926,0.4691906273365021,0.32079052925109863,0.3680937886238098,0.3365725874900818,0.31091248989105225
such,0.3575236201286316,0.2735660672187805,0.3209529519081116,0.20583508908748627,0.265627920627594,1.0,0.6207084655761719,0.20089010894298553,0.25109151005744934,0.23545363545417786,0.3031674325466156,0.2736194431781769,0.2594927251338959,0.17851735651493073
as,0.48381632566452026,0.2525663375854492,0.3886612355709076,0.24175679683685303,0.2307887226343155,0.6207084655761719,1.0,0.15374039113521576,0.24551668763160706,0.43216490745544434,0.28695398569107056,0.3815547823905945,0.3923053741455078,0.27043893933296204
those,0.42861196398735046,0.2139921486377716,0.37935635447502136,0.2373066246509552,0.3123241662979126,0.4473936855792999,0.30178776383399963,0.23407308757305145,0.3113957941532135,0.2352088838815689,0.34569841623306274,0.32841911911964417,0.44778117537498474,0.3328189253807068
from,0.40150508284568787,0.17278055846691132,0.4249346852302551,0.19845211505889893,0.20643799006938934,0.24813218414783478,0.3251767158508301,0.11232763528823853,0.22363339364528656,0.27355384826660156,0.20618925988674164,0.3373257517814636,0.27839982509613037,0.19969791173934937
drill,0.27109989523887634,0.2051907330751419,0.1892881840467453,0.21463915705680847,0.20548249781131744,0.20089010894298553,0.15374039113521576,1.0000001192092896,0.2010398954153061,0.16814851760864258,0.26133716106414795,0.21788159012794495,0.1706194132566452,0.22573330998420715
cores,0.25309666991233826,0.3029323220252991,0.19923704862594604,0.2997695207595825,0.33753809332847595,0.25109151005744934,0.24551668763160706,0.2010398954153061,0.9999998807907104,0.2661639451980591,0.20669923722743988,0.19455698132514954,0.17871129512786865,0.1528620421886444
.,0.5934505462646484,0.1780904233455658,0.5352458953857422,0.25224223732948303,0.26902052760124207,0.3298943042755127,0.515582263469696,0.21415545046329498,0.24338574707508087,0.4569662809371948,0.3132319152355194,0.3936232924461365,0.3541337847709656,0.4130953550338745
