,what,is,the,main,reason,consulting,pharmacists,are,increasingly,working,directly,with,patients,?
to,0.455847829580307,0.42745086550712585,0.535392165184021,0.26116618514060974,0.3437597155570984,0.28419989347457886,0.24341562390327454,0.3504326641559601,0.33546900749206543,0.28215980529785156,0.46690139174461365,0.4239959120750427,0.2851313650608063,0.29463258385658264
work,0.3762225806713104,0.22475390136241913,0.2704800069332123,0.17960678040981293,0.31437742710113525,0.30566391348838806,0.31919384002685547,0.26678818464279175,0.26232582330703735,0.6558395028114319,0.23128151893615723,0.2649822533130646,0.3145729601383209,0.2621155381202698
directly,0.3618607521057129,0.2819631099700928,0.4502958655357361,0.3084857761859894,0.23796561360359192,0.2131112813949585,0.21186134219169617,0.322107195854187,0.23017652332782745,0.15206480026245117,1.0,0.23776929080486298,0.19121243059635162,0.2187996357679367
with,0.2464839518070221,0.3250955045223236,0.4223487675189972,0.1962798684835434,0.20816826820373535,0.2448364794254303,0.21731118857860565,0.38996943831443787,0.2568368911743164,0.3168335258960724,0.23776929080486298,0.9999999403953552,0.2591496706008911,0.2433311939239502
patients,0.28700166940689087,0.16825053095817566,0.22047552466392517,0.08510290831327438,0.21276722848415375,0.23233257234096527,0.42153534293174744,0.32314178347587585,0.3028033375740051,0.26233991980552673,0.19121243059635162,0.2591496706008911,1.0000001192092896,0.17145128548145294
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.2989408075809479,0.24553878605365753,0.3082757294178009,0.22197484970092773,0.4062570035457611,0.19576682150363922,0.29007792472839355,0.24953341484069824,0.4120737314224243,0.1795148104429245,0.31091248989105225
primarily,0.23722688853740692,0.2883922755718231,0.34785038232803345,0.27491360902786255,0.17460162937641144,0.24833519756793976,0.16848303377628326,0.29938802123069763,0.34404492378234863,0.2610907256603241,0.35399365425109863,0.24377521872520447,0.17719590663909912,0.06029784679412842
because,0.46729007363319397,0.4047735333442688,0.44596394896507263,0.2786174714565277,0.5037713050842285,0.1931701898574829,0.2642272412776947,0.43093472719192505,0.41293224692344666,0.24259094893932343,0.35531875491142273,0.3967972993850708,0.25755763053894043,0.2528740465641022
many,0.36131182312965393,0.2649032473564148,0.4335206151008606,0.27179279923439026,0.2923928201198578,0.20131318271160126,0.32936540246009827,0.5655534863471985,0.4188690185546875,0.286085844039917,0.32856667041778564,0.35744401812553406,0.300993949174881,0.2124512493610382
elderly,0.17725563049316406,0.12899243831634521,0.16612406075000763,0.03695967048406601,0.09853210300207138,0.2772805094718933,0.26004642248153687,0.2071777582168579,0.28544121980667114,0.19081880152225494,0.1354113072156906,0.20915019512176514,0.44182536005973816,0.10221173614263535
people,0.32444337010383606,0.34254953265190125,0.36838498711586,0.1842547506093979,0.23577237129211426,0.14249923825263977,0.37788185477256775,0.385090708732605,0.19709011912345886,0.1806235909461975,0.27045708894729614,0.20958639681339264,0.38242191076278687,0.23739641904830933
are,0.29724663496017456,0.5330929756164551,0.40399202704429626,0.2828797399997711,0.28053200244903564,0.17556479573249817,0.33935052156448364,1.0,0.3079953193664551,0.23492206633090973,0.322107195854187,0.38996943831443787,0.32314178347587585,0.24591213464736938
now,0.4903225302696228,0.39589470624923706,0.38266420364379883,0.2287258356809616,0.2734643518924713,0.2129918783903122,0.19454118609428406,0.3292219042778015,0.24311117827892303,0.3646083474159241,0.22738772630691528,0.2213166505098343,0.15579399466514587,0.29641881585121155
taking,0.24635453522205353,0.2171461582183838,0.32714390754699707,0.2187519520521164,0.2237023562192917,0.2856464385986328,0.25570693612098694,0.2409871220588684,0.20866185426712036,0.3490898609161377,0.24379122257232666,0.2591518759727478,0.21580234169960022,0.19960761070251465
numerous,0.1867249608039856,0.14785398542881012,0.3353725075721741,0.20994414389133453,0.1527591496706009,0.22394199669361115,0.1409287452697754,0.4010654389858246,0.32907816767692566,0.21200641989707947,0.2129812240600586,0.28395527601242065,0.21371392905712128,0.0875130444765091
medications,0.2549620568752289,0.23351168632507324,0.23477277159690857,0.09322000294923782,0.32147830724716187,0.20143628120422363,0.47439247369766235,0.3704794943332672,0.31991997361183167,0.2038276046514511,0.22542066872119904,0.2625941336154938,0.6383600234985352,0.22114922106266022
but,0.5029441118240356,0.4106791317462921,0.4859698414802551,0.22118166089057922,0.45176705718040466,0.28476402163505554,0.27924466133117676,0.47990062832832336,0.3475249409675598,0.32553669810295105,0.3300239145755768,0.4495173394680023,0.31124040484428406,0.27921953797340393
continue,0.34721019864082336,0.22034448385238647,0.28966447710990906,0.20798295736312866,0.27905985713005066,0.26197919249534607,0.16561293601989746,0.29296642541885376,0.32917386293411255,0.2940882444381714,0.26877713203430176,0.2607794404029846,0.23152665793895721,0.23903685808181763
to,0.455847829580307,0.42745086550712585,0.535392165184021,0.26116618514060974,0.3437597155570984,0.28419989347457886,0.24341562390327454,0.3504326641559601,0.33546900749206543,0.28215980529785156,0.46690139174461365,0.4239959120750427,0.2851313650608063,0.29463258385658264
live,0.20532001554965973,0.2694047689437866,0.2995128035545349,0.13191433250904083,0.13034699857234955,0.09538471698760986,0.1668405681848526,0.30489251017570496,0.07724809646606445,0.21594078838825226,0.14204959571361542,0.19521716237068176,0.1808003932237625,0.19481121003627777
outside,0.3224688768386841,0.2823421061038971,0.3879719078540802,0.26756593585014343,0.20919646322727203,0.1294804811477661,0.2066897749900818,0.30540841817855835,0.2441575527191162,0.20751163363456726,0.3846395015716553,0.27869418263435364,0.19296874105930328,0.14839068055152893
of,0.33290785551071167,0.4854315221309662,0.733189046382904,0.3177044689655304,0.23645815253257751,0.2349722981452942,0.20506609976291656,0.39081433415412903,0.2953035831451416,0.19986772537231445,0.2998887896537781,0.41827285289764404,0.1887446492910385,0.1826142966747284
institutional,0.19519226253032684,0.1675219088792801,0.26633402705192566,0.1417127400636673,0.18247216939926147,0.38543635606765747,0.29871171712875366,0.145210400223732,0.28772443532943726,0.17910729348659515,0.21730360388755798,0.09994084388017654,0.267117440700531,0.16612684726715088
settings,0.3351864218711853,0.15985168516635895,0.20917028188705444,0.23446980118751526,0.2819741368293762,0.20862987637519836,0.22329860925674438,0.3090633749961853,0.2285495549440384,0.2726793587207794,0.2479320466518402,0.1954677850008011,0.22557853162288666,0.31880196928977966
.,0.3567904531955719,0.4569662809371948,0.5934505462646484,0.31122034788131714,0.3219331204891205,0.22865872085094452,0.27446362376213074,0.3452940285205841,0.19793471693992615,0.28468647599220276,0.30484142899513245,0.4446153938770294,0.2101183831691742,0.4130953550338745
