,other,than,scotland,'s,chief,law,officer,",",from,whence,are,most,ministers,drawn,from,amongst,?
elected,0.12825223803520203,0.12569521367549896,0.16932645440101624,-0.09862285107374191,0.2758983075618744,0.21492816507816315,0.27544930577278137,0.2476319521665573,0.1986871361732483,0.1533776819705963,0.08523022383451462,0.15644453465938568,0.4361794888973236,0.16797634959220886,0.1986871361732483,0.18828006088733673,0.1966295689344406
msps,0.29567211866378784,0.26751068234443665,0.3978218138217926,0.01822306029498577,0.19992610812187195,0.20661653578281403,0.23027870059013367,0.24289752542972565,0.21006013453006744,0.21336030960083008,0.33991923928260803,0.23729386925697327,0.4286981523036957,0.20161357522010803,0.21006013453006744,0.217185840010643,0.14526908099651337
",",0.4446498453617096,0.3371901512145996,0.21124857664108276,-0.0016132977325469255,0.22851578891277313,0.24953721463680267,0.2703348398208618,1.0000001192092896,0.39760664105415344,0.2885471284389496,0.4062570035457611,0.3636029064655304,0.2294151484966278,0.2046290934085846,0.39760664105415344,0.2884790003299713,0.31091248989105225
with,0.44086363911628723,0.3028803765773773,0.21539276838302612,-0.04624466598033905,0.16979607939720154,0.12950056791305542,0.1907588094472885,0.4120737314224243,0.26272761821746826,0.31753307580947876,0.38996943831443787,0.336320698261261,0.13540950417518616,0.24926446378231049,0.26272761821746826,0.30075716972351074,0.2433311939239502
the,0.44152235984802246,0.3227543234825134,0.23846951127052307,-0.01540423184633255,0.2586921751499176,0.24548950791358948,0.25777485966682434,0.4933079481124878,0.40150508284568787,0.4640847444534302,0.40399202704429626,0.47635307908058167,0.2563166916370392,0.2380581647157669,0.40150508284568787,0.30752041935920715,0.22068053483963013
exception,0.34195074439048767,0.27300524711608887,0.16274408996105194,-0.01883857697248459,0.15121828019618988,0.18423238396644592,0.15237408876419067,0.3348684012889862,0.24321722984313965,0.28178659081459045,0.39482760429382324,0.4733588993549347,0.17466363310813904,0.14205288887023926,0.24321722984313965,0.2701758146286011,0.2036404013633728
of,0.38583824038505554,0.33036211133003235,0.2208399921655655,-0.03817026689648628,0.26361605525016785,0.2816956341266632,0.23883900046348572,0.4946078956127167,0.4249346852302551,0.3510603606700897,0.39081433415412903,0.4178851246833801,0.31468528509140015,0.22420795261859894,0.4249346852302551,0.29788947105407715,0.1826142966747284
scotland,0.1188962534070015,0.16488675773143768,1.0,0.03316264972090721,0.06279411911964417,0.14304882287979126,0.1449674516916275,0.21124857664108276,0.14669892191886902,0.15260694921016693,0.19172759354114532,0.19957298040390015,0.215224489569664,0.21480822563171387,0.14669892191886902,0.19960683584213257,0.09160218387842178
's,0.04445967823266983,0.0585811510682106,0.03316264972090721,0.9999999403953552,0.04866407439112663,-0.06109188124537468,0.02667454071342945,-0.0016132977325469255,-0.01936490088701248,0.10542216897010803,-0.008927806280553341,0.024445664137601852,0.010393398813903332,0.039261594414711,-0.01936490088701248,-0.023191340267658234,-0.023395681753754616
chief,0.190129816532135,0.06805185973644257,0.06279411911964417,0.04866407439112663,1.0,0.1777050495147705,0.4874158501625061,0.22851578891277313,0.11242672055959702,0.2235996425151825,0.09394203871488571,0.1486414521932602,0.2704401910305023,0.1155475303530693,0.11242672055959702,0.12135526537895203,0.09466830641031265
law,0.16831502318382263,0.12243866175413132,0.14304882287979126,-0.06109188124537468,0.1777050495147705,1.0000001192092896,0.24909693002700806,0.24953721463680267,0.19070591032505035,0.14583724737167358,0.13009320199489594,0.10736433416604996,0.23959559202194214,0.13092736899852753,0.19070591032505035,0.1054425910115242,0.1528988480567932
officers,0.23378193378448486,0.19413486123085022,0.16959135234355927,0.017002156004309654,0.31552761793136597,0.2822027802467346,0.7290862798690796,0.2213074117898941,0.1617758423089981,0.2209405153989792,0.22431616485118866,0.21299734711647034,0.38406485319137573,0.16646836698055267,0.1617758423089981,0.1752920001745224,0.14072641730308533
:,-0.0941355749964714,-0.11965936422348022,-0.07402440905570984,0.07621461898088455,-0.0015747720608487725,-0.0783696174621582,-0.022091006860136986,-0.004729332868009806,-0.056502215564250946,-0.1356532722711563,-0.1189703419804573,0.01611955277621746,0.07641912996768951,-0.01795821636915207,-0.056502215564250946,-0.06773335486650467,-0.07156077772378922
the,0.44152235984802246,0.3227543234825134,0.23846951127052307,-0.01540423184633255,0.2586921751499176,0.24548950791358948,0.25777485966682434,0.4933079481124878,0.40150508284568787,0.4640847444534302,0.40399202704429626,0.47635307908058167,0.2563166916370392,0.2380581647157669,0.40150508284568787,0.30752041935920715,0.22068053483963013
lord,0.13230441510677338,0.11217071115970612,0.24922706186771393,-0.00021723240206483752,0.2815259099006653,0.16380317509174347,0.24710433185100555,0.23110952973365784,0.13435690104961395,0.15775355696678162,0.13319167494773865,0.16197094321250916,0.2597687244415283,0.06112076714634895,0.13435690104961395,0.18325403332710266,0.09544310718774796
advocate,0.16087418794631958,0.1720937043428421,0.14659897983074188,0.06368985027074814,0.2115103304386139,0.29206618666648865,0.25474122166633606,0.26894113421440125,0.1352427452802658,0.22040928900241852,0.14691078662872314,0.17378835380077362,0.26388177275657654,0.0053621395491063595,0.1352427452802658,0.15334191918373108,0.19954998791217804
and,0.5504306554794312,0.39361441135406494,0.2930583655834198,0.06895173341035843,0.21687087416648865,0.254730761051178,0.22929392755031586,0.6633074283599854,0.3601827025413513,0.36068812012672424,0.48576638102531433,0.4309377074241638,0.2690688669681549,0.2559950053691864,0.3601827025413513,0.36246761679649353,0.20544172823429108
the,0.44152235984802246,0.3227543234825134,0.23846951127052307,-0.01540423184633255,0.2586921751499176,0.24548950791358948,0.25777485966682434,0.4933079481124878,0.40150508284568787,0.4640847444534302,0.40399202704429626,0.47635307908058167,0.2563166916370392,0.2380581647157669,0.40150508284568787,0.30752041935920715,0.22068053483963013
solicitor,0.2236405611038208,0.1277845948934555,0.2783958315849304,0.013026032596826553,0.3988874852657318,0.4155460000038147,0.4515770673751831,0.3029567003250122,0.22565202414989471,0.3061107099056244,0.11640110611915588,0.1635272204875946,0.4007633328437805,0.12439068406820297,0.22565202414989471,0.14387725293636322,0.13810652494430542
general,0.21758933365345,0.13724775612354279,0.12829405069351196,-0.0757286474108696,0.25524961948394775,0.26049289107322693,0.3377213180065155,0.3022127151489258,0.1645994782447815,0.20250830054283142,0.15219135582447052,0.22625164687633514,0.3266722857952118,0.13699042797088623,0.1645994782447815,0.1411224603652954,0.1972234547138214
.,0.41511186957359314,0.3594527542591095,0.23843355476856232,-0.003708066651597619,0.21212048828601837,0.24482665956020355,0.20371799170970917,0.6812511086463928,0.41536515951156616,0.3266070783138275,0.3452940285205841,0.35404038429260254,0.19565008580684662,0.24384649097919464,0.41536515951156616,0.24300502240657806,0.4130953550338745
