,what,two,country,'s,referendums,curtailed,a,constitution,for,europe,?
the,0.42745697498321533,0.43858039379119873,0.30432501435279846,-0.01540423184633255,0.29817336797714233,0.33413997292518616,0.5829201340675354,0.3381718397140503,0.4739971458911896,0.34463706612586975,0.22068053483963013
referendum,0.24703842401504517,0.16142255067825317,0.2915855050086975,0.005843086168169975,0.9579530954360962,0.2523880898952484,0.21418535709381104,0.527525007724762,0.19215795397758484,0.1936044842004776,0.18056513369083405
in,0.30808621644973755,0.36463531851768494,0.3040012717247009,-0.037580832839012146,0.3246939480304718,0.24054673314094543,0.539380669593811,0.27906280755996704,0.4322226941585541,0.33061710000038147,0.20430970191955566
the,0.42745697498321533,0.43858039379119873,0.30432501435279846,-0.01540423184633255,0.29817336797714233,0.33413997292518616,0.5829201340675354,0.3381718397140503,0.4739971458911896,0.34463706612586975,0.22068053483963013
netherlands,0.14059674739837646,0.11981227993965149,0.30645281076431274,0.04100264981389046,0.2650092840194702,0.13733835518360138,0.22332750260829926,0.24559560418128967,0.16936145722866058,0.3534602224826813,0.09310898929834366
",",0.3087472915649414,0.35859420895576477,0.27878350019454956,-0.0016132977325469255,0.26963329315185547,0.32602518796920776,0.427140474319458,0.2582484483718872,0.4464869201183319,0.2542513906955719,0.31091248989105225
the,0.42745697498321533,0.43858039379119873,0.30432501435279846,-0.01540423184633255,0.29817336797714233,0.33413997292518616,0.5829201340675354,0.3381718397140503,0.4739971458911896,0.34463706612586975,0.22068053483963013
2004,-0.2636275589466095,-0.19477124512195587,-0.09048629552125931,-0.06140275299549103,-0.15639165043830872,-0.12614457309246063,-0.21492190659046173,-0.08183779567480087,-0.07952622324228287,-0.11707193404436111,-0.15923042595386505
treaty,0.17237819731235504,0.16604124009609222,0.17797717452049255,0.007822228595614433,0.39992374181747437,0.19032253324985504,0.14753150939941406,0.4613126814365387,0.1456756442785263,0.16897793114185333,0.1174844279885292
establishing,0.1974942833185196,0.1682247519493103,0.27235299348831177,-0.13006430864334106,0.2989311218261719,0.1803257316350937,0.2560238838195801,0.38524365425109863,0.20423443615436554,0.175027534365654,0.1457604318857193
a,0.3320399522781372,0.3289857804775238,0.20991116762161255,0.04866964742541313,0.23935796320438385,0.27439215779304504,1.0,0.21537603437900543,0.44038116931915283,0.18710176646709442,0.23916715383529663
constitution,0.26995089650154114,0.20669007301330566,0.26830077171325684,-0.037120308727025986,0.5210069417953491,0.20806884765625,0.21537603437900543,1.0000001192092896,0.193412184715271,0.15475915372371674,0.23706454038619995
for,0.3017193675041199,0.34734001755714417,0.2644098401069641,-0.07241261005401611,0.24597039818763733,0.2829558253288269,0.44038116931915283,0.193412184715271,0.9999999403953552,0.26120877265930176,0.264628142118454
europe,0.17179538309574127,0.21963587403297424,0.3741563558578491,0.08762212097644806,0.21360428631305695,0.2720756232738495,0.18710176646709442,0.15475915372371674,0.26120877265930176,1.0000001192092896,0.18278923630714417
never,0.42662814259529114,0.2525525391101837,0.23124299943447113,0.06527213007211685,0.1949046552181244,0.2521651089191437,0.27360063791275024,0.200445294380188,0.28912508487701416,0.1920185685157776,0.24137508869171143
came,0.2728535234928131,0.2750657796859741,0.1796024590730667,0.03627123311161995,0.18550743162631989,0.2262461632490158,0.2477586567401886,0.16406364738941193,0.2774851322174072,0.28954100608825684,0.1739392727613449
into,0.2180619090795517,0.34175926446914673,0.17958055436611176,0.00961404386907816,0.21370963752269745,0.2620135247707367,0.3461161255836487,0.21278494596481323,0.231735959649086,0.1373959183692932,0.15662476420402527
force,0.16915984451770782,0.22581329941749573,0.1692022979259491,0.020782919600605965,0.22000981867313385,0.1758078932762146,0.2451154738664627,0.27293169498443604,0.15857845544815063,0.1360568106174469,0.1650998443365097
.,0.3567904531955719,0.3524959683418274,0.26130348443984985,-0.003708066651597619,0.2452511191368103,0.27701643109321594,0.50484299659729,0.2279142290353775,0.4726039469242096,0.31984585523605347,0.4130953550338745
