,who,came,up,with,the,concept,that,falling,objects,fell,at,the,same,speed,regardless,of,weight,?
the,0.3733934462070465,0.39390382170677185,0.38423117995262146,0.4223487675189972,1.0,0.2355310022830963,0.5473989248275757,0.3168080151081085,0.24716724455356598,0.2598440647125244,0.457212895154953,1.0,0.4583131968975067,0.2310667634010315,0.3184875249862671,0.733189046382904,0.19469641149044037,0.22068053483963013
earth,0.15992608666419983,0.24809089303016663,0.26390334963798523,0.21692633628845215,0.2801888585090637,0.24487890303134918,0.33014219999313354,0.3168905973434448,0.4236848056316376,0.23941095173358917,0.14618435502052307,0.2801888585090637,0.25783753395080566,0.2088388353586197,0.2518026530742645,0.2329314798116684,0.19863981008529663,0.17717236280441284
was,0.3318818509578705,0.4994563162326813,0.24070115387439728,0.27411898970603943,0.48711544275283813,0.2765439450740814,0.33670201897621155,0.2230854630470276,0.12351071834564209,0.38681042194366455,0.36707764863967896,0.48711544275283813,0.27172183990478516,0.2205008864402771,0.22931569814682007,0.4069072902202606,0.11494074761867523,0.18412111699581146
not,0.369414746761322,0.2165926843881607,0.27779421210289,0.3409014642238617,0.4310511648654938,0.2869156002998352,0.6600887179374695,0.20796559751033783,0.2832675576210022,0.17912475764751434,0.22025953233242035,0.4310511648654938,0.4056454598903656,0.22573143243789673,0.48590874671936035,0.3307090103626251,0.28405144810676575,0.41942933201789856
understood,0.28292909264564514,0.279352605342865,0.21441857516765594,0.20794138312339783,0.34565386176109314,0.3743645250797272,0.43199658393859863,0.2084341049194336,0.2952078878879547,0.2523232698440552,0.15481644868850708,0.34565386176109314,0.3069559633731842,0.13509339094161987,0.32972460985183716,0.2838643789291382,0.1680256575345993,0.27308014035224915
to,0.42656609416007996,0.3111628592014313,0.40375280380249023,0.4239959120750427,0.535392165184021,0.2465057224035263,0.5436353087425232,0.25933295488357544,0.2695634961128235,0.2010868489742279,0.36524343490600586,0.535392165184021,0.3205692768096924,0.2900872230529785,0.3453742563724518,0.41548454761505127,0.2257474809885025,0.29463258385658264
be,0.3371641933917999,0.20057715475559235,0.27963516116142273,0.36101722717285156,0.4248143136501312,0.3064061105251312,0.6036020517349243,0.21620476245880127,0.311663955450058,0.17034415900707245,0.30379733443260193,0.4248143136501312,0.3600577712059021,0.24981968104839325,0.44261184334754944,0.33904364705085754,0.28025588393211365,0.3324260413646698
related,0.1721559315919876,0.17044825851917267,0.1771201491355896,0.2701440453529358,0.26962998509407043,0.26726773381233215,0.3420106768608093,0.21711477637290955,0.254551500082016,0.12411320954561234,0.22199802100658417,0.26962998509407043,0.32412272691726685,0.15513624250888824,0.24335011839866638,0.2691357135772705,0.1933751255273819,0.17689068615436554
to,0.42656609416007996,0.3111628592014313,0.40375280380249023,0.4239959120750427,0.535392165184021,0.2465057224035263,0.5436353087425232,0.25933295488357544,0.2695634961128235,0.2010868489742279,0.36524343490600586,0.535392165184021,0.3205692768096924,0.2900872230529785,0.3453742563724518,0.41548454761505127,0.2257474809885025,0.29463258385658264
the,0.3733934462070465,0.39390382170677185,0.38423117995262146,0.4223487675189972,1.0,0.2355310022830963,0.5473989248275757,0.3168080151081085,0.24716724455356598,0.2598440647125244,0.457212895154953,1.0,0.4583131968975067,0.2310667634010315,0.3184875249862671,0.733189046382904,0.19469641149044037,0.22068053483963013
motions,0.18691013753414154,0.17976802587509155,0.2494935244321823,0.2018052488565445,0.2941848039627075,0.3345939815044403,0.31240108609199524,0.32404825091362,0.4756089746952057,0.19944758713245392,0.16419708728790283,0.2941848039627075,0.25866636633872986,0.32713428139686584,0.2916828393936157,0.2702312767505646,0.25971952080726624,0.19395221769809723
of,0.2827862501144409,0.3201526999473572,0.32945773005485535,0.41827285289764404,0.733189046382904,0.24082158505916595,0.41498205065727234,0.27901384234428406,0.23814009130001068,0.2526882588863373,0.42558613419532776,0.733189046382904,0.3808329105377197,0.1947416365146637,0.3080834746360779,1.0,0.1631830334663391,0.1826142966747284
celestial,0.21504196524620056,0.12301468849182129,0.1183355450630188,0.16396604478359222,0.26175692677497864,0.25993138551712036,0.26438406109809875,0.28005969524383545,0.47238850593566895,0.10365016013383865,0.1938835233449936,0.26175692677497864,0.21332141757011414,0.2790277898311615,0.19034065306186676,0.2320268601179123,0.21298764646053314,0.17347528040409088
objects,0.19808335602283478,0.1598094254732132,0.24242882430553436,0.21321995556354523,0.24716724455356598,0.32524287700653076,0.33961281180381775,0.28132444620132446,1.0000001192092896,0.16768425703048706,0.17468072474002838,0.24716724455356598,0.2552576959133148,0.22985327243804932,0.31258147954940796,0.23814009130001068,0.2676779329776764,0.15479016304016113
.,0.3541337847709656,0.26265060901641846,0.351434588432312,0.4446153938770294,0.5934505462646484,0.17851535975933075,0.4460422694683075,0.2623409926891327,0.23188386857509613,0.20426522195339203,0.4549728035926819,0.5934505462646484,0.3682591915130615,0.20181311666965485,0.2801952660083771,0.5352458953857422,0.2202748954296112,0.4130953550338745
