,thoreau,mentions,what,type,of,person,could,corrupt,a,government,system,?
elite,0.07509326934814453,0.08127246052026749,0.08326847106218338,0.191762313246727,0.20099300146102905,0.16808050870895386,0.21531686186790466,0.19482873380184174,0.23114986717700958,0.21458177268505096,0.1570785790681839,0.0737992525100708
politicians,0.22247877717018127,0.22055773437023163,0.21725311875343323,0.09286949038505554,0.22949877381324768,0.19241057336330414,0.2236897051334381,0.3171522319316864,0.19295890629291534,0.3926919996738434,0.19474954903125763,0.17031937837600708
.,0.2866504490375519,0.2277156263589859,0.3567904531955719,0.23195341229438782,0.5352458953857422,0.29091694951057434,0.3200591504573822,0.13829822838306427,0.50484299659729,0.2521961033344269,0.2277725487947464,0.4130953550338745
,thoreau,mentions,what,type,of,person,could,corrupt,a,government,system,?
more,0.24065668880939484,0.23339016735553741,0.3484537899494171,0.2277899980545044,0.30478984117507935,0.3014683425426483,0.4129549562931061,0.19296330213546753,0.3452818691730499,0.22208929061889648,0.24080024659633636,0.27894994616508484
than,0.16849245131015778,0.22825020551681519,0.29388150572776794,0.21065692603588104,0.33036211133003235,0.2697990834712982,0.3653954267501831,0.14032478630542755,0.3126874566078186,0.17420484125614166,0.19727610051631927,0.24917294085025787
this,0.3014548420906067,0.25936806201934814,0.5489566326141357,0.36936521530151367,0.45148900151252747,0.3739446699619293,0.4042564332485199,0.16045702993869781,0.5422310829162598,0.28444379568099976,0.3294329345226288,0.3155723512172699
",",0.3388298749923706,0.2982281744480133,0.3087472915649414,0.1804078221321106,0.4946078956127167,0.2255365252494812,0.27399855852127075,0.15590660274028778,0.427140474319458,0.27344048023223877,0.18439900875091553,0.31091248989105225
since,0.07518388330936432,0.279600590467453,0.29783400893211365,0.17056550085544586,0.35513219237327576,0.2078118622303009,0.2731175124645233,0.20401881635189056,0.3303585946559906,0.27127185463905334,0.16340304911136627,0.2876587212085724
only,0.2176189124584198,0.2632996141910553,0.41415658593177795,0.24842338263988495,0.49632513523101807,0.3590505123138428,0.4374507963657379,0.13340620696544647,0.47549712657928467,0.2410329431295395,0.3086473345756531,0.2767370045185089
individuals,0.20488591492176056,0.17518100142478943,0.25709760189056396,0.222527414560318,0.27365922927856445,0.4039855897426605,0.31930968165397644,0.22936537861824036,0.2836177945137024,0.2533380389213562,0.22423222661018372,0.20243582129478455
act,0.24804304540157318,0.09553664177656174,0.2622668445110321,0.11289714276790619,0.2802577316761017,0.2587434947490692,0.19970287382602692,0.16807453334331512,0.2060188204050064,0.2979336380958557,0.22195035219192505,0.1482519507408142
",",0.3388298749923706,0.2982281744480133,0.3087472915649414,0.1804078221321106,0.4946078956127167,0.2255365252494812,0.27399855852127075,0.15590660274028778,0.427140474319458,0.27344048023223877,0.18439900875091553,0.31091248989105225
only,0.2176189124584198,0.2632996141910553,0.41415658593177795,0.24842338263988495,0.49632513523101807,0.3590505123138428,0.4374507963657379,0.13340620696544647,0.47549712657928467,0.2410329431295395,0.3086473345756531,0.2767370045185089
individuals,0.20488591492176056,0.17518100142478943,0.25709760189056396,0.222527414560318,0.27365922927856445,0.4039855897426605,0.31930968165397644,0.22936537861824036,0.2836177945137024,0.2533380389213562,0.22423222661018372,0.20243582129478455
can,0.21526074409484863,0.2030831277370453,0.34502777457237244,0.33094167709350586,0.2603091299533844,0.41919437050819397,0.6550644040107727,0.1729922592639923,0.3915780484676361,0.15589569509029388,0.25937724113464355,0.3226337134838104
act,0.24804304540157318,0.09553664177656174,0.2622668445110321,0.11289714276790619,0.2802577316761017,0.2587434947490692,0.19970287382602692,0.16807453334331512,0.2060188204050064,0.2979336380958557,0.22195035219192505,0.1482519507408142
unjustly,0.3220333755016327,0.25082406401634216,0.33901581168174744,0.08374078571796417,0.13871142268180847,0.277832567691803,0.29641014337539673,0.4668278098106384,0.19737350940704346,0.3374539017677307,0.17073558270931244,0.23145468533039093
.,0.2866504490375519,0.2277156263589859,0.3567904531955719,0.23195341229438782,0.5352458953857422,0.29091694951057434,0.3200591504573822,0.13829822838306427,0.50484299659729,0.2521961033344269,0.2277725487947464,0.4130953550338745
