,where,was,the,khwarezmid,capital,moved,after,genghis,khan,'s,forces,prevailed,in,samarkand,?
bukhara,0.21821486949920654,0.24019742012023926,0.279489129781723,0.6639077663421631,0.3032990097999573,0.12902049720287323,0.1666860729455948,0.6234345436096191,0.5530983209609985,0.012814849615097046,0.2680831849575043,0.2671130895614624,0.2166576236486435,0.65004962682724,0.10820566117763519
by,0.2641284465789795,0.4752357602119446,0.4408751428127289,0.29669591784477234,0.1853148639202118,0.16831031441688538,0.41259682178497314,0.22102472186088562,0.13558374345302582,-0.010884488001465797,0.294624388217926,0.22131571173667908,0.370934396982193,0.19554656744003296,0.17966607213020325
the,0.5003893971443176,0.48711544275283813,1.0,0.342690110206604,0.3049491047859192,0.32031023502349854,0.4565047025680542,0.3448939025402069,0.21067845821380615,-0.01540423184633255,0.3134811818599701,0.3611896336078644,0.6662389636039734,0.3053828775882721,0.22068053483963013
remaining,0.26631638407707214,0.27740269899368286,0.45105910301208496,0.1929546743631363,0.17537635564804077,0.2349177896976471,0.3413199186325073,0.1475713700056076,0.0625104010105133,0.03188075125217438,0.3379684388637543,0.23859792947769165,0.3161192238330841,0.1938346028327942,0.16961920261383057
men,0.18082556128501892,0.24763761460781097,0.26001617312431335,0.23019154369831085,0.11269912123680115,0.11936581134796143,0.20609402656555176,0.2678695619106293,0.18241509795188904,0.01802987791597843,0.22818003594875336,0.21700440347194672,0.27064284682273865,0.2130240499973297,0.1408759206533432
",",0.3149496018886566,0.45456063747406006,0.4933079481124878,0.3409890830516815,0.28033894300460815,0.30661246180534363,0.38860568404197693,0.2891939878463745,0.19700400531291962,-0.0016132977325469255,0.2544684410095215,0.2609016001224518,0.5201468467712402,0.23494493961334229,0.31091248989105225
while,0.41293615102767944,0.3253832161426544,0.39804592728614807,0.2551301121711731,0.11368130892515182,0.27193185687065125,0.42262914776802063,0.17087101936340332,0.16199307143688202,0.0011869525769725442,0.27829813957214355,0.29549655318260193,0.3399278521537781,0.167450949549675,0.21076419949531555
genghis,0.1839626133441925,0.3037589192390442,0.3448939025402069,0.5728946328163147,0.28575485944747925,0.18563255667686462,0.24102559685707092,1.0,0.5896923542022705,0.031423866748809814,0.27949807047843933,0.3076925575733185,0.224680557847023,0.5715417265892029,0.18813461065292358
khan,0.1568954735994339,0.23483267426490784,0.21067845821380615,0.6121191382408142,0.19148284196853638,0.12359108775854111,0.1264270693063736,0.5896923542022705,1.0,0.05307086929678917,0.14535881578922272,0.2062770277261734,0.1527150720357895,0.4810072183609009,0.12862591445446014
ordered,0.12604019045829773,0.3286064863204956,0.2839050590991974,0.21024489402770996,0.1469043493270874,0.2037561684846878,0.2899470329284668,0.18920189142227173,0.08468592911958694,-0.06286894530057907,0.36061280965805054,0.24929797649383545,0.24971742928028107,0.17175978422164917,0.11423391848802567
two,0.32765963673591614,0.27166637778282166,0.43858039379119873,0.2773462235927582,0.14506417512893677,0.262288361787796,0.3276641070842743,0.21525606513023376,0.18127043545246124,0.038143858313560486,0.20150142908096313,0.235439270734787,0.36463531851768494,0.17825525999069214,0.19645625352859497
of,0.38066378235816956,0.4069072902202606,0.733189046382904,0.30776864290237427,0.30823585391044617,0.22242598235607147,0.3867455720901489,0.2938849925994873,0.17124508321285248,-0.03817026689648628,0.3090144991874695,0.3289412260055542,0.5696388483047485,0.2605690360069275,0.1826142966747284
his,0.29880598187446594,0.4405253231525421,0.4394008219242096,0.31785789132118225,0.12485896795988083,0.2717689573764801,0.41949746012687683,0.3744826912879944,0.26570460200309753,0.047556519508361816,0.23257344961166382,0.3291722238063812,0.3598145842552185,0.2903616726398468,0.18075084686279297
generals,0.18068534135818481,0.25550490617752075,0.27897581458091736,0.293170690536499,0.16649684309959412,0.1742434948682785,0.23218566179275513,0.35899436473846436,0.2616235017776489,0.007858164608478546,0.4677247405052185,0.3557886481285095,0.24585305154323578,0.24731621146202087,0.16273394227027893
and,0.43859338760375977,0.3740963041782379,0.5171257257461548,0.3721299171447754,0.218168243765831,0.2855120301246643,0.3765919506549835,0.26551535725593567,0.22885166108608246,0.06895173341035843,0.26456665992736816,0.32825228571891785,0.4954058527946472,0.2754867374897003,0.20544172823429108
their,0.3356108069419861,0.2396296262741089,0.516537070274353,0.29291725158691406,0.13610072433948517,0.19643418490886688,0.30973172187805176,0.2492474466562271,0.16260504722595215,-0.005530759692192078,0.2225925475358963,0.341076135635376,0.34976133704185486,0.20519670844078064,0.1898253709077835
forces,0.20385611057281494,0.22620010375976562,0.3134811818599701,0.28620344400405884,0.2321779429912567,0.1712498515844345,0.2831678092479706,0.27949807047843933,0.14535881578922272,0.011176351457834244,1.0,0.2675933241844177,0.2565164566040039,0.1688409298658371,0.16984491050243378
to,0.47735077142715454,0.3636345863342285,0.535392165184021,0.2811152935028076,0.1844596415758133,0.2918468713760376,0.37890323996543884,0.2294713407754898,0.18221943080425262,0.03782717138528824,0.2581802308559418,0.2853659689426422,0.45010748505592346,0.18783891201019287,0.29463258385658264
completely,0.2886180877685547,0.26666659116744995,0.342624306678772,0.23964571952819824,0.19465886056423187,0.19441825151443481,0.26592159271240234,0.18641018867492676,0.12601378560066223,0.07467102259397507,0.27231767773628235,0.3042268753051758,0.24293622374534607,0.13879989087581635,0.17155995965003967
destroy,0.2411748617887497,0.17914701998233795,0.29802682995796204,0.26447558403015137,0.1740625649690628,0.17981858551502228,0.24253977835178375,0.23431901633739471,0.13953280448913574,0.045635391026735306,0.3428038954734802,0.20511123538017273,0.2346177101135254,0.2550201117992401,0.1295877993106842
the,0.5003893971443176,0.48711544275283813,1.0,0.342690110206604,0.3049491047859192,0.32031023502349854,0.4565047025680542,0.3448939025402069,0.21067845821380615,-0.01540423184633255,0.3134811818599701,0.3611896336078644,0.6662389636039734,0.3053828775882721,0.22068053483963013
remnants,0.17681865394115448,0.2283543348312378,0.2785507142543793,0.3197075128555298,0.2119358628988266,0.3021667003631592,0.2850334644317627,0.24385705590248108,0.14934080839157104,0.041353240609169006,0.28040871024131775,0.3355104923248291,0.22093169391155243,0.22816655039787292,0.09044837206602097
of,0.38066378235816956,0.4069072902202606,0.733189046382904,0.30776864290237427,0.30823585391044617,0.22242598235607147,0.3867455720901489,0.2938849925994873,0.17124508321285248,-0.03817026689648628,0.3090144991874695,0.3289412260055542,0.5696388483047485,0.2605690360069275,0.1826142966747284
the,0.5003893971443176,0.48711544275283813,1.0,0.342690110206604,0.3049491047859192,0.32031023502349854,0.4565047025680542,0.3448939025402069,0.21067845821380615,-0.01540423184633255,0.3134811818599701,0.3611896336078644,0.6662389636039734,0.3053828775882721,0.22068053483963013
khwarezmid,0.2576914429664612,0.3017575442790985,0.342690110206604,1.0,0.27433645725250244,0.15574833750724792,0.26094892621040344,0.5728946328163147,0.6121191382408142,0.04129724204540253,0.28620344400405884,0.3917558789253235,0.24159285426139832,0.5897393822669983,0.25827765464782715
empire,0.13747228682041168,0.30602675676345825,0.32532164454460144,0.39760124683380127,0.30879515409469604,0.17074692249298096,0.23534879088401794,0.42237505316734314,0.38083162903785706,-0.011798231862485409,0.28554752469062805,0.30572354793548584,0.24110576510429382,0.45341920852661133,0.14909450709819794
",",0.3149496018886566,0.45456063747406006,0.4933079481124878,0.3409890830516815,0.28033894300460815,0.30661246180534363,0.38860568404197693,0.2891939878463745,0.19700400531291962,-0.0016132977325469255,0.2544684410095215,0.2609016001224518,0.5201468467712402,0.23494493961334229,0.31091248989105225
including,0.33177727460861206,0.21884717047214508,0.3738902807235718,0.26529982686042786,0.12877009809017181,0.17894409596920013,0.2202524095773697,0.17820878326892853,0.15286493301391602,0.0074059427715837955,0.16574031114578247,0.21970343589782715,0.35857823491096497,0.15645602345466614,0.1633303165435791
not,0.3820744752883911,0.2888734042644501,0.4310511648654938,0.27417343854904175,0.13054916262626648,0.1703801304101944,0.3115830719470978,0.14725978672504425,0.12768790125846863,0.002583299996331334,0.17200443148612976,0.3206278681755066,0.3403114080429077,0.14675933122634888,0.41942933201789856
only,0.46093058586120605,0.36249664425849915,0.5497692227363586,0.2394392341375351,0.2020220160484314,0.20519593358039856,0.3814272880554199,0.1944715529680252,0.1489914208650589,0.08984304964542389,0.22787821292877197,0.24629969894886017,0.42992329597473145,0.1653967946767807,0.2767370045185089
royal,0.21012668311595917,0.2874114215373993,0.2997032403945923,0.24141070246696472,0.20657213032245636,0.20876647531986237,0.21077340841293335,0.2512485682964325,0.17211320996284485,-0.0776824876666069,0.24125462770462036,0.14037808775901794,0.22172321379184723,0.22822368144989014,0.11453001946210861
buildings,0.2605574131011963,0.2350262999534607,0.25566717982292175,0.23776403069496155,0.28372520208358765,0.2492009401321411,0.17572066187858582,0.18368802964687347,0.07673382014036179,0.036561012268066406,0.23380132019519806,0.09149831533432007,0.3479180932044983,0.2916181683540344,0.11192528158426285
",",0.3149496018886566,0.45456063747406006,0.4933079481124878,0.3409890830516815,0.28033894300460815,0.30661246180534363,0.38860568404197693,0.2891939878463745,0.19700400531291962,-0.0016132977325469255,0.2544684410095215,0.2609016001224518,0.5201468467712402,0.23494493961334229,0.31091248989105225
but,0.49101024866104126,0.36023372411727905,0.4859698414802551,0.3078654706478119,0.21795739233493805,0.2573509216308594,0.38354751467704773,0.26616963744163513,0.20454268157482147,0.04136733338236809,0.2680845558643341,0.37716686725616455,0.48674455285072327,0.22743754088878632,0.27921953797340393
entire,0.29618456959724426,0.2562327980995178,0.4870373010635376,0.26462069153785706,0.21013446152210236,0.19528616964817047,0.274132639169693,0.277155339717865,0.14546522498130798,0.032588254660367966,0.2568661868572235,0.2626197636127472,0.3347092568874359,0.24791963398456573,0.17068447172641754
towns,0.20735318958759308,0.1514456570148468,0.2010425627231598,0.17460152506828308,0.3477809429168701,0.23017507791519165,0.14977441728115082,0.14524351060390472,0.05640530586242676,0.010266176424920559,0.18976297974586487,0.1468854397535324,0.2862590253353119,0.21352462470531464,0.1348545402288437
",",0.3149496018886566,0.45456063747406006,0.4933079481124878,0.3409890830516815,0.28033894300460815,0.30661246180534363,0.38860568404197693,0.2891939878463745,0.19700400531291962,-0.0016132977325469255,0.2544684410095215,0.2609016001224518,0.5201468467712402,0.23494493961334229,0.31091248989105225
populations,0.1923121213912964,0.1152937039732933,0.2796059846878052,0.27057626843452454,0.26743578910827637,0.14421601593494415,0.14428997039794922,0.18565700948238373,0.08389148116111755,0.025511939078569412,0.2301551252603531,0.32258638739585876,0.29535284638404846,0.19755245745182037,0.17519071698188782
",",0.3149496018886566,0.45456063747406006,0.4933079481124878,0.3409890830516815,0.28033894300460815,0.30661246180534363,0.38860568404197693,0.2891939878463745,0.19700400531291962,-0.0016132977325469255,0.2544684410095215,0.2609016001224518,0.5201468467712402,0.23494493961334229,0.31091248989105225
and,0.43859338760375977,0.3740963041782379,0.5171257257461548,0.3721299171447754,0.218168243765831,0.2855120301246643,0.3765919506549835,0.26551535725593567,0.22885166108608246,0.06895173341035843,0.26456665992736816,0.32825228571891785,0.4954058527946472,0.2754867374897003,0.20544172823429108
even,0.35960274934768677,0.27441510558128357,0.37996912002563477,0.3071368336677551,0.13315486907958984,0.18627634644508362,0.33616310358047485,0.22711509466171265,0.17017365992069244,0.0353488028049469,0.16787134110927582,0.3072216510772705,0.29146435856819153,0.17031553387641907,0.30082517862319946
vast,0.2667447626590729,0.12304451316595078,0.28638118505477905,0.2876197099685669,0.09950759261846542,0.15140296518802643,0.1315503865480423,0.24323362112045288,0.21689940989017487,0.0593150295317173,0.23176275193691254,0.2937015891075134,0.24572928249835968,0.24297717213630676,0.12112510949373245
swaths,0.2844550311565399,0.12122920900583267,0.3028027415275574,0.43845731019973755,0.1776859164237976,0.16135379672050476,0.142404243350029,0.32718008756637573,0.2707584500312805,0.10694830864667892,0.2277856022119522,0.34624558687210083,0.22880712151527405,0.30353981256484985,0.21248073875904083
of,0.38066378235816956,0.4069072902202606,0.733189046382904,0.30776864290237427,0.30823585391044617,0.22242598235607147,0.3867455720901489,0.2938849925994873,0.17124508321285248,-0.03817026689648628,0.3090144991874695,0.3289412260055542,0.5696388483047485,0.2605690360069275,0.1826142966747284
farmland,0.2805573642253876,0.2111903727054596,0.3001750707626343,0.26802656054496765,0.24659930169582367,0.22987689077854156,0.16495397686958313,0.23618757724761963,0.16274842619895935,0.03970148041844368,0.16158917546272278,0.2478543072938919,0.35305866599082947,0.354501873254776,0.13212361931800842
.,0.41390106081962585,0.40146201848983765,0.5934505462646484,0.3118041157722473,0.23657599091529846,0.3228634297847748,0.35870397090911865,0.25373268127441406,0.19819748401641846,-0.003708066651597619,0.21802116930484772,0.2722369432449341,0.5591574311256409,0.24099032580852509,0.4130953550338745
