,when,was,the,current,parliament,of,scotland,convened,?
parliament,0.18992289900779724,0.24742799997329712,0.26521381735801697,0.22191596031188965,1.0,0.2885259687900543,0.33239492774009705,0.36209943890571594,0.1586504578590393
was,0.37326499819755554,1.0000001192092896,0.48711544275283813,0.20140352845191956,0.24742799997329712,0.4069072902202606,0.17744721472263336,0.27203384041786194,0.18412111699581146
convened,0.19667956233024597,0.27203384041786194,0.2804921269416809,0.18736323714256287,0.36209943890571594,0.2911754250526428,0.2056480050086975,1.0,0.12000016868114471
by,0.4376842677593231,0.4752357602119446,0.4408751428127289,0.20655159652233124,0.1523929238319397,0.3646814823150635,0.13855545222759247,0.2179071009159088,0.17966607213020325
the,0.5091903209686279,0.48711544275283813,1.0,0.3314409554004669,0.26521381735801697,0.733189046382904,0.23846951127052307,0.2804921269416809,0.22068053483963013
scotland,0.15329182147979736,0.17744721472263336,0.23846951127052307,0.13545569777488708,0.33239492774009705,0.2208399921655655,1.0,0.2056480050086975,0.09160218387842178
act,0.22280360758304596,0.1887621134519577,0.28682878613471985,0.13270512223243713,0.33536985516548157,0.2802577316761017,0.2434776872396469,0.22764989733695984,0.1482519507408142
1998,-0.02254817821085453,0.04920116811990738,-0.047468025237321854,0.09150492399930954,0.2069738209247589,-0.06454750150442123,-0.09642009437084198,0.13918066024780273,0.11714459210634232
",",0.36674630641937256,0.45456063747406006,0.4933079481124878,0.29341426491737366,0.25442883372306824,0.4946078956127167,0.21124857664108276,0.20418283343315125,0.31091248989105225
which,0.572554349899292,0.2830964922904968,0.6521818041801453,0.20667576789855957,0.20252443850040436,0.5011631846427917,0.23217903077602386,0.2442733645439148,0.25814583897590637
sets,0.25744104385375977,0.15145030617713928,0.2320500761270523,0.09415992349386215,0.07161371409893036,0.14160113036632538,0.15300990641117096,0.11619914323091507,0.07869148254394531
out,0.45263928174972534,0.28168347477912903,0.39404502511024475,0.15572558343410492,0.11517739295959473,0.34176841378211975,0.16535444557666779,0.12397449463605881,0.22020699083805084
its,0.34032323956489563,0.3518870174884796,0.559237003326416,0.25326231122016907,0.23021577298641205,0.48690423369407654,0.17588192224502563,0.21430884301662445,0.15103481709957123
powers,0.252159982919693,0.1728597730398178,0.25233519077301025,0.17020855844020844,0.3280940353870392,0.22709226608276367,0.12594924867153168,0.20444416999816895,0.17269276082515717
as,0.4437963366508484,0.3677520453929901,0.48381632566452026,0.33648446202278137,0.1639251410961151,0.3886612355709076,0.19265124201774597,0.27063149213790894,0.27043893933296204
a,0.44397395849227905,0.4508470594882965,0.5829201340675354,0.1987239569425583,0.22951169312000275,0.5052502155303955,0.2106660157442093,0.2057645469903946,0.23916715383529663
devolved,0.23629529774188995,0.27442649006843567,0.39628729224205017,0.24951963126659393,0.4902958273887634,0.40449368953704834,0.38908591866493225,0.3864806592464447,0.1570919156074524
legislature,0.19500204920768738,0.22001565992832184,0.2745116055011749,0.18777287006378174,0.632239818572998,0.3148817718029022,0.20284174382686615,0.3854987621307373,0.17475001513957977
.,0.475719153881073,0.40146201848983765,0.5934505462646484,0.29179835319519043,0.23747818171977997,0.5352458953857422,0.23843355476856232,0.18042488396167755,0.4130953550338745
