,which,president,ended,the,emergency,energy,conservation,act,?
clinton,0.19860224425792694,0.42531347274780273,0.22424380481243134,0.2572503685951233,0.23708079755306244,0.16700798273086548,0.1643890142440796,0.23416119813919067,0.22146934270858765
signed,0.1771044135093689,0.2602011561393738,0.36236417293548584,0.20675969123840332,0.20314309000968933,0.12254133075475693,0.17147265374660492,0.2603176534175873,0.14003296196460724
the,0.6521818041801453,0.24330610036849976,0.3356485068798065,1.0,0.21307751536369324,0.26756542921066284,0.2678036689758301,0.28682878613471985,0.22068053483963013
national,0.28337109088897705,0.279017835855484,0.13896404206752777,0.32739606499671936,0.18504104018211365,0.1289648413658142,0.31165003776550293,0.11624071002006531,0.15643028914928436
highway,0.17357602715492249,0.1639016717672348,0.12715542316436768,0.20523275434970856,0.23928344249725342,0.19111548364162445,0.17228098213672638,0.17409828305244446,0.15589815378189087
designation,0.2507203221321106,0.2455400973558426,0.09258697926998138,0.25765958428382874,0.1413733810186386,0.13603977859020233,0.28053343296051025,0.17258723080158234,0.17107710242271423
act,0.3216746747493744,0.1375529021024704,0.1518847942352295,0.28682878613471985,0.2686086893081665,0.15546506643295288,0.3179277777671814,1.0,0.1482519507408142
",",0.3658004403114319,0.26552814245224,0.2682836353778839,0.4933079481124878,0.21387320756912231,0.21156731247901917,0.23182041943073273,0.1787904053926468,0.31091248989105225
ending,0.29232102632522583,0.1234048530459404,0.513846755027771,0.3726840615272522,0.1452573537826538,0.13548177480697632,0.02679958939552307,0.21843208372592926,0.14182089269161224
the,0.6521818041801453,0.24330610036849976,0.3356485068798065,1.0,0.21307751536369324,0.26756542921066284,0.2678036689758301,0.28682878613471985,0.22068053483963013
federal,0.2950287163257599,0.3857640027999878,0.1682269126176834,0.27537089586257935,0.2520328760147095,0.21879218518733978,0.22792932391166687,0.30267268419265747,0.1812247931957245
55,-0.0020086246076971292,0.04081800580024719,-0.02033100090920925,0.014788559637963772,0.00016405977657996118,-0.0695469081401825,0.046433307230472565,0.13716474175453186,-0.008884507231414318
mph,0.20339930057525635,0.14178207516670227,0.19220148026943207,0.17937184870243073,0.2529612183570862,0.23312930762767792,0.21802999079227448,0.09388939291238785,0.15188822150230408
(,0.2589828372001648,0.2037333846092224,0.17012202739715576,0.33289089798927307,0.18096831440925598,0.18617090582847595,0.20532311499118805,0.1613895297050476,0.40561532974243164
89,0.18303082883358002,0.24924960732460022,0.23405294120311737,0.26116684079170227,0.1895439773797989,0.14754356443881989,0.08286824077367783,0.14471986889839172,0.13874289393424988
km/h,0.1968804895877838,0.15466296672821045,0.20138274133205414,0.17834779620170593,0.2330147624015808,0.20483240485191345,0.22157524526119232,0.11695929616689682,0.17054446041584015
),0.2758678197860718,0.1912459284067154,0.2159026563167572,0.3456730246543884,0.1768706738948822,0.1943506896495819,0.19054198265075684,0.15869061648845673,0.42300865054130554
speed,0.2855447232723236,0.0812857449054718,0.14595553278923035,0.2310667634010315,0.18583999574184418,0.331529438495636,0.2312646359205246,0.17601414024829865,0.17392314970493317
limit,0.3060668408870697,0.16038857400417328,0.20735357701778412,0.26700517535209656,0.23913449048995972,0.21993966400623322,0.22159309685230255,0.19746267795562744,0.20747125148773193
",",0.3658004403114319,0.26552814245224,0.2682836353778839,0.4933079481124878,0.21387320756912231,0.21156731247901917,0.23182041943073273,0.1787904053926468,0.31091248989105225
allowing,0.37626731395721436,0.14199772477149963,0.2432103455066681,0.3440283536911011,0.250688761472702,0.14440087974071503,0.1587931215763092,0.3173377513885498,0.1434045135974884
states,0.27476921677589417,0.33416953682899475,0.1944577842950821,0.3463578522205353,0.25220656394958496,0.2341374009847641,0.22424395382404327,0.26648834347724915,0.16272737085819244
to,0.5345056653022766,0.21247753500938416,0.26005783677101135,0.535392165184021,0.2783624827861786,0.27179354429244995,0.2638911306858063,0.24833928048610687,0.29463258385658264
restore,0.2518256604671478,0.1865532249212265,0.2084106057882309,0.3155142068862915,0.16926653683185577,0.190062016248703,0.2826057970523834,0.19243627786636353,0.22407253086566925
their,0.4582767188549042,0.1401531845331192,0.24458195269107819,0.516537070274353,0.1666397601366043,0.2549895644187927,0.18399205803871155,0.26630544662475586,0.1898253709077835
prior,0.22628402709960938,0.17034552991390228,0.3304894268512726,0.33782097697257996,0.19108279049396515,0.11486926674842834,0.14575515687465668,0.16497689485549927,0.16978254914283752
maximum,0.25036051869392395,0.15649446845054626,0.11935079097747803,0.228700190782547,0.24958200752735138,0.22785960137844086,0.196395143866539,0.12235420942306519,0.10959649085998535
speed,0.2855447232723236,0.0812857449054718,0.14595553278923035,0.2310667634010315,0.18583999574184418,0.331529438495636,0.2312646359205246,0.17601414024829865,0.17392314970493317
limit,0.3060668408870697,0.16038857400417328,0.20735357701778412,0.26700517535209656,0.23913449048995972,0.21993966400623322,0.22159309685230255,0.19746267795562744,0.20747125148773193
.,0.45942068099975586,0.26255303621292114,0.23468057811260223,0.5934505462646484,0.2231423705816269,0.22292809188365936,0.2273905873298645,0.2025400698184967,0.4130953550338745
