,how,was,the,school,able,to,bring,aboard,the,best,talented,students,?
talented,0.2962803840637207,0.311065673828125,0.17804895341396332,0.30211934447288513,0.28555676341056824,0.23882855474948883,0.20364437997341156,0.13082018494606018,0.17804895341396332,0.3749275505542755,0.9999999403953552,0.3668210506439209,0.1643860936164856
rather,0.3621583580970764,0.23478160798549652,0.31983619928359985,0.09663839638233185,0.32632625102996826,0.4052407741546631,0.29979896545410156,0.11089642345905304,0.31983619928359985,0.15869632363319397,0.18626202642917633,0.1811467558145523,0.3053998053073883
than,0.29763275384902954,0.1872616857290268,0.3227543234825134,0.08622075617313385,0.27244341373443604,0.3192550539970398,0.25702133774757385,0.14813120663166046,0.3227543234825134,0.17604286968708038,0.1433320790529251,0.233561173081398,0.24917294085025787
an,0.2520636022090912,0.3694365322589874,0.4207492768764496,0.17441901564598083,0.20519967377185822,0.3138085603713989,0.12952356040477753,0.1607244461774826,0.4207492768764496,0.22843749821186066,0.19882924854755402,0.15776841342449188,0.19793890416622162
entitlement,0.24739164113998413,0.21368640661239624,0.2679813802242279,0.1895236074924469,0.19233715534210205,0.2994973361492157,0.17022767663002014,0.14666593074798584,0.2679813802242279,0.16872188448905945,0.12590575218200684,0.211064875125885,0.2730799615383148
for,0.3308170735836029,0.3863949179649353,0.4739971458911896,0.18618352711200714,0.2947812080383301,0.4451248347759247,0.28238824009895325,0.2158517837524414,0.4739971458911896,0.45128104090690613,0.2872461676597595,0.2460945099592209,0.264628142118454
the,0.33890387415885925,0.48711544275283813,1.0,0.22953221201896667,0.3435857892036438,0.535392165184021,0.31620702147483826,0.2512768507003784,1.0,0.3134109377861023,0.17804895341396332,0.25268980860710144,0.22068053483963013
wealthy,0.1840127855539322,0.26133468747138977,0.2220325618982315,0.23734523355960846,0.2338414043188095,0.2669115960597992,0.24181024730205536,0.14474491775035858,0.2220325618982315,0.16601251065731049,0.4384784400463104,0.259065717458725,0.07667969912290573
",",0.22659391164779663,0.45456063747406006,0.4933079481124878,0.27141863107681274,0.28725793957710266,0.44245919585227966,0.2407366931438446,0.2627027928829193,0.4933079481124878,0.3461092710494995,0.27649441361427307,0.26501646637916565,0.31091248989105225
so,0.6081400513648987,0.2666010558605194,0.4296516180038452,0.1939147263765335,0.5459730625152588,0.5091881155967712,0.40365755558013916,0.16812275350093842,0.4296516180038452,0.26355841755867004,0.3058018088340759,0.25517624616622925,0.43163934350013733
conant,0.2134564071893692,0.26091480255126953,0.29331329464912415,0.13535597920417786,0.27908962965011597,0.2596704065799713,0.13510878384113312,0.27285733819007874,0.29331329464912415,0.19602452218532562,0.25132468342781067,0.11432016640901566,0.19160348176956177
devised,0.24927425384521484,0.2935304641723633,0.24901261925697327,0.10702560096979141,0.24866409599781036,0.23223984241485596,0.1632508933544159,0.14622169733047485,0.24901261925697327,0.19577868282794952,0.3309645354747772,0.18616820871829987,0.13165238499641418
programs,0.32232803106307983,0.16294841468334198,0.21757709980010986,0.24294064939022064,0.23397858440876007,0.23389451205730438,0.12515103816986084,0.16953003406524658,0.21757709980010986,0.19507257640361786,0.312161386013031,0.3807973265647888,0.16452431678771973
to,0.44169697165489197,0.3636345863342285,0.535392165184021,0.24496325850486755,0.529755175113678,1.0,0.4213464558124542,0.21065881848335266,0.535392165184021,0.21715646982192993,0.23882855474948883,0.2905822694301605,0.29463258385658264
identify,0.34345895051956177,0.11893568187952042,0.2653810381889343,0.07264985889196396,0.3040194809436798,0.3323211371898651,0.3194732666015625,0.11208435893058777,0.2653810381889343,0.18284448981285095,0.22250506281852722,0.2083485722541809,0.20891983807086945
",",0.22659391164779663,0.45456063747406006,0.4933079481124878,0.27141863107681274,0.28725793957710266,0.44245919585227966,0.2407366931438446,0.2627027928829193,0.4933079481124878,0.3461092710494995,0.27649441361427307,0.26501646637916565,0.31091248989105225
recruit,0.2912066876888275,0.17268727719783783,0.22927021980285645,0.32412153482437134,0.2369747757911682,0.28058016300201416,0.27760985493659973,0.1862342804670334,0.22927021980285645,0.18208366632461548,0.3605768382549286,0.41636788845062256,0.22197800874710083
",",0.22659391164779663,0.45456063747406006,0.4933079481124878,0.27141863107681274,0.28725793957710266,0.44245919585227966,0.2407366931438446,0.2627027928829193,0.4933079481124878,0.3461092710494995,0.27649441361427307,0.26501646637916565,0.31091248989105225
and,0.33647966384887695,0.3740963041782379,0.5171257257461548,0.2752758264541626,0.3303895890712738,0.48971283435821533,0.33058565855026245,0.2249877154827118,0.5171257257461548,0.30328524112701416,0.32261332869529724,0.28111961483955383,0.20544172823429108
support,0.28316521644592285,0.2208256870508194,0.22984638810157776,0.11735289543867111,0.3002937138080597,0.2742273211479187,0.26748979091644287,0.1239972859621048,0.22984638810157776,0.17024722695350647,0.16293351352214813,0.19551120698451996,0.22626608610153198
talented,0.2962803840637207,0.311065673828125,0.17804895341396332,0.30211934447288513,0.28555676341056824,0.23882855474948883,0.20364437997341156,0.13082018494606018,0.17804895341396332,0.3749275505542755,0.9999999403953552,0.3668210506439209,0.1643860936164856
youth,0.1299026757478714,0.2383287101984024,0.26209625601768494,0.31850960850715637,0.0928320661187172,0.1984357386827469,0.18493786454200745,0.11786606162786484,0.26209625601768494,0.22800303995609283,0.28618481755256653,0.2954041063785553,0.18005552887916565
.,0.3287222981452942,0.40146201848983765,0.5934505462646484,0.24214158952236176,0.34544092416763306,0.4645031690597534,0.2875753343105316,0.2321626842021942,0.5934505462646484,0.31068575382232666,0.2662926912307739,0.2607303857803345,0.4130953550338745
