,what,kind,of,division,of,power,did,kublai,'s,government,have,?
including,0.18328791856765747,0.20866802334785461,0.44195112586021423,0.16090388596057892,0.44195112586021423,0.19224673509597778,0.26678287982940674,0.16595308482646942,0.0074059427715837955,0.22751404345035553,0.41958683729171753,0.1633303165435791
the,0.42745697498321533,0.2516445517539978,0.733189046382904,0.26203617453575134,0.733189046382904,0.2647338807582855,0.34736719727516174,0.32886171340942383,-0.01540423184633255,0.31798112392425537,0.40389683842658997,0.22068053483963013
central,0.17723965644836426,0.08368655294179916,0.3415789008140564,0.21685035526752472,0.3415789008140564,0.14480137825012207,0.14962437748908997,0.18112976849079132,-0.03171226754784584,0.2444726973772049,0.20610825717449188,0.14787602424621582
secretariat,0.1463027000427246,0.17702344059944153,0.2976089119911194,0.22270993888378143,0.2976089119911194,0.16939276456832886,0.15516354143619537,0.17932145297527313,0.006662019062787294,0.4423556923866272,0.17438273131847382,0.11597823351621628
(,0.2411840260028839,0.16271455585956573,0.35032153129577637,0.2016449272632599,0.35032153129577637,0.18972817063331604,0.18979617953300476,0.18629640340805054,0.0012731997994706035,0.14655277132987976,0.23072676360607147,0.40561532974243164
zhongshu,0.1632460355758667,0.13621073961257935,0.26814746856689453,0.19509896636009216,0.26814746856689453,0.2385537028312683,0.126580148935318,0.5387433171272278,0.07041187584400177,0.2637036144733429,0.2243533730506897,0.15122734010219574
sheng,0.14850930869579315,0.16716967523097992,0.20805701613426208,0.12423434108495712,0.20805701613426208,0.21974866092205048,0.11150078475475311,0.47580474615097046,0.044180840253829956,0.1723424345254898,0.20061588287353516,0.20650209486484528
),0.26259949803352356,0.17504733800888062,0.3680361211299896,0.20391593873500824,0.3680361211299896,0.20355020463466644,0.18584993481636047,0.21268317103385925,0.021107977256178856,0.15263929963111877,0.22866283357143402,0.42300865054130554
to,0.455847829580307,0.28460726141929626,0.41548454761505127,0.20332986116409302,0.41548454761505127,0.27001675963401794,0.4452643394470215,0.2918815314769745,0.03782717138528824,0.28343796730041504,0.4544740617275238,0.29463258385658264
manage,0.265919029712677,0.21642643213272095,0.20368057489395142,0.12390141934156418,0.20368057489395142,0.18810273706912994,0.2639290988445282,0.15422043204307556,-0.025158734992146492,0.2752450704574585,0.2895157039165497,0.2014334350824356
civil,0.15091551840305328,0.08325619250535965,0.24698495864868164,0.1886085569858551,0.24698495864868164,0.1645406037569046,0.17288750410079956,0.13813167810440063,-0.06354409456253052,0.30626749992370605,0.16153892874717712,0.1494513899087906
affairs,0.15737071633338928,0.0887812003493309,0.24955187737941742,0.18484821915626526,0.24955187737941742,0.23471508920192719,0.20013506710529327,0.18436095118522644,0.000396561372326687,0.46800556778907776,0.1794307827949524,0.11928717792034149
",",0.3087472915649414,0.20629581809043884,0.4946078956127167,0.24344468116760254,0.4946078956127167,0.2231994867324829,0.3015086054801941,0.2569756805896759,-0.0016132977325469255,0.27344048023223877,0.3541618287563324,0.31091248989105225
the,0.42745697498321533,0.2516445517539978,0.733189046382904,0.26203617453575134,0.733189046382904,0.2647338807582855,0.34736719727516174,0.32886171340942383,-0.01540423184633255,0.31798112392425537,0.40389683842658997,0.22068053483963013
privy,0.15927384793758392,0.1435961276292801,0.3073970675468445,0.1787666231393814,0.3073970675468445,0.25958746671676636,0.21386685967445374,0.26889505982398987,0.03645538166165352,0.417224258184433,0.17610955238342285,0.14170938730239868
council,0.16933071613311768,0.05934332311153412,0.2972237169742584,0.19060006737709045,0.2972237169742584,0.15535259246826172,0.13965484499931335,0.2023865431547165,-0.007623340003192425,0.43121352791786194,0.1461305320262909,0.1160062924027443
(,0.2411840260028839,0.16271455585956573,0.35032153129577637,0.2016449272632599,0.35032153129577637,0.18972817063331604,0.18979617953300476,0.18629640340805054,0.0012731997994706035,0.14655277132987976,0.23072676360607147,0.40561532974243164
chinese,0.11643128097057343,0.15281738340854645,0.24275560677051544,0.09712665528059006,0.24275560677051544,0.11903925240039825,0.19065357744693756,0.38022753596305847,0.01673142798244953,0.28498339653015137,0.24307501316070557,0.20843194425106049
:,-0.12022944539785385,-0.1352740079164505,-0.08807745575904846,0.029623789712786674,-0.08807745575904846,-0.0662846490740776,-0.05305134505033493,-0.004658519756048918,0.07621461898088455,-0.01739445887506008,-0.10825085639953613,-0.07156077772378922
樞密院,0.006780661176890135,0.11778462678194046,-0.009085695259273052,-0.031123632565140724,-0.009085695259273052,0.031238572672009468,-0.10962021350860596,-0.04209217429161072,0.09616144001483917,-0.07118639349937439,0.04868833348155022,-0.07273822277784348
),0.26259949803352356,0.17504733800888062,0.3680361211299896,0.20391593873500824,0.3680361211299896,0.20355020463466644,0.18584993481636047,0.21268317103385925,0.021107977256178856,0.15263929963111877,0.22866283357143402,0.42300865054130554
to,0.455847829580307,0.28460726141929626,0.41548454761505127,0.20332986116409302,0.41548454761505127,0.27001675963401794,0.4452643394470215,0.2918815314769745,0.03782717138528824,0.28343796730041504,0.4544740617275238,0.29463258385658264
manage,0.265919029712677,0.21642643213272095,0.20368057489395142,0.12390141934156418,0.20368057489395142,0.18810273706912994,0.2639290988445282,0.15422043204307556,-0.025158734992146492,0.2752450704574585,0.2895157039165497,0.2014334350824356
military,0.18809624016284943,0.16174788773059845,0.27347031235694885,0.1735164374113083,0.27347031235694885,0.3317231833934784,0.17979979515075684,0.278876394033432,0.0309983491897583,0.5005595684051514,0.21110375225543976,0.1890317052602768
affairs,0.15737071633338928,0.0887812003493309,0.24955187737941742,0.18484821915626526,0.24955187737941742,0.23471508920192719,0.20013506710529327,0.18436095118522644,0.000396561372326687,0.46800556778907776,0.1794307827949524,0.11928717792034149
",",0.3087472915649414,0.20629581809043884,0.4946078956127167,0.24344468116760254,0.4946078956127167,0.2231994867324829,0.3015086054801941,0.2569756805896759,-0.0016132977325469255,0.27344048023223877,0.3541618287563324,0.31091248989105225
and,0.31309178471565247,0.22462370991706848,0.5116966962814331,0.23460866510868073,0.5116966962814331,0.27496716380119324,0.34479495882987976,0.25078991055488586,0.06895173341035843,0.2859337627887726,0.4711785912513733,0.20544172823429108
the,0.42745697498321533,0.2516445517539978,0.733189046382904,0.26203617453575134,0.733189046382904,0.2647338807582855,0.34736719727516174,0.32886171340942383,-0.01540423184633255,0.31798112392425537,0.40389683842658997,0.22068053483963013
censorate,0.4606380760669708,0.21246100962162018,0.24947552382946014,0.1520247459411621,0.24947552382946014,0.23935599625110626,0.2944660186767578,0.271852046251297,0.0681525245308876,0.3458501696586609,0.36862215399742126,0.3607752025127411
to,0.455847829580307,0.28460726141929626,0.41548454761505127,0.20332986116409302,0.41548454761505127,0.27001675963401794,0.4452643394470215,0.2918815314769745,0.03782717138528824,0.28343796730041504,0.4544740617275238,0.29463258385658264
conduct,0.2088276445865631,0.1747627854347229,0.22399970889091492,0.07900001853704453,0.22399970889091492,0.1954231858253479,0.2147190421819687,0.17182928323745728,-0.06026783585548401,0.18713000416755676,0.2434559464454651,0.10856030136346817
internal,0.2065390944480896,0.18872638046741486,0.273920476436615,0.080887071788311,0.273920476436615,0.21354612708091736,0.13179753720760345,0.1429070234298706,-0.05071868747472763,0.2519935667514801,0.2622898817062378,0.1665428727865219
surveillance,0.18649286031723022,0.20277969539165497,0.23067420721054077,0.13439622521400452,0.23067420721054077,0.23245544731616974,0.11188795417547226,0.0830235555768013,0.06113580986857414,0.33413055539131165,0.21654334664344788,0.11972539126873016
and,0.31309178471565247,0.22462370991706848,0.5116966962814331,0.23460866510868073,0.5116966962814331,0.27496716380119324,0.34479495882987976,0.25078991055488586,0.06895173341035843,0.2859337627887726,0.4711785912513733,0.20544172823429108
inspection,0.2216479778289795,0.1820385754108429,0.2833259105682373,0.13045231997966766,0.2833259105682373,0.1717279553413391,0.23372474312782288,0.12878745794296265,0.00778199965134263,0.2845551073551178,0.2636735141277313,0.19536669552326202
.,0.3567904531955719,0.21254374086856842,0.5352458953857422,0.27855971455574036,0.5352458953857422,0.2141435295343399,0.35288307070732117,0.2311694622039795,-0.003708066651597619,0.2521961033344269,0.41614407300949097,0.4130953550338745
