,what,does,wealth,disparity,make,the,economy,more,prone,to,?
agency,0.1771060973405838,0.16264906525611877,0.17827320098876953,0.12090734392404556,0.18671129643917084,0.24253644049167633,0.1613205373287201,0.13084927201271057,0.11439018696546555,0.24151217937469482,0.18185843527317047
concluded,0.29084116220474243,0.19089218974113464,0.17254900932312012,0.340229332447052,0.18470929563045502,0.3024786412715912,0.10899524390697479,0.28521379828453064,0.2181808203458786,0.270562082529068,0.13595789670944214
that,0.6297725439071655,0.4764937460422516,0.256238728761673,0.4146572947502136,0.48783382773399353,0.5473989248275757,0.24719975888729095,0.4813884496688843,0.31705307960510254,0.5436353087425232,0.32716336846351624
the,0.42745697498321533,0.35928019881248474,0.24999672174453735,0.28894439339637756,0.3146495521068573,1.0,0.24644890427589417,0.39758381247520447,0.21115435659885406,0.535392165184021,0.22068053483963013
widening,0.2990488111972809,0.2598336935043335,0.24883484840393066,0.23517240583896637,0.3150104284286499,0.3781015872955322,0.301222562789917,0.347793310880661,0.36526429653167725,0.34789928793907166,0.15005940198898315
disparity,0.40293318033218384,0.3235620856285095,0.40831267833709717,1.0000001192092896,0.2767523527145386,0.28894439339637756,0.33052873611450195,0.35451820492744446,0.3425610661506653,0.346662700176239,0.2772253155708313
between,0.2462156116962433,0.16966454684734344,0.195230633020401,0.27406585216522217,0.22978706657886505,0.39067012071609497,0.17449726164340973,0.2803398668766022,0.19145670533180237,0.3639189600944519,0.12887074053287506
the,0.42745697498321533,0.35928019881248474,0.24999672174453735,0.28894439339637756,0.3146495521068573,1.0,0.24644890427589417,0.39758381247520447,0.21115435659885406,0.535392165184021,0.22068053483963013
u.s.,0.11178889125585556,0.04108200594782829,0.055455282330513,-0.028714146465063095,0.044857338070869446,0.06592652946710587,-0.04382159560918808,0.037427712231874466,0.025000514462590218,0.09732837975025177,0.07886100560426712
's,0.02692362666130066,-0.02895052544772625,0.1138739213347435,0.0189228393137455,0.09622383862733841,-0.01540423184633255,0.05879175290465355,0.032942235469818115,-0.021777506917715073,0.03782717138528824,-0.023395681753754616
wealthiest,0.22377167642116547,0.11163952946662903,0.711633026599884,0.25725841522216797,0.14059756696224213,0.3305174708366394,0.35929182171821594,0.2705381214618683,0.15127184987068176,0.23844259977340698,0.15221920609474182
citizens,0.1905079185962677,0.15291784703731537,0.33909204602241516,0.24340075254440308,0.1719953566789627,0.29208630323410034,0.337601900100708,0.19930945336818695,0.14273163676261902,0.2594742178916931,0.14885954558849335
and,0.31309178471565247,0.3461615741252899,0.29316192865371704,0.2454807311296463,0.4160483181476593,0.5171257257461548,0.26484790444374084,0.39880692958831787,0.2671547830104828,0.48971283435821533,0.20544172823429108
the,0.42745697498321533,0.35928019881248474,0.24999672174453735,0.28894439339637756,0.3146495521068573,1.0,0.24644890427589417,0.39758381247520447,0.21115435659885406,0.535392165184021,0.22068053483963013
rest,0.35225364565849304,0.25197944045066833,0.19113531708717346,0.24846364557743073,0.2752209007740021,0.41330549120903015,0.199716717004776,0.2788274884223938,0.18439768254756927,0.367563933134079,0.1725541204214096
of,0.33290785551071167,0.3119818866252899,0.27235376834869385,0.3107764422893524,0.2912110388278961,0.733189046382904,0.2583308815956116,0.30478984117507935,0.17674559354782104,0.41548454761505127,0.1826142966747284
the,0.42745697498321533,0.35928019881248474,0.24999672174453735,0.28894439339637756,0.3146495521068573,1.0,0.24644890427589417,0.39758381247520447,0.21115435659885406,0.535392165184021,0.22068053483963013
nation,0.21990635991096497,0.192398339509964,0.3773189187049866,0.29999876022338867,0.1571221947669983,0.39486879110336304,0.3246920704841614,0.2126917988061905,0.1512601226568222,0.2556411623954773,0.17865248024463654
had,0.23849567770957947,0.2046971619129181,0.24766646325588226,0.21423523128032684,0.3033863306045532,0.3875846862792969,0.1985345184803009,0.35322055220603943,0.23933784663677216,0.37984350323677063,0.20728366076946259
slowed,0.19021867215633392,0.20930548012256622,0.14273510873317719,0.22219602763652802,0.2550061345100403,0.313388854265213,0.2444400191307068,0.313971608877182,0.3262128233909607,0.23400869965553284,0.10585252940654755
its,0.30393704771995544,0.33437713980674744,0.2611238360404968,0.32031339406967163,0.29290565848350525,0.559237003326416,0.3030180335044861,0.2746449112892151,0.1894361674785614,0.3691340684890747,0.15103481709957123
recovery,0.16055332124233246,0.14661805331707,0.20272491872310638,0.3047000765800476,0.17100611329078674,0.2886691391468048,0.3013680577278137,0.2578483819961548,0.31828686594963074,0.25767725706100464,0.11030710488557816
from,0.2737620174884796,0.1777622550725937,0.19466403126716614,0.18712784349918365,0.24641869962215424,0.40150508284568787,0.20169901847839355,0.2529715299606323,0.2164209485054016,0.4069952368736267,0.19969791173934937
the,0.42745697498321533,0.35928019881248474,0.24999672174453735,0.28894439339637756,0.3146495521068573,1.0,0.24644890427589417,0.39758381247520447,0.21115435659885406,0.535392165184021,0.22068053483963013
2008-2009,-0.1394445151090622,-0.14700336754322052,-0.04208221659064293,-0.26038050651550293,-0.19758731126785278,-0.030424339696764946,-0.09166399389505386,-0.16110223531723022,-0.2754800021648407,-0.17289648950099945,-0.11141005158424377
recession,0.2692625820636749,0.19122354686260223,0.33555617928504944,0.35801181197166443,0.20416556298732758,0.3396528363227844,0.3822617828845978,0.259348064661026,0.29178792238235474,0.29344719648361206,0.11054877191781998
and,0.31309178471565247,0.3461615741252899,0.29316192865371704,0.2454807311296463,0.4160483181476593,0.5171257257461548,0.26484790444374084,0.39880692958831787,0.2671547830104828,0.48971283435821533,0.20544172823429108
made,0.23419176042079926,0.20829549431800842,0.12766294181346893,0.1542251706123352,0.613452136516571,0.3885267674922943,0.1942872405052185,0.4597497582435608,0.16055826842784882,0.3377571105957031,0.17218779027462006
it,0.45803478360176086,0.34188351035118103,0.2183379977941513,0.30188116431236267,0.40787607431411743,0.6251175999641418,0.3087809979915619,0.42550966143608093,0.2001436948776245,0.513711154460907,0.25732165575027466
more,0.3484537899494171,0.2897747755050659,0.24429993331432343,0.35451820492744446,0.455809086561203,0.39758381247520447,0.2642498016357422,1.0,0.39451679587364197,0.47084665298461914,0.27894994616508484
prone,0.19741255044937134,0.24836984276771545,0.12602126598358154,0.3425610661506653,0.25620076060295105,0.21115435659885406,0.17204809188842773,0.39451679587364197,1.0000001192092896,0.25268682837486267,0.19483062624931335
to,0.455847829580307,0.4391997456550598,0.30562296509742737,0.346662700176239,0.497876912355423,0.535392165184021,0.2613506615161896,0.47084665298461914,0.25268682837486267,1.0,0.29463258385658264
boom-and-bust,0.3018418252468109,0.2609892785549164,0.34580785036087036,0.3132258355617523,0.29653191566467285,0.3664504587650299,0.32929548621177673,0.30639734864234924,0.2642078101634979,0.3860427141189575,0.2771144211292267
cycles,0.22229748964309692,0.21315163373947144,0.11280319094657898,0.2606053054332733,0.24983207881450653,0.2874864637851715,0.18848146498203278,0.2963748276233673,0.21954284608364105,0.23237022757530212,0.10661901533603668
.,0.3567904531955719,0.3022993505001068,0.1815606653690338,0.26846861839294434,0.3547073304653168,0.5934505462646484,0.2477293759584427,0.4070230722427368,0.20636913180351257,0.4645031690597534,0.4130953550338745
