,what,was,the,name,of,the,set,top,box,manufacturer,that,bskyb,was,having,issues,with,?
surface,0.23580394685268402,0.15540370345115662,0.2555135488510132,0.11070813983678818,0.24204103648662567,0.2555135488510132,0.12030442804098129,0.238697350025177,0.12160542607307434,0.1723427027463913,0.30130770802497864,0.14774589240550995,0.15540370345115662,0.09930285066366196,0.15524989366531372,0.1969025433063507,0.14613434672355652
that,0.6297725439071655,0.33670201897621155,0.5473989248275757,0.27224332094192505,0.41498205065727234,0.5473989248275757,0.2916346788406372,0.2259238362312317,0.24640075862407684,0.17910142242908478,1.0,0.13467830419540405,0.33670201897621155,0.4370327591896057,0.326042115688324,0.4154358208179474,0.32716336846351624
bskyb,0.17457032203674316,0.21192802488803864,0.20915858447551727,0.2800062596797943,0.16413870453834534,0.20915858447551727,0.17486216127872467,0.2136591076850891,0.20598848164081573,0.25480204820632935,0.13467830419540405,1.0000001192092896,0.21192802488803864,0.12223134189844131,0.16909056901931763,0.18421940505504608,0.2979319989681244
was,0.22111038863658905,1.0000001192092896,0.48711544275283813,0.2646567225456238,0.4069072902202606,0.48711544275283813,0.22985222935676575,0.1381647288799286,0.1309744417667389,0.22239656746387482,0.33670201897621155,0.21192802488803864,1.0000001192092896,0.2792723774909973,0.2080516368150711,0.27411898970603943,0.18412111699581146
having,0.34064167737960815,0.2792723774909973,0.3821379244327545,0.08595602959394455,0.38889452815055847,0.3821379244327545,0.22938519716262817,0.2509789764881134,0.18816977739334106,0.14184696972370148,0.4370327591896057,0.12223134189844131,0.2792723774909973,1.0,0.2979694604873657,0.5057834982872009,0.22418256103992462
supply,0.20549191534519196,0.1807863563299179,0.31942567229270935,0.11589755117893219,0.23476092517375946,0.31942567229270935,0.25903281569480896,0.16149315237998962,0.169915571808815,0.24807879328727722,0.3198508024215698,0.028380412608385086,0.1807863563299179,0.3004263639450073,0.22275374829769135,0.24154721200466156,0.14298182725906372
issues,0.33279702067375183,0.2080516368150711,0.2638932764530182,0.06267663836479187,0.2288406491279602,0.2638932764530182,0.13164633512496948,0.12515026330947876,0.15957777202129364,0.13778941333293915,0.326042115688324,0.16909056901931763,0.2080516368150711,0.2979694604873657,1.0,0.251447856426239,0.320565789937973
with,0.2464839518070221,0.27411898970603943,0.4223487675189972,0.17897967994213104,0.41827285289764404,0.4223487675189972,0.19515010714530945,0.23125949501991272,0.17810267210006714,0.16446316242218018,0.4154358208179474,0.18421940505504608,0.27411898970603943,0.5057834982872009,0.251447856426239,0.9999999403953552,0.2433311939239502
its,0.30393704771995544,0.3518870174884796,0.559237003326416,0.317160964012146,0.48690423369407654,0.559237003326416,0.21010567247867584,0.19369354844093323,0.19516241550445557,0.23016580939292908,0.416561484336853,0.16232934594154358,0.3518870174884796,0.32305482029914856,0.17933592200279236,0.3087116777896881,0.15103481709957123
set,0.28954121470451355,0.22985222935676575,0.2927955985069275,0.1284906417131424,0.20671486854553223,0.2927955985069275,1.0000001192092896,0.19344379007816315,0.2754868268966675,0.09898088127374649,0.2916346788406372,0.17486216127872467,0.22985222935676575,0.22938519716262817,0.13164633512496948,0.19515010714530945,0.1698019951581955
top,0.21232028305530548,0.1381647288799286,0.31754136085510254,0.17510008811950684,0.20362378656864166,0.31754136085510254,0.19344379007816315,1.0000001192092896,0.29013535380363464,0.10728666186332703,0.2259238362312317,0.2136591076850891,0.1381647288799286,0.2509789764881134,0.12515026330947876,0.23125949501991272,0.17265194654464722
box,0.20509275794029236,0.1309744417667389,0.25871407985687256,0.1107325479388237,0.10286273062229156,0.25871407985687256,0.2754868268966675,0.29013535380363464,0.9999999403953552,0.159142404794693,0.24640075862407684,0.20598848164081573,0.1309744417667389,0.18816977739334106,0.15957777202129364,0.17810267210006714,0.21736569702625275
(,0.2411840260028839,0.2980341613292694,0.33289089798927307,0.2706909477710724,0.35032153129577637,0.33289089798927307,0.14486102759838104,0.18587446212768555,0.17622481286525726,0.1767444610595703,0.2264307141304016,0.3475780487060547,0.2980341613292694,0.14485155045986176,0.24448470771312714,0.29503780603408813,0.40561532974243164
stb,0.24510900676250458,0.26265671849250793,0.2407401204109192,0.22638511657714844,0.22105039656162262,0.2407401204109192,0.16727688908576965,0.22404983639717102,0.26320478320121765,0.26986071467399597,0.32322144508361816,0.3692720830440521,0.26265671849250793,0.2831566631793976,0.25482088327407837,0.3478766083717346,0.31462252140045166
),0.26259949803352356,0.3267642855644226,0.3456730246543884,0.2638341188430786,0.3680361211299896,0.3456730246543884,0.17004531621932983,0.1905946135520935,0.18378880620002747,0.18899236619472504,0.23478686809539795,0.3711942136287689,0.3267642855644226,0.1732136756181717,0.24080540239810944,0.3069596290588379,0.42300865054130554
from,0.2737620174884796,0.31171464920043945,0.40150508284568787,0.2635002136230469,0.4249346852302551,0.40150508284568787,0.21245217323303223,0.17560654878616333,0.14371728897094727,0.12027935683727264,0.3477667272090912,0.12453003972768784,0.31171464920043945,0.29647475481033325,0.19454032182693481,0.26272761821746826,0.19969791173934937
manufacturer,0.13465645909309387,0.22239656746387482,0.18454907834529877,0.19390644133090973,0.1593974381685257,0.18454907834529877,0.09898088127374649,0.10728666186332703,0.159142404794693,1.0000001192092896,0.17910142242908478,0.25480204820632935,0.22239656746387482,0.14184696972370148,0.13778941333293915,0.16446316242218018,0.11731472611427307
thomson,0.22262735664844513,0.19923576712608337,0.2381780594587326,0.13875138759613037,0.20792058110237122,0.2381780594587326,0.12479685246944427,0.09469076991081238,0.13066351413726807,0.18028853833675385,0.21175271272659302,0.197018101811409,0.19923576712608337,0.15976835787296295,0.11089299619197845,0.1984589844942093,0.14922475814819336
.,0.3567904531955719,0.40146201848983765,0.5934505462646484,0.24737101793289185,0.5352458953857422,0.5934505462646484,0.2928885817527771,0.3064132034778595,0.2770261764526367,0.20179085433483124,0.4460422694683075,0.2844841778278351,0.40146201848983765,0.3542446792125702,0.23493336141109467,0.4446153938770294,0.4130953550338745
