,dec,originally,had,3,layers,but,evolved,into,how,many,layers
layers,0.12066598981618881,0.18486998975276947,0.1254410296678543,0.05315559357404709,0.9999999403953552,0.2415214478969574,0.27373838424682617,0.2668488621711731,0.24087738990783691,0.26109567284584045,0.9999999403953552
",",0.26268821954727173,0.2660219669342041,0.35487717390060425,0.02255268208682537,0.1578376442193985,0.48126736283302307,0.19764257967472076,0.2826121151447296,0.22659391164779663,0.40610817074775696,0.1578376442193985
it,0.1711936742067337,0.4051901698112488,0.2910259962081909,0.12506969273090363,0.2191401571035385,0.5299214720726013,0.2711755037307739,0.33015328645706177,0.36714982986450195,0.39615920186042786,0.2191401571035385
later,0.15786918997764587,0.4989367127418518,0.47119471430778503,0.051079172641038895,0.20452158153057098,0.4129682779312134,0.2658746540546417,0.36569949984550476,0.2534695267677307,0.3450429439544678,0.20452158153057098
(,0.3228705823421478,0.1811249703168869,0.16223937273025513,0.09886960685253143,0.09210389852523804,0.26263320446014404,0.13709330558776855,0.1606949418783188,0.1676948219537735,0.1455259770154953,0.09210389852523804
1982,-0.10353464633226395,0.07761157304048538,0.22064457833766937,-0.013126336969435215,-0.018741071224212646,0.02853059209883213,0.008828891441226006,0.08419135212898254,-0.07971732318401337,-0.01837698370218277,-0.018741071224212646
),0.3351765275001526,0.18464873731136322,0.17014533281326294,0.08373741805553436,0.09614861756563187,0.2897340953350067,0.1154242604970932,0.1600802093744278,0.17939934134483337,0.16602720320224762,0.09614861756563187
evolved,0.09100603312253952,0.24735836684703827,0.28781405091285706,0.04683805629611015,0.27373838424682617,0.2652352452278137,0.9999999403953552,0.25963249802589417,0.18739451467990875,0.3273027241230011,0.27373838424682617
into,0.07174503803253174,0.2627032697200775,0.25017866492271423,0.055391836911439896,0.2668488621711731,0.34283459186553955,0.25963249802589417,1.0,0.2303972691297531,0.2618265151977539,0.2668488621711731
a,0.1384325474500656,0.3363247811794281,0.34897568821907043,0.08904784172773361,0.22045712172985077,0.44750767946243286,0.25640028715133667,0.3461161255836487,0.29312583804130554,0.2872205972671509,0.22045712172985077
seven-layer,0.17488190531730652,0.24243900179862976,0.22873467206954956,0.07512892782688141,0.4917154014110565,0.34689581394195557,0.21779297292232513,0.3054918944835663,0.2811124324798584,0.29671934247016907,0.4917154014110565
osi-compliant,0.21279017627239227,0.1405046433210373,0.16599993407726288,0.027553372085094452,0.268497109413147,0.33704066276550293,0.21766671538352966,0.13775795698165894,0.32353103160858154,0.27652567625045776,0.268497109413147
networking,0.22804726660251617,0.2354317307472229,0.14644037187099457,0.09420808404684067,0.27038562297821045,0.2490008920431137,0.2302793562412262,0.13376888632774353,0.295279324054718,0.30254417657852173,0.27038562297821045
protocol,0.22062593698501587,0.14019818603992462,0.0994710773229599,0.012123706750571728,0.2796640694141388,0.20004090666770935,0.13282954692840576,0.024602610617876053,0.18581050634384155,0.1601998656988144,0.2796640694141388
.,0.26621463894844055,0.2504246234893799,0.37348684668540955,0.043593376874923706,0.16325189173221588,0.46573564410209656,0.25765469670295715,0.26250120997428894,0.3287222981452942,0.3974229395389557,0.16325189173221588
