,what,is,one,avenue,being,compensated,for,by,having,committees,serve,such,a,large,role,?
systems,0.1871482878923416,0.23126937448978424,0.20939761400222778,0.07814264297485352,0.20038670301437378,0.27082037925720215,0.25885844230651855,0.2058878391981125,0.14963844418525696,0.28172194957733154,0.19863924384117126,0.28461766242980957,0.23904047906398773,0.23124155402183533,0.122825026512146,0.1575973927974701
",",0.3087472915649414,0.4691906273365021,0.3696635365486145,0.211219921708107,0.34499165415763855,0.2953852117061615,0.4464869201183319,0.3680937886238098,0.3154076039791107,0.2178204506635666,0.2385157197713852,0.39626169204711914,0.427140474319458,0.2263888567686081,0.199491485953331,0.31091248989105225
partly,0.2688411772251129,0.26258137822151184,0.16265438497066498,0.13482429087162018,0.27364176511764526,0.19573508203029633,0.1933969408273697,0.27545028924942017,0.23101681470870972,0.15564599633216858,0.07510367780923843,0.14329418540000916,0.20117881894111633,0.204319566488266,0.12787272036075592,0.12213768810033798
as,0.31749409437179565,0.43216490745544434,0.3954789340496063,0.16997292637825012,0.46524563431739807,0.2734496593475342,0.44774648547172546,0.3815547823905945,0.36958321928977966,0.21915607154369354,0.3768509030342102,0.6207084655761719,0.39550232887268066,0.24282054603099823,0.4036863148212433,0.27043893933296204
a,0.3320399522781372,0.658733606338501,0.4910551905632019,0.1562824249267578,0.3727131485939026,0.21042682230472565,0.44038116931915283,0.32094135880470276,0.3929923176765442,0.21297448873519897,0.22927480936050415,0.2706976532936096,1.0,0.3740714490413666,0.22880133986473083,0.23916715383529663
means,0.2553325295448303,0.4087343215942383,0.315556138753891,0.07238346338272095,0.2097226232290268,0.24498027563095093,0.3294552266597748,0.16834649443626404,0.25101906061172485,0.14251913130283356,0.16207842528820038,0.2510592043399811,0.34418490529060364,0.280003160238266,0.08828083425760269,0.21233566105365753
of,0.33290785551071167,0.4854315221309662,0.4999135136604309,0.18280929327011108,0.34885138273239136,0.31684160232543945,0.4185989499092102,0.3646814823150635,0.38889452815055847,0.34709328413009644,0.2656401991844177,0.3209529519081116,0.5052502155303955,0.3569655418395996,0.1797693818807602,0.1826142966747284
strengthening,0.25436660647392273,0.1773003786802292,0.2007579356431961,0.12071698904037476,0.26465657353401184,0.2709902822971344,0.28063273429870605,0.1451951414346695,0.26094672083854675,0.2331252545118332,0.21827112138271332,0.2425343543291092,0.24214833974838257,0.170862078666687,0.19251421093940735,0.12396403402090073
the,0.42745697498321533,0.5823672413825989,0.5514441132545471,0.22167983651161194,0.419739305973053,0.26771852374076843,0.4739971458911896,0.4408751428127289,0.3821379244327545,0.2924276292324066,0.2749462425708771,0.3575236201286316,0.5829201340675354,0.3828733265399933,0.26607486605644226,0.22068053483963013
role,0.22614215314388275,0.20847192406654358,0.2139739841222763,0.1591331511735916,0.2269134372472763,0.10882995277643204,0.34694939851760864,0.20783835649490356,0.17990805208683014,0.11711247265338898,0.24339838325977325,0.22270740568637848,0.22880133986473083,0.11044587939977646,0.9999998807907104,0.18676944077014923
of,0.33290785551071167,0.4854315221309662,0.4999135136604309,0.18280929327011108,0.34885138273239136,0.31684160232543945,0.4185989499092102,0.3646814823150635,0.38889452815055847,0.34709328413009644,0.2656401991844177,0.3209529519081116,0.5052502155303955,0.3569655418395996,0.1797693818807602,0.1826142966747284
backbenchers,0.2653801143169403,0.19665120542049408,0.2506617307662964,0.15807491540908813,0.2531183362007141,0.3621525466442108,0.2955707013607025,0.3236953616142273,0.2551060616970062,0.3476297855377197,0.28276559710502625,0.31247425079345703,0.30933693051338196,0.29835599660873413,0.21150429546833038,0.19953693449497223
in,0.30808621644973755,0.5394441485404968,0.4129433035850525,0.19928301870822906,0.33162933588027954,0.19085793197155,0.4322226941585541,0.370934396982193,0.32022708654403687,0.2531541585922241,0.20702329277992249,0.2704046070575714,0.539380669593811,0.2841601073741913,0.243671715259552,0.20430970191955566
their,0.35142919421195984,0.2101074606180191,0.3991999328136444,0.13183104991912842,0.33179932832717896,0.3218255043029785,0.3406745493412018,0.3242124021053314,0.3911319077014923,0.23840464651584625,0.26932522654533386,0.30566170811653137,0.29698723554611206,0.2902883291244507,0.17009969055652618,0.1898253709077835
scrutiny,0.4017239212989807,0.19558823108673096,0.23652593791484833,0.12743599712848663,0.3601532578468323,0.40391141176223755,0.35679420828819275,0.21862328052520752,0.29170289635658264,0.4083331525325775,0.2877573072910309,0.2850904166698456,0.2557016611099243,0.20123745501041412,0.19503024220466614,0.3489108085632324
of,0.33290785551071167,0.4854315221309662,0.4999135136604309,0.18280929327011108,0.34885138273239136,0.31684160232543945,0.4185989499092102,0.3646814823150635,0.38889452815055847,0.34709328413009644,0.2656401991844177,0.3209529519081116,0.5052502155303955,0.3569655418395996,0.1797693818807602,0.1826142966747284
the,0.42745697498321533,0.5823672413825989,0.5514441132545471,0.22167983651161194,0.419739305973053,0.26771852374076843,0.4739971458911896,0.4408751428127289,0.3821379244327545,0.2924276292324066,0.2749462425708771,0.3575236201286316,0.5829201340675354,0.3828733265399933,0.26607486605644226,0.22068053483963013
government,0.28074538707733154,0.20343491435050964,0.22701126337051392,0.1690477579832077,0.2148837000131607,0.3273104131221771,0.23902073502540588,0.24235671758651733,0.21025648713111877,0.3965452015399933,0.23231241106987,0.13764050602912903,0.25158295035362244,0.2013227492570877,0.14335553348064423,0.18851417303085327
and,0.31309178471565247,0.3859752118587494,0.42438167333602905,0.24850118160247803,0.4286794066429138,0.29089561104774475,0.5064792633056641,0.4289871156215668,0.36825746297836304,0.289193332195282,0.27672067284584045,0.44540345668792725,0.3739250600337982,0.3404269814491272,0.2629789710044861,0.20544172823429108
partly,0.2688411772251129,0.26258137822151184,0.16265438497066498,0.13482429087162018,0.27364176511764526,0.19573508203029633,0.1933969408273697,0.27545028924942017,0.23101681470870972,0.15564599633216858,0.07510367780923843,0.14329418540000916,0.20117881894111633,0.204319566488266,0.12787272036075592,0.12213768810033798
to,0.455847829580307,0.42745086550712585,0.4025384783744812,0.19636492431163788,0.4514104127883911,0.35215097665786743,0.4451248347759247,0.33534231781959534,0.3992697596549988,0.2806923985481262,0.3411368131637573,0.2871878743171692,0.45503583550453186,0.3150999844074249,0.17841029167175293,0.29463258385658264
compensate,0.3213008940219879,0.21142578125,0.2307223677635193,0.12225381284952164,0.2141145020723343,0.9547605514526367,0.28790560364723206,0.23053959012031555,0.19798114895820618,0.30428969860076904,0.2358580082654953,0.2567083537578583,0.18354620039463043,0.23204544186592102,0.09192521125078201,0.20590907335281372
for,0.3017193675041199,0.43268078565597534,0.384836345911026,0.18164469301700592,0.41687241196632385,0.31687915325164795,0.9999999403953552,0.3248702883720398,0.38465240597724915,0.31989508867263794,0.36519864201545715,0.36098620295524597,0.44038116931915283,0.22967137396335602,0.34694939851760864,0.264628142118454
the,0.42745697498321533,0.5823672413825989,0.5514441132545471,0.22167983651161194,0.419739305973053,0.26771852374076843,0.4739971458911896,0.4408751428127289,0.3821379244327545,0.2924276292324066,0.2749462425708771,0.3575236201286316,0.5829201340675354,0.3828733265399933,0.26607486605644226,0.22068053483963013
fact,0.4454877972602844,0.3122292160987854,0.33724328875541687,0.08715124428272247,0.42814338207244873,0.2622350752353668,0.2685041129589081,0.27198272943496704,0.34728044271469116,0.15558728575706482,0.20985350012779236,0.27271538972854614,0.27727827429771423,0.25836724042892456,0.27770450711250305,0.2798655927181244
that,0.6297725439071655,0.3995479643344879,0.5133185982704163,0.15741072595119476,0.46201252937316895,0.37679702043533325,0.4137635827064514,0.37496164441108704,0.4370327591896057,0.25304216146469116,0.2641109228134155,0.4479874074459076,0.47537946701049805,0.34200385212898254,0.23023544251918793,0.32716336846351624
there,0.35085538029670715,0.3904260993003845,0.43285492062568665,0.15042591094970703,0.29726627469062805,0.31038808822631836,0.3728419542312622,0.20383623242378235,0.3940759599208832,0.2706003785133362,0.23318463563919067,0.40646296739578247,0.4214206337928772,0.34902602434158325,0.11220236867666245,0.29405656456947327
is,0.28837618231773376,1.0,0.4544198513031006,0.13601207733154297,0.4445112943649292,0.21415702998638153,0.43268078565597534,0.3899846076965332,0.29556408524513245,0.15802469849586487,0.22737301886081696,0.23545363545417786,0.658733606338501,0.2971126437187195,0.20847192406654358,0.22961433231830597
no,0.339326947927475,0.19581134617328644,0.32319608330726624,0.10195646435022354,0.23354782164096832,0.27528461813926697,0.306581974029541,0.15267254412174225,0.302511990070343,0.18191111087799072,0.15419399738311768,0.3991750180721283,0.26280897855758667,0.18730458617210388,0.11205606907606125,0.32165053486824036
revising,0.2980305552482605,0.16169770061969757,0.25037774443626404,0.18992699682712555,0.30325767397880554,0.24425764381885529,0.30602777004241943,0.20531803369522095,0.3000684082508087,0.30408352613449097,0.2522431015968323,0.22351151704788208,0.26157787442207336,0.1052531898021698,0.21675759553909302,0.27638688683509827
chamber,0.1224752739071846,0.18098223209381104,0.17078478634357452,0.1218002513051033,0.13418716192245483,0.15172404050827026,0.2533634305000305,0.16238753497600555,0.1756833791732788,0.29094362258911133,0.10433374345302582,0.15615293383598328,0.2632589042186737,0.2511482834815979,0.18460892140865326,0.04307165369391441
.,0.3567904531955719,0.4569662809371948,0.4123194217681885,0.1896410882472992,0.35574623942375183,0.24664899706840515,0.4726039469242096,0.3936232924461365,0.3542446792125702,0.22547543048858643,0.26939791440963745,0.3298943042755127,0.50484299659729,0.2304532378911972,0.22067026793956757,0.4130953550338745
,what,is,one,avenue,being,compensated,for,by,having,committees,serve,such,a,large,role,?
the,0.42745697498321533,0.5823672413825989,0.5514441132545471,0.22167983651161194,0.419739305973053,0.26771852374076843,0.4739971458911896,0.4408751428127289,0.3821379244327545,0.2924276292324066,0.2749462425708771,0.3575236201286316,0.5829201340675354,0.3828733265399933,0.26607486605644226,0.22068053483963013
principal,0.1582305133342743,0.1573130041360855,0.2518802583217621,0.19360804557800293,0.15779677033424377,0.18155764043331146,0.18790912628173828,0.17730090022087097,0.19995437562465668,0.26395413279533386,0.20641760528087616,0.2285902202129364,0.15884900093078613,0.2066248655319214,0.28691452741622925,0.10016445070505142
role,0.22614215314388275,0.20847192406654358,0.2139739841222763,0.1591331511735916,0.2269134372472763,0.10882995277643204,0.34694939851760864,0.20783835649490356,0.17990805208683014,0.11711247265338898,0.24339838325977325,0.22270740568637848,0.22880133986473083,0.11044587939977646,0.9999998807907104,0.18676944077014923
of,0.33290785551071167,0.4854315221309662,0.4999135136604309,0.18280929327011108,0.34885138273239136,0.31684160232543945,0.4185989499092102,0.3646814823150635,0.38889452815055847,0.34709328413009644,0.2656401991844177,0.3209529519081116,0.5052502155303955,0.3569655418395996,0.1797693818807602,0.1826142966747284
committees,0.1853698194026947,0.15802469849586487,0.20696991682052612,0.19847118854522705,0.17721648514270782,0.3307557702064514,0.31989508867263794,0.18778538703918457,0.18630117177963257,1.0,0.2587808668613434,0.22305315732955933,0.21297448873519897,0.24160291254520416,0.11711247265338898,0.1382787674665451
in,0.30808621644973755,0.5394441485404968,0.4129433035850525,0.19928301870822906,0.33162933588027954,0.19085793197155,0.4322226941585541,0.370934396982193,0.32022708654403687,0.2531541585922241,0.20702329277992249,0.2704046070575714,0.539380669593811,0.2841601073741913,0.243671715259552,0.20430970191955566
the,0.42745697498321533,0.5823672413825989,0.5514441132545471,0.22167983651161194,0.419739305973053,0.26771852374076843,0.4739971458911896,0.4408751428127289,0.3821379244327545,0.2924276292324066,0.2749462425708771,0.3575236201286316,0.5829201340675354,0.3828733265399933,0.26607486605644226,0.22068053483963013
scottish,0.13777151703834534,0.16398480534553528,0.1910877674818039,0.16799432039260864,0.20239874720573425,0.12469004094600677,0.15676887333393097,0.1562303602695465,0.22923438251018524,0.18123844265937805,0.09785868227481842,0.11958443373441696,0.18544672429561615,0.0954660177230835,0.10963016748428345,0.06442669779062271
parliament,0.21650300920009613,0.19676777720451355,0.14608411490917206,0.19635674357414246,0.17365151643753052,0.20933306217193604,0.23382046818733215,0.1523929238319397,0.206806018948555,0.4124729335308075,0.18732470273971558,0.1158449575304985,0.22951169312000275,0.15379776060581207,0.1392432600259781,0.1586504578590393
is,0.28837618231773376,1.0,0.4544198513031006,0.13601207733154297,0.4445112943649292,0.21415702998638153,0.43268078565597534,0.3899846076965332,0.29556408524513245,0.15802469849586487,0.22737301886081696,0.23545363545417786,0.658733606338501,0.2971126437187195,0.20847192406654358,0.22961433231830597
to,0.455847829580307,0.42745086550712585,0.4025384783744812,0.19636492431163788,0.4514104127883911,0.35215097665786743,0.4451248347759247,0.33534231781959534,0.3992697596549988,0.2806923985481262,0.3411368131637573,0.2871878743171692,0.45503583550453186,0.3150999844074249,0.17841029167175293,0.29463258385658264
take,0.3275112509727478,0.22669753432273865,0.3211195170879364,0.15383486449718475,0.25119996070861816,0.27753564715385437,0.33445194363594055,0.1697900891304016,0.2650688588619232,0.2198914736509323,0.3267861604690552,0.23985615372657776,0.2789212465286255,0.23277997970581055,0.21015900373458862,0.21897350251674652
evidence,0.33425694704055786,0.18936312198638916,0.2556825280189514,0.0793054923415184,0.2434111386537552,0.30201244354248047,0.2610411047935486,0.1430790275335312,0.24369262158870697,0.25180065631866455,0.13723205029964447,0.3082617521286011,0.25465038418769836,0.21318770945072174,0.19037289917469025,0.24151235818862915
from,0.2737620174884796,0.27355384826660156,0.32194891571998596,0.18111255764961243,0.32622846961021423,0.2162967175245285,0.314039945602417,0.3373257517814636,0.29647475481033325,0.19504864513874054,0.17045757174491882,0.24813218414783478,0.322764128446579,0.24790740013122559,0.10512107610702515,0.19969791173934937
witnesses,0.33896005153656006,0.15478648245334625,0.2364952713251114,0.148117795586586,0.2544483542442322,0.28345009684562683,0.18985390663146973,0.22713612020015717,0.21681322157382965,0.2804393768310547,0.23937445878982544,0.2304515391588211,0.20983318984508514,0.1531609445810318,0.13566885888576508,0.19972872734069824
",",0.3087472915649414,0.4691906273365021,0.3696635365486145,0.211219921708107,0.34499165415763855,0.2953852117061615,0.4464869201183319,0.3680937886238098,0.3154076039791107,0.2178204506635666,0.2385157197713852,0.39626169204711914,0.427140474319458,0.2263888567686081,0.199491485953331,0.31091248989105225
conduct,0.2088276445865631,0.1898777037858963,0.18717683851718903,0.13861185312271118,0.2258683145046234,0.2643333673477173,0.2898896038532257,0.18600966036319733,0.23495382070541382,0.2754346430301666,0.21064968407154083,0.18664154410362244,0.2023347169160843,0.10506889224052429,0.19432401657104492,0.10856030136346817
inquiries,0.2779780328273773,0.18195021152496338,0.16945169866085052,0.18771862983703613,0.2933931052684784,0.24644221365451813,0.24718636274337769,0.2106502652168274,0.23739942908287048,0.44824808835983276,0.23703458905220032,0.22146198153495789,0.20594073832035065,0.15708985924720764,0.17684221267700195,0.21577061712741852
and,0.31309178471565247,0.3859752118587494,0.42438167333602905,0.24850118160247803,0.4286794066429138,0.29089561104774475,0.5064792633056641,0.4289871156215668,0.36825746297836304,0.289193332195282,0.27672067284584045,0.44540345668792725,0.3739250600337982,0.3404269814491272,0.2629789710044861,0.20544172823429108
scrutinise,0.4496873617172241,0.28051045536994934,0.30109527707099915,0.1464899331331253,0.3736637234687805,0.41993752121925354,0.4069843292236328,0.25043585896492004,0.33460283279418945,0.3550947308540344,0.36171773076057434,0.33545735478401184,0.33060669898986816,0.19537261128425598,0.3152574598789215,0.4245428442955017
legislation,0.26615777611732483,0.17952819168567657,0.19705352187156677,0.24983780086040497,0.2118718922138214,0.33185261487960815,0.21200993657112122,0.17084915935993195,0.2269802689552307,0.49085062742233276,0.2268214225769043,0.23312735557556152,0.23395681381225586,0.20709866285324097,0.18269343674182892,0.21123437583446503
.,0.3567904531955719,0.4569662809371948,0.4123194217681885,0.1896410882472992,0.35574623942375183,0.24664899706840515,0.4726039469242096,0.3936232924461365,0.3542446792125702,0.22547543048858643,0.26939791440963745,0.3298943042755127,0.50484299659729,0.2304532378911972,0.22067026793956757,0.4130953550338745
