,how,many,tackles,did,von,miller,get,during,the,game,?
denver,0.15631112456321716,0.18606427311897278,0.4180256724357605,0.16413381695747375,0.1650388240814209,0.2895999550819397,0.2139686793088913,0.2076135128736496,0.2052404284477234,0.18653830885887146,0.1520889848470688
linebacker,0.07137423753738403,0.12625199556350708,0.5526763200759888,0.13520534336566925,0.07443031668663025,0.30272817611694336,0.1170273944735527,0.19215194880962372,0.19719967246055603,0.26467621326446533,0.15540370345115662
von,0.1710921674966812,0.18748323619365692,0.09629620611667633,0.22224590182304382,1.0,0.21985934674739838,0.11971963196992874,0.17498056590557098,0.21817399561405182,0.08712492138147354,0.13907472789287567
miller,0.17608608305454254,0.15215572714805603,0.36091622710227966,0.18827186524868011,0.21985934674739838,0.9999998807907104,0.1938735693693161,0.19219975173473358,0.21601076424121857,0.23065029084682465,0.1295081228017807
was,0.16678167879581451,0.260356068611145,0.17499198019504547,0.41399896144866943,0.2042967826128006,0.23326176404953003,0.2066597044467926,0.4470829963684082,0.48711544275283813,0.2568269371986389,0.18412111699581146
named,0.155859112739563,0.2136070877313614,0.09240088611841202,0.1507878601551056,0.18845419585704803,0.09032490104436874,0.10911422222852707,0.20939238369464874,0.3521348536014557,0.17492614686489105,0.1297498345375061
super,0.11920704692602158,0.17302978038787842,0.23457856476306915,0.16038043797016144,0.09019782394170761,0.1263037472963333,0.14719554781913757,0.16951335966587067,0.21959073841571808,0.3480181396007538,0.166326642036438
bowl,0.1720007210969925,0.17932994663715363,0.34894615411758423,0.18569406867027283,0.05615047365427017,0.12768206000328064,0.17289145290851593,0.22041946649551392,0.21576224267482758,0.2413962334394455,0.21118052303791046
mvp,0.10867138206958771,0.10090233385562897,0.38997599482536316,0.17167621850967407,0.17494645714759827,0.17567558586597443,0.1647741049528122,0.1758057177066803,0.19830666482448578,0.33141279220581055,0.19954749941825867
",",0.22659391164779663,0.40610817074775696,0.22343356907367706,0.3015086054801941,0.1878369003534317,0.32534530758857727,0.2926318049430847,0.3225448727607727,0.4933079481124878,0.2653886377811432,0.31091248989105225
recording,0.19648906588554382,0.20405806601047516,0.2855217158794403,0.20224055647850037,0.18543459475040436,0.292163610458374,0.17770172655582428,0.2021796554327011,0.2685704827308655,0.2674863934516907,0.18037092685699463
five,0.20553050935268402,0.41084155440330505,0.12191976606845856,0.1999429613351822,0.11452800780534744,0.14455710351467133,0.23295797407627106,0.2800414562225342,0.41977158188819885,0.22464454174041748,0.18342848122119904
solo,0.12291531264781952,0.17965957522392273,0.18302708864212036,0.15713106095790863,0.11115751415491104,0.24319517612457275,0.18248583376407623,0.20207585394382477,0.1489274650812149,0.19484104216098785,0.1560981124639511
tackles,0.20144808292388916,0.14041443169116974,1.0,0.2027961164712906,0.09629620611667633,0.36091622710227966,0.2317741960287094,0.19244955480098724,0.19076409935951233,0.25622040033340454,0.20188532769680023
",",0.22659391164779663,0.40610817074775696,0.22343356907367706,0.3015086054801941,0.1878369003534317,0.32534530758857727,0.2926318049430847,0.3225448727607727,0.4933079481124878,0.2653886377811432,0.31091248989105225
2½,-0.07168057560920715,-0.015302646905183792,-0.0175557192414999,0.029727062210440636,-0.03199057653546333,-0.09513317793607712,-0.027169713750481606,0.009328116662800312,0.028328148648142815,-0.02399875782430172,-0.02855924889445305
sacks,0.1041552722454071,0.16596581041812897,0.4936768114566803,0.1250401884317398,0.1289111226797104,0.23011738061904907,0.13631565868854523,0.24342644214630127,0.23296904563903809,0.1825992614030838,0.0761517658829689
",",0.22659391164779663,0.40610817074775696,0.22343356907367706,0.3015086054801941,0.1878369003534317,0.32534530758857727,0.2926318049430847,0.3225448727607727,0.4933079481124878,0.2653886377811432,0.31091248989105225
and,0.33647966384887695,0.5296266674995422,0.2184165120124817,0.34479495882987976,0.2179601788520813,0.2989555597305298,0.37609121203422546,0.36462149024009705,0.5171257257461548,0.25192898511886597,0.20544172823429108
two,0.2499001920223236,0.5147606730461121,0.08377458155155182,0.2755576968193054,0.1465245485305786,0.19982647895812988,0.27341628074645996,0.3126561641693115,0.43858039379119873,0.2322981208562851,0.19645625352859497
forced,0.23831938207149506,0.2377408891916275,0.262871116399765,0.36753809452056885,0.12442227452993393,0.16247615218162537,0.1946895271539688,0.29054495692253113,0.2571122944355011,0.12346784770488739,0.17547516524791718
fumbles,0.17731307446956635,0.1469249129295349,0.5880454778671265,0.16302171349525452,0.13662727177143097,0.28203272819519043,0.2682628333568573,0.23340722918510437,0.21007823944091797,0.30025070905685425,0.1826416552066803
.,0.3287222981452942,0.3974229395389557,0.2241174876689911,0.35288307070732117,0.20990465581417084,0.26640716195106506,0.39392393827438354,0.3485563397407532,0.5934505462646484,0.2581658959388733,0.4130953550338745
