,what,type,of,steam,engines,produced,most,power,up,to,the,early,20th,century,?
(,0.2411840260028839,0.1677488386631012,0.35032153129577637,0.11881943792104721,0.12876033782958984,0.15091001987457275,0.20654040575027466,0.18972817063331604,0.2525939643383026,0.30882009863853455,0.33289089798927307,0.1926054060459137,0.24042166769504547,0.15864071249961853,0.40561532974243164
piston,0.13301563262939453,0.1932917833328247,0.15260520577430725,0.3801049590110779,0.457582950592041,0.1966080367565155,0.18450218439102173,0.2695995271205902,0.2546013295650482,0.26320239901542664,0.22337445616722107,0.11000100523233414,0.19398881494998932,0.17830562591552734,0.17207856476306915
),0.26259949803352356,0.18612703680992126,0.3680361211299896,0.13912063837051392,0.14278316497802734,0.15463140606880188,0.23620007932186127,0.20355020463466644,0.25800976157188416,0.31236231327056885,0.3456730246543884,0.2297687977552414,0.2530856132507324,0.14800427854061127,0.42300865054130554
steam,0.15672586858272552,0.2094206064939499,0.20239725708961487,1.0000001192092896,0.4903687536716461,0.1864473819732666,0.2003706395626068,0.35972869396209717,0.2005002498626709,0.22894427180290222,0.23105813562870026,0.24322280287742615,0.17203637957572937,0.2347051203250885,0.113324373960495
engines,0.1634974628686905,0.14994610846042633,0.17593856155872345,0.4903687536716461,1.0000001192092896,0.21693697571754456,0.2395818531513214,0.3073769509792328,0.21178573369979858,0.24536406993865967,0.2245008647441864,0.16853192448616028,0.15909530222415924,0.15469561517238617,0.18940703570842743
in,0.30808621644973755,0.20604541897773743,0.5696388483047485,0.19852672517299652,0.18084456026554108,0.2542861998081207,0.41416558623313904,0.16666220128536224,0.3120773434638977,0.45010748505592346,0.6662389636039734,0.34672921895980835,0.20743919909000397,0.3174034655094147,0.20430970191955566
commercial,0.12070754915475845,0.1362752467393875,0.21107374131679535,0.23320558667182922,0.2718336582183838,0.2664448618888855,0.23088809847831726,0.19020667672157288,0.15291118621826172,0.2572329044342041,0.23051398992538452,0.21262484788894653,0.1291002631187439,0.1837369203567505,0.04216946288943291
usage,0.27315184473991394,0.24213121831417084,0.2117948979139328,0.22408480942249298,0.2160179316997528,0.12405586987733841,0.2724679112434387,0.2126663774251938,0.1973717361688614,0.3090202808380127,0.23839639127254486,0.2213008999824524,0.15841034054756165,0.25043782591819763,0.20954200625419617
",",0.3087472915649414,0.1804078221321106,0.4946078956127167,0.2264556586742401,0.20245449244976044,0.22260788083076477,0.3636029064655304,0.2231994867324829,0.34193792939186096,0.44245919585227966,0.4933079481124878,0.3022546172142029,0.22451449930667877,0.24487493932247162,0.31091248989105225
and,0.31309178471565247,0.16898801922798157,0.5116966962814331,0.24133789539337158,0.21148960292339325,0.24455034732818604,0.4309377074241638,0.27496716380119324,0.4032393991947174,0.48971283435821533,0.5171257257461548,0.29847630858421326,0.29001447558403015,0.2726690471172333,0.20544172823429108
the,0.42745697498321533,0.21819381415843964,0.733189046382904,0.23105813562870026,0.2245008647441864,0.22045251727104187,0.47635307908058167,0.2647338807582855,0.38423117995262146,0.535392165184021,1.0,0.34442198276519775,0.3097512125968933,0.3617299497127533,0.22068053483963013
ascendancy,0.18347163498401642,0.09465640038251877,0.32337021827697754,0.13140347599983215,0.16866876184940338,0.13714481890201569,0.19652369618415833,0.30983391404151917,0.14402660727500916,0.25981375575065613,0.34054845571517944,0.2979603111743927,0.17164066433906555,0.2979007363319397,0.13151909410953522
of,0.33290785551071167,0.18112817406654358,1.0,0.20239725708961487,0.17593856155872345,0.18961067497730255,0.4178851246833801,0.25273123383522034,0.32945773005485535,0.41548454761505127,0.733189046382904,0.30937549471855164,0.21726468205451965,0.2826060354709625,0.1826142966747284
steam,0.15672586858272552,0.2094206064939499,0.20239725708961487,1.0000001192092896,0.4903687536716461,0.1864473819732666,0.2003706395626068,0.35972869396209717,0.2005002498626709,0.22894427180290222,0.23105813562870026,0.24322280287742615,0.17203637957572937,0.2347051203250885,0.113324373960495
turbines,0.17412316799163818,0.21259790658950806,0.2403727024793625,0.5227647423744202,0.5360714197158813,0.27739018201828003,0.2035781443119049,0.46097153425216675,0.23788508772850037,0.27050408720970154,0.2202165722846985,0.21630370616912842,0.20386925339698792,0.20577530562877655,0.18342499434947968
in,0.30808621644973755,0.20604541897773743,0.5696388483047485,0.19852672517299652,0.18084456026554108,0.2542861998081207,0.41416558623313904,0.16666220128536224,0.3120773434638977,0.45010748505592346,0.6662389636039734,0.34672921895980835,0.20743919909000397,0.3174034655094147,0.20430970191955566
power,0.22216427326202393,0.09106644988059998,0.25273123383522034,0.35972869396209717,0.3073769509792328,0.11958412081003189,0.18401093780994415,1.0000001192092896,0.17929516732692719,0.27001675963401794,0.2647338807582855,0.1823132336139679,0.24901182949543,0.15483827888965607,0.15304024517536163
generation,0.1869358867406845,0.22990892827510834,0.23948384821414948,0.2492176592350006,0.20379313826560974,0.2627730965614319,0.2290399968624115,0.268250048160553,0.21098670363426208,0.21475549042224884,0.26573610305786133,0.25648701190948486,0.2858169674873352,0.261453777551651,0.18250396847724915
.,0.3567904531955719,0.23195341229438782,0.5352458953857422,0.22855372726917267,0.24894580245018005,0.2634154260158539,0.35404038429260254,0.2141435295343399,0.351434588432312,0.4645031690597534,0.5934505462646484,0.3224305212497711,0.2806432545185089,0.27413639426231384,0.4130953550338745
