,by,what,name,is,that,first,huguenot,church,known,today,?
of,0.3646814823150635,0.33290785551071167,0.24075818061828613,0.4854315221309662,0.41498205065727234,0.3536086082458496,0.29061198234558105,0.3079429268836975,0.35814476013183594,0.3291318118572235,0.1826142966747284
the,0.4408751428127289,0.42745697498321533,0.3171212375164032,0.5823672413825989,0.5473989248275757,0.49448907375335693,0.29557526111602783,0.23846197128295898,0.3624623417854309,0.35740926861763,0.22068053483963013
episcopal,0.15300418436527252,0.2335733026266098,0.17793028056621552,0.16667838394641876,0.20377299189567566,0.18802085518836975,0.4385749399662018,0.6002358794212341,0.13868820667266846,0.18152117729187012,0.22619661688804626
(,0.20696312189102173,0.2411840260028839,0.2706909477710724,0.35393038392066956,0.2264307141304016,0.2450505793094635,0.18252547085285187,0.17581534385681152,0.2843264043331146,0.226308673620224,0.40561532974243164
anglican,0.14610880613327026,0.17746756970882416,0.1758890450000763,0.22127680480480194,0.2074015736579895,0.11163369566202164,0.4050496220588684,0.6649542450904846,0.1773967742919922,0.2307015359401703,0.11877371370792389
),0.2151763141155243,0.26259949803352356,0.2638341188430786,0.37732169032096863,0.23478686809539795,0.27228695154190063,0.18730930984020233,0.1983546018600464,0.297453910112381,0.2661649286746979,0.42300865054130554
communion,0.1466790735721588,0.20635846257209778,0.1995161771774292,0.2566637098789215,0.2840602695941925,0.1572105884552002,0.40355706214904785,0.553836464881897,0.18011574447155,0.2656254470348358,0.17005951702594757
",",0.3680937886238098,0.3087472915649414,0.28145334124565125,0.4691906273365021,0.4137537479400635,0.34503069519996643,0.24752236902713776,0.2707274258136749,0.3604377806186676,0.3282252550125122,0.31091248989105225
and,0.4289871156215668,0.31309178471565247,0.21235932409763336,0.3859752118587494,0.4731321930885315,0.3167642652988434,0.2762077748775482,0.1976170688867569,0.3468935489654541,0.37503334879875183,0.20544172823429108
welcomes,0.16233579814434052,0.21446789801120758,0.1893157809972763,0.22458815574645996,0.1967056393623352,0.18895258009433746,0.3249782919883728,0.19305163621902466,0.0857105627655983,0.14812281727790833,0.266328901052475
francophone,0.20236030220985413,0.18835052847862244,0.14841265976428986,0.2182256132364273,0.17290854454040527,0.2324548214673996,0.342347651720047,0.22037973999977112,0.14120469987392426,0.24090753495693207,0.1809607893228531
new,0.25394493341445923,0.2130378633737564,0.19623230397701263,0.2208656519651413,0.29177987575531006,0.3283863663673401,0.20695649087429047,0.1963353157043457,0.16958647966384888,0.23333364725112915,0.14782847464084625
yorkers,0.23581735789775848,0.23196938633918762,0.08152594417333603,0.15648944675922394,0.259177029132843,0.20732766389846802,0.2662169933319092,0.20386643707752228,0.1342015117406845,0.22409437596797943,0.24447821080684662
from,0.3373257517814636,0.2737620174884796,0.2635002136230469,0.27355384826660156,0.3477667272090912,0.23348960280418396,0.1858682930469513,0.1894836276769638,0.18996182084083557,0.22722198069095612,0.19969791173934937
all,0.2944089472293854,0.41981086134910583,0.18820150196552277,0.2553904056549072,0.53305584192276,0.34243571758270264,0.21079708635807037,0.175497367978096,0.13808979094028473,0.3059876263141632,0.29575422406196594
over,0.29360154271125793,0.28007611632347107,0.1520776003599167,0.2159561663866043,0.3882925808429718,0.27581891417503357,0.2165478616952896,0.2156446874141693,0.24486365914344788,0.28935492038726807,0.25742942094802856
the,0.4408751428127289,0.42745697498321533,0.3171212375164032,0.5823672413825989,0.5473989248275757,0.49448907375335693,0.29557526111602783,0.23846197128295898,0.3624623417854309,0.35740926861763,0.22068053483963013
world,0.22306372225284576,0.21669597923755646,0.15153928101062775,0.24458536505699158,0.2972288429737091,0.31190985441207886,0.1958485245704651,0.12442360818386078,0.24694333970546722,0.27688682079315186,0.17579582333564758
.,0.3936232924461365,0.3567904531955719,0.24737101793289185,0.4569662809371948,0.4460422694683075,0.4345304071903229,0.2060975730419159,0.28898224234580994,0.283290296792984,0.30348071455955505,0.4130953550338745
