,which,network,broadcast,the,game,in,spanish,?
the,0.6521818041801453,0.27187061309814453,0.2713715434074402,1.0,0.285271555185318,0.6662389636039734,0.23213517665863037,0.22068053483963013
nfl,0.1353975087404251,0.31300151348114014,0.26023104786872864,0.15305201709270477,0.3143478333950043,0.12599408626556396,0.08393251150846481,0.10610254108905792
to,0.5345056653022766,0.25940340757369995,0.2326623648405075,0.535392165184021,0.2540906071662903,0.45010748505592346,0.18265971541404724,0.29463258385658264
be,0.476310670375824,0.21879678964614868,0.20571625232696533,0.4248143136501312,0.24152140319347382,0.3481820821762085,0.14931170642375946,0.3324260413646698
the,0.6521818041801453,0.27187061309814453,0.2713715434074402,1.0,0.285271555185318,0.6662389636039734,0.23213517665863037,0.22068053483963013
exclusive,0.3090191185474396,0.2375565767288208,0.25422632694244385,0.2746652066707611,0.2556222677230835,0.22319824993610382,0.10142046213150024,0.14308638870716095
spanish-language,0.30471208691596985,0.1830664426088333,0.18531714379787445,0.33175456523895264,0.22286508977413177,0.22875188291072845,0.7293947339057922,0.3208416700363159
broadcaster,0.17707239091396332,0.43449291586875916,0.7665559649467468,0.1970033198595047,0.2762388586997986,0.21398968994617462,0.19873589277267456,0.13187550008296967
of,0.5011631846427917,0.21800683438777924,0.20155203342437744,0.733189046382904,0.2298848181962967,0.5696388483047485,0.1623179167509079,0.1826142966747284
the,0.6521818041801453,0.27187061309814453,0.2713715434074402,1.0,0.285271555185318,0.6662389636039734,0.23213517665863037,0.22068053483963013
game,0.23652023077011108,0.2793661653995514,0.2862359285354614,0.285271555185318,0.9999998807907104,0.23986028134822845,0.18425396084785461,0.1829071193933487
",",0.3658004403114319,0.1932937651872635,0.24917922914028168,0.4933079481124878,0.2653886377811432,0.5201468467712402,0.2153884321451187,0.31091248989105225
marking,0.3267097771167755,0.09250567853450775,0.17019066214561462,0.3601176142692566,0.17582377791404724,0.2537159323692322,0.13009774684906006,0.12772339582443237
the,0.6521818041801453,0.27187061309814453,0.2713715434074402,1.0,0.285271555185318,0.6662389636039734,0.23213517665863037,0.22068053483963013
third,0.29048746824264526,0.1316571980714798,0.10768557339906693,0.4229298532009125,0.2511694133281708,0.3309578001499176,0.1242855042219162,0.15394791960716248
dedicated,0.259806752204895,0.13878649473190308,0.18904712796211243,0.2320098578929901,0.11363385617733002,0.20924530923366547,0.11378905922174454,0.12950462102890015
spanish-language,0.30471208691596985,0.1830664426088333,0.18531714379787445,0.33175456523895264,0.22286508977413177,0.22875188291072845,0.7293947339057922,0.3208416700363159
broadcast,0.26385819911956787,0.5386998653411865,1.0,0.2713715434074402,0.2862359285354614,0.26723843812942505,0.14674776792526245,0.15760008990764618
of,0.5011631846427917,0.21800683438777924,0.20155203342437744,0.733189046382904,0.2298848181962967,0.5696388483047485,0.1623179167509079,0.1826142966747284
the,0.6521818041801453,0.27187061309814453,0.2713715434074402,1.0,0.285271555185318,0.6662389636039734,0.23213517665863037,0.22068053483963013
super,0.25759580731391907,0.1618313491344452,0.1449931412935257,0.21959073841571808,0.3480181396007538,0.18576006591320038,0.14278285205364227,0.166326642036438
bowl,0.23468568921089172,0.1329011172056198,0.18237876892089844,0.21576224267482758,0.2413962334394455,0.17236235737800598,0.13489693403244019,0.21118052303791046
.,0.45942068099975586,0.23909442126750946,0.2280997633934021,0.5934505462646484,0.2581658959388733,0.5591574311256409,0.18907511234283447,0.4130953550338745
