,who,concluded,that,the,rising,income,inequality,gap,was,not,getting,better,?
that,0.45444270968437195,0.376585453748703,1.0,0.5473989248275757,0.2359437197446823,0.2627509534358978,0.3467824459075928,0.24178916215896606,0.33670201897621155,0.6600887179374695,0.3885533809661865,0.3591441810131073,0.32716336846351624
the,0.3733934462070465,0.3024786412715912,0.5473989248275757,1.0,0.34945452213287354,0.23699946701526642,0.23508106172084808,0.27986636757850647,0.48711544275283813,0.4310511648654938,0.2930673360824585,0.2113795131444931,0.22068053483963013
widening,0.07119674980640411,0.15626175701618195,0.34657061100006104,0.3781015872955322,0.3337445855140686,0.2858765721321106,0.29357069730758667,0.28731751441955566,0.15109747648239136,0.2978140115737915,0.38759273290634155,0.17430512607097626,0.15005940198898315
disparity,0.2411910891532898,0.340229332447052,0.4146572947502136,0.28894439339637756,0.23846836388111115,0.3581923544406891,0.5129966139793396,0.19095534086227417,0.13301195204257965,0.38306692242622375,0.2759447991847992,0.2399260550737381,0.2772253155708313
between,0.20718061923980713,0.2604680359363556,0.299440860748291,0.39067012071609497,0.23471112549304962,0.22600169479846954,0.29772037267684937,0.30844828486442566,0.24048170447349548,0.18732105195522308,0.19966478645801544,0.1394982486963272,0.12887074053287506
the,0.3733934462070465,0.3024786412715912,0.5473989248275757,1.0,0.34945452213287354,0.23699946701526642,0.23508106172084808,0.27986636757850647,0.48711544275283813,0.4310511648654938,0.2930673360824585,0.2113795131444931,0.22068053483963013
u.s.,0.19341465830802917,-0.012390959076583385,0.006652553100138903,0.06592652946710587,-0.039688657969236374,0.013417141512036324,-0.07409922778606415,0.03550117835402489,0.06837434321641922,0.07010660320520401,0.14514268934726715,0.03889724984765053,0.07886100560426712
's,0.05599616840481758,-0.027557218447327614,0.04397977516055107,-0.01540423184633255,-0.04362783581018448,-0.006451981142163277,-0.0032307563815265894,-0.05353022739291191,0.008974763564765453,0.002583299996331334,-0.043198853731155396,0.06539846956729889,-0.023395681753754616
wealthiest,0.3876049816608429,0.1116391122341156,0.2336714118719101,0.3305174708366394,0.21846140921115875,0.45115819573402405,0.31697195768356323,0.15625038743019104,0.2865244746208191,0.1780572235584259,0.16558301448822021,0.19355714321136475,0.15221920609474182
citizens,0.3253309428691864,0.17203155159950256,0.21861132979393005,0.29208630323410034,0.15112973749637604,0.3653092682361603,0.35252946615219116,0.08989708870649338,0.2462056279182434,0.26630648970603943,0.1651017814874649,0.08504437655210495,0.14885954558849335
and,0.41279885172843933,0.20419281721115112,0.4731321930885315,0.5171257257461548,0.2786417007446289,0.2518245577812195,0.2590520679950714,0.23067711293697357,0.3740963041782379,0.39099299907684326,0.32539379596710205,0.3038354516029358,0.20544172823429108
the,0.3733934462070465,0.3024786412715912,0.5473989248275757,1.0,0.34945452213287354,0.23699946701526642,0.23508106172084808,0.27986636757850647,0.48711544275283813,0.4310511648654938,0.2930673360824585,0.2113795131444931,0.22068053483963013
rest,0.23655016720294952,0.2073807269334793,0.3498731553554535,0.41330549120903015,0.1737697571516037,0.20565249025821686,0.1886676400899887,0.2188493013381958,0.22034120559692383,0.3349107801914215,0.3315082788467407,0.22177866101264954,0.1725541204214096
of,0.2827862501144409,0.29793640971183777,0.41498205065727234,0.733189046382904,0.27970030903816223,0.2581324577331543,0.27910974621772766,0.2172139286994934,0.4069072902202606,0.3307090103626251,0.24251262843608856,0.18950162827968597,0.1826142966747284
the,0.3733934462070465,0.3024786412715912,0.5473989248275757,1.0,0.34945452213287354,0.23699946701526642,0.23508106172084808,0.27986636757850647,0.48711544275283813,0.4310511648654938,0.2930673360824585,0.2113795131444931,0.22068053483963013
nation,0.23936018347740173,0.17776942253112793,0.24967946112155914,0.39486879110336304,0.21795205771923065,0.26228752732276917,0.33365780115127563,0.1870882362127304,0.26869508624076843,0.27543187141418457,0.17379385232925415,0.15065209567546844,0.17865248024463654
had,0.36173108220100403,0.34748250246047974,0.4407361149787903,0.3875846862792969,0.2540363073348999,0.21663664281368256,0.19118130207061768,0.20540878176689148,0.5927209258079529,0.3714721202850342,0.35376662015914917,0.2658165991306305,0.20728366076946259
slowed,0.11061695963144302,0.28816094994544983,0.3209144175052643,0.313388854265213,0.2965035140514374,0.1248282939195633,0.17759008705615997,0.16881607472896576,0.2605621814727783,0.25974082946777344,0.3345889449119568,0.20881062746047974,0.10585252940654755
its,0.1326070874929428,0.23301976919174194,0.416561484336853,0.559237003326416,0.2658836245536804,0.1600693166255951,0.20042453706264496,0.24606400728225708,0.3518870174884796,0.29187723994255066,0.20152230560779572,0.16981340944766998,0.15103481709957123
recovery,0.07459340989589691,0.3266962468624115,0.26089438796043396,0.2886691391468048,0.23097753524780273,0.21863248944282532,0.20774661004543304,0.18416717648506165,0.195930615067482,0.2589002847671509,0.34309810400009155,0.1852327585220337,0.11030710488557816
from,0.27839982509613037,0.2248123586177826,0.3477667272090912,0.40150508284568787,0.19972088932991028,0.17458222806453705,0.06381086260080338,0.1334429681301117,0.31171464920043945,0.2567668557167053,0.3234693706035614,0.18912142515182495,0.19969791173934937
the,0.3733934462070465,0.3024786412715912,0.5473989248275757,1.0,0.34945452213287354,0.23699946701526642,0.23508106172084808,0.27986636757850647,0.48711544275283813,0.4310511648654938,0.2930673360824585,0.2113795131444931,0.22068053483963013
2008-2009,0.02188277058303356,-0.1877397894859314,-0.22849152982234955,-0.030424339696764946,-0.02221708931028843,-0.08795642107725143,-0.0654289722442627,-0.15080700814723969,0.09601349383592606,-0.15808223187923431,-0.17702102661132812,-0.1336846500635147,-0.11141005158424377
recession,0.1401827484369278,0.3156895637512207,0.32766178250312805,0.3396528363227844,0.35871925950050354,0.3156256079673767,0.32058754563331604,0.19076275825500488,0.28269529342651367,0.28305020928382874,0.29825153946876526,0.19873233139514923,0.11054877191781998
and,0.41279885172843933,0.20419281721115112,0.4731321930885315,0.5171257257461548,0.2786417007446289,0.2518245577812195,0.2590520679950714,0.23067711293697357,0.3740963041782379,0.39099299907684326,0.32539379596710205,0.3038354516029358,0.20544172823429108
made,0.2576322853565216,0.26037195324897766,0.3437977731227875,0.3885267674922943,0.16039419174194336,0.14025071263313293,0.14685508608818054,0.08504068106412888,0.3433256447315216,0.35529249906539917,0.1981441229581833,0.19690877199172974,0.17218779027462006
it,0.2868398427963257,0.1680341362953186,0.5921133160591125,0.6251175999641418,0.21120630204677582,0.17110911011695862,0.1806231439113617,0.19969838857650757,0.4577186405658722,0.4651523232460022,0.2819429934024811,0.2868439853191376,0.25732165575027466
more,0.31567877531051636,0.28521379828453064,0.4813884496688843,0.39758381247520447,0.2456287294626236,0.2241504192352295,0.2623436152935028,0.15857937932014465,0.21525104343891144,0.4605548083782196,0.3784554898738861,0.4409532845020294,0.27894994616508484
prone,0.1977500021457672,0.2181808203458786,0.31705307960510254,0.21115435659885406,0.2397589236497879,0.2743530869483948,0.2576121389865875,0.1574430763721466,0.08593356609344482,0.33593085408210754,0.3758489191532135,0.33173614740371704,0.19483062624931335
to,0.42656609416007996,0.270562082529068,0.5436353087425232,0.535392165184021,0.21663394570350647,0.27188464999198914,0.24361056089401245,0.22861579060554504,0.3636345863342285,0.5149973034858704,0.37584787607192993,0.29406851530075073,0.29463258385658264
boom-and-bust,0.34582287073135376,0.2442023903131485,0.32708045840263367,0.3664504587650299,0.2948035001754761,0.301939457654953,0.2494203895330429,0.2627405822277069,0.33413925766944885,0.296808123588562,0.2592680752277374,0.258228063583374,0.2771144211292267
cycles,0.15283827483654022,0.198563814163208,0.28841379284858704,0.2874864637851715,0.184927836060524,0.19769752025604248,0.1960563361644745,0.1527106910943985,0.14252914488315582,0.26017147302627563,0.2181270867586136,0.1776774823665619,0.10661901533603668
.,0.3541337847709656,0.20908193290233612,0.4460422694683075,0.5934505462646484,0.24651499092578888,0.26448529958724976,0.22563500702381134,0.17168964445590973,0.40146201848983765,0.4824007451534271,0.33020880818367004,0.2761487066745758,0.4130953550338745
