,after,reopening,",",where,will,the,art,pieces,be,located,after,restoration,?
on,0.39330315589904785,0.25828835368156433,0.49057599902153015,0.37630224227905273,0.3240351676940918,0.5107308030128479,0.1585155427455902,0.21964214742183685,0.37900757789611816,0.22447186708450317,0.39330315589904785,0.21327432990074158,0.2714994251728058
the,0.4565047025680542,0.33731117844581604,0.4933079481124878,0.5003893971443176,0.3635469079017639,1.0,0.20297785103321075,0.2676405906677246,0.4248143136501312,0.407527357339859,0.4565047025680542,0.3766564130783081,0.22068053483963013
east,0.19889187812805176,0.21245919167995453,0.319791704416275,0.28155818581581116,0.1374012976884842,0.3383176326751709,0.1746879369020462,0.18135575950145721,0.1417342573404312,0.35773882269859314,0.19889187812805176,0.22479109466075897,0.10070597380399704
side,0.19235624372959137,0.17396138608455658,0.24522119760513306,0.28958743810653687,0.2845790982246399,0.37146830558776855,0.12093007564544678,0.18042650818824768,0.25251397490501404,0.27094948291778564,0.19235624372959137,0.17047134041786194,0.07831130921840668
of,0.3867455720901489,0.23268446326255798,0.4946078956127167,0.38066378235816956,0.2473582625389099,0.733189046382904,0.22648051381111145,0.2685854732990265,0.33904364705085754,0.32520920038223267,0.3867455720901489,0.3782297372817993,0.1826142966747284
the,0.4565047025680542,0.33731117844581604,0.4933079481124878,0.5003893971443176,0.3635469079017639,1.0,0.20297785103321075,0.2676405906677246,0.4248143136501312,0.407527357339859,0.4565047025680542,0.3766564130783081,0.22068053483963013
street,0.20836135745048523,0.2881011962890625,0.22759395837783813,0.2266174852848053,0.18250466883182526,0.20947860181331635,0.25852036476135254,0.1802852898836136,0.1420956701040268,0.2203429490327835,0.20836135745048523,0.2083873599767685,0.07315441966056824
),0.24162524938583374,0.18777740001678467,0.63033527135849,0.20711064338684082,0.24492529034614563,0.3456730246543884,0.1455603688955307,0.08964478224515915,0.24578070640563965,0.19755883514881134,0.24162524938583374,0.24552883207798004,0.42300865054130554
to,0.37890323996543884,0.2740299105644226,0.44245919585227966,0.47735077142715454,0.5091033577919006,0.535392165184021,0.22068513929843903,0.24752360582351685,0.4972836375236511,0.20850814878940582,0.37890323996543884,0.23322175443172455,0.29463258385658264
continue,0.29654523730278015,0.3019266128540039,0.3163892924785614,0.22756919264793396,0.446509450674057,0.28966447710990906,0.12096603214740753,0.16418686509132385,0.3588188588619232,0.11027578264474869,0.29654523730278015,0.2316526174545288,0.23903685808181763
with,0.33843478560447693,0.17069967091083527,0.4120737314224243,0.4142743945121765,0.33888739347457886,0.4223487675189972,0.13893495500087738,0.2895517647266388,0.36101722717285156,0.12990716099739075,0.33843478560447693,0.14988000690937042,0.2433311939239502
the,0.4565047025680542,0.33731117844581604,0.4933079481124878,0.5003893971443176,0.3635469079017639,1.0,0.20297785103321075,0.2676405906677246,0.4248143136501312,0.407527357339859,0.4565047025680542,0.3766564130783081,0.22068053483963013
pedestrian,0.051060911267995834,0.3772478699684143,0.17570722103118896,0.22613146901130676,0.18732762336730957,0.2353980541229248,0.23569686710834503,0.09480631351470947,0.216923326253891,0.2514793276786804,0.051060911267995834,0.28330978751182556,0.12928085029125214
friendly,0.14461839199066162,0.0922330915927887,0.2270747423171997,0.17716874182224274,0.20393992960453033,0.18394148349761963,0.10371585190296173,0.07680314034223557,0.2209087610244751,0.1455722451210022,0.14461839199066162,0.1050480455160141,0.2218340039253235
environment,0.13598378002643585,0.18359127640724182,0.2742449939250946,0.2188536524772644,0.28619691729545593,0.25819888710975647,0.14712676405906677,0.10346997529268265,0.2868114411830902,0.1817549765110016,0.13598378002643585,0.2073642611503601,0.19478057324886322
of,0.3867455720901489,0.23268446326255798,0.4946078956127167,0.38066378235816956,0.2473582625389099,0.733189046382904,0.22648051381111145,0.2685854732990265,0.33904364705085754,0.32520920038223267,0.3867455720901489,0.3782297372817993,0.1826142966747284
the,0.4565047025680542,0.33731117844581604,0.4933079481124878,0.5003893971443176,0.3635469079017639,1.0,0.20297785103321075,0.2676405906677246,0.4248143136501312,0.407527357339859,0.4565047025680542,0.3766564130783081,0.22068053483963013
district,0.17999887466430664,0.15910843014717102,0.25852543115615845,0.23424647748470306,0.09521637856960297,0.2690705955028534,0.11678256094455719,0.09389703720808029,0.14100562036037445,0.33509042859077454,0.17999887466430664,0.19435451924800873,0.06725285202264786
.,0.35870397090911865,0.2712869644165039,0.6812511086463928,0.41390106081962585,0.33682769536972046,0.5934505462646484,0.21795564889907837,0.23539015650749207,0.4383580684661865,0.28226932883262634,0.35870397090911865,0.2780206799507141,0.4130953550338745
