,what,is,lower,in,countries,with,more,inequality,for,the,top,21,industrialized,countries,?
lower,0.20079238712787628,0.20806168019771576,1.0,0.27455443143844604,0.11025762557983398,0.1784515678882599,0.2488173395395279,0.260497123003006,0.15945355594158173,0.3463275134563446,0.2346801608800888,-0.044731758534908295,0.22912752628326416,0.11025762557983398,0.08471795171499252
in,0.30808621644973755,0.5394441485404968,0.27455443143844604,1.0,0.3027990758419037,0.4080928862094879,0.32563260197639465,0.19402410089969635,0.4322226941585541,0.6662389636039734,0.2235720455646515,0.09147433191537857,0.33441880345344543,0.3027990758419037,0.20430970191955566
more,0.3484537899494171,0.2946030795574188,0.2488173395395279,0.32563260197639465,0.28580373525619507,0.3535402715206146,1.0,0.2623436152935028,0.3891189992427826,0.39758381247520447,0.2007104605436325,-0.0651913657784462,0.2701387107372284,0.28580373525619507,0.27894994616508484
unequal,0.269809365272522,0.17976313829421997,0.28012049198150635,0.20445258915424347,0.30577871203422546,0.2666374742984772,0.3063061535358429,0.6400682926177979,0.2515409588813782,0.2615147829055786,0.1320110261440277,-0.09498316794633865,0.28577354550361633,0.30577871203422546,0.13482573628425598
countries,0.22319257259368896,0.254234254360199,0.11025762557983398,0.3027990758419037,0.9999999403953552,0.33792537450790405,0.28580373525619507,0.2820434868335724,0.299202024936676,0.33290645480155945,0.19444583356380463,0.058922749012708664,0.38672319054603577,0.9999999403953552,0.15128466486930847
(,0.2411840260028839,0.35393038392066956,0.18077315390110016,0.3087427020072937,0.15407808125019073,0.29503780603408813,0.20831379294395447,0.1679764688014984,0.3357032239437103,0.33289089798927307,0.18587446212768555,0.08301398158073425,0.16832268238067627,0.15407808125019073,0.40561532974243164
r,0.14495669305324554,0.16748011112213135,0.09247545897960663,0.15392769873142242,0.08259420096874237,0.13809478282928467,0.09416993707418442,0.16326884925365448,0.1767217516899109,0.1519533395767212,0.12904901802539825,-0.02206425741314888,0.18684251606464386,0.08259420096874237,0.16570481657981873
=,0.07829900085926056,-0.046662431210279465,-0.07075508683919907,-0.08381625264883041,0.007916592992842197,0.018302351236343384,0.016540100798010826,-0.022040266543626785,-0.04357342794537544,-0.01352626271545887,-0.04196004942059517,-0.020415285602211952,-0.1044459417462349,0.007916592992842197,-0.005643122363835573
-.907,0.13907432556152344,0.10339447110891342,0.001292852102778852,-0.03464481607079506,-0.09538216143846512,0.06915799528360367,0.06749207526445389,0.020411988720297813,0.05352717638015747,-0.00819464586675167,-0.010761222802102566,-0.1623053401708603,-0.07073524594306946,-0.09538216143846512,0.2522471249103546
),0.26259949803352356,0.37732169032096863,0.19089847803115845,0.3326910734176636,0.15248970687389374,0.3069596290588379,0.23179085552692413,0.16527613997459412,0.3639558255672455,0.3456730246543884,0.1905946135520935,0.10184979438781738,0.18008749186992645,0.15248970687389374,0.42300865054130554
.,0.3567904531955719,0.4569662809371948,0.24347278475761414,0.5591574311256409,0.27938392758369446,0.4446153938770294,0.4070230722427368,0.22563500702381134,0.4726039469242096,0.5934505462646484,0.3064132034778595,0.09064185619354248,0.28179144859313965,0.27938392758369446,0.4130953550338745
