,what,is,thought,to,have,happened,to,the,y.,pestis,that,caused,the,black,death,?
europe,0.17179538309574127,0.20961034297943115,0.26119598746299744,0.24889446794986725,0.2433963268995285,0.1913357824087143,0.24889446794986725,0.34463706612586975,-0.0973181203007698,0.22805875539779663,0.23799441754817963,0.13499964773654938,0.34463706612586975,0.21574854850769043,0.13585270941257477,0.18278923630714417
was,0.22111038863658905,0.5810302495956421,0.42560186982154846,0.3636345863342285,0.2863433063030243,0.36671528220176697,0.3636345863342285,0.48711544275283813,-0.1864357441663742,0.19139879941940308,0.33670201897621155,0.25113144516944885,0.48711544275283813,0.1419273465871811,0.28516459465026855,0.18412111699581146
caused,0.22264783084392548,0.16288428008556366,0.3202345073223114,0.2414499819278717,0.3129173517227173,0.4673246145248413,0.2414499819278717,0.24990202486515045,-0.012384232133626938,0.3284347653388977,0.33201703429222107,1.0000001192092896,0.24990202486515045,0.10008903592824936,0.2360229641199112,0.20679491758346558
by,0.2455483376979828,0.3899846076965332,0.30952954292297363,0.33534231781959534,0.3359639644622803,0.18945316970348358,0.33534231781959534,0.4408751428127289,0.02716606855392456,0.2306092530488968,0.37496164441108704,0.30491310358047485,0.4408751428127289,0.1966358721256256,0.23285827040672302,0.17966607213020325
a,0.3320399522781372,0.658733606338501,0.3342154324054718,0.45503583550453186,0.338716596364975,0.2774496078491211,0.45503583550453186,0.5829201340675354,0.03283028304576874,0.1855652928352356,0.47537946701049805,0.22472180426120758,0.5829201340675354,0.23173153400421143,0.16249743103981018,0.23916715383529663
variant,0.10867448151111603,0.22822467982769012,0.14500677585601807,0.13884350657463074,0.17712797224521637,0.113308385014534,0.13884350657463074,0.13544104993343353,0.14717908203601837,0.20658574998378754,0.18169349431991577,0.11471032351255417,0.13544104993343353,0.08660189062356949,0.10150850564241409,0.17448770999908447
of,0.33290785551071167,0.4854315221309662,0.34673458337783813,0.41548454761505127,0.3802283704280853,0.30501094460487366,0.41548454761505127,0.733189046382904,0.013823704794049263,0.19618989527225494,0.41498205065727234,0.29665443301200867,0.733189046382904,0.23966942727565765,0.23778599500656128,0.1826142966747284
y.,0.06674016267061234,0.03119523450732231,-0.1321345418691635,0.06021231412887573,0.011400561779737473,-0.10363994538784027,0.06021231412887573,-0.0005152968224138021,1.0,0.008903087116777897,0.032847706228494644,-0.012384232133626938,-0.0005152968224138021,-0.08199706673622131,-0.015693578869104385,0.14909613132476807
pestis,0.20065881311893463,0.15601052343845367,0.25360268354415894,0.20381589233875275,0.2559391260147095,0.13276714086532593,0.20381589233875275,0.23376873135566711,0.008903087116777897,1.0000001192092896,0.2785785496234894,0.3284347653388977,0.23376873135566711,0.18916335701942444,0.2285131812095642,0.2471543848514557
that,0.6297725439071655,0.3995479643344879,0.520185112953186,0.5436353087425232,0.6182622313499451,0.4226365387439728,0.5436353087425232,0.5473989248275757,0.032847706228494644,0.2785785496234894,1.0,0.33201703429222107,0.5473989248275757,0.22347763180732727,0.25607815384864807,0.32716336846351624
may,0.25739946961402893,0.322792649269104,0.2999143600463867,0.391582727432251,0.35194188356399536,0.26549553871154785,0.391582727432251,0.2694292366504669,0.027826687321066856,0.23274876177310944,0.4234136641025543,0.2750105857849121,0.2694292366504669,0.13265103101730347,0.19513237476348877,0.2768254578113556
no,0.339326947927475,0.19581134617328644,0.26559263467788696,0.30015695095062256,0.38691386580467224,0.2360965758562088,0.30015695095062256,0.3461136817932129,0.1713804006576538,0.1966513693332672,0.41830796003341675,0.20098643004894257,0.3461136817932129,0.15337900817394257,0.1353447586297989,0.32165053486824036
longer,0.3188037574291229,0.2545848786830902,0.293017715215683,0.3737102746963501,0.4194752871990204,0.21273431181907654,0.3737102746963501,0.361417293548584,0.07762076705694199,0.21366067230701447,0.46486276388168335,0.14141085743904114,0.361417293548584,0.12088190764188766,0.15168970823287964,0.24416615068912506
exist,0.3340267241001129,0.24373944103717804,0.2619199752807617,0.2506487965583801,0.4638937711715698,0.26640182733535767,0.2506487965583801,0.3024537265300751,0.17588619887828827,0.161185622215271,0.42369726300239563,0.15931454300880432,0.3024537265300751,0.11546530574560165,0.16720464825630188,0.28923845291137695
.,0.3567904531955719,0.4569662809371948,0.3521888852119446,0.4645031690597534,0.41614407300949097,0.29012542963027954,0.4645031690597534,0.5934505462646484,0.034963399171829224,0.2792564034461975,0.4460422694683075,0.2413787543773651,0.5934505462646484,0.24577875435352325,0.24631039798259735,0.4130953550338745
'',0.08143015950918198,0.0793738141655922,0.0635923370718956,-0.009905828163027763,0.0312618687748909,-0.006055272184312344,-0.009905828163027763,0.041273195296525955,0.07546242326498032,-0.05151203274726868,0.007880004122853279,-0.027815572917461395,0.041273195296525955,0.024277575314044952,-0.04736875370144844,0.018684765323996544
