,in,1500,ad,how,many,people,were,believed,to,have,lived,in,the,amazon,region,?
region,0.3524819314479828,-0.008949070237576962,0.18162624537944794,0.15155482292175293,0.17234529554843903,0.3089559078216553,0.16843447089195251,0.18588529527187347,0.24118299782276154,0.191070094704628,0.2685544192790985,0.3524819314479828,0.35020557045936584,0.18148772418498993,1.0,0.13441751897335052
in,1.0,-0.03018064983189106,0.1957923024892807,0.2601168751716614,0.41474202275276184,0.39605680108070374,0.3815755248069763,0.2605416774749756,0.45010748505592346,0.36843645572662354,0.3669787347316742,1.0,0.6662389636039734,0.12227833271026611,0.3524819314479828,0.20430970191955566
ad,0.1957923024892807,0.04835472255945206,1.0,0.11213856190443039,0.11962909996509552,0.16909490525722504,0.1702962964773178,0.19391272962093353,0.1555420160293579,0.19166818261146545,0.2194945067167282,0.1957923024892807,0.24233382940292358,0.09995925426483154,0.18162624537944794,0.20824462175369263
1500,-0.03018064983189106,0.9999999403953552,0.04835472255945206,-0.05361149460077286,-0.09879012405872345,-0.01071864552795887,-0.14482565224170685,-0.05917342007160187,0.041294366121292114,-0.021028418093919754,-0.040746912360191345,-0.03018064983189106,-0.03235486149787903,-0.044794052839279175,-0.008949070237576962,0.08418000489473343
",",0.5201468467712402,0.04648949205875397,0.21154692769050598,0.22659391164779663,0.40610817074775696,0.36644625663757324,0.36755475401878357,0.2386300414800644,0.44245919585227966,0.3541618287563324,0.32840919494628906,0.5201468467712402,0.4933079481124878,0.2214922308921814,0.2119160145521164,0.31091248989105225
divided,0.29514673352241516,-0.058128684759140015,0.11123909056186676,0.1862497329711914,0.21604293584823608,0.16932210326194763,0.23896059393882751,0.13638634979724884,0.17007847130298615,0.252825528383255,0.17810016870498657,0.29514673352241516,0.34601110219955444,0.12280678749084473,0.22551266849040985,0.10190024226903915
between,0.41100412607192993,0.032791879028081894,0.1907125860452652,0.2747800648212433,0.29423660039901733,0.20159919559955597,0.27047741413116455,0.22242337465286255,0.3639189600944519,0.3203330636024475,0.19614073634147644,0.41100412607192993,0.39067012071609497,0.12149064987897873,0.1942082941532135,0.12887074053287506
dense,0.20027339458465576,-0.006572396960109472,0.07630196213722229,0.17641837894916534,0.2405768781900406,0.21921159327030182,0.20645198225975037,0.22814705967903137,0.2475864589214325,0.30887481570243835,0.24404551088809967,0.20027339458465576,0.2397867739200592,0.26211369037628174,0.24341775476932526,0.10843625664710999
coastal,0.2924878001213074,0.030368845909833908,0.13282008469104767,0.12642864882946014,0.26683926582336426,0.2982795238494873,0.2672167420387268,0.1453557163476944,0.18494710326194763,0.20162180066108704,0.21305780112743378,0.2924878001213074,0.2718130946159363,0.1962423473596573,0.33082419633865356,0.13777320086956024
settlements,0.31333258748054504,0.0011801900109276175,0.21516908705234528,0.1181691363453865,0.2094334363937378,0.4175792634487152,0.2645201086997986,0.1380084902048111,0.25245407223701477,0.2258450835943222,0.3239433467388153,0.31333258748054504,0.24227768182754517,0.09027209132909775,0.3468533456325531,0.1671062707901001
",",0.5201468467712402,0.04648949205875397,0.21154692769050598,0.22659391164779663,0.40610817074775696,0.36644625663757324,0.36755475401878357,0.2386300414800644,0.44245919585227966,0.3541618287563324,0.32840919494628906,0.5201468467712402,0.4933079481124878,0.2214922308921814,0.2119160145521164,0.31091248989105225
such,0.2704046070575714,-0.08816594630479813,0.10108990222215652,0.307365357875824,0.5649948120117188,0.2260056734085083,0.2970055043697357,0.20951882004737854,0.2871878743171692,0.42997312545776367,0.12855751812458038,0.2704046070575714,0.3575236201286316,0.18115593492984772,0.07649353891611099,0.17851735651493073
as,0.3887844979763031,-0.08870381116867065,0.14792682230472565,0.33782753348350525,0.4070141911506653,0.15704652667045593,0.3025437891483307,0.21480624377727509,0.42092081904411316,0.37788212299346924,0.22559787333011627,0.3887844979763031,0.48381632566452026,0.1877562403678894,0.17285758256912231,0.27043893933296204
that,0.435920387506485,-0.10168084502220154,0.22409899532794952,0.557814359664917,0.5391656160354614,0.3621441423892975,0.35517072677612305,0.4644409120082855,0.5436353087425232,0.6182622313499451,0.20805399119853973,0.435920387506485,0.5473989248275757,0.2228476107120514,0.20183102786540985,0.32716336846351624
at,0.4374977946281433,0.004157002549618483,0.14298133552074432,0.2154216170310974,0.2716965675354004,0.2582513391971588,0.2947486639022827,0.21055130660533905,0.36524343490600586,0.29004791378974915,0.24497751891613007,0.4374977946281433,0.457212895154953,0.1615314781665802,0.15165263414382935,0.21978627145290375
marajó,0.26147955656051636,0.00909107830375433,0.09421553462743759,0.12516966462135315,0.20562082529067993,0.215558722615242,0.21769943833351135,0.1700476109981537,0.2566845715045929,0.13954660296440125,0.18215063214302063,0.26147955656051636,0.2761765420436859,0.25700777769088745,0.20230016112327576,0.19285932183265686
",",0.5201468467712402,0.04648949205875397,0.21154692769050598,0.22659391164779663,0.40610817074775696,0.36644625663757324,0.36755475401878357,0.2386300414800644,0.44245919585227966,0.3541618287563324,0.32840919494628906,0.5201468467712402,0.4933079481124878,0.2214922308921814,0.2119160145521164,0.31091248989105225
and,0.4954058527946472,0.006659659557044506,0.1829509735107422,0.33647966384887695,0.5296266674995422,0.3016039729118347,0.42175528407096863,0.280531644821167,0.48971283435821533,0.4711785912513733,0.21143336594104767,0.4954058527946472,0.5171257257461548,0.23464977741241455,0.2372262328863144,0.20544172823429108
inland,0.24078893661499023,-0.03130678832530975,0.10553044825792313,0.12356965243816376,0.2676360309123993,0.2654462158679962,0.24853931367397308,0.20032106339931488,0.26499468088150024,0.19900311529636383,0.252373605966568,0.24078893661499023,0.28756555914878845,0.27776065468788147,0.30254507064819336,0.1506642997264862
dwellers,0.18632467091083527,-0.024227270856499672,0.15689732134342194,0.21969594061374664,0.341951847076416,0.36186501383781433,0.3049464821815491,0.2893543243408203,0.2965072691440582,0.3287612497806549,0.2617647647857666,0.18632467091083527,0.24929049611091614,0.2505490183830261,0.14122149348258972,0.19107772409915924
.,0.5591574311256409,0.0046972124837338924,0.2654629051685333,0.3287222981452942,0.3974229395389557,0.33118996024131775,0.3378238379955292,0.26106974482536316,0.4645031690597534,0.41614407300949097,0.31328970193862915,0.5591574311256409,0.5934505462646484,0.262887567281723,0.2506107687950134,0.4130953550338745
,in,1500,ad,how,many,people,were,believed,to,have,lived,in,the,amazon,region,?
however,0.3982149362564087,-0.10682081431150436,0.13542144000530243,0.45072782039642334,0.5381983518600464,0.2839839458465576,0.4428504705429077,0.45400577783584595,0.5474119186401367,0.5919817090034485,0.19228990375995636,0.3982149362564087,0.49814513325691223,0.21224848926067352,0.17743949592113495,0.2152075469493866
",",0.5201468467712402,0.04648949205875397,0.21154692769050598,0.22659391164779663,0.40610817074775696,0.36644625663757324,0.36755475401878357,0.2386300414800644,0.44245919585227966,0.3541618287563324,0.32840919494628906,0.5201468467712402,0.4933079481124878,0.2214922308921814,0.2119160145521164,0.31091248989105225
recent,0.2857761085033417,-0.006976512726396322,0.15549330413341522,0.2783147990703583,0.38218390941619873,0.19410443305969238,0.3106289803981781,0.1770981252193451,0.31205716729164124,0.431756854057312,0.12311180680990219,0.2857761085033417,0.31046223640441895,0.10917449742555618,0.1346864253282547,0.2544887959957123
anthropological,0.2155284285545349,0.00953811127692461,0.08327975124120712,0.2225005328655243,0.24492819607257843,0.23695607483386993,0.214772030711174,0.2746906876564026,0.25259870290756226,0.2569303810596466,0.27407652139663696,0.2155284285545349,0.20837841928005219,0.18622398376464844,0.21783794462680817,0.1656201332807541
findings,0.2707597017288208,0.02784096449613571,0.19238127768039703,0.3389943242073059,0.30221450328826904,0.21972346305847168,0.23994624614715576,0.2835067808628082,0.30011293292045593,0.35239848494529724,0.10658510029315948,0.2707597017288208,0.2911088168621063,0.12527045607566833,0.21856212615966797,0.16064861416816711
have,0.36843645572662354,-0.021028418093919754,0.19166818261146545,0.4370637536048889,0.5841760635375977,0.3380994498729706,0.5193349123001099,0.37452754378318787,0.4544740617275238,0.9999999403953552,0.21160787343978882,0.36843645572662354,0.40389683842658997,0.20372521877288818,0.191070094704628,0.32991164922714233
suggested,0.23595884442329407,-0.04031776264309883,0.11581245809793472,0.29802417755126953,0.243696928024292,0.13249893486499786,0.22960101068019867,0.44995155930519104,0.32327648997306824,0.4176768660545349,0.2059267908334732,0.23595884442329407,0.28443726897239685,0.16982696950435638,0.08586913347244263,0.2549840807914734
that,0.435920387506485,-0.10168084502220154,0.22409899532794952,0.557814359664917,0.5391656160354614,0.3621441423892975,0.35517072677612305,0.4644409120082855,0.5436353087425232,0.6182622313499451,0.20805399119853973,0.435920387506485,0.5473989248275757,0.2228476107120514,0.20183102786540985,0.32716336846351624
the,0.6662389636039734,-0.03235486149787903,0.24233382940292358,0.33890387415885925,0.4335206151008606,0.36838498711586,0.3906462490558624,0.324635773897171,0.535392165184021,0.40389683842658997,0.2897515296936035,0.6662389636039734,1.0,0.260541707277298,0.35020557045936584,0.22068053483963013
region,0.3524819314479828,-0.008949070237576962,0.18162624537944794,0.15155482292175293,0.17234529554843903,0.3089559078216553,0.16843447089195251,0.18588529527187347,0.24118299782276154,0.191070094704628,0.2685544192790985,0.3524819314479828,0.35020557045936584,0.18148772418498993,1.0,0.13441751897335052
was,0.45514053106307983,-0.1083916649222374,0.22054366767406464,0.16678167879581451,0.260356068611145,0.2518421411514282,0.590133786201477,0.3758357763290405,0.3636345863342285,0.2863433063030243,0.3715285658836365,0.45514053106307983,0.48711544275283813,0.14616160094738007,0.19296804070472717,0.18412111699581146
actually,0.3058476448059082,-0.06155717000365257,0.22446373105049133,0.4803959131240845,0.3707897365093231,0.29689332842826843,0.28602907061576843,0.34227561950683594,0.4543284475803375,0.497354120016098,0.1891002207994461,0.3058476448059082,0.39964747428894043,0.17940975725650787,0.1349051594734192,0.36036357283592224
densely,0.3320384919643402,-0.015155235305428505,0.06617549061775208,0.15072694420814514,0.28499048948287964,0.33120059967041016,0.31526872515678406,0.21209798753261566,0.28154584765434265,0.27307432889938354,0.3596900701522827,0.3320384919643402,0.33806583285331726,0.26929426193237305,0.3503071069717407,0.06828517466783524
populated,0.3159521818161011,-0.05500743165612221,0.1375751495361328,0.1526753008365631,0.26790016889572144,0.3492027223110199,0.23313413560390472,0.18057051301002502,0.2197755128145218,0.28731292486190796,0.3618966341018677,0.3159521818161011,0.33048298954963684,0.21670560538768768,0.36461517214775085,0.20106194913387299
.,0.5591574311256409,0.0046972124837338924,0.2654629051685333,0.3287222981452942,0.3974229395389557,0.33118996024131775,0.3378238379955292,0.26106974482536316,0.4645031690597534,0.41614407300949097,0.31328970193862915,0.5591574311256409,0.5934505462646484,0.262887567281723,0.2506107687950134,0.4130953550338745
