,what,is,the,intrisic,angular,variable,called,when,particles,act,upon,one,another,?
there,0.35085538029670715,0.3904260993003845,0.47025805711746216,0.24988684058189392,0.18265566229820251,0.25727418065071106,0.398924857378006,0.34822648763656616,0.2442091405391693,0.17075929045677185,0.13434892892837524,0.43285492062568665,0.3513661324977875,0.29405656456947327
is,0.28837618231773376,1.0,0.5823672413825989,0.22750027477741241,0.19060391187667847,0.2842993140220642,0.430266410112381,0.3471449911594391,0.2492663413286209,0.18206438422203064,0.1675044447183609,0.4544198513031006,0.41278526186943054,0.22961433231830597
the,0.42745697498321533,0.5823672413825989,1.0,0.32700827717781067,0.23341166973114014,0.18287865817546844,0.489897221326828,0.5091903209686279,0.23884518444538116,0.28682878613471985,0.28184252977371216,0.5514441132545471,0.5019711852073669,0.22068053483963013
pauli,0.1464306265115738,0.1987379640340805,0.23044893145561218,0.20570166409015656,0.22923079133033752,0.23141948878765106,0.22323231399059296,0.1881372034549713,0.4144487679004669,0.16207937896251678,0.12489915639162064,0.17002519965171814,0.20278073847293854,0.11045613139867783
principle,0.3569014072418213,0.20634804666042328,0.24017377197742462,0.3431380093097687,0.28376391530036926,0.2929987609386444,0.23009182512760162,0.252486914396286,0.4140239655971527,0.3059985041618347,0.30149319767951965,0.20325309038162231,0.2777160108089447,0.2002675086259842
relating,0.30636364221572876,0.1891622692346573,0.2858445942401886,0.3169139623641968,0.25473400950431824,0.23985923826694489,0.2442842572927475,0.29566463828086853,0.23653854429721832,0.2763389050960541,0.21929390728473663,0.19686728715896606,0.22972190380096436,0.2191188931465149
the,0.42745697498321533,0.5823672413825989,1.0,0.32700827717781067,0.23341166973114014,0.18287865817546844,0.489897221326828,0.5091903209686279,0.23884518444538116,0.28682878613471985,0.28184252977371216,0.5514441132545471,0.5019711852073669,0.22068053483963013
space,0.20525942742824554,0.18578536808490753,0.24495907127857208,0.24473828077316284,0.31216156482696533,0.19811657071113586,0.14801733195781708,0.17422115802764893,0.3015560805797577,0.11911233514547348,0.09249439090490341,0.2563493549823761,0.2559306025505066,0.1885536164045334
and,0.31309178471565247,0.3859752118587494,0.5171257257461548,0.3072572946548462,0.2351670116186142,0.1734716147184372,0.3251761794090271,0.4716290831565857,0.23946726322174072,0.2776535749435425,0.2482176125049591,0.42438167333602905,0.3214244842529297,0.20544172823429108
the,0.42745697498321533,0.5823672413825989,1.0,0.32700827717781067,0.23341166973114014,0.18287865817546844,0.489897221326828,0.5091903209686279,0.23884518444538116,0.28682878613471985,0.28184252977371216,0.5514441132545471,0.5019711852073669,0.22068053483963013
spin,0.1801164597272873,0.17025168240070343,0.22827482223510742,0.21742664277553558,0.2961342930793762,0.16374175250530243,0.24411025643348694,0.19282014667987823,0.4308435320854187,0.17452086508274078,0.08505475521087646,0.1954004466533661,0.25471845269203186,0.10766658186912537
variables,0.24388675391674042,0.26567497849464417,0.1977231651544571,0.34227824211120605,0.3645511865615845,0.9105321764945984,0.21013912558555603,0.26398226618766785,0.422610342502594,0.16051161289215088,0.1638888567686081,0.249581977725029,0.24578768014907837,0.2210804969072342
.,0.3567904531955719,0.4569662809371948,0.5934505462646484,0.22371576726436615,0.17304769158363342,0.18651412427425385,0.300344854593277,0.475719153881073,0.23612672090530396,0.2025400698184967,0.18839296698570251,0.4123194217681885,0.3817248046398163,0.4130953550338745
