,what,does,the,highest,level,of,the,vistula,plateau,contain,?
dunes,0.15897943079471588,0.09044339507818222,0.211519256234169,0.15374162793159485,0.21150539815425873,0.18988412618637085,0.211519256234169,0.2360885590314865,0.4189125597476959,0.19449804723262787,0.1547962725162506
parted,0.23165997862815857,0.2026495784521103,0.28665292263031006,0.08486000448465347,0.032264236360788345,0.1854448765516281,0.28665292263031006,0.16213345527648926,0.14558005332946777,0.135372593998909,0.15765872597694397
by,0.2455483376979828,0.143477201461792,0.4408751428127289,0.18297813832759857,0.17142534255981445,0.3646814823150635,0.4408751428127289,0.21738043427467346,0.18720793724060059,0.19216567277908325,0.17966607213020325
peat,0.20417919754981995,0.23577536642551422,0.2793394923210144,0.20211799442768097,0.21854272484779358,0.26347699761390686,0.2793394923210144,0.2657414376735687,0.4072521924972534,0.26606300473213196,0.15374067425727844
swamps,0.22469910979270935,0.1881551295518875,0.2542935311794281,0.11564626544713974,0.22360317409038544,0.2634429633617401,0.2542935311794281,0.3696957230567932,0.40557557344436646,0.1822182685136795,0.16850581765174866
or,0.33867141604423523,0.4248845875263214,0.4174870550632477,0.20554135739803314,0.3087853193283081,0.3792596757411957,0.4174870550632477,0.2174759954214096,0.16323895752429962,0.4471302628517151,0.32389625906944275
small,0.2504110634326935,0.21227838099002838,0.39655908942222595,0.14680570363998413,0.14537134766578674,0.353353351354599,0.39655908942222595,0.27935847640037537,0.20308786630630493,0.27206364274024963,0.13914890587329865
ponds,0.14459900557994843,0.2313547283411026,0.21170495450496674,0.13038069009780884,0.18560165166854858,0.256669819355011,0.21170495450496674,0.2972661554813385,0.34788405895233154,0.2481539398431778,0.1247154176235199
cover,0.19970405101776123,0.24796083569526672,0.26727065443992615,0.18353302776813507,0.1757720708847046,0.26416900753974915,0.26727065443992615,0.15479020774364471,0.1954512745141983,0.3036136329174042,0.18414615094661713
the,0.42745697498321533,0.35928019881248474,1.0,0.36945265531539917,0.31442487239837646,0.733189046382904,1.0,0.36214977502822876,0.29697924852371216,0.26383090019226074,0.22068053483963013
highest,0.19637788832187653,0.17673532664775848,0.36945265531539917,1.0,0.3755190372467041,0.3223685622215271,0.36945265531539917,0.18014086782932281,0.29481932520866394,0.1526351124048233,0.11527936160564423
terrace,0.10699955374002457,0.09090907126665115,0.22054624557495117,0.1997854858636856,0.234024778008461,0.22628973424434662,0.22054624557495117,0.2130032777786255,0.43441492319107056,0.16086088120937347,0.077438123524189
.,0.3567904531955719,0.3022993505001068,0.5934505462646484,0.2254713773727417,0.26056769490242004,0.5352458953857422,0.5934505462646484,0.2759897708892822,0.22974298894405365,0.22565869987010956,0.4130953550338745
