,what,other,entity,was,established,at,the,same,time,as,the,european,convention,on,human,rights,?
should,0.43830034136772156,0.36497125029563904,0.2566487789154053,0.2850143015384674,0.1415736824274063,0.2288249135017395,0.32399165630340576,0.3330007493495941,0.30308642983436584,0.414644330739975,0.32399165630340576,0.16059307754039764,0.24280066788196564,0.35256603360176086,0.2388559728860855,0.24652911722660065,0.4442402422428131
be,0.3929833769798279,0.4629868268966675,0.2448408603668213,0.42228707671165466,0.11399583518505096,0.30379733443260193,0.4248143136501312,0.3600577712059021,0.3473503291606903,0.5230465531349182,0.4248143136501312,0.13481922447681427,0.19188012182712555,0.37900757789611816,0.2650514245033264,0.19251969456672668,0.3324260413646698
prevented,0.237372025847435,0.20908446609973907,0.10225867480039597,0.27667391300201416,0.20819921791553497,0.2230963408946991,0.3256615996360779,0.24666135013103485,0.25622522830963135,0.3140271008014679,0.3256615996360779,0.17496125400066376,0.25344809889793396,0.24623458087444305,0.17830123007297516,0.24049274623394012,0.21836411952972412
from,0.2737620174884796,0.30141791701316833,0.1137608215212822,0.31171464920043945,0.13375751674175262,0.3447161316871643,0.40150508284568787,0.29289567470550537,0.2964353561401367,0.3251767158508301,0.40150508284568787,0.2091801017522812,0.17218893766403198,0.36926645040512085,0.1504075527191162,0.159982830286026,0.19969791173934937
violating,0.3121029734611511,0.28750255703926086,0.262490451335907,0.19402647018432617,0.2471751570701599,0.18169187009334564,0.22521525621414185,0.2508704662322998,0.1878725290298462,0.2464432716369629,0.22521525621414185,0.110883928835392,0.36731016635894775,0.22048987448215485,0.3069618046283722,0.3833925426006317,0.29518213868141174
human,0.24243313074111938,0.29945021867752075,0.2516302764415741,0.1688746064901352,0.07676314562559128,0.16051284968852997,0.3103327453136444,0.20853662490844727,0.18508785963058472,0.24055932462215424,0.3103327453136444,0.24801260232925415,0.2140868753194809,0.18558697402477264,1.0,0.48610198497772217,0.19748784601688385
rights,0.2386135458946228,0.21818013489246368,0.22938688099384308,0.19272007048130035,0.2147081047296524,0.18650774657726288,0.2579100430011749,0.2438609004020691,0.22495833039283752,0.23479478061199188,0.2579100430011749,0.20173384249210358,0.3308528959751129,0.22401921451091766,0.48610198497772217,0.9999999403953552,0.21814769506454468
",",0.3087472915649414,0.4446498453617096,0.19129666686058044,0.45456063747406006,0.22739723324775696,0.38314947485923767,0.4933079481124878,0.3207721710205078,0.3029961884021759,0.48816442489624023,0.4933079481124878,0.19684812426567078,0.2018413096666336,0.49057599902153015,0.23877760767936707,0.2595706284046173,0.31091248989105225
hence,0.31971827149391174,0.2719675302505493,0.2950502038002014,0.16798022389411926,0.15291830897331238,0.1853991597890854,0.36636626720428467,0.26080796122550964,0.26112744212150574,0.2840132713317871,0.36636626720428467,0.15930812060832977,0.14774537086486816,0.1921164095401764,0.21521855890750885,0.11749324202537537,0.23041710257530212
the,0.42745697498321533,0.44152235984802246,0.2403784692287445,0.48711544275283813,0.33092597126960754,0.457212895154953,1.0,0.4583131968975067,0.43061500787734985,0.48381632566452026,1.0,0.3423081040382385,0.2588678300380707,0.5107308030128479,0.3103327453136444,0.2579100430011749,0.22068053483963013
establishment,0.1702135056257248,0.20480704307556152,0.271014541387558,0.25249096751213074,0.6873134970664978,0.1719125658273697,0.344906210899353,0.1603214293718338,0.17927561700344086,0.22140933573246002,0.344906210899353,0.18790550529956818,0.29812416434288025,0.15358547866344452,0.17290404438972473,0.2621973156929016,0.1661023646593094
of,0.33290785551071167,0.38583824038505554,0.21258564293384552,0.4069072902202606,0.2735237777233124,0.42558613419532776,0.733189046382904,0.3808329105377197,0.35127586126327515,0.3886612355709076,0.733189046382904,0.2507138252258301,0.2509908974170685,0.3966929316520691,0.3083189129829407,0.19425496459007263,0.1826142966747284
the,0.42745697498321533,0.44152235984802246,0.2403784692287445,0.48711544275283813,0.33092597126960754,0.457212895154953,1.0,0.4583131968975067,0.43061500787734985,0.48381632566452026,1.0,0.3423081040382385,0.2588678300380707,0.5107308030128479,0.3103327453136444,0.2579100430011749,0.22068053483963013
european,0.15324164927005768,0.27191635966300964,0.07706774026155472,0.22463937103748322,0.18241068720817566,0.2249954491853714,0.3423081040382385,0.21251735091209412,0.2870848476886749,0.20210161805152893,0.3423081040382385,0.9999998807907104,0.21703866124153137,0.19710737466812134,0.24801260232925415,0.20173384249210358,0.14560863375663757
convention,0.17446810007095337,0.19571997225284576,0.25728243589401245,0.21512652933597565,0.2370915710926056,0.22405797243118286,0.2588678300380707,0.21583983302116394,0.15023259818553925,0.256980836391449,0.2588678300380707,0.21703866124153137,1.0000001192092896,0.2354971170425415,0.2140868753194809,0.3308528959751129,0.1647067815065384
on,0.34226128458976746,0.3410046398639679,0.16793252527713776,0.3909217119216919,0.18237954378128052,0.4806317389011383,0.5107308030128479,0.39247995615005493,0.30044233798980713,0.36047765612602234,0.5107308030128479,0.19710737466812134,0.2354971170425415,0.9999999403953552,0.18558697402477264,0.22401921451091766,0.2714994251728058
human,0.24243313074111938,0.29945021867752075,0.2516302764415741,0.1688746064901352,0.07676314562559128,0.16051284968852997,0.3103327453136444,0.20853662490844727,0.18508785963058472,0.24055932462215424,0.3103327453136444,0.24801260232925415,0.2140868753194809,0.18558697402477264,1.0,0.48610198497772217,0.19748784601688385
rights,0.2386135458946228,0.21818013489246368,0.22938688099384308,0.19272007048130035,0.2147081047296524,0.18650774657726288,0.2579100430011749,0.2438609004020691,0.22495833039283752,0.23479478061199188,0.2579100430011749,0.20173384249210358,0.3308528959751129,0.22401921451091766,0.48610198497772217,0.9999999403953552,0.21814769506454468
in,0.30808621644973755,0.39989137649536133,0.22507517039775848,0.45514053106307983,0.3118882477283478,0.4374977946281433,0.6662389636039734,0.3692481815814972,0.3431483507156372,0.3887844979763031,0.6662389636039734,0.23319172859191895,0.22991126775741577,0.46853652596473694,0.23986108601093292,0.17772755026817322,0.20430970191955566
1950,-0.07503623515367508,-0.1144113540649414,-0.10952962934970856,0.08599678426980972,-0.09891093522310257,-0.04064002260565758,-0.046802785247564316,-0.030068686231970787,-0.08214127272367477,0.09964875876903534,-0.046802785247564316,-0.12229352444410324,-0.051984842866659164,-0.001077934168279171,-0.06614857912063599,-0.08087727427482605,-0.039489999413490295
and,0.31309178471565247,0.5504306554794312,0.20907706022262573,0.3740963041782379,0.2369968742132187,0.3571503460407257,0.5171257257461548,0.3205644488334656,0.3025408685207367,0.49487000703811646,0.5171257257461548,0.24143946170806885,0.225796639919281,0.4077630043029785,0.37127596139907837,0.26346641778945923,0.20544172823429108
the,0.42745697498321533,0.44152235984802246,0.2403784692287445,0.48711544275283813,0.33092597126960754,0.457212895154953,1.0,0.4583131968975067,0.43061500787734985,0.48381632566452026,1.0,0.3423081040382385,0.2588678300380707,0.5107308030128479,0.3103327453136444,0.2579100430011749,0.22068053483963013
establishment,0.1702135056257248,0.20480704307556152,0.271014541387558,0.25249096751213074,0.6873134970664978,0.1719125658273697,0.344906210899353,0.1603214293718338,0.17927561700344086,0.22140933573246002,0.344906210899353,0.18790550529956818,0.29812416434288025,0.15358547866344452,0.17290404438972473,0.2621973156929016,0.1661023646593094
of,0.33290785551071167,0.38583824038505554,0.21258564293384552,0.4069072902202606,0.2735237777233124,0.42558613419532776,0.733189046382904,0.3808329105377197,0.35127586126327515,0.3886612355709076,0.733189046382904,0.2507138252258301,0.2509908974170685,0.3966929316520691,0.3083189129829407,0.19425496459007263,0.1826142966747284
the,0.42745697498321533,0.44152235984802246,0.2403784692287445,0.48711544275283813,0.33092597126960754,0.457212895154953,1.0,0.4583131968975067,0.43061500787734985,0.48381632566452026,1.0,0.3423081040382385,0.2588678300380707,0.5107308030128479,0.3103327453136444,0.2579100430011749,0.22068053483963013
european,0.15324164927005768,0.27191635966300964,0.07706774026155472,0.22463937103748322,0.18241068720817566,0.2249954491853714,0.3423081040382385,0.21251735091209412,0.2870848476886749,0.20210161805152893,0.3423081040382385,0.9999998807907104,0.21703866124153137,0.19710737466812134,0.24801260232925415,0.20173384249210358,0.14560863375663757
court,0.23440583050251007,0.16148273646831512,0.17786403000354767,0.2737988233566284,0.1591348797082901,0.22898134589195251,0.2812081575393677,0.18230855464935303,0.15957090258598328,0.17202796041965485,0.2812081575393677,0.18487446010112762,0.23197080194950104,0.23630931973457336,0.14844733476638794,0.2824671268463135,0.17100423574447632
of,0.33290785551071167,0.38583824038505554,0.21258564293384552,0.4069072902202606,0.2735237777233124,0.42558613419532776,0.733189046382904,0.3808329105377197,0.35127586126327515,0.3886612355709076,0.733189046382904,0.2507138252258301,0.2509908974170685,0.3966929316520691,0.3083189129829407,0.19425496459007263,0.1826142966747284
human,0.24243313074111938,0.29945021867752075,0.2516302764415741,0.1688746064901352,0.07676314562559128,0.16051284968852997,0.3103327453136444,0.20853662490844727,0.18508785963058472,0.24055932462215424,0.3103327453136444,0.24801260232925415,0.2140868753194809,0.18558697402477264,1.0,0.48610198497772217,0.19748784601688385
rights,0.2386135458946228,0.21818013489246368,0.22938688099384308,0.19272007048130035,0.2147081047296524,0.18650774657726288,0.2579100430011749,0.2438609004020691,0.22495833039283752,0.23479478061199188,0.2579100430011749,0.20173384249210358,0.3308528959751129,0.22401921451091766,0.48610198497772217,0.9999999403953552,0.21814769506454468
.,0.3567904531955719,0.41511186957359314,0.24862751364707947,0.40146201848983765,0.23771190643310547,0.4549728035926819,0.5934505462646484,0.3682591915130615,0.371569961309433,0.515582263469696,0.5934505462646484,0.2095622420310974,0.2022661417722702,0.49257001280784607,0.24595768749713898,0.24957291781902313,0.4130953550338745
