,assuming,that,t,represents,a,polynomial,in,t,(,n,),",",what,is,the,term,given,to,the,corresponding,algorithm,?
the,0.2946830689907074,0.5473989248275757,0.2083338052034378,0.3328246772289276,0.5829201340675354,0.1902180016040802,0.6662389636039734,0.2083338052034378,0.33289089798927307,0.18813885748386383,0.3456730246543884,0.4933079481124878,0.42745697498321533,0.5823672413825989,1.0,0.2740369141101837,0.37508252263069153,0.535392165184021,1.0,0.3826132118701935,0.15884782373905182,0.22068053483963013
worst-case,0.290848046541214,0.41053077578544617,0.34449875354766846,0.18963268399238586,0.24768918752670288,0.3147508203983307,0.20665103197097778,0.34449875354766846,0.21548563241958618,0.25761252641677856,0.2064959853887558,0.30874067544937134,0.3822859823703766,0.22882379591464996,0.29908043146133423,0.19750556349754333,0.19757525622844696,0.28114184737205505,0.29908043146133423,0.3004303574562073,0.2703922390937805,0.33367103338241577
time,0.3237302005290985,0.388528436422348,0.2744426727294922,0.15559974312782288,0.3292340338230133,0.28301435708999634,0.3431483507156372,0.2744426727294922,0.28391751646995544,0.09111524373292923,0.2857224941253662,0.3029961884021759,0.36319252848625183,0.25187405943870544,0.43061500787734985,0.3132232129573822,0.317789226770401,0.3679993152618408,0.43061500787734985,0.208677738904953,0.25266581773757935,0.27391523122787476
complexity,0.3058049976825714,0.3234518766403198,0.2722201943397522,0.20401430130004883,0.27206721901893616,0.5458586812019348,0.20012179017066956,0.2722201943397522,0.19830146431922913,0.2684973478317261,0.21122688055038452,0.27822354435920715,0.33747240900993347,0.2541271150112152,0.21171598136425018,0.29115718603134155,0.19106194376945496,0.28336837887763977,0.21171598136425018,0.4159097373485565,0.4874947965145111,0.23062916100025177
t,0.37442103028297424,0.3801133632659912,0.9999999403953552,0.15193666517734528,0.2456076741218567,0.323513925075531,0.1924382597208023,0.9999999403953552,0.29704031348228455,0.28198158740997314,0.2804548442363739,0.31002363562583923,0.37454068660736084,0.23234573006629944,0.2083338052034378,0.19637110829353333,0.18007150292396545,0.30417174100875854,0.2083338052034378,0.24877779185771942,0.22717240452766418,0.4954066574573517
(,0.298951119184494,0.2264307141304016,0.29704031348228455,0.2538885474205017,0.3206180930137634,0.1903659999370575,0.3087427020072937,0.29704031348228455,0.9999999403953552,0.23732076585292816,0.9561100602149963,0.6363511681556702,0.2411840260028839,0.35393038392066956,0.33289089798927307,0.16755855083465576,0.2224431186914444,0.30882009863853455,0.33289089798927307,0.3086757957935333,0.11773339658975601,0.40561532974243164
n,0.21850061416625977,0.1702573001384735,0.28198158740997314,0.2418336272239685,0.25362148880958557,0.322945237159729,0.16728445887565613,0.28198158740997314,0.23732076585292816,1.0,0.23685944080352783,0.2316582053899765,0.16510315239429474,0.2254602462053299,0.18813885748386383,0.1186005175113678,0.13886377215385437,0.16421891748905182,0.18813885748386383,0.18630486726760864,0.1695808321237564,0.19161871075630188
),0.30705761909484863,0.23478686809539795,0.2804548442363739,0.23691263794898987,0.3640355169773102,0.20558486878871918,0.3326910734176636,0.2804548442363739,0.9561100602149963,0.23685944080352783,1.0,0.63033527135849,0.26259949803352356,0.37732169032096863,0.3456730246543884,0.14937621355056763,0.25457310676574707,0.31236231327056885,0.3456730246543884,0.29178616404533386,0.12365659326314926,0.42300865054130554
is,0.3417447805404663,0.3995479643344879,0.23234573006629944,0.3905610740184784,0.658733606338501,0.2560946047306061,0.5394441485404968,0.23234573006629944,0.35393038392066956,0.2254602462053299,0.37732169032096863,0.4691906273365021,0.28837618231773376,1.0,0.5823672413825989,0.270183801651001,0.249215230345726,0.42745086550712585,0.5823672413825989,0.32080236077308655,0.24848374724388123,0.22961433231830597
defined,0.30052635073661804,0.3133997619152069,0.1922452747821808,0.30447542667388916,0.25929558277130127,0.3613126575946808,0.2143561989068985,0.1922452747821808,0.24254421889781952,0.20801514387130737,0.21247997879981995,0.2234039455652237,0.25343453884124756,0.2622792422771454,0.2634572982788086,0.4123578369617462,0.28470563888549805,0.21911276876926422,0.2634572982788086,0.40186408162117004,0.24506020545959473,0.22494901716709137
to,0.3568371534347534,0.5436353087425232,0.30417174100875854,0.19242586195468903,0.45503583550453186,0.22792209684848785,0.45010748505592346,0.30417174100875854,0.30882009863853455,0.16421891748905182,0.31236231327056885,0.44245919585227966,0.455847829580307,0.42745086550712585,0.535392165184021,0.3310292959213257,0.3428947925567627,1.0,0.535392165184021,0.3358774781227112,0.20727625489234924,0.29463258385658264
be,0.36618974804878235,0.6036020517349243,0.3249613642692566,0.2604670822620392,0.39883795380592346,0.3050982654094696,0.3481820821762085,0.3249613642692566,0.2349044382572174,0.1837998479604721,0.24578070640563965,0.39254459738731384,0.3929833769798279,0.4819129705429077,0.4248143136501312,0.2703228294849396,0.2965909540653229,0.4972836375236511,0.4248143136501312,0.41717058420181274,0.2830074727535248,0.3324260413646698
the,0.2946830689907074,0.5473989248275757,0.2083338052034378,0.3328246772289276,0.5829201340675354,0.1902180016040802,0.6662389636039734,0.2083338052034378,0.33289089798927307,0.18813885748386383,0.3456730246543884,0.4933079481124878,0.42745697498321533,0.5823672413825989,1.0,0.2740369141101837,0.37508252263069153,0.535392165184021,1.0,0.3826132118701935,0.15884782373905182,0.22068053483963013
maximum,0.25997641682624817,0.2725290358066559,0.1444835662841797,0.18218667805194855,0.24441662430763245,0.2742340862751007,0.18371941149234772,0.1444835662841797,0.19769227504730225,0.2666400671005249,0.1945667862892151,0.19527727365493774,0.19255907833576202,0.20349502563476562,0.228700190782547,0.19120194017887115,0.20732203125953674,0.27501562237739563,0.228700190782547,0.2494279444217682,0.25169527530670166,0.10959649085998535
time,0.3237302005290985,0.388528436422348,0.2744426727294922,0.15559974312782288,0.3292340338230133,0.28301435708999634,0.3431483507156372,0.2744426727294922,0.28391751646995544,0.09111524373292923,0.2857224941253662,0.3029961884021759,0.36319252848625183,0.25187405943870544,0.43061500787734985,0.3132232129573822,0.317789226770401,0.3679993152618408,0.43061500787734985,0.208677738904953,0.25266581773757935,0.27391523122787476
taken,0.2528326213359833,0.35460543632507324,0.18389995396137238,0.08463345468044281,0.2520231008529663,0.20486241579055786,0.2500644326210022,0.18389995396137238,0.1965651512145996,0.1284286081790924,0.19591942429542542,0.28904372453689575,0.26014965772628784,0.19185791909694672,0.3309854567050934,0.10011628270149231,0.42752909660339355,0.2772596478462219,0.3309854567050934,0.24213996529579163,0.1260514259338379,0.17662954330444336
over,0.30857962369918823,0.3882925808429718,0.18377648293972015,0.18787416815757751,0.32199642062187195,0.18321199715137482,0.3605569899082184,0.18377648293972015,0.20570816099643707,0.13624311983585358,0.20568643510341644,0.3301127254962921,0.28007611632347107,0.2159561663866043,0.39856547117233276,0.18135729432106018,0.22468283772468567,0.38635820150375366,0.39856547117233276,0.16803692281246185,0.12468992918729782,0.25742942094802856
all,0.33787381649017334,0.53305584192276,0.29181379079818726,0.24162223935127258,0.2696802616119385,0.23022791743278503,0.3335905969142914,0.29181379079818726,0.28167209029197693,0.135959193110466,0.283302903175354,0.425624817609787,0.41981086134910583,0.2553904056549072,0.4860881567001343,0.1779089868068695,0.2496354579925537,0.42520734667778015,0.4860881567001343,0.3046521842479706,0.15509773790836334,0.29575422406196594
inputs,0.2382335215806961,0.2726641595363617,0.22556304931640625,0.27619263529777527,0.22192415595054626,0.46996212005615234,0.11768590658903122,0.22556304931640625,0.2513006627559662,0.22874823212623596,0.26405099034309387,0.20610807836055756,0.2919771075248718,0.26519352197647095,0.20493915677070618,0.10450185835361481,0.2605643570423126,0.25518661737442017,0.20493915677070618,0.3703600764274597,0.3921392261981964,0.22019177675247192
of,0.34728947281837463,0.41498205065727234,0.14617829024791718,0.3967677056789398,0.5052502155303955,0.23810522258281708,0.5696388483047485,0.14617829024791718,0.35032153129577637,0.18925218284130096,0.3680361211299896,0.4946078956127167,0.33290785551071167,0.4854315221309662,0.733189046382904,0.26047757267951965,0.39388060569763184,0.41548454761505127,0.733189046382904,0.3214208483695984,0.17516344785690308,0.1826142966747284
size,0.2266560047864914,0.3037673830986023,0.1671157330274582,0.22740519046783447,0.24953703582286835,0.3019765615463257,0.21714140474796295,0.1671157330274582,0.20613399147987366,0.13694354891777039,0.1989639550447464,0.2156888097524643,0.2566739320755005,0.22983339428901672,0.2946445941925049,0.20715315639972687,0.18683739006519318,0.26289698481559753,0.2946445941925049,0.3250061869621277,0.2250329852104187,0.13693112134933472
n.,-0.05393112078309059,0.027671556919813156,0.004791203886270523,-0.09338544309139252,-0.03938712924718857,-0.05062885954976082,-0.15498630702495575,0.004791203886270523,-0.045602474361658096,-0.03469008579850197,-0.0662921667098999,-0.0510527566075325,0.07859472185373306,-0.09285721182823181,-0.17575061321258545,-0.045470207929611206,-0.03407243266701698,-0.05915246903896332,-0.17575061321258545,-0.2023325115442276,0.01476949080824852,0.04318316653370857
if,0.4846716821193695,0.5634250640869141,0.4470151960849762,0.2027626633644104,0.41272827982902527,0.4140531122684479,0.2589588761329651,0.4470151960849762,0.26899856328964233,0.23619018495082855,0.2878422141075134,0.257730096578598,0.5277165174484253,0.30927813053131104,0.33724796772003174,0.20444554090499878,0.3646112382411957,0.4559597074985504,0.33724796772003174,0.37005361914634705,0.32577699422836304,0.4441644251346588
t,0.37442103028297424,0.3801133632659912,0.9999999403953552,0.15193666517734528,0.2456076741218567,0.323513925075531,0.1924382597208023,0.9999999403953552,0.29704031348228455,0.28198158740997314,0.2804548442363739,0.31002363562583923,0.37454068660736084,0.23234573006629944,0.2083338052034378,0.19637110829353333,0.18007150292396545,0.30417174100875854,0.2083338052034378,0.24877779185771942,0.22717240452766418,0.4954066574573517
(,0.298951119184494,0.2264307141304016,0.29704031348228455,0.2538885474205017,0.3206180930137634,0.1903659999370575,0.3087427020072937,0.29704031348228455,0.9999999403953552,0.23732076585292816,0.9561100602149963,0.6363511681556702,0.2411840260028839,0.35393038392066956,0.33289089798927307,0.16755855083465576,0.2224431186914444,0.30882009863853455,0.33289089798927307,0.3086757957935333,0.11773339658975601,0.40561532974243164
n,0.21850061416625977,0.1702573001384735,0.28198158740997314,0.2418336272239685,0.25362148880958557,0.322945237159729,0.16728445887565613,0.28198158740997314,0.23732076585292816,1.0,0.23685944080352783,0.2316582053899765,0.16510315239429474,0.2254602462053299,0.18813885748386383,0.1186005175113678,0.13886377215385437,0.16421891748905182,0.18813885748386383,0.18630486726760864,0.1695808321237564,0.19161871075630188
),0.30705761909484863,0.23478686809539795,0.2804548442363739,0.23691263794898987,0.3640355169773102,0.20558486878871918,0.3326910734176636,0.2804548442363739,0.9561100602149963,0.23685944080352783,1.0,0.63033527135849,0.26259949803352356,0.37732169032096863,0.3456730246543884,0.14937621355056763,0.25457310676574707,0.31236231327056885,0.3456730246543884,0.29178616404533386,0.12365659326314926,0.42300865054130554
is,0.3417447805404663,0.3995479643344879,0.23234573006629944,0.3905610740184784,0.658733606338501,0.2560946047306061,0.5394441485404968,0.23234573006629944,0.35393038392066956,0.2254602462053299,0.37732169032096863,0.4691906273365021,0.28837618231773376,1.0,0.5823672413825989,0.270183801651001,0.249215230345726,0.42745086550712585,0.5823672413825989,0.32080236077308655,0.24848374724388123,0.22961433231830597
a,0.3167877495288849,0.47537946701049805,0.2456076741218567,0.36227351427078247,1.0,0.2757834196090698,0.539380669593811,0.2456076741218567,0.3206180930137634,0.25362148880958557,0.3640355169773102,0.427140474319458,0.3320399522781372,0.658733606338501,0.5829201340675354,0.3080509603023529,0.3335871398448944,0.45503583550453186,0.5829201340675354,0.28352054953575134,0.20294487476348877,0.23916715383529663
polynomial,0.32278433442115784,0.33595728874206543,0.323513925075531,0.27534350752830505,0.2757834196090698,1.0000001192092896,0.1631830483675003,0.323513925075531,0.1903659999370575,0.322945237159729,0.20558486878871918,0.21592853963375092,0.265341192483902,0.2560946047306061,0.1902180016040802,0.29849475622177124,0.3463085889816284,0.22792209684848785,0.1902180016040802,0.35202059149742126,0.6020130515098572,0.255467027425766
in,0.21150268614292145,0.435920387506485,0.1924382597208023,0.28071391582489014,0.539380669593811,0.1631830483675003,1.0,0.1924382597208023,0.3087427020072937,0.16728445887565613,0.3326910734176636,0.5201468467712402,0.30808621644973755,0.5394441485404968,0.6662389636039734,0.27866655588150024,0.2528568208217621,0.45010748505592346,0.6662389636039734,0.2558233141899109,0.1526014357805252,0.20430970191955566
n,0.21850061416625977,0.1702573001384735,0.28198158740997314,0.2418336272239685,0.25362148880958557,0.322945237159729,0.16728445887565613,0.28198158740997314,0.23732076585292816,1.0,0.23685944080352783,0.2316582053899765,0.16510315239429474,0.2254602462053299,0.18813885748386383,0.1186005175113678,0.13886377215385437,0.16421891748905182,0.18813885748386383,0.18630486726760864,0.1695808321237564,0.19161871075630188
",",0.33882763981819153,0.4137537479400635,0.31002363562583923,0.24179992079734802,0.427140474319458,0.21592853963375092,0.5201468467712402,0.31002363562583923,0.6363511681556702,0.2316582053899765,0.63033527135849,1.0000001192092896,0.3087472915649414,0.4691906273365021,0.4933079481124878,0.21599270403385162,0.2843315005302429,0.44245919585227966,0.4933079481124878,0.2891487181186676,0.19359813630580902,0.31091248989105225
then,0.3330049216747284,0.455153226852417,0.3234601318836212,0.08626953512430191,0.3970017731189728,0.27276620268821716,0.36253848671913147,0.3234601318836212,0.25864338874816895,0.2505553960800171,0.2927122414112091,0.36768391728401184,0.4072686731815338,0.24618037045001984,0.4297412931919098,0.12666529417037964,0.3312641978263855,0.5203860402107239,0.4297412931919098,0.24827715754508972,0.20699001848697662,0.2884598970413208
the,0.2946830689907074,0.5473989248275757,0.2083338052034378,0.3328246772289276,0.5829201340675354,0.1902180016040802,0.6662389636039734,0.2083338052034378,0.33289089798927307,0.18813885748386383,0.3456730246543884,0.4933079481124878,0.42745697498321533,0.5823672413825989,1.0,0.2740369141101837,0.37508252263069153,0.535392165184021,1.0,0.3826132118701935,0.15884782373905182,0.22068053483963013
algorithm,0.2838793098926544,0.24969768524169922,0.22717240452766418,0.14708130061626434,0.20294487476348877,0.6020130515098572,0.1526014357805252,0.22717240452766418,0.11773339658975601,0.1695808321237564,0.12365659326314926,0.19359813630580902,0.2700590193271637,0.24848374724388123,0.15884782373905182,0.2229253351688385,0.19242917001247406,0.20727625489234924,0.15884782373905182,0.20169639587402344,1.0,0.21180397272109985
is,0.3417447805404663,0.3995479643344879,0.23234573006629944,0.3905610740184784,0.658733606338501,0.2560946047306061,0.5394441485404968,0.23234573006629944,0.35393038392066956,0.2254602462053299,0.37732169032096863,0.4691906273365021,0.28837618231773376,1.0,0.5823672413825989,0.270183801651001,0.249215230345726,0.42745086550712585,0.5823672413825989,0.32080236077308655,0.24848374724388123,0.22961433231830597
