,secular,arab,nationalism,was,blamed,for,both,the,defeat,of,arab,troops,as,well,as,what,type,of,stagnation,?
",",0.21358442306518555,0.21227021515369415,0.20392820239067078,0.45456063747406006,0.21747229993343353,0.4464869201183319,0.38080528378486633,0.4933079481124878,0.2394917905330658,0.4946078956127167,0.21227021515369415,0.23846548795700073,0.48816442489624023,0.4331948161125183,0.48816442489624023,0.3087472915649414,0.1804078221321106,0.4946078956127167,0.3364471197128296,0.31091248989105225
was,0.23214595019817352,0.20103047788143158,0.22557993233203888,1.0000001192092896,0.3108411133289337,0.3863949179649353,0.2990766167640686,0.48711544275283813,0.24067381024360657,0.4069072902202606,0.20103047788143158,0.2910937964916229,0.3677520453929901,0.3130364418029785,0.3677520453929901,0.22111038863658905,0.14348182082176208,0.4069072902202606,0.30604591965675354,0.18412111699581146
blamed,0.1636464148759842,0.15766270458698273,0.22566917538642883,0.3108411133289337,1.0,0.23336070775985718,0.23568163812160492,0.2461363822221756,0.3181728422641754,0.23866800963878632,0.15766270458698273,0.2752282917499542,0.22812628746032715,0.20464804768562317,0.22812628746032715,0.21846549212932587,0.14017246663570404,0.23866800963878632,0.22321368753910065,0.14765259623527527
on,0.1456981748342514,0.1135454848408699,0.06985215842723846,0.3909217119216919,0.2229813039302826,0.36199691891670227,0.3685423731803894,0.5107308030128479,0.12841656804084778,0.3966929316520691,0.1135454848408699,0.22302749752998352,0.36047765612602234,0.2982843816280365,0.36047765612602234,0.34226128458976746,0.2118636518716812,0.3966929316520691,0.3423548936843872,0.2714994251728058
the,0.24261851608753204,0.2674407660961151,0.24141642451286316,0.48711544275283813,0.2461363822221756,0.4739971458911896,0.4931981563568115,1.0,0.3182816207408905,0.733189046382904,0.2674407660961151,0.3229958415031433,0.48381632566452026,0.42630070447921753,0.48381632566452026,0.42745697498321533,0.21819381415843964,0.733189046382904,0.3912380039691925,0.22068053483963013
secular,1.0,0.2881694734096527,0.52164226770401,0.23214595019817352,0.1636464148759842,0.1788387894630432,0.20488198101520538,0.24261851608753204,0.1226208359003067,0.28420427441596985,0.2881694734096527,0.2125486433506012,0.16796626150608063,0.23486484587192535,0.16796626150608063,0.26444122195243835,0.0758439153432846,0.28420427441596985,0.20444230735301971,0.13290788233280182
arab,0.2881694734096527,1.0,0.38702815771102905,0.20103047788143158,0.15766270458698273,0.17779098451137543,0.18507204949855804,0.2674407660961151,0.1281229704618454,0.22039446234703064,1.0,0.1967766433954239,0.20004864037036896,0.20083355903625488,0.20004864037036896,0.14742176234722137,0.062470316886901855,0.22039446234703064,0.1847209334373474,0.18450474739074707
nationalism,0.52164226770401,0.38702815771102905,1.0,0.22557993233203888,0.22566917538642883,0.17595642805099487,0.2148313671350479,0.24141642451286316,0.20879557728767395,0.25239041447639465,0.38702815771102905,0.2804976999759674,0.19291548430919647,0.22673527896404266,0.19291548430919647,0.25555992126464844,0.13669124245643616,0.25239041447639465,0.3797640800476074,0.1636960208415985
of,0.28420427441596985,0.22039446234703064,0.25239041447639465,0.4069072902202606,0.23866800963878632,0.4185989499092102,0.3565710783004761,0.733189046382904,0.2543899118900299,1.0,0.22039446234703064,0.23602326214313507,0.3886612355709076,0.3343164324760437,0.3886612355709076,0.33290785551071167,0.18112817406654358,1.0,0.3252284526824951,0.1826142966747284
the,0.24261851608753204,0.2674407660961151,0.24141642451286316,0.48711544275283813,0.2461363822221756,0.4739971458911896,0.4931981563568115,1.0,0.3182816207408905,0.733189046382904,0.2674407660961151,0.3229958415031433,0.48381632566452026,0.42630070447921753,0.48381632566452026,0.42745697498321533,0.21819381415843964,0.733189046382904,0.3912380039691925,0.22068053483963013
ruling,0.347974568605423,0.22302687168121338,0.31986454129219055,0.2731495797634125,0.3010263741016388,0.19282680749893188,0.1667366325855255,0.31106188893318176,0.2997536361217499,0.32411321997642517,0.22302687168121338,0.2618979811668396,0.23282507061958313,0.20835211873054504,0.23282507061958313,0.2606501579284668,0.06961029022932053,0.32411321997642517,0.26642030477523804,0.18874719738960266
regimes,0.2779620289802551,0.16457079350948334,0.37832897901535034,0.24060341715812683,0.292745441198349,0.18849384784698486,0.23087404668331146,0.26122304797172546,0.28338274359703064,0.2842453718185425,0.16457079350948334,0.46102532744407654,0.22865933179855347,0.24162718653678894,0.22865933179855347,0.21191895008087158,0.09892140328884125,0.2842453718185425,0.2944800555706024,0.1432064026594162
.,0.19620643556118011,0.22325089573860168,0.20213139057159424,0.40146201848983765,0.21742595732212067,0.4726039469242096,0.42281273007392883,0.5934505462646484,0.17890939116477966,0.5352458953857422,0.22325089573860168,0.19217929244041443,0.515582263469696,0.42422395944595337,0.515582263469696,0.3567904531955719,0.23195341229438782,0.5352458953857422,0.3258814811706543,0.4130953550338745
