,where,have,the,first,episodes,of,doctor,who,always,appeared,?
millions,0.22333277761936188,0.35135790705680847,0.2728753089904785,0.19395077228546143,0.183101624250412,0.24609270691871643,0.08443604409694672,0.27799302339553833,0.19838778674602509,0.19947202503681183,0.21816711127758026
of,0.38066378235816956,0.3802283704280853,0.733189046382904,0.3536086082458496,0.19166667759418488,1.0,0.16895952820777893,0.2827862501144409,0.25258868932724,0.24007049202919006,0.1826142966747284
viewers,0.12325796484947205,0.21499526500701904,0.24207380414009094,0.16945748031139374,0.4160621464252472,0.1391541063785553,0.15965759754180908,0.24101194739341736,0.16870073974132538,0.24641519784927368,0.2274174839258194
;,-0.020392686128616333,0.10650043189525604,0.09152708947658539,0.07760433852672577,-0.04091021046042442,0.054534342139959335,0.03465403988957405,0.007937713526189327,0.011409602127969265,0.10797369480133057,0.10349778085947037
episodes,0.13244302570819855,0.22485783696174622,0.1889590173959732,0.21580514311790466,0.9999999403953552,0.19166667759418488,0.2920081615447998,0.20461446046829224,0.18924638628959656,0.36705049872398376,0.21740183234214783
are,0.32389864325523376,0.6577680706977844,0.40399202704429626,0.20306691527366638,0.1978527158498764,0.39081433415412903,0.12730668485164642,0.27294138073921204,0.3535380959510803,0.20065969228744507,0.24591213464736938
now,0.3524799346923828,0.3471246361732483,0.38266420364379883,0.3032863736152649,0.14867857098579407,0.29182544350624084,0.17637090384960175,0.29819536209106445,0.3232123851776123,0.19210316240787506,0.29641881585121155
repeated,0.23631490767002106,0.32733985781669617,0.2838912308216095,0.26025089621543884,0.2565303444862366,0.22367806732654572,0.12325026094913483,0.14652912318706512,0.32729148864746094,0.24910809099674225,0.17785342037677765
on,0.37630224227905273,0.36494916677474976,0.5107308030128479,0.3120559751987457,0.25720518827438354,0.3966929316520691,0.1636410653591156,0.2340552806854248,0.27142107486724854,0.28960493206977844,0.2714994251728058
bbc,0.17851755023002625,0.1851632297039032,0.2735401690006256,0.25469130277633667,0.37426334619522095,0.1797877550125122,0.32370132207870483,0.2086644321680069,0.21865403652191162,0.2885496914386749,0.20556949079036713
three,0.25543931126594543,0.3712083399295807,0.43452659249305725,0.35148099064826965,0.2550216317176819,0.3844621181488037,0.12298633903265,0.2491552233695984,0.24237258732318878,0.2477434128522873,0.20928427577018738
.,0.41390106081962585,0.41614407300949097,0.5934505462646484,0.4345304071903229,0.22130145132541656,0.5352458953857422,0.22361043095588684,0.3541337847709656,0.3116702139377594,0.2511556148529053,0.4130953550338745
