,who,claimed,luther,'s,writings,were,a,blueprint,of,actions,against,jews,?
writings,0.25615644454956055,0.24021798372268677,0.32714858651161194,0.029720310121774673,1.0000001192092896,0.2879638373851776,0.15608888864517212,0.3794670104980469,0.24593348801136017,0.29815733432769775,0.197017639875412,0.2706543505191803,0.1770159751176834
shortly,0.2122824490070343,0.1879349797964096,0.18607383966445923,-0.06172686070203781,0.1557742953300476,0.24806080758571625,0.22524955868721008,0.18032997846603394,0.29828354716300964,0.19027002155780792,0.19140225648880005,0.13647091388702393,0.13327454030513763
after,0.32549580931663513,0.23889967799186707,0.17198127508163452,-0.055672239512205124,0.1382666528224945,0.36224013566970825,0.3831600844860077,0.15381209552288055,0.3867455720901489,0.2012888491153717,0.31196507811546326,0.21759088337421417,0.16608688235282898
kristallnacht,0.2891860902309418,0.1926933079957962,0.32455047965049744,-0.0009655008907429874,0.1674029678106308,0.28829750418663025,0.2871522903442383,0.2494637817144394,0.2379758208990097,0.17266657948493958,0.24019773304462433,0.4458709955215454,0.24590197205543518
",",0.3365725874900818,0.24827811121940613,0.23255878686904907,-0.0016132977325469255,0.21987015008926392,0.36755475401878357,0.427140474319458,0.29636669158935547,0.4946078956127167,0.24007150530815125,0.31168749928474426,0.27184903621673584,0.31091248989105225
for,0.37110671401023865,0.2044578492641449,0.12958186864852905,-0.07241261005401611,0.21869851648807526,0.33592689037323,0.44038116931915283,0.27570995688438416,0.4185989499092102,0.2653684914112091,0.3262052536010742,0.19548188149929047,0.264628142118454
which,0.3688730001449585,0.23947973549365997,0.17501473426818848,0.03856118768453598,0.21949607133865356,0.2807837128639221,0.56894451379776,0.4125477373600006,0.5011631846427917,0.3084428310394287,0.27554041147232056,0.16569830477237701,0.25814583897590637
diarmaid,0.39505231380462646,0.2698690593242645,0.19790273904800415,0.01035357266664505,0.24588967859745026,0.14781543612480164,0.3111720383167267,0.2743403911590576,0.2689197063446045,0.1557254046201706,0.15649910271167755,0.19091041386127472,0.18899855017662048
macculloch,0.3408779799938202,0.27445802092552185,0.29504647850990295,0.009637930430471897,0.2998373210430145,0.3013112246990204,0.22841572761535645,0.1994822472333908,0.3422292172908783,0.24687279760837555,0.2894953787326813,0.28028666973114014,0.21976332366466522
",",0.3365725874900818,0.24827811121940613,0.23255878686904907,-0.0016132977325469255,0.21987015008926392,0.36755475401878357,0.427140474319458,0.29636669158935547,0.4946078956127167,0.24007150530815125,0.31168749928474426,0.27184903621673584,0.31091248989105225
professor,0.2747347950935364,0.11378532648086548,0.21313245594501495,-0.034697797149419785,0.3007054626941681,0.06850619614124298,0.2867487072944641,0.2162841111421585,0.22687776386737823,0.13823029398918152,0.16177405416965485,0.12154626101255417,0.09837866574525833
of,0.2827862501144409,0.25888603925704956,0.1719115972518921,-0.03817026689648628,0.24593348801136017,0.34038281440734863,0.5052502155303955,0.3022735118865967,1.0,0.27202147245407104,0.2669808566570282,0.2207300066947937,0.1826142966747284
the,0.3733934462070465,0.2761930227279663,0.1759674996137619,-0.01540423184633255,0.21431727707386017,0.3906462490558624,0.5829201340675354,0.2958637773990631,0.733189046382904,0.297427237033844,0.3090755045413971,0.24901628494262695,0.22068053483963013
history,0.22458811104297638,0.17959870398044586,0.09978976845741272,-0.0466335192322731,0.2796166241168976,0.2241225242614746,0.2123815417289734,0.2747087776660919,0.31014925241470337,0.2871168553829193,0.2055196464061737,0.18591512739658356,0.2501974403858185
of,0.2827862501144409,0.25888603925704956,0.1719115972518921,-0.03817026689648628,0.24593348801136017,0.34038281440734863,0.5052502155303955,0.3022735118865967,1.0,0.27202147245407104,0.2669808566570282,0.2207300066947937,0.1826142966747284
the,0.3733934462070465,0.2761930227279663,0.1759674996137619,-0.01540423184633255,0.21431727707386017,0.3906462490558624,0.5829201340675354,0.2958637773990631,0.733189046382904,0.297427237033844,0.3090755045413971,0.24901628494262695,0.22068053483963013
church,0.19418756663799286,0.15558595955371857,0.379041463136673,0.023664841428399086,0.3023533523082733,0.21372953057289124,0.19588641822338104,0.1528598815202713,0.3079429268836975,0.1426958292722702,0.15665873885154724,0.2682075798511505,0.18081501126289368
in,0.2792111933231354,0.21382014453411102,0.20523880422115326,-0.037580832839012146,0.2301568239927292,0.3815755248069763,0.539380669593811,0.268386572599411,0.5696388483047485,0.2084859013557434,0.27273955941200256,0.2334136962890625,0.20430970191955566
the,0.3733934462070465,0.2761930227279663,0.1759674996137619,-0.01540423184633255,0.21431727707386017,0.3906462490558624,0.5829201340675354,0.2958637773990631,0.733189046382904,0.297427237033844,0.3090755045413971,0.24901628494262695,0.22068053483963013
university,0.2115909904241562,0.17018449306488037,0.2046351283788681,-0.007441582623869181,0.3216654360294342,0.153096005320549,0.20256656408309937,0.2613500952720642,0.30646374821662903,0.07176262885332108,0.21565674245357513,0.13737574219703674,0.11887256056070328
of,0.2827862501144409,0.25888603925704956,0.1719115972518921,-0.03817026689648628,0.24593348801136017,0.34038281440734863,0.5052502155303955,0.3022735118865967,1.0,0.27202147245407104,0.2669808566570282,0.2207300066947937,0.1826142966747284
oxford,0.13716071844100952,0.15849998593330383,0.13466285169124603,-0.009441548958420753,0.29531899094581604,0.14038780331611633,0.19812679290771484,0.32708632946014404,0.27131637930870056,0.0755506157875061,0.05117346718907356,0.12453682720661163,0.14411403238773346
argued,0.27725863456726074,0.4182365834712982,0.24759162962436676,-0.03666406124830246,0.3640238642692566,0.228304922580719,0.1706712543964386,0.23848572373390198,0.19172857701778412,0.28603291511535645,0.35328245162963867,0.22711175680160522,0.18905270099639893
that,0.45444270968437195,0.38060468435287476,0.21746599674224854,0.04397977516055107,0.29084065556526184,0.35517072677612305,0.47537946701049805,0.3524036407470703,0.41498205065727234,0.35350626707077026,0.3318655490875244,0.27395346760749817,0.32716336846351624
luther,0.21013082563877106,0.1496354341506958,1.0,-0.009990512393414974,0.32714858651161194,0.18652333319187164,0.17967689037322998,0.20803669095039368,0.1719115972518921,0.14489246904850006,0.18804924190044403,0.24326977133750916,0.1732746809720993
's,0.05599616840481758,0.049019668251276016,-0.009990512393414974,0.9999999403953552,0.029720310121774673,0.007088581565767527,0.04866964742541313,-0.011590437032282352,-0.03817026689648628,-0.019457440823316574,-0.0006242102244868875,0.017030835151672363,-0.023395681753754616
writing,0.2598465085029602,0.17797084152698517,0.1731184720993042,0.04026207700371742,0.6582614183425903,0.22109666466712952,0.3032566010951996,0.3876084089279175,0.25490155816078186,0.22690628468990326,0.173704132437706,0.13051386177539825,0.21497225761413574
was,0.3318818509578705,0.32895320653915405,0.19185513257980347,0.008974763564765453,0.21465790271759033,0.590133786201477,0.4508470594882965,0.17733338475227356,0.4069072902202606,0.20156992971897125,0.22972732782363892,0.1935933530330658,0.18412111699581146
a,0.36608949303627014,0.19752803444862366,0.17967689037322998,0.04866964742541313,0.15608888864517212,0.17203083634376526,1.0,0.28517019748687744,0.5052502155303955,0.22348695993423462,0.2227657586336136,0.17522315680980682,0.23916715383529663
``,0.02397952415049076,0.0019830670207738876,-0.013964727520942688,-0.03416389226913452,0.023104794323444366,0.006090171169489622,0.07272057235240936,-0.07058517634868622,0.06780257821083069,0.13097381591796875,0.031818777322769165,0.11970638483762741,0.0685480609536171
blueprint,0.17507880926132202,0.1935431957244873,0.20803669095039368,-0.011590437032282352,0.3794670104980469,0.19838190078735352,0.28517019748687744,0.9999999403953552,0.3022735118865967,0.21236218512058258,0.10956357419490814,0.13938437402248383,0.2517049014568329
.,0.3541337847709656,0.2703448235988617,0.24907569587230682,-0.003708066651597619,0.24754001200199127,0.3378238379955292,0.50484299659729,0.2857381999492645,0.5352458953857422,0.2696916162967682,0.28705209493637085,0.2115412801504135,0.4130953550338745
'',0.024401003494858742,0.022320067510008812,-0.04572787508368492,-0.04859459400177002,0.05830637365579605,0.007215402089059353,0.04890415817499161,0.11751216650009155,0.13035868108272552,-0.1100800484418869,-0.03918103128671646,-0.06881692260503769,0.018684765323996544
