,when,did,the,ancestors,of,modern,homo,sapiens,inhabit,kenya,?
1.8,-0.000786098709795624,-0.06506136059761047,0.2105393409729004,0.06836060434579849,0.21890372037887573,0.16449227929115295,0.11182039231061935,0.17490887641906738,0.16413730382919312,0.16802944242954254,0.1605871468782425
million,0.17012886703014374,0.1815238744020462,0.277012437582016,0.2781824469566345,0.21686489880084991,0.24746330082416534,0.24029900133609772,0.2916543483734131,0.2443476915359497,0.27429839968681335,0.23092924058437347
to,0.5423505902290344,0.4452643394470215,0.535392165184021,0.26048436760902405,0.41548454761505127,0.193939670920372,0.19523920118808746,0.20825497806072235,0.2021653801202774,0.17769291996955872,0.29463258385658264
"350,000",0.022692428901791573,-0.020594099536538124,0.049887191504240036,0.08778303116559982,0.0993787944316864,-0.004589607007801533,0.05893503502011299,0.07795974612236023,0.0074708107858896255,-0.16794660687446594,-0.013248435221612453
years,0.3409145474433899,0.2695724070072174,0.2912273406982422,0.2782134413719177,0.2904134690761566,0.18850623071193695,0.2478170096874237,0.33810722827911377,0.15583287179470062,0.20713506639003754,0.1914375126361847
ago,0.34233349561691284,0.19972491264343262,0.23063679039478302,0.3537694215774536,0.20083805918693542,0.2280479520559311,0.43562793731689453,0.4827364385128021,0.3250897526741028,0.22819656133651733,0.2202194780111313
),0.2538422644138336,0.18584993481636047,0.3456730246543884,0.1434851586818695,0.3680361211299896,0.17084072530269623,0.11700072884559631,0.14348852634429932,0.14086385071277618,0.12372948974370956,0.42300865054130554
are,0.29873907566070557,0.2159031480550766,0.40399202704429626,0.2629108130931854,0.39081433415412903,0.21159417927265167,0.14451314508914948,0.21867859363555908,0.3225723206996918,0.1597108691930771,0.24591213464736938
possible,0.2793816924095154,0.34132009744644165,0.32701125741004944,0.1009749174118042,0.3314395844936371,0.22353750467300415,0.2287234365940094,0.20730096101760864,0.17201192677021027,0.11587193608283997,0.3059970438480377
direct,0.24394018948078156,0.25516921281814575,0.3262479901313782,0.23995435237884521,0.2533726394176483,0.1930033266544342,0.21949228644371033,0.20443350076675415,0.07885078340768814,0.10468121618032455,0.18476411700248718
ancestors,0.18960197269916534,0.25472721457481384,0.23115548491477966,1.0,0.23672950267791748,0.3217869699001312,0.3882282078266144,0.46278366446495056,0.3284110426902771,0.21639257669448853,0.16007879376411438
of,0.3757161796092987,0.2513895630836487,0.733189046382904,0.23672950267791748,1.0,0.3482828736305237,0.2064005434513092,0.25537750124931335,0.2473795861005783,0.22226637601852417,0.1826142966747284
modern,0.19283193349838257,0.21376098692417145,0.3283970355987549,0.3217869699001312,0.3482828736305237,0.9999999403953552,0.286980003118515,0.34545376896858215,0.2295992374420166,0.22392955422401428,0.12475407868623734
homo,0.1357457935810089,0.16397179663181305,0.1959427446126938,0.3882282078266144,0.2064005434513092,0.286980003118515,1.0,0.7900235056877136,0.2598564326763153,0.26381585001945496,0.15592239797115326
sapiens,0.18827857077121735,0.17459291219711304,0.2622883915901184,0.46278366446495056,0.25537750124931335,0.34545376896858215,0.7900235056877136,1.0000001192092896,0.3243634104728699,0.28010040521621704,0.22801433503627777
",",0.36674630641937256,0.3015086054801941,0.4933079481124878,0.22409972548484802,0.4946078956127167,0.2557750344276428,0.19335000216960907,0.2235574722290039,0.2202717363834381,0.23432263731956482,0.31091248989105225
and,0.4716290831565857,0.34479495882987976,0.5171257257461548,0.22972717881202698,0.5116966962814331,0.3277876079082489,0.15129444003105164,0.17788709700107574,0.21617957949638367,0.20742860436439514,0.20544172823429108
lived,0.19023022055625916,0.2549818158149719,0.2897515296936035,0.3790047764778137,0.3103700876235962,0.16362664103507996,0.2629251480102539,0.2968708276748657,0.31298401951789856,0.1664225459098816,0.1798510104417801
in,0.4431333839893341,0.2593238651752472,0.6662389636039734,0.18221673369407654,0.5696388483047485,0.29808807373046875,0.21053944528102875,0.1798960566520691,0.24026091396808624,0.23621977865695953,0.20430970191955566
kenya,0.11853623390197754,0.16214214265346527,0.21657514572143555,0.21639257669448853,0.22226637601852417,0.22392955422401428,0.26381585001945496,0.28010040521621704,0.16959431767463684,1.0,0.17197901010513306
in,0.4431333839893341,0.2593238651752472,0.6662389636039734,0.18221673369407654,0.5696388483047485,0.29808807373046875,0.21053944528102875,0.1798960566520691,0.24026091396808624,0.23621977865695953,0.20430970191955566
the,0.5091903209686279,0.34736719727516174,1.0,0.23115548491477966,0.733189046382904,0.3283970355987549,0.1959427446126938,0.2622883915901184,0.2520998418331146,0.21657514572143555,0.22068053483963013
pleistocene,0.14468064904212952,0.11243121325969696,0.2248685359954834,0.3824262320995331,0.20369531214237213,0.2607915997505188,0.48861220479011536,0.5713204145431519,0.32656916975975037,0.30041831731796265,0.13196146488189697
epoch,0.20858824253082275,0.13019323348999023,0.25456464290618896,0.28758522868156433,0.22761239111423492,0.29204463958740234,0.3226607143878937,0.38352054357528687,0.22742484509944916,0.18561795353889465,0.17884482443332672
.,0.475719153881073,0.35288307070732117,0.5934505462646484,0.1765775978565216,0.5352458953857422,0.22790057957172394,0.17961858212947845,0.2577528655529022,0.1856207400560379,0.24234211444854736,0.4130953550338745
