,according,to,the,wealth,concentration,theory,",",what,advantage,do,the,wealthy,have,in,accumulating,new,wealth,?
new,0.1695622354745865,0.33159172534942627,0.3845241069793701,0.17288216948509216,0.0812152773141861,0.13607384264469147,0.36073189973831177,0.2130378633737564,0.10191407799720764,0.21221688389778137,0.3845241069793701,0.214811772108078,0.2689777910709381,0.3758552670478821,0.22496743500232697,0.9999999403953552,0.17288216948509216,0.14782847464084625
sources,0.2358919382095337,0.29232558608055115,0.27209216356277466,0.24690376222133636,0.20271733403205872,0.2182580977678299,0.3490506112575531,0.30212491750717163,0.21145381033420563,0.26546207070350647,0.27209216356277466,0.17150218784809113,0.3191109299659729,0.23531174659729004,0.27013880014419556,0.12495426088571548,0.24690376222133636,0.2886999845504761
of,0.3307822346687317,0.41548454761505127,0.733189046382904,0.27235376834869385,0.2754148840904236,0.23506702482700348,0.4946078956127167,0.33290785551071167,0.20611627399921417,0.26150479912757874,0.733189046382904,0.2134784311056137,0.3802283704280853,0.5696388483047485,0.31859955191612244,0.343457967042923,0.27235376834869385,0.1826142966747284
creating,0.15898779034614563,0.31553950905799866,0.286904513835907,0.2205425500869751,0.16708655655384064,0.20188264548778534,0.27134549617767334,0.28780505061149597,0.175445556640625,0.27684876322746277,0.286904513835907,0.1509161740541458,0.3036040663719177,0.20338892936706543,0.44183093309402466,0.314869225025177,0.2205425500869751,0.2842518985271454
wealth,0.285123348236084,0.30562296509742737,0.24999672174453735,0.9999998807907104,0.19168125092983246,0.20340721309185028,0.22482609748840332,0.2415573000907898,0.24179504811763763,0.07294061034917831,0.24999672174453735,0.7251801490783691,0.20081286132335663,0.1835664063692093,0.30818742513656616,0.17288216948509216,0.9999998807907104,0.1624586433172226
or,0.18592984974384308,0.38921234011650085,0.4174870550632477,0.2073715627193451,0.25784116983413696,0.21121910214424133,0.3769497275352478,0.33867141604423523,0.2720109522342682,0.39439281821250916,0.4174870550632477,0.1456204652786255,0.46389055252075195,0.3586423695087433,0.3801254630088806,0.1627417951822281,0.2073715627193451,0.32389625906944275
to,0.28520727157592773,1.0,0.535392165184021,0.30562296509742737,0.26137882471084595,0.21947365999221802,0.44245919585227966,0.455847829580307,0.27752500772476196,0.38876664638519287,0.535392165184021,0.2669115960597992,0.4544740617275238,0.45010748505592346,0.2516544461250305,0.33159172534942627,0.30562296509742737,0.29463258385658264
otherwise,0.1819315403699875,0.4337620139122009,0.2968122065067291,0.23750987648963928,0.16287560760974884,0.2196601778268814,0.286251425743103,0.39239436388015747,0.30783674120903015,0.35140177607536316,0.2968122065067291,0.1921667754650116,0.44272732734680176,0.25651246309280396,0.31867164373397827,0.17322011291980743,0.23750987648963928,0.29367905855178833
leverage,0.15308032929897308,0.2965596616268158,0.28516846895217896,0.32313844561576843,0.27802756428718567,0.20418408513069153,0.19695238769054413,0.24011032283306122,0.3670158386230469,0.22877006232738495,0.28516846895217896,0.29962214827537537,0.2901344895362854,0.22090405225753784,0.3080587387084961,0.1768082231283188,0.32313844561576843,0.15978164970874786
the,0.3202974498271942,0.535392165184021,1.0,0.24999672174453735,0.2617439329624176,0.2277156263589859,0.4933079481124878,0.42745697498321533,0.2844003438949585,0.30239659547805786,1.0,0.2220325618982315,0.40389683842658997,0.6662389636039734,0.3195447325706482,0.3845241069793701,0.24999672174453735,0.22068053483963013
accumulation,0.17185871303081512,0.26538437604904175,0.340740829706192,0.3215469717979431,0.33269596099853516,0.3191690444946289,0.23359620571136475,0.24889037013053894,0.32106253504753113,0.24445994198322296,0.340740829706192,0.1507774442434311,0.31445613503456116,0.212209090590477,0.9086151123046875,0.18937261402606964,0.3215469717979431,0.1650637835264206
of,0.3307822346687317,0.41548454761505127,0.733189046382904,0.27235376834869385,0.2754148840904236,0.23506702482700348,0.4946078956127167,0.33290785551071167,0.20611627399921417,0.26150479912757874,0.733189046382904,0.2134784311056137,0.3802283704280853,0.5696388483047485,0.31859955191612244,0.343457967042923,0.27235376834869385,0.1826142966747284
wealth,0.285123348236084,0.30562296509742737,0.24999672174453735,0.9999998807907104,0.19168125092983246,0.20340721309185028,0.22482609748840332,0.2415573000907898,0.24179504811763763,0.07294061034917831,0.24999672174453735,0.7251801490783691,0.20081286132335663,0.1835664063692093,0.30818742513656616,0.17288216948509216,0.9999998807907104,0.1624586433172226
",",0.3107093870639801,0.44245919585227966,0.4933079481124878,0.22482609748840332,0.2576465308666229,0.18095813691616058,1.0000001192092896,0.3087472915649414,0.1772463619709015,0.3283645510673523,0.4933079481124878,0.22837986052036285,0.3541618287563324,0.5201468467712402,0.24387533962726593,0.36073189973831177,0.22482609748840332,0.31091248989105225
thus,0.23955516517162323,0.42383262515068054,0.4036877751350403,0.34692296385765076,0.20899763703346252,0.2173849493265152,0.3071325421333313,0.30745524168014526,0.3882962465286255,0.257389098405838,0.4036877751350403,0.21618148684501648,0.3490366041660309,0.26358214020729065,0.4339591860771179,0.23873163759708405,0.34692296385765076,0.18769288063049316
are,0.22847512364387512,0.3504326641559601,0.40399202704429626,0.13664987683296204,0.2504279911518097,0.1918308287858963,0.4062570035457611,0.29724663496017456,0.2111373245716095,0.41111594438552856,0.40399202704429626,0.14958341419696808,0.6577680706977844,0.3841303884983063,0.26210591197013855,0.1899496167898178,0.13664987683296204,0.24591213464736938
the,0.3202974498271942,0.535392165184021,1.0,0.24999672174453735,0.2617439329624176,0.2277156263589859,0.4933079481124878,0.42745697498321533,0.2844003438949585,0.30239659547805786,1.0,0.2220325618982315,0.40389683842658997,0.6662389636039734,0.3195447325706482,0.3845241069793701,0.24999672174453735,0.22068053483963013
beneficiaries,0.22256845235824585,0.37365543842315674,0.2749902307987213,0.3727323114871979,0.29100894927978516,0.16165530681610107,0.3021211326122284,0.3504636287689209,0.32359740138053894,0.4105056822299957,0.2749902307987213,0.31183260679244995,0.47988829016685486,0.2134750336408615,0.378566712141037,0.1951196938753128,0.3727323114871979,0.37766554951667786
of,0.3307822346687317,0.41548454761505127,0.733189046382904,0.27235376834869385,0.2754148840904236,0.23506702482700348,0.4946078956127167,0.33290785551071167,0.20611627399921417,0.26150479912757874,0.733189046382904,0.2134784311056137,0.3802283704280853,0.5696388483047485,0.31859955191612244,0.343457967042923,0.27235376834869385,0.1826142966747284
the,0.3202974498271942,0.535392165184021,1.0,0.24999672174453735,0.2617439329624176,0.2277156263589859,0.4933079481124878,0.42745697498321533,0.2844003438949585,0.30239659547805786,1.0,0.2220325618982315,0.40389683842658997,0.6662389636039734,0.3195447325706482,0.3845241069793701,0.24999672174453735,0.22068053483963013
new,0.1695622354745865,0.33159172534942627,0.3845241069793701,0.17288216948509216,0.0812152773141861,0.13607384264469147,0.36073189973831177,0.2130378633737564,0.10191407799720764,0.21221688389778137,0.3845241069793701,0.214811772108078,0.2689777910709381,0.3758552670478821,0.22496743500232697,0.9999999403953552,0.17288216948509216,0.14782847464084625
wealth,0.285123348236084,0.30562296509742737,0.24999672174453735,0.9999998807907104,0.19168125092983246,0.20340721309185028,0.22482609748840332,0.2415573000907898,0.24179504811763763,0.07294061034917831,0.24999672174453735,0.7251801490783691,0.20081286132335663,0.1835664063692093,0.30818742513656616,0.17288216948509216,0.9999998807907104,0.1624586433172226
.,0.29052162170410156,0.4645031690597534,0.5934505462646484,0.1815606653690338,0.2379244863986969,0.18047811090946198,0.6812511086463928,0.3567904531955719,0.18389295041561127,0.3613996207714081,0.5934505462646484,0.19928500056266785,0.41614407300949097,0.5591574311256409,0.24863620102405548,0.35031336545944214,0.1815606653690338,0.4130953550338745
