,setting,speed,limits,was,one,of,the,further,devolutions,which,was,conferred,by,what,act,?
as,0.22844131290912628,0.19339637458324432,0.23661892116069794,0.3677520453929901,0.3954789340496063,0.3886612355709076,0.48381632566452026,0.28184258937835693,0.27179351449012756,0.41006597876548767,0.3677520453929901,0.23404400050640106,0.3815547823905945,0.31749409437179565,0.2497578263282776,0.27043893933296204
setting,1.0,0.1627114713191986,0.28432244062423706,0.1622309386730194,0.23854787647724152,0.22114701569080353,0.2991926074028015,0.18087276816368103,0.18243356049060822,0.34942537546157837,0.1622309386730194,0.1516484022140503,0.1776338666677475,0.287603497505188,0.2504327595233917,0.16943378746509552
speed,0.1627114713191986,0.9999999403953552,0.2614857256412506,0.2205008864402771,0.2508995234966278,0.1947416365146637,0.2310667634010315,0.15132394433021545,0.13391999900341034,0.2855447232723236,0.2205008864402771,0.06432575732469559,0.17585285007953644,0.23285695910453796,0.17601414024829865,0.17392314970493317
limits,0.28432244062423706,0.2614857256412506,0.9999999403953552,0.19717204570770264,0.2994106113910675,0.37432539463043213,0.3678794801235199,0.23846831917762756,0.32319456338882446,0.34983038902282715,0.19717204570770264,0.1748930960893631,0.23097051680088043,0.32290130853652954,0.2620684504508972,0.14532171189785004
and,0.28809189796447754,0.23429381847381592,0.2891829311847687,0.3740963041782379,0.42438167333602905,0.5116966962814331,0.5171257257461548,0.3426179587841034,0.30355218052864075,0.506277859210968,0.3740963041782379,0.25919464230537415,0.4289871156215668,0.31309178471565247,0.2776535749435425,0.20544172823429108
control,0.19787319004535675,0.26333585381507874,0.30720219016075134,0.19347785413265228,0.2762129008769989,0.2817542552947998,0.32841500639915466,0.14092488586902618,0.2721998989582062,0.31846651434898376,0.19347785413265228,0.1502460539340973,0.2360290139913559,0.2821830213069916,0.27789878845214844,0.1620711386203766
of,0.22114701569080353,0.1947416365146637,0.37432539463043213,0.4069072902202606,0.4999135136604309,1.0,0.733189046382904,0.24797867238521576,0.3642556071281433,0.5011631846427917,0.4069072902202606,0.3241461217403412,0.3646814823150635,0.33290785551071167,0.2802577316761017,0.1826142966747284
air,0.16323207318782806,0.23672813177108765,0.1916821300983429,0.18898457288742065,0.15920887887477875,0.24196814000606537,0.2877824306488037,0.14524278044700623,0.0696215108036995,0.23809513449668884,0.18898457288742065,0.10977267473936081,0.19110813736915588,0.10361403971910477,0.16211463510990143,0.1491677612066269
guns,0.19826912879943848,0.19401799142360687,0.179462268948555,0.18883128464221954,0.20196160674095154,0.19942522048950195,0.2543870210647583,0.12271327525377274,0.18069224059581757,0.19033098220825195,0.18883128464221954,0.12861381471157074,0.1850920021533966,0.17253552377223969,0.15419985353946686,0.13555212318897247
.,0.2672421634197235,0.20181311666965485,0.27380135655403137,0.40146201848983765,0.4123194217681885,0.5352458953857422,0.5934505462646484,0.25690746307373047,0.3548341989517212,0.45942068099975586,0.40146201848983765,0.20011015236377716,0.3936232924461365,0.3567904531955719,0.2025400698184967,0.4130953550338745
,setting,speed,limits,was,one,of,the,further,devolutions,which,was,conferred,by,what,act,?
the,0.2991926074028015,0.2310667634010315,0.3678794801235199,0.48711544275283813,0.5514441132545471,0.733189046382904,1.0,0.32531118392944336,0.29323628544807434,0.6521818041801453,0.48711544275283813,0.3050553798675537,0.4408751428127289,0.42745697498321533,0.28682878613471985,0.22068053483963013
scottish,0.16034770011901855,0.11908688396215439,0.03716348484158516,0.20229777693748474,0.1910877674818039,0.1698460429906845,0.21724988520145416,0.09097680449485779,0.22392483055591583,0.21085049211978912,0.20229777693748474,0.1516951471567154,0.1562303602695465,0.13777151703834534,0.1456814855337143,0.06442669779062271
parliament,0.1305883526802063,0.17034026980400085,0.16082921624183655,0.24742799997329712,0.14608411490917206,0.2885259687900543,0.26521381735801697,0.1524006426334381,0.35309654474258423,0.20252443850040436,0.24742799997329712,0.21128526329994202,0.1523929238319397,0.21650300920009613,0.33536985516548157,0.1586504578590393
has,0.15618860721588135,0.20519839227199554,0.3057970702648163,0.40313825011253357,0.43032392859458923,0.3909035325050354,0.4177538752555847,0.23851856589317322,0.20124240219593048,0.4350704550743103,0.40313825011253357,0.1620139628648758,0.3254803419113159,0.20338068902492523,0.12206312268972397,0.15994466841220856
the,0.2991926074028015,0.2310667634010315,0.3678794801235199,0.48711544275283813,0.5514441132545471,0.733189046382904,1.0,0.32531118392944336,0.29323628544807434,0.6521818041801453,0.48711544275283813,0.3050553798675537,0.4408751428127289,0.42745697498321533,0.28682878613471985,0.22068053483963013
ability,0.18531271815299988,0.3113788068294525,0.277669757604599,0.11905787140130997,0.226007878780365,0.21105368435382843,0.24997951090335846,0.2051534801721573,0.21782998740673065,0.35557249188423157,0.11905787140130997,0.16473089158535004,0.18000270426273346,0.26366251707077026,0.16672232747077942,0.1955445408821106
to,0.27501755952835083,0.2900872230529785,0.31964796781539917,0.3636345863342285,0.4025384783744812,0.41548454761505127,0.535392165184021,0.4001762866973877,0.22983114421367645,0.5345056653022766,0.3636345863342285,0.2093866616487503,0.33534231781959534,0.455847829580307,0.24833928048610687,0.29463258385658264
alter,0.20499573647975922,0.18898990750312805,0.22353574633598328,0.1728939265012741,0.22776079177856445,0.2027089148759842,0.2655624747276306,0.15187078714370728,0.2513905465602875,0.2764199674129486,0.1728939265012741,0.1335899978876114,0.2332857996225357,0.22912855446338654,0.20637816190719604,0.22885844111442566
income,0.09831559658050537,0.194832444190979,0.2444126158952713,0.15067929029464722,0.17004019021987915,0.2581324577331543,0.23699946701526642,0.16422107815742493,0.2871891260147095,0.2455010861158371,0.15067929029464722,0.16127479076385498,0.17474129796028137,0.21837803721427917,0.12437499314546585,0.14935168623924255
tax,0.17246206104755402,0.20023201406002045,0.25124695897102356,0.13571642339229584,0.11153952777385712,0.2403477430343628,0.19507044553756714,0.12374051660299301,0.3043442964553833,0.22960160672664642,0.13571642339229584,0.0784815326333046,0.17775239050388336,0.21278929710388184,0.33585548400878906,0.2097984105348587
in,0.2323552966117859,0.2239796668291092,0.2923375964164734,0.45514053106307983,0.4129433035850525,0.5696388483047485,0.6662389636039734,0.233941450715065,0.28853774070739746,0.4840516746044159,0.45514053106307983,0.2560907304286957,0.370934396982193,0.30808621644973755,0.22050046920776367,0.20430970191955566
scotland,0.15783452987670898,0.1233256384730339,0.16832436621189117,0.17744721472263336,0.17967231571674347,0.2208399921655655,0.23846951127052307,0.16971153020858765,0.2513119578361511,0.23217903077602386,0.17744721472263336,0.22081710398197174,0.13855545222759247,0.16722074151039124,0.2434776872396469,0.09160218387842178
by,0.1776338666677475,0.17585285007953644,0.23097051680088043,0.4752357602119446,0.29445651173591614,0.3646814823150635,0.4408751428127289,0.2836849093437195,0.24198557436466217,0.40543368458747864,0.4752357602119446,0.20449067652225494,1.0000001192092896,0.2455483376979828,0.19227443635463715,0.17966607213020325
up,0.23815885186195374,0.28195905685424805,0.18280984461307526,0.24070115387439728,0.30488982796669006,0.32945773005485535,0.38423117995262146,0.2734512686729431,0.2257172167301178,0.36388060450553894,0.24070115387439728,0.10019389539957047,0.2738759219646454,0.28591108322143555,0.18676148355007172,0.1819818764925003
to,0.27501755952835083,0.2900872230529785,0.31964796781539917,0.3636345863342285,0.4025384783744812,0.41548454761505127,0.535392165184021,0.4001762866973877,0.22983114421367645,0.5345056653022766,0.3636345863342285,0.2093866616487503,0.33534231781959534,0.455847829580307,0.24833928048610687,0.29463258385658264
3,0.09748012572526932,0.004465403035283089,0.04779989272356033,0.06170157715678215,0.04079316928982735,0.046857766807079315,0.06283142417669296,0.05675530061125755,0.11347819119691849,0.07841135561466217,0.06170157715678215,-0.011366652324795723,0.07774321734905243,0.04473085701465607,0.0010668063769116998,0.005975271109491587
pence,0.1571081429719925,0.17481747269630432,0.18370027840137482,0.22744373977184296,0.218355193734169,0.1867152452468872,0.2066577970981598,0.10237107425928116,0.21959280967712402,0.14827877283096313,0.22744373977184296,0.24910926818847656,0.12591727077960968,0.2212379276752472,0.20539596676826477,0.197576105594635
in,0.2323552966117859,0.2239796668291092,0.2923375964164734,0.45514053106307983,0.4129433035850525,0.5696388483047485,0.6662389636039734,0.233941450715065,0.28853774070739746,0.4840516746044159,0.45514053106307983,0.2560907304286957,0.370934396982193,0.30808621644973755,0.22050046920776367,0.20430970191955566
the,0.2991926074028015,0.2310667634010315,0.3678794801235199,0.48711544275283813,0.5514441132545471,0.733189046382904,1.0,0.32531118392944336,0.29323628544807434,0.6521818041801453,0.48711544275283813,0.3050553798675537,0.4408751428127289,0.42745697498321533,0.28682878613471985,0.22068053483963013
pound,0.13042549788951874,0.2548803985118866,0.06584477424621582,0.16337808966636658,0.2557845115661621,0.17173300683498383,0.20860230922698975,0.14732171595096588,0.06678199768066406,0.24646368622779846,0.16337808966636658,0.18664850294589996,0.1465182900428772,0.2057340294122696,0.14155271649360657,0.1784212589263916
.,0.2672421634197235,0.20181311666965485,0.27380135655403137,0.40146201848983765,0.4123194217681885,0.5352458953857422,0.5934505462646484,0.25690746307373047,0.3548341989517212,0.45942068099975586,0.40146201848983765,0.20011015236377716,0.3936232924461365,0.3567904531955719,0.2025400698184967,0.4130953550338745
