,what,does,the,bathocyroe,and,ocyropsis,do,to,escape,danger,?
that,0.6297725439071655,0.4764937460422516,0.5473989248275757,0.3237075209617615,0.4731321930885315,0.34167516231536865,0.44533252716064453,0.5436353087425232,0.26162993907928467,0.28818759322166443,0.32716336846351624
the,0.42745697498321533,0.35928019881248474,1.0,0.3707858920097351,0.5171257257461548,0.2857997417449951,0.30239659547805786,0.535392165184021,0.23189567029476166,0.2524585425853729,0.22068053483963013
jet,0.08737172186374664,0.1508767306804657,0.20023901760578156,0.22643354535102844,0.21569094061851501,0.25890910625457764,0.11474638432264328,0.1442762017250061,0.17452184855937958,0.08394722640514374,0.13072358071804047
of,0.33290785551071167,0.3119818866252899,0.733189046382904,0.3479782044887543,0.5116966962814331,0.2805199921131134,0.26150479912757874,0.41548454761505127,0.17960478365421295,0.2071019858121872,0.1826142966747284
expelled,0.13734279572963715,0.2146138995885849,0.2865907847881317,0.2330462783575058,0.23003306984901428,0.11760406196117401,0.1424248218536377,0.2640225291252136,0.2697873115539551,0.19212183356285095,0.04119007661938667
water,0.17456887662410736,0.29202038049697876,0.297396719455719,0.45364585518836975,0.3054247498512268,0.41281604766845703,0.2054748237133026,0.27858173847198486,0.21804378926753998,0.2683629095554352,0.14731885492801666
drives,0.23342765867710114,0.2964435815811157,0.20820994675159454,0.28477349877357483,0.2143097072839737,0.2067803591489792,0.2019246369600296,0.27728408575057983,0.20107442140579224,0.19357798993587494,0.08974530547857285
them,0.4994642734527588,0.35492652654647827,0.4788833558559418,0.3613300025463104,0.48717668652534485,0.26118209958076477,0.4653012752532959,0.5916602611541748,0.32783442735671997,0.38308584690093994,0.35435691475868225
backwards,0.26373496651649475,0.35018447041511536,0.3041544258594513,0.2925432026386261,0.21896201372146606,0.3366549611091614,0.2533755600452423,0.30638593435287476,0.23053468763828278,0.19089235365390778,0.1805936098098755
very,0.37053924798965454,0.3347555100917816,0.34171217679977417,0.29789915680885315,0.4546867609024048,0.29012906551361084,0.2859450876712799,0.3902553617954254,0.16938836872577667,0.22886553406715393,0.20864155888557434
quickly,0.27000871300697327,0.2340003401041031,0.30366459488868713,0.2469177544116974,0.30427297949790955,0.22783155739307404,0.21756215393543243,0.44593319296836853,0.2544129490852356,0.30060693621635437,0.18131443858146667
.,0.3567904531955719,0.3022993505001068,0.5934505462646484,0.34248989820480347,0.588965117931366,0.29138144850730896,0.3613996207714081,0.4645031690597534,0.20978771150112152,0.23539911210536957,0.4130953550338745
