,what,are,the,most,passes,that,greg,olsen,has,had,?
",",0.3087472915649414,0.4062570035457611,0.4933079481124878,0.3636029064655304,0.28486189246177673,0.4137537479400635,0.23601293563842773,0.24606910347938538,0.3734780251979828,0.35487717390060425,0.31091248989105225
who,0.40942975878715515,0.27294138073921204,0.3733934462070465,0.35393568873405457,0.08672328293323517,0.45444270968437195,0.21012353897094727,0.2795623242855072,0.2558172643184662,0.36173108220100403,0.26220351457595825
caught,0.19015973806381226,0.16468438506126404,0.2087310254573822,0.24863597750663757,0.26007434725761414,0.2821810841560364,0.15931840240955353,0.18905195593833923,0.1154937669634819,0.29855453968048096,0.20266211032867432
44,0.1607796847820282,0.15199428796768188,0.28236207365989685,0.22528903186321259,-0.037795402109622955,0.22356772422790527,0.11798686534166336,0.05277746543288231,0.12868647277355194,0.2877008318901062,0.03696782514452934
passes,0.21615341305732727,0.1885956972837448,0.3752402365207672,0.18525317311286926,0.9999998807907104,0.24901355803012848,0.12631955742835999,0.10963275283575058,0.2752569019794464,0.1697654277086258,0.09716983139514923
for,0.3017193675041199,0.3895993232727051,0.4739971458911896,0.3906237483024597,0.2133815735578537,0.4137635827064514,0.16305497288703918,0.21411064267158508,0.450642853975296,0.3270139992237091,0.264628142118454
739,0.08700548857450485,0.071861132979393,0.09152466803789139,0.02397250011563301,0.12752379477024078,0.13895274698734283,0.15268726646900177,0.31006842851638794,0.12264294922351837,0.13497625291347504,0.08962814509868622
yards,0.1304803043603897,0.13775980472564697,0.16070343554019928,0.18636830151081085,0.3818858563899994,0.12126293778419495,0.21111680567264557,0.15786220133304596,0.15066292881965637,0.19894513487815857,0.12453813850879669
and,0.31309178471565247,0.48576638102531433,0.5171257257461548,0.4309377074241638,0.2739555835723877,0.4731321930885315,0.20227330923080444,0.25322070717811584,0.43716782331466675,0.3872550129890442,0.20544172823429108
10,0.11840458959341049,0.25480788946151733,0.2880653440952301,0.2283211648464203,0.0971112996339798,0.15201891958713531,0.1004936620593071,0.012560028582811356,0.1565546989440918,0.1529655158519745,0.022911956533789635
touchdowns,0.15067923069000244,0.14049310982227325,0.20508192479610443,0.21576958894729614,0.42499709129333496,0.20178177952766418,0.21100838482379913,0.23337189853191376,0.23983153700828552,0.26631444692611694,0.1509619653224945
;,0.10986888408660889,0.15315808355808258,0.09152708947658539,0.09552082419395447,0.07469867169857025,0.0633435994386673,0.05416621267795563,0.03974246606230736,0.05589579790830612,0.036781277507543564,0.10349778085947037
ginn,0.16056986153125763,0.16685891151428223,0.20374815165996552,0.21434883773326874,0.12550300359725952,0.22122550010681152,0.3023189902305603,0.2622494697570801,0.1377445012331009,0.1935877948999405,0.1626676321029663
also,0.42747777700424194,0.4565894305706024,0.6021018624305725,0.5312551259994507,0.24047471582889557,0.6005857586860657,0.18796955049037933,0.175384983420372,0.505894660949707,0.4027194678783417,0.21848613023757935
rushed,0.20875130593776703,0.0899307057261467,0.25936806201934814,0.18683332204818726,0.2705087661743164,0.23200249671936035,0.15530207753181458,0.10212630033493042,0.08474300801753998,0.32477378845214844,0.10077773034572601
for,0.3017193675041199,0.3895993232727051,0.4739971458911896,0.3906237483024597,0.2133815735578537,0.4137635827064514,0.16305497288703918,0.21411064267158508,0.450642853975296,0.3270139992237091,0.264628142118454
60,0.07328611612319946,-0.01117884274572134,0.04635925963521004,0.0072674984112381935,0.005451910197734833,0.09073277562856674,-0.06006831303238869,-0.0579618439078331,-0.027776895090937614,-0.01231386698782444,0.06999651342630386
yards,0.1304803043603897,0.13775980472564697,0.16070343554019928,0.18636830151081085,0.3818858563899994,0.12126293778419495,0.21111680567264557,0.15786220133304596,0.15066292881965637,0.19894513487815857,0.12453813850879669
and,0.31309178471565247,0.48576638102531433,0.5171257257461548,0.4309377074241638,0.2739555835723877,0.4731321930885315,0.20227330923080444,0.25322070717811584,0.43716782331466675,0.3872550129890442,0.20544172823429108
returned,0.15085899829864502,0.11287776380777359,0.32857778668403625,0.15741391479969025,0.17491522431373596,0.20032379031181335,0.17241552472114563,0.10358910262584686,0.19408933818340302,0.4430961012840271,0.07695316523313522
27,0.07395181059837341,-0.032039713114500046,0.02698022499680519,0.030538659542798996,0.009346824139356613,0.07201959192752838,0.023684142157435417,-0.038658782839775085,0.028083594515919685,-0.013828656636178493,0.036716945469379425
punts,0.21862637996673584,0.2920055389404297,0.21641352772712708,0.2533312737941742,0.3275109529495239,0.2268822342157364,0.2231454998254776,0.2483820915222168,0.21782468259334564,0.19476783275604248,0.19397130608558655
for,0.3017193675041199,0.3895993232727051,0.4739971458911896,0.3906237483024597,0.2133815735578537,0.4137635827064514,0.16305497288703918,0.21411064267158508,0.450642853975296,0.3270139992237091,0.264628142118454
277,0.014834869652986526,-0.08548406511545181,0.0799759179353714,-0.012158638797700405,0.01587793417274952,0.04824000224471092,0.00898791290819645,-0.10726547986268997,-0.07491839677095413,-0.033798713237047195,-0.05163668841123581
yards,0.1304803043603897,0.13775980472564697,0.16070343554019928,0.18636830151081085,0.3818858563899994,0.12126293778419495,0.21111680567264557,0.15786220133304596,0.15066292881965637,0.19894513487815857,0.12453813850879669
.,0.3567904531955719,0.3452940285205841,0.5934505462646484,0.35404038429260254,0.22859860956668854,0.4460422694683075,0.1809452772140503,0.21944358944892883,0.4105546176433563,0.37348684668540955,0.4130953550338745
