,where,does,the,cold,water,mix,with,lake,constance,?
.,0.41390106081962585,0.3022993505001068,0.5934505462646484,0.253801554441452,0.26634910702705383,0.13932448625564575,0.4446153938770294,0.18603695929050446,0.2745775878429413,0.4130953550338745
,where,does,the,cold,water,mix,with,lake,constance,?
the,0.5003893971443176,0.35928019881248474,1.0,0.2897129952907562,0.297396719455719,0.15310801565647125,0.4223487675189972,0.24325428903102875,0.23177717626094818,0.22068053483963013
cold,0.25313600897789,0.19566471874713898,0.2897129952907562,1.0,0.3195118308067322,0.15874052047729492,0.23475629091262817,0.1970924288034439,0.14618170261383057,0.12272877991199493
water,0.2081080675125122,0.29202038049697876,0.297396719455719,0.3195118308067322,0.9999998807907104,0.27419203519821167,0.20542247593402863,0.40283486247062683,0.18924762308597565,0.14731885492801666
flows,0.23452386260032654,0.23165354132652283,0.32405155897140503,0.2185160219669342,0.39950031042099,0.06586787849664688,0.12737701833248138,0.4263954162597656,0.25149771571159363,0.11636040359735489
near,0.4188554286956787,0.11424306035041809,0.2879819869995117,0.1733075976371765,0.22301539778709412,0.061120159924030304,0.21191000938415527,0.30304625630378723,0.24595165252685547,0.10734958201646805
the,0.5003893971443176,0.35928019881248474,1.0,0.2897129952907562,0.297396719455719,0.15310801565647125,0.4223487675189972,0.24325428903102875,0.23177717626094818,0.22068053483963013
surface,0.2541312277317047,0.22910720109939575,0.2555135488510132,0.27472445368766785,0.5213322043418884,0.18723811209201813,0.1969025433063507,0.21778219938278198,0.16513364017009735,0.14613434672355652
and,0.43859338760375977,0.3461615741252899,0.5171257257461548,0.25512415170669556,0.3054247498512268,0.27283304929733276,0.5477725267410278,0.234501451253891,0.30396533012390137,0.20544172823429108
at,0.4402937591075897,0.17465277016162872,0.457212895154953,0.19373497366905212,0.14569826424121857,0.10158056765794754,0.29126521944999695,0.1760270893573761,0.16891811788082123,0.21978627145290375
first,0.3238157331943512,0.2198687642812729,0.49448907375335693,0.13419881463050842,0.1719202995300293,0.13731272518634796,0.2691199779510498,0.1987440288066864,0.1843692660331726,0.18701928853988647
does,0.2965966761112213,1.0,0.35928019881248474,0.19566471874713898,0.29202038049697876,0.13980242609977722,0.26186925172805786,0.10660015791654587,0.08125069737434387,0.338003009557724
n't,-0.13775071501731873,-0.049544673413038254,-0.11449059844017029,-0.019117821007966995,-0.09677833318710327,-0.00945605430752039,-0.11462879180908203,0.01918666623532772,0.07222598791122437,0.07068326324224472
mix,0.17924004793167114,0.13980242609977722,0.15310801565647125,0.15874052047729492,0.27419203519821167,0.9999999403953552,0.22050341963768005,0.13125315308570862,0.010106217116117477,0.11501310765743256
with,0.4142743945121765,0.26186925172805786,0.4223487675189972,0.23475629091262817,0.20542247593402863,0.22050341963768005,0.9999999403953552,0.1871964931488037,0.2278270721435547,0.2433311939239502
the,0.5003893971443176,0.35928019881248474,1.0,0.2897129952907562,0.297396719455719,0.15310801565647125,0.4223487675189972,0.24325428903102875,0.23177717626094818,0.22068053483963013
warmer,0.27790263295173645,0.2843279540538788,0.3131127953529358,0.5360778570175171,0.4516546130180359,0.19318628311157227,0.2141551524400711,0.2362380474805832,0.19140246510505676,0.16600611805915833
",",0.3149496018886566,0.28617382049560547,0.4933079481124878,0.2868689298629761,0.26706066727638245,0.21672342717647552,0.4120737314224243,0.2802521586418152,0.3135715425014496,0.31091248989105225
green,0.17025288939476013,0.19180789589881897,0.24099771678447723,0.19912263751029968,0.23062999546527863,0.16440758109092712,0.2126576453447342,0.13773199915885925,0.16673561930656433,0.11409882456064224
waters,0.1724209189414978,0.17399492859840393,0.2699524164199829,0.32192569971084595,0.574002742767334,0.18975742161273956,0.19731608033180237,0.3475010097026825,0.20204845070838928,0.135763481259346
of,0.38066378235816956,0.3119818866252899,0.733189046382904,0.22852186858654022,0.2741255462169647,0.10747335106134415,0.41827285289764404,0.23993153870105743,0.28979653120040894,0.1826142966747284
upper,0.23894330859184265,0.12086480855941772,0.35289278626441956,0.16966573894023895,0.2032264620065689,0.12369538098573685,0.1428503692150116,0.24166253209114075,0.17422443628311157,0.051342256367206573
lake,0.17913374304771423,0.10660015791654587,0.24325428903102875,0.1970924288034439,0.40283486247062683,0.13125315308570862,0.1871964931488037,1.0000001192092896,0.30982735753059387,0.07226386666297913
.,0.41390106081962585,0.3022993505001068,0.5934505462646484,0.253801554441452,0.26634910702705383,0.13932448625564575,0.4446153938770294,0.18603695929050446,0.2745775878429413,0.4130953550338745
,where,does,the,cold,water,mix,with,lake,constance,?
most,0.3678402900695801,0.30044323205947876,0.47635307908058167,0.23038560152053833,0.2187667042016983,0.19303904473781586,0.336320698261261,0.13220657408237457,0.09859449416399002,0.2107497900724411
of,0.38066378235816956,0.3119818866252899,0.733189046382904,0.22852186858654022,0.2741255462169647,0.10747335106134415,0.41827285289764404,0.23993153870105743,0.28979653120040894,0.1826142966747284
the,0.5003893971443176,0.35928019881248474,1.0,0.2897129952907562,0.297396719455719,0.15310801565647125,0.4223487675189972,0.24325428903102875,0.23177717626094818,0.22068053483963013
water,0.2081080675125122,0.29202038049697876,0.297396719455719,0.3195118308067322,0.9999998807907104,0.27419203519821167,0.20542247593402863,0.40283486247062683,0.18924762308597565,0.14731885492801666
flows,0.23452386260032654,0.23165354132652283,0.32405155897140503,0.2185160219669342,0.39950031042099,0.06586787849664688,0.12737701833248138,0.4263954162597656,0.25149771571159363,0.11636040359735489
via,0.2922906279563904,0.11708846688270569,0.23979412019252777,0.05793939530849457,0.18568088114261627,0.035536475479602814,0.15864962339401245,0.17497561872005463,0.15778252482414246,0.19443516433238983
the,0.5003893971443176,0.35928019881248474,1.0,0.2897129952907562,0.297396719455719,0.15310801565647125,0.4223487675189972,0.24325428903102875,0.23177717626094818,0.22068053483963013
constance,0.2565965950489044,0.08125069737434387,0.23177717626094818,0.14618170261383057,0.18924762308597565,0.010106217116117477,0.2278270721435547,0.30982735753059387,1.0,0.1427515298128128
hopper,0.1957882046699524,0.13702335953712463,0.24347658455371857,0.1819906234741211,0.1700865924358368,0.1401236206293106,0.19829371571540833,0.2283439338207245,0.23454923927783966,0.12860612571239471
into,0.335035502910614,0.22312942147254944,0.39493247866630554,0.20739319920539856,0.2901814877986908,0.20593443512916565,0.2912435233592987,0.1555050164461136,0.16675768792629242,0.15662476420402527
the,0.5003893971443176,0.35928019881248474,1.0,0.2897129952907562,0.297396719455719,0.15310801565647125,0.4223487675189972,0.24325428903102875,0.23177717626094818,0.22068053483963013
rheinrinne,0.16218030452728271,0.12322808057069778,0.28652361035346985,0.13148418068885803,0.1957535743713379,0.05426817759871483,0.16757890582084656,0.23631718754768372,0.408990740776062,0.21252082288265228
(,0.1970011591911316,0.2728188931941986,0.33289089798927307,0.1784229427576065,0.16755586862564087,0.18406270444393158,0.29503780603408813,0.14248812198638916,0.26763612031936646,0.40561532974243164
``,0.020612511783838272,0.06539655476808548,0.029072100296616554,-0.008243599906563759,0.021624350920319557,-0.09323237091302872,0.08974023163318634,-0.05009271577000618,0.12680700421333313,0.0685480609536171
rhine,0.2007746696472168,0.13532963395118713,0.30735138058662415,0.12640050053596497,0.18943050503730774,0.07879545539617538,0.18184249103069305,0.22246339917182922,0.33406126499176025,0.13754533231258392
gutter,0.1522258073091507,0.17863668501377106,0.28564247488975525,0.2681974470615387,0.27487868070602417,0.16064885258674622,0.3068418502807617,0.21674416959285736,0.1794435977935791,0.15409187972545624
'',0.016034942120313644,-0.004023602232336998,0.041273195296525955,-0.024367067962884903,-0.06721995025873184,0.08074722439050674,0.07907696813344955,-0.009126919321715832,-0.07142005115747452,0.018684765323996544
),0.20711064338684082,0.2575884759426117,0.3456730246543884,0.18041756749153137,0.18243473768234253,0.17496822774410248,0.3069596290588379,0.16115246713161469,0.2760099470615387,0.42300865054130554
and,0.43859338760375977,0.3461615741252899,0.5171257257461548,0.25512415170669556,0.3054247498512268,0.27283304929733276,0.5477725267410278,0.234501451253891,0.30396533012390137,0.20544172823429108
seerhein,0.21123450994491577,0.20263756811618805,0.33448413014411926,0.2277577519416809,0.27112239599227905,0.09785353392362595,0.2161092609167099,0.29226627945899963,0.37816211581230164,0.19828423857688904
.,0.41390106081962585,0.3022993505001068,0.5934505462646484,0.253801554441452,0.26634910702705383,0.13932448625564575,0.4446153938770294,0.18603695929050446,0.2745775878429413,0.4130953550338745
