,in,what,year,did,the,fcc,publish,it,'s,report,?
its,0.3793783485889435,0.30393704771995544,0.15338382124900818,0.19922670722007751,0.559237003326416,0.2045624554157257,0.20113953948020935,0.5786119699478149,0.03202139586210251,0.22439044713974,0.15103481709957123
report,0.204250767827034,0.2868559956550598,0.19930125772953033,0.2986995279788971,0.2556745111942291,0.32434773445129395,0.4266091585159302,0.2226962149143219,-0.0383719876408577,0.9999998807907104,0.3138936758041382
on,0.46853652596473694,0.34226128458976746,0.27628999948501587,0.2670976221561432,0.5107308030128479,0.2287844568490982,0.2230350375175476,0.4529881477355957,0.0026888418942689896,0.29382312297821045,0.2714994251728058
the,0.6662389636039734,0.42745697498321533,0.3609684407711029,0.34736719727516174,1.0,0.24932202696800232,0.1611112356185913,0.6251175999641418,-0.01540423184633255,0.2556745111942291,0.22068053483963013
broadcasting,0.27609771490097046,0.18499015271663666,0.19386760890483856,0.12097854167222977,0.29916465282440186,0.46450820565223694,0.23847605288028717,0.2340458482503891,0.10137476027011871,0.2573227286338806,0.10870421677827835
of,0.5696388483047485,0.33290785551071167,0.2578314542770386,0.2513895630836487,0.733189046382904,0.16839106380939484,0.12460750341415405,0.38761502504348755,-0.03817026689648628,0.22992923855781555,0.1826142966747284
network,0.19496823847293854,0.16917307674884796,0.1478661298751831,0.08572790026664734,0.27187061309814453,0.3675209581851959,0.2306249737739563,0.27817267179489136,0.07819218933582306,0.25415703654289246,0.17853789031505585
radio,0.22625693678855896,0.16863368451595306,0.08681962639093399,0.16486462950706482,0.23511973023414612,0.29589203000068665,0.21941523253917694,0.200987309217453,0.13450658321380615,0.18228235840797424,0.08763375133275986
programs,0.2276356965303421,0.23178155720233917,0.1516295224428177,0.2038959413766861,0.21757709980010986,0.39183279871940613,0.18668393790721893,0.23197083175182343,0.06997905671596527,0.22348660230636597,0.16452431678771973
in,1.0,0.30808621644973755,0.3359307050704956,0.2593238651752472,0.6662389636039734,0.134840726852417,0.17019827663898468,0.5130809545516968,-0.037580832839012146,0.204250767827034,0.20430970191955566
1940,-0.2688147723674774,-0.07308361679315567,-0.25402167439460754,-0.09413858503103256,-0.22581081092357635,-0.17846561968326569,-0.034470461308956146,-0.1960921734571457,0.021963145583868027,-0.12214162200689316,-0.1460566520690918
.,0.5591574311256409,0.3567904531955719,0.32538118958473206,0.35288307070732117,0.5934505462646484,0.1972244679927826,0.19971393048763275,0.5593622326850891,-0.003708066651597619,0.277835488319397,0.4130953550338745
