,how,many,troops,were,defeated,for,british,in,battle,of,carillon,?
frenchmen,0.15489359200000763,0.2785583734512329,0.4340859651565552,0.39363422989845276,0.2676158547401428,0.2357427179813385,0.33352941274642944,0.20480301976203918,0.2669053375720978,0.22412239015102386,0.3349217474460602,0.11048837006092072
famously,0.24466827511787415,0.35705146193504333,0.20149828493595123,0.26710641384124756,0.1749541014432907,0.26454371213912964,0.20006872713565826,0.2592041492462158,0.15084592998027802,0.19045132398605347,0.2546617388725281,0.14875243604183197
and,0.33647966384887695,0.5296266674995422,0.23100681602954865,0.42175528407096863,0.23550936579704285,0.5064792633056641,0.325880765914917,0.4954058527946472,0.15482768416404724,0.5116966962814331,0.30971401929855347,0.20544172823429108
decisively,0.2110467255115509,0.20953674614429474,0.43688660860061646,0.2606678009033203,0.47009846568107605,0.19144053757190704,0.2590973973274231,0.28862351179122925,0.5274224877357483,0.27930545806884766,0.19697019457817078,0.1723511964082718
defeated,0.10988643020391464,0.14528289437294006,0.3878418207168579,0.30903002619743347,1.0,0.15790952742099762,0.21348682045936584,0.24813973903656006,0.46693575382232666,0.21236225962638855,0.10865943133831024,0.1413237303495407
abercrombie,0.10892599076032639,0.175389364361763,0.11949169635772705,0.20034219324588776,0.18610098958015442,0.23412787914276123,0.3704531788825989,0.28571146726608276,0.20490290224552155,0.27341529726982117,0.23183970153331757,0.19258330762386322
's,-0.026164190843701363,0.01698932610452175,0.06779379397630692,0.007088581565767527,-0.037976399064064026,-0.07241261005401611,0.06352180242538452,-0.037580832839012146,-0.03793543204665184,-0.03817026689648628,0.029478320851922035,-0.023395681753754616
force,0.16030928492546082,0.1819681078195572,0.4159229099750519,0.15954084694385529,0.20328457653522491,0.15857845544815063,0.15969642996788025,0.21744468808174133,0.2098400741815567,0.27094775438308716,0.15456800162792206,0.1650998443365097
of,0.2480744868516922,0.37253960967063904,0.23602326214313507,0.34038281440734863,0.21236225962638855,0.4185989499092102,0.23701532185077667,0.5696388483047485,0.2291749268770218,1.0,0.3646637201309204,0.1826142966747284
"18,000",0.16440072655677795,0.1716766655445099,0.13407737016677856,0.10307741910219193,0.15384754538536072,0.20319852232933044,0.22075827419757843,0.29448267817497253,0.18521812558174133,0.3837079107761383,0.358372300863266,0.17872478067874908
regulars,0.33266663551330566,0.36554235219955444,0.3699036240577698,0.2952674627304077,0.23346711695194244,0.2768537700176239,0.21127238869667053,0.20891167223453522,0.1531589776277542,0.21325792372226715,0.1809014230966568,0.33824622631073
",",0.22659391164779663,0.40610817074775696,0.23846548795700073,0.36755475401878357,0.2877303659915924,0.4464869201183319,0.25734075903892517,0.5201468467712402,0.23037992417812347,0.4946078956127167,0.2668619155883789,0.31091248989105225
militia,0.15412473678588867,0.21987643837928772,0.5402632355690002,0.3145948648452759,0.2876855432987213,0.20696066319942474,0.2913333773612976,0.22128655016422272,0.2977945804595947,0.22431901097297668,0.20900633931159973,0.16097775101661682
and,0.33647966384887695,0.5296266674995422,0.23100681602954865,0.42175528407096863,0.23550936579704285,0.5064792633056641,0.325880765914917,0.4954058527946472,0.15482768416404724,0.5116966962814331,0.30971401929855347,0.20544172823429108
native,0.14082223176956177,0.28211280703544617,0.23494957387447357,0.1908709555864334,0.1668129563331604,0.2542033791542053,0.17760911583900452,0.24378694593906403,0.15808388590812683,0.2524676024913788,0.12297867238521576,0.1457047313451767
american,0.22688741981983185,0.22814549505710602,0.16976994276046753,0.18710100650787354,0.16951072216033936,0.2306184321641922,0.4854423403739929,0.22871561348438263,0.13562926650047302,0.22180068492889404,0.21159186959266663,0.18877598643302917
allies,0.17029130458831787,0.23132847249507904,0.5503343343734741,0.33018237352371216,0.39298108220100403,0.1426519900560379,0.1906306892633438,0.22134138643741608,0.43972286581993103,0.21651434898376465,0.1662430614233017,0.16798950731754303
outside,0.2897700369358063,0.3308001160621643,0.17694050073623657,0.22631162405014038,0.10007333010435104,0.2657284140586853,0.1577790379524231,0.4191201329231262,0.0891791582107544,0.2973117530345917,0.24993084371089935,0.14839068055152893
the,0.33890387415885925,0.4335206151008606,0.3229958415031433,0.3906462490558624,0.2833898365497589,0.4739971458911896,0.28973397612571716,0.6662389636039734,0.2820790410041809,0.733189046382904,0.3277492821216583,0.22068053483963013
fort,0.03157204017043114,0.1379803568124771,0.3374136686325073,0.2120113968849182,0.26050490140914917,0.17886725068092346,0.2695907950401306,0.24152536690235138,0.32382732629776,0.18979716300964355,0.3183613717556,0.15686731040477753
the,0.33890387415885925,0.4335206151008606,0.3229958415031433,0.3906462490558624,0.2833898365497589,0.4739971458911896,0.28973397612571716,0.6662389636039734,0.2820790410041809,0.733189046382904,0.3277492821216583,0.22068053483963013
french,0.14884154498577118,0.2158181369304657,0.26327648758888245,0.22002479434013367,0.1559123396873474,0.17280760407447815,0.43574923276901245,0.22093388438224792,0.1784413456916809,0.19450366497039795,0.3178308606147766,0.1386883556842804
called,0.2869613468647003,0.3552800714969635,0.11889089643955231,0.30364301800727844,0.15605428814888,0.29870352149009705,0.13953031599521637,0.40847352147102356,0.15913890302181244,0.4222904443740845,0.30295106768608093,0.18963319063186646
carillon,0.16875824332237244,0.23761534690856934,0.18080686032772064,0.21907559037208557,0.10865943133831024,0.24805080890655518,0.21051163971424103,0.28217023611068726,0.1540890336036682,0.3646637201309204,1.0000001192092896,0.16890698671340942
and,0.33647966384887695,0.5296266674995422,0.23100681602954865,0.42175528407096863,0.23550936579704285,0.5064792633056641,0.325880765914917,0.4954058527946472,0.15482768416404724,0.5116966962814331,0.30971401929855347,0.20544172823429108
the,0.33890387415885925,0.4335206151008606,0.3229958415031433,0.3906462490558624,0.2833898365497589,0.4739971458911896,0.28973397612571716,0.6662389636039734,0.2820790410041809,0.733189046382904,0.3277492821216583,0.22068053483963013
british,0.17564475536346436,0.23270447552204132,0.2599998712539673,0.27742838859558105,0.21348682045936584,0.1970057189464569,1.0,0.23084034025669098,0.17756831645965576,0.23701532185077667,0.21051163971424103,0.09711728990077972
called,0.2869613468647003,0.3552800714969635,0.11889089643955231,0.30364301800727844,0.15605428814888,0.29870352149009705,0.13953031599521637,0.40847352147102356,0.15913890302181244,0.4222904443740845,0.30295106768608093,0.18963319063186646
ticonderoga,0.14483363926410675,0.21677209436893463,0.4512907564640045,0.2905041575431824,0.3054077625274658,0.23260320723056793,0.28577131032943726,0.2745610475540161,0.3959161639213562,0.3081483542919159,0.3561752438545227,0.1987834870815277
.,0.3287222981452942,0.3974229395389557,0.19217929244041443,0.3378238379955292,0.2081184983253479,0.4726039469242096,0.23159366846084595,0.5591574311256409,0.1661834716796875,0.5352458953857422,0.24690909683704376,0.4130953550338745
