,what,was,given,to,high,schools,where,former,students,went,on,to,play,or,coach,in,a,super,bowl,?
golden,0.172581747174263,0.21282179653644562,0.24135954678058624,0.17844271659851074,0.14810173213481903,0.09037334471940994,0.17261460423469543,0.10484415292739868,0.07739946246147156,0.1619184911251068,0.18434105813503265,0.17844271659851074,0.171107217669487,0.17650704085826874,0.23124836385250092,0.22636684775352478,0.24846121668815613,0.2640960216522217,0.25437235832214355,0.1324693262577057
super,0.13651713728904724,0.21420986950397491,0.11709477752447128,0.17783479392528534,0.21968311071395874,0.1459401547908783,0.17802926898002625,0.15229178965091705,0.0794081762433052,0.18673880398273468,0.1569211632013321,0.17783479392528534,0.17709366977214813,0.1601378619670868,0.14526855945587158,0.18576006591320038,0.26005712151527405,1.0000001192092896,0.4848237931728363,0.166326642036438
bowl,0.15942467749118805,0.21915455162525177,0.14503885805606842,0.16993016004562378,0.18100906908512115,0.16907702386379242,0.18910634517669678,0.12867674231529236,0.10162273794412613,0.20031854510307312,0.1334993690252304,0.16993016004562378,0.19427603483200073,0.19053693115711212,0.2445603609085083,0.17236235737800598,0.19533146917819977,0.4848237931728363,1.0,0.21118052303791046
'',0.08143015950918198,0.04456103965640068,0.10763400048017502,-0.009905828163027763,0.01435898058116436,0.07826808094978333,0.016034942120313644,0.022811777889728546,-0.024092674255371094,-0.02893640846014023,0.04238596186041832,-0.009905828163027763,0.018997937440872192,0.04548122361302376,-0.004992924630641937,0.07432962208986282,0.04890415817499161,-0.02655862085521221,-0.008809788152575493,0.018684765323996544
;,0.10986888408660889,0.0754367932677269,0.06479515880346298,0.0979827418923378,-0.012911408208310604,0.006539041642099619,-0.020392686128616333,-0.07176365703344345,-0.02941901423037052,0.015374010428786278,-0.017878999933600426,0.0979827418923378,0.08712074160575867,0.0563276931643486,0.03760693967342377,0.092739537358284,-0.02122584730386734,0.0580664724111557,0.03451862558722496,0.10349778085947037
gold-tinted,0.25862276554107666,0.3376583755016327,0.2729319930076599,0.23337867856025696,0.17896109819412231,0.13452696800231934,0.22460024058818817,0.14701460301876068,0.1661410927772522,0.31594330072402954,0.25692054629325867,0.23337867856025696,0.24155399203300476,0.26373034715652466,0.26729056239128113,0.2650183141231537,0.28106728196144104,0.21833153069019318,0.3090018332004547,0.21912521123886108
logos,0.24573560059070587,0.12409704178571701,0.2071954309940338,0.24047820270061493,0.05328502506017685,0.1758936196565628,0.16879580914974213,0.04055069759488106,0.22124581038951874,0.05331886187195778,0.19849711656570435,0.24047820270061493,0.13823945820331573,0.2155989110469818,0.15595300495624542,0.10345860570669174,0.13749617338180542,0.13980142772197723,0.06191003695130348,0.3621874749660492
were,0.22298263013362885,0.590133786201477,0.25531911849975586,0.31913647055625916,0.15924203395843506,0.2387605458498001,0.2363632768392563,0.1692831814289093,0.24280844628810883,0.3797573149204254,0.2774328887462616,0.31913647055625916,0.21322371065616608,0.3389680087566376,0.14813336730003357,0.3815755248069763,0.17203083634376526,0.18743500113487244,0.17085392773151398,0.17890112102031708
implemented,0.2723406255245209,0.2312583029270172,0.25005394220352173,0.27309197187423706,0.12295159697532654,0.2374875545501709,0.14624252915382385,0.08507005870342255,0.21463896334171295,0.15966908633708954,0.2729615569114685,0.27309197187423706,0.11175258457660675,0.23839475214481354,0.08894667029380798,0.19736117124557495,0.2648390829563141,0.18682299554347992,0.12407568097114563,0.27067989110946655
across,0.24809791147708893,0.20413610339164734,0.1007184237241745,0.36818596720695496,0.23569531738758087,0.22264358401298523,0.3917434513568878,0.17700859904289246,0.20566600561141968,0.19626089930534363,0.411987841129303,0.36818596720695496,0.13137468695640564,0.24619930982589722,0.05241725221276283,0.36988839507102966,0.2660536468029022,0.1142096221446991,0.10498353838920593,0.17034576833248138
the,0.42745697498321533,0.48711544275283813,0.37508252263069153,0.535392165184021,0.28034812211990356,0.22905772924423218,0.5003893971443176,0.2251449078321457,0.25268980860710144,0.3345835506916046,0.5107308030128479,0.535392165184021,0.24793598055839539,0.4174870550632477,0.14297698438167572,0.6662389636039734,0.5829201340675354,0.21959073841571808,0.21576224267482758,0.22068053483963013
nfl,0.12579965591430664,0.20145657658576965,0.1340031772851944,0.1526731252670288,0.1685030162334442,0.21344323456287384,0.12692436575889587,0.2880493998527527,0.2032930999994278,0.22023487091064453,0.18523651361465454,0.1526731252670288,0.3012787103652954,0.0871717780828476,0.387692928314209,0.12599408626556396,0.1210956797003746,0.319060355424881,0.48354101181030273,0.10610254108905792
's,0.02692362666130066,0.008974763564765453,-0.024429189041256905,0.03782717138528824,-0.04658069461584091,0.003616944421082735,0.0007701900321990252,0.032462362200021744,0.03619067743420601,0.0411166250705719,0.0026888418942689896,0.03782717138528824,0.08983290195465088,0.06871571391820908,-0.02642884850502014,-0.037580832839012146,0.04866964742541313,0.09726737439632416,-0.02838491089642048,-0.023395681753754616
properties,0.23360128700733185,0.14832323789596558,0.23281818628311157,0.2760433554649353,0.17972242832183838,0.1605137437582016,0.23286239802837372,0.06392844766378403,0.18187668919563293,0.11124356091022491,0.1698455661535263,0.2760433554649353,0.11032519489526749,0.28394651412963867,0.060955848544836044,0.19315902888774872,0.21527832746505737,0.09991060942411423,0.10915952920913696,0.12601029872894287
and,0.31309178471565247,0.3740963041782379,0.30185943841934204,0.48971283435821533,0.2911888659000397,0.29319998621940613,0.43859338760375977,0.2516189515590668,0.28111961483955383,0.3419242799282074,0.4077630043029785,0.48971283435821533,0.25634777545928955,0.4713204801082611,0.2508825957775116,0.4954058527946472,0.3739250600337982,0.18368244171142578,0.1698254644870758,0.20544172823429108
painted,0.19051748514175415,0.2505439817905426,0.14790424704551697,0.17417682707309723,0.1525576114654541,0.09090019762516022,0.15262049436569214,0.12254524976015091,0.10893380641937256,0.21936765313148499,0.18201114237308502,0.17417682707309723,0.15703798830509186,0.18709790706634521,0.2131723016500473,0.17467723786830902,0.18873080611228943,0.1073715016245842,0.21304813027381897,0.13457663357257843
on,0.34226128458976746,0.3909217119216919,0.2107619345188141,0.41031414270401,0.20843200385570526,0.18452578783035278,0.37630224227905273,0.18025436997413635,0.2211644947528839,0.29989129304885864,0.9999999403953552,0.41031414270401,0.22181138396263123,0.2897229492664337,0.14207302033901215,0.46853652596473694,0.3848365545272827,0.1569211632013321,0.1334993690252304,0.2714994251728058
fields,0.14054246246814728,0.09075388312339783,0.2235308587551117,0.24277333915233612,0.14370527863502502,0.2222396284341812,0.24665728211402893,0.07051268219947815,0.20846521854400635,0.10340961813926697,0.14855575561523438,0.24277333915233612,0.1405300796031952,0.25209224224090576,0.14573118090629578,0.19709080457687378,0.1733706295490265,0.08708840608596802,0.16866959631443024,0.1411406248807907
",",0.3087472915649414,0.45456063747406006,0.2843315005302429,0.44245919585227966,0.27938312292099,0.2760516405105591,0.3149496018886566,0.2738454341888428,0.26501646637916565,0.29013195633888245,0.49057599902153015,0.44245919585227966,0.2231253683567047,0.3769497275352478,0.2760384678840637,0.5201468467712402,0.427140474319458,0.22322475910186768,0.1810409277677536,0.31091248989105225
the,0.42745697498321533,0.48711544275283813,0.37508252263069153,0.535392165184021,0.28034812211990356,0.22905772924423218,0.5003893971443176,0.2251449078321457,0.25268980860710144,0.3345835506916046,0.5107308030128479,0.535392165184021,0.24793598055839539,0.4174870550632477,0.14297698438167572,0.6662389636039734,0.5829201340675354,0.21959073841571808,0.21576224267482758,0.22068053483963013
numbering,0.26612839102745056,0.1521965116262436,0.24385292828083038,0.280720978975296,0.0586557574570179,0.18628433346748352,0.22177357971668243,0.14206130802631378,0.18755283951759338,0.11658550053834915,0.2297057807445526,0.280720978975296,0.09757485240697861,0.2587277889251709,0.1298145055770874,0.23750828206539154,0.2533259987831116,0.18296942114830017,0.08578565716743469,0.18656331300735474
of,0.33290785551071167,0.4069072902202606,0.39388060569763184,0.41548454761505127,0.2803038954734802,0.265506386756897,0.38066378235816956,0.30415382981300354,0.25513339042663574,0.2527906000614166,0.3966929316520691,0.41548454761505127,0.15350224077701569,0.3792596757411957,0.144924595952034,0.5696388483047485,0.5052502155303955,0.14718765020370483,0.2243070751428604,0.1826142966747284
the,0.42745697498321533,0.48711544275283813,0.37508252263069153,0.535392165184021,0.28034812211990356,0.22905772924423218,0.5003893971443176,0.2251449078321457,0.25268980860710144,0.3345835506916046,0.5107308030128479,0.535392165184021,0.24793598055839539,0.4174870550632477,0.14297698438167572,0.6662389636039734,0.5829201340675354,0.21959073841571808,0.21576224267482758,0.22068053483963013
50-yard,0.20699849724769592,0.3158988356590271,0.16408507525920868,0.21221671998500824,0.13634134829044342,0.12443557381629944,0.2719777822494507,0.21259579062461853,0.11517027765512466,0.21671634912490845,0.2211121767759323,0.21221671998500824,0.1985522359609604,0.22062915563583374,0.13633617758750916,0.2469327449798584,0.27746275067329407,0.17980119585990906,0.18631784617900848,0.11265861243009567
line,0.2245367169380188,0.1765366792678833,0.19307217001914978,0.2615616023540497,0.19077810645103455,0.11784450709819794,0.22999835014343262,0.10543186962604523,0.15681754052639008,0.1589493602514267,0.2094266265630722,0.2615616023540497,0.17768004536628723,0.23558199405670166,0.2100418359041214,0.2258777767419815,0.23499317467212677,0.1948607861995697,0.09206075221300125,0.16271452605724335
on,0.34226128458976746,0.3909217119216919,0.2107619345188141,0.41031414270401,0.20843200385570526,0.18452578783035278,0.37630224227905273,0.18025436997413635,0.2211644947528839,0.29989129304885864,0.9999999403953552,0.41031414270401,0.22181138396263123,0.2897229492664337,0.14207302033901215,0.46853652596473694,0.3848365545272827,0.1569211632013321,0.1334993690252304,0.2714994251728058
fields,0.14054246246814728,0.09075388312339783,0.2235308587551117,0.24277333915233612,0.14370527863502502,0.2222396284341812,0.24665728211402893,0.07051268219947815,0.20846521854400635,0.10340961813926697,0.14855575561523438,0.24277333915233612,0.1405300796031952,0.25209224224090576,0.14573118090629578,0.19709080457687378,0.1733706295490265,0.08708840608596802,0.16866959631443024,0.1411406248807907
was,0.22111038863658905,1.0000001192092896,0.26878538727760315,0.3636345863342285,0.19978567957878113,0.19736053049564362,0.20731619000434875,0.2544213533401489,0.19959072768688202,0.49310487508773804,0.3909217119216919,0.3636345863342285,0.23784595727920532,0.2330796718597412,0.20918557047843933,0.45514053106307983,0.4508470594882965,0.21420986950397491,0.21915455162525177,0.18412111699581146
colored,0.18799574673175812,0.15550875663757324,0.2038220912218094,0.23767231404781342,0.15698686242103577,0.14662514626979828,0.21686500310897827,0.10663480311632156,0.1754053682088852,0.1405259221792221,0.23823322355747223,0.23767231404781342,0.15841546654701233,0.26824209094047546,0.15297552943229675,0.2016526460647583,0.23160144686698914,0.16287699341773987,0.23187671601772308,0.17333996295928955
gold,0.15779642760753632,0.24345459043979645,0.21883080899715424,0.19999347627162933,0.14780135452747345,0.03437970578670502,0.20650091767311096,0.14209866523742676,0.09594263136386871,0.24280104041099548,0.15932275354862213,0.19999347627162933,0.11769374459981918,0.18691161274909973,0.21050353348255157,0.21206732094287872,0.22218312323093414,0.1844714879989624,0.19331370294094086,0.11542754620313644
",",0.3087472915649414,0.45456063747406006,0.2843315005302429,0.44245919585227966,0.27938312292099,0.2760516405105591,0.3149496018886566,0.2738454341888428,0.26501646637916565,0.29013195633888245,0.49057599902153015,0.44245919585227966,0.2231253683567047,0.3769497275352478,0.2760384678840637,0.5201468467712402,0.427140474319458,0.22322475910186768,0.1810409277677536,0.31091248989105225
and,0.31309178471565247,0.3740963041782379,0.30185943841934204,0.48971283435821533,0.2911888659000397,0.29319998621940613,0.43859338760375977,0.2516189515590668,0.28111961483955383,0.3419242799282074,0.4077630043029785,0.48971283435821533,0.25634777545928955,0.4713204801082611,0.2508825957775116,0.4954058527946472,0.3739250600337982,0.18368244171142578,0.1698254644870758,0.20544172823429108
beginning,0.3351518511772156,0.35191401839256287,0.24128544330596924,0.32582011818885803,0.13475413620471954,0.11850869655609131,0.2946988344192505,0.18984481692314148,0.19179868698120117,0.23659712076187134,0.2641787528991699,0.32582011818885803,0.151275172829628,0.21662326157093048,0.07718800008296967,0.3787442147731781,0.31769853830337524,0.1733865588903427,0.17699073255062103,0.19413669407367706
on,0.34226128458976746,0.3909217119216919,0.2107619345188141,0.41031414270401,0.20843200385570526,0.18452578783035278,0.37630224227905273,0.18025436997413635,0.2211644947528839,0.29989129304885864,0.9999999403953552,0.41031414270401,0.22181138396263123,0.2897229492664337,0.14207302033901215,0.46853652596473694,0.3848365545272827,0.1569211632013321,0.1334993690252304,0.2714994251728058
week,0.2483774870634079,0.24251437187194824,0.2731211483478546,0.27498435974121094,0.1627466231584549,0.17903921008110046,0.20079593360424042,0.13817176222801208,0.2357550710439682,0.26446565985679626,0.3680826723575592,0.27498435974121094,0.21286006271839142,0.18893039226531982,0.19312307238578796,0.2674444317817688,0.20796456933021545,0.18053525686264038,0.2576042413711548,0.25105318427085876
7,-0.1699475795030594,0.002381215337663889,-0.13780799508094788,-0.1819358468055725,-0.0927848070859909,-0.013381686061620712,-0.1895010620355606,0.09035278111696243,-0.09465692192316055,-0.059544384479522705,-0.10819486528635025,-0.1819358468055725,-0.10307332128286362,-0.19248951971530914,0.006150379776954651,-0.02604081481695175,-0.06565704196691513,-0.11163666844367981,-0.12705844640731812,-0.15092156827449799
",",0.3087472915649414,0.45456063747406006,0.2843315005302429,0.44245919585227966,0.27938312292099,0.2760516405105591,0.3149496018886566,0.2738454341888428,0.26501646637916565,0.29013195633888245,0.49057599902153015,0.44245919585227966,0.2231253683567047,0.3769497275352478,0.2760384678840637,0.5201468467712402,0.427140474319458,0.22322475910186768,0.1810409277677536,0.31091248989105225
all,0.41981086134910583,0.23179835081100464,0.2496354579925537,0.42520734667778015,0.23327398300170898,0.31516021490097046,0.36365973949432373,0.15042118728160858,0.28243687748908997,0.21458953619003296,0.3832052946090698,0.42520734667778015,0.20315848290920258,0.3321593105792999,0.15928171575069427,0.3335905969142914,0.2696802616119385,0.26925644278526306,0.2204573154449463,0.29575422406196594
sideline,0.3090035319328308,0.23175807297229767,0.08417025208473206,0.20917049050331116,0.18838223814964294,0.21453265845775604,0.23845146596431732,0.24585756659507751,0.19344845414161682,0.23774521052837372,0.2969872057437897,0.20917049050331116,0.4319429099559784,0.11552680283784866,0.30448001623153687,0.2289857119321823,0.20382322371006012,0.2961301803588867,0.33748066425323486,0.2637002468109131
jackets,0.138166144490242,0.1580561101436615,0.17821481823921204,0.23376785218715668,0.12598097324371338,0.2428470402956009,0.24027201533317566,0.15101534128189087,0.2734045386314392,0.20671020448207855,0.18311569094657898,0.23376785218715668,0.29054245352745056,0.20971736311912537,0.3232642710208893,0.21110542118549347,0.18820354342460632,0.1899246871471405,0.2728385329246521,0.0852784663438797
and,0.31309178471565247,0.3740963041782379,0.30185943841934204,0.48971283435821533,0.2911888659000397,0.29319998621940613,0.43859338760375977,0.2516189515590668,0.28111961483955383,0.3419242799282074,0.4077630043029785,0.48971283435821533,0.25634777545928955,0.4713204801082611,0.2508825957775116,0.4954058527946472,0.3739250600337982,0.18368244171142578,0.1698254644870758,0.20544172823429108
hats,0.29457175731658936,0.15088391304016113,0.14382310211658478,0.24897365272045135,0.1275354027748108,0.14627641439437866,0.1910589635372162,0.09461673349142075,0.2096034586429596,0.1428152322769165,0.1633320450782776,0.24897365272045135,0.20873236656188965,0.30546703934669495,0.14350242912769318,0.1803412139415741,0.19325564801692963,0.12189412862062454,0.19273144006729126,0.22648833692073822
featured,0.20330384373664856,0.3064519464969635,0.1838626265525818,0.1969822198152542,0.19052623212337494,0.14343389868736267,0.22748804092407227,0.17953987419605255,0.13813860714435577,0.21624206006526947,0.38461124897003174,0.1969822198152542,0.24035528302192688,0.2098761647939682,0.15029095113277435,0.2658694386482239,0.3058987855911255,0.24398969113826752,0.18793275952339172,0.2944096624851227
gold-trimmed,0.3198505938053131,0.30106842517852783,0.3292185068130493,0.29651981592178345,0.20067188143730164,0.19521118700504303,0.274151086807251,0.08273380994796753,0.1766611933708191,0.26410356163978577,0.3087792694568634,0.29651981592178345,0.17995049059391022,0.3496677279472351,0.24562950432300568,0.3026413023471832,0.34725916385650635,0.21647635102272034,0.27731314301490784,0.3005979359149933
logos,0.24573560059070587,0.12409704178571701,0.2071954309940338,0.24047820270061493,0.05328502506017685,0.1758936196565628,0.16879580914974213,0.04055069759488106,0.22124581038951874,0.05331886187195778,0.19849711656570435,0.24047820270061493,0.13823945820331573,0.2155989110469818,0.15595300495624542,0.10345860570669174,0.13749617338180542,0.13980142772197723,0.06191003695130348,0.3621874749660492
.,0.3567904531955719,0.40146201848983765,0.3169408142566681,0.4645031690597534,0.24301011860370636,0.2752705216407776,0.41390106081962585,0.20895031094551086,0.2607303857803345,0.27773603796958923,0.49257001280784607,0.4645031690597534,0.25552695989608765,0.36683785915374756,0.20588655769824982,0.5591574311256409,0.50484299659729,0.2757420241832733,0.21516893804073334,0.4130953550338745
